"SITE_ID","VISIT_NO","AMMONIA_N_RESULT","AMMONIA_N_UNITS","ANC_RESULT","ANC_UNITS","CALCIUM_RESULT","CALCIUM_UNITS","CHLORIDE_RESULT","CHLORIDE_UNITS","COLOR_RESULT","COLOR_UNITS","COND_RESULT","COND_UNITS","DOC_RESULT","DOC_UNITS","MAGNESIUM_RESULT","MAGNESIUM_UNITS","NITRATE_N_RESULT","NITRATE_N_UNITS","NITRATE_NITRITE_N_RESULT","NITRATE_NITRITE_N_UNITS","NITRITE_N_RESULT","NITRITE_N_UNITS","NTL_RESULT","NTL_UNITS","PH_RESULT","PH_UNITS","POTASSIUM_RESULT","POTASSIUM_UNITS","PTL_RESULT","PTL_UNITS","SILICA_RESULT","SILICA_UNITS","SODIUM_RESULT","SODIUM_UNITS","SULFATE_RESULT","SULFATE_UNITS","TSS_RESULT","TSS_UNITS","TURB_RESULT","TURB_UNITS"
"NRS18_UT_10435",1,0.007,"mg N/L",3104.5,"uEQ/L",51.901,"mg/L",17.798,"mg/L",2,"APHA PT-CO",559.2,"uS/cm at 25 C",3.78,"mg/L",18.24,"mg/L",0.0019,"mg N/L",NA,"","","",0.19,"mg N/L",8.46,"Std. Units",2.486,"mg/L",16.198,"ug/L",1.553,"mg/L",38.632,"mg/L",105.074,"mg/L","9.7","mg/L",6.09,"NTU"
"NRS18_TX_10036",1,0.017,"mg N/L",265.59,"uEQ/L",5.151,"mg/L",9.939,"mg/L",23,"APHA PT-CO",70.7,"uS/cm at 25 C",3.68,"mg/L",1.128,"mg/L",0.1235,"mg N/L",NA,"","4.00E-04","mg N/L",0.303,"mg N/L",7.33,"Std. Units",1.142,"mg/L",34.523,"ug/L",12.133,"mg/L",6.035,"mg/L",2.083,"mg/L","6.1","mg/L",13.71,"NTU"
"NRS18_ID_10042",1,0.025,"mg N/L",3012.82,"uEQ/L",39.413,"mg/L",19.639,"mg/L",0,"APHA PT-CO",435.6,"uS/cm at 25 C",1.88,"mg/L",16.598,"mg/L",0.6992,"mg N/L",NA,"","","",0.999,"mg N/L",8.35,"Std. Units",4.026,"mg/L",51.78,"ug/L",21.297,"mg/L",23.831,"mg/L",38.833,"mg/L","7","mg/L",3.83,"NTU"
"NRS18_FL_10012",1,0.086,"mg N/L",4239.61,"uEQ/L",82.986,"mg/L",27.872,"mg/L",98,"APHA PT-CO",511.3,"uS/cm at 25 C",14.74,"mg/L",4.137,"mg/L",0.0431,"mg N/L",NA,"","3.00E-04","mg N/L",0.716,"mg N/L",8.17,"Std. Units",2.931,"mg/L",28.291,"ug/L",6.746,"mg/L",18.233,"mg/L",14.105,"mg/L","4.2","mg/L",6.75,"NTU"
"NRS18_AR_10015",1,0.013,"mg N/L",480.94,"uEQ/L",6.821,"mg/L",1.157,"mg/L",4,"APHA PT-CO",57.6,"uS/cm at 25 C",1.24,"mg/L",1.505,"mg/L",0.0041,"mg N/L",NA,"","3.00E-04","mg N/L",0.099,"mg N/L",7.66,"Std. Units",1.163,"mg/L",9.719,"ug/L",4.224,"mg/L",1.781,"mg/L",1.702,"mg/L","1.5","mg/L",1.82,"NTU"
"NRS18_AL_10009",2,0.012,"mg N/L",665.65,"uEQ/L",10.925,"mg/L",4.112,"mg/L",36,"APHA PT-CO",84.7,"uS/cm at 25 C",5.07,"mg/L",1.879,"mg/L",0.3031,"mg N/L",NA,"","6.00E-04","mg N/L",0.516,"mg N/L",7.86,"Std. Units",1.017,"mg/L",15.449,"ug/L",6.102,"mg/L",2.006,"mg/L",0.492,"mg/L","0.6","mg/L",4.63,"NTU"
"NRS18_RI_10199",1,0.007,"mg N/L",74.45,"uEQ/L",6.118,"mg/L",100.406,"mg/L",18,"APHA PT-CO",376,"uS/cm at 25 C",2.4,"mg/L",1.464,"mg/L",0.1096,"mg N/L",NA,"","","",0.251,"mg N/L",6.69,"Std. Units",1.719,"mg/L",14.771,"ug/L",12.364,"mg/L",60.994,"mg/L",5.721,"mg/L","2","mg/L",1.43,"NTU"
"NRS18_CO_10026",1,0.015,"mg N/L",2101.53,"uEQ/L",28.477,"mg/L",9.891,"mg/L",18,"APHA PT-CO",310.2,"uS/cm at 25 C",4.14,"mg/L",9.861,"mg/L",0.004,"mg N/L",NA,"","","",0.338,"mg N/L",8.71,"Std. Units",2.682,"mg/L",42.414,"ug/L",1.834,"mg/L",19.658,"mg/L",35.44,"mg/L","2.2","mg/L",1.64,"NTU"
"NRS18_CO_10002",2,0.01,"mg N/L",3250.11,"uEQ/L",108.058,"mg/L",7.925,"mg/L",7,"APHA PT-CO",904,"uS/cm at 25 C",3.22,"mg/L",29.202,"mg/L",0.8147,"mg N/L",NA,"","0.0039","mg N/L",1.094,"mg N/L",8.51,"Std. Units",3.172,"mg/L",65.341,"ug/L",9.624,"mg/L",48.371,"mg/L",310.372,"mg/L","37.2","mg/L",25.02,"NTU"
"NRS18_CO_10003",2,0.014,"mg N/L",371.51,"uEQ/L",5.671,"mg/L",0.141,"mg/L",11,"APHA PT-CO",42.7,"uS/cm at 25 C",2.27,"mg/L",1.084,"mg/L",0.1656,"mg N/L",NA,"","6.00E-04","mg N/L",0.263,"mg N/L",7.59,"Std. Units",0.638,"mg/L",7.706,"ug/L",3.126,"mg/L",1.062,"mg/L",0.907,"mg/L","0","mg/L",0.8,"NTU"
"NRS18_AR_10001",1,0.007,"mg N/L",96,"uEQ/L",1.593,"mg/L",1.985,"mg/L",37,"APHA PT-CO",31.7,"uS/cm at 25 C",4.03,"mg/L",1.147,"mg/L",0.5348,"mg N/L",NA,"","9.00E-04","mg N/L",0.725,"mg N/L",6.82,"Std. Units",1.013,"mg/L",17.043,"ug/L",6.368,"mg/L",2.018,"mg/L",2.746,"mg/L","0.6","mg/L",6.46,"NTU"
"NRS18_IL_11563",1,0.013,"mg N/L",1745.57,"uEQ/L",39.75,"mg/L",27.573,"mg/L",12,"APHA PT-CO",490.9,"uS/cm at 25 C",5.56,"mg/L",14.033,"mg/L",0.3927,"mg N/L",NA,"","0.0035","mg N/L",1.28,"mg N/L",7.98,"Std. Units",5.457,"mg/L",261.654,"ug/L",7.994,"mg/L",32.163,"mg/L",97.065,"mg/L","93.2","mg/L",49.67,"NTU"
"NRS18_CO_10055",1,0.005,"mg N/L",866.88,"uEQ/L",15.675,"mg/L",0.205,"mg/L",5,"APHA PT-CO",104,"uS/cm at 25 C",1.11,"mg/L",1.904,"mg/L",0.0554,"mg N/L",NA,"","3.00E-04","mg N/L",0.119,"mg N/L",7.93,"Std. Units",0.754,"mg/L",13.314,"ug/L",7.982,"mg/L",1.992,"mg/L",6.44,"mg/L","5.4","mg/L",1.52,"NTU"
"NRS18_CO_10005",1,0.02,"mg N/L",2617.6,"uEQ/L",48.841,"mg/L",11.222,"mg/L",20,"APHA PT-CO",515.7,"uS/cm at 25 C",4.03,"mg/L",18.101,"mg/L",0.0021,"mg N/L",NA,"","","",0.585,"mg N/L",8.56,"Std. Units",2.429,"mg/L",88.125,"ug/L",7.322,"mg/L",31.77,"mg/L",115.681,"mg/L","21.7","mg/L",11.4,"NTU"
"NRS18_TX_10050",1,0.021,"mg N/L",5121.18,"uEQ/L",88.315,"mg/L",43.73,"mg/L",20,"APHA PT-CO",615.8,"uS/cm at 25 C",3.12,"mg/L",6.077,"mg/L",0.0053,"mg N/L",NA,"","","",0.34,"mg N/L",8.37,"Std. Units",3.169,"mg/L",155.01,"ug/L",27.862,"mg/L",35.08,"mg/L",8.793,"mg/L","3","mg/L",2.99,"NTU"
"NRS18_MS_10002",2,0.006,"mg N/L",469.6,"uEQ/L",6.311,"mg/L",11.027,"mg/L",30,"APHA PT-CO",129.2,"uS/cm at 25 C",5.48,"mg/L",1.423,"mg/L",0.0451,"mg N/L",NA,"","0.0016","mg N/L",0.534,"mg N/L",7.65,"Std. Units",2.038,"mg/L",137.489,"ug/L",10.179,"mg/L",16.026,"mg/L",15.757,"mg/L","31.7","mg/L",18.65,"NTU"
"NRS18_NJ_10001",1,0.015,"mg N/L",2225.6,"uEQ/L",55.524,"mg/L",146.838,"mg/L",30,"APHA PT-CO",773.3,"uS/cm at 25 C",4.88,"mg/L",8.878,"mg/L",1.1712,"mg N/L",NA,"","","",1.619,"mg N/L",8.09,"Std. Units",3.099,"mg/L",55.975,"ug/L",10.815,"mg/L",81.416,"mg/L",18.418,"mg/L","0.5","mg/L",1.45,"NTU"
"NRS18_NE_10004",1,0.025,"mg N/L",7091.04,"uEQ/L",96.791,"mg/L",7.17,"mg/L",22,"APHA PT-CO",662.2,"uS/cm at 25 C",4.05,"mg/L",18.999,"mg/L",0.2773,"mg N/L",NA,"","0.0011","mg N/L",0.876,"mg N/L",8.41,"Std. Units",11.407,"mg/L",411.093,"ug/L",26.176,"mg/L",18.618,"mg/L",16.645,"mg/L","24.5","mg/L",12.86,"NTU"
"NRS18_IL_10036",1,0.084,"mg N/L",4720.44,"uEQ/L",64.58,"mg/L",8.734,"mg/L",16,"APHA PT-CO",493.5,"uS/cm at 25 C",2.35,"mg/L",17.366,"mg/L",0.1633,"mg N/L",NA,"","","",0.515,"mg N/L",8.13,"Std. Units",2.167,"mg/L",139.168,"ug/L",12.703,"mg/L",11.442,"mg/L",13.287,"mg/L","32","mg/L",21.88,"NTU"
"NRS18_OR_10002",2,0.008,"mg N/L",308.25,"uEQ/L",3.767,"mg/L",0.785,"mg/L",11,"APHA PT-CO",37,"uS/cm at 25 C",0.87,"mg/L",0.883,"mg/L",0.0121,"mg N/L",NA,"","2.00E-04","mg N/L",0.074,"mg N/L",7.55,"Std. Units",0.263,"mg/L",12.039,"ug/L",10.516,"mg/L",2.244,"mg/L",1.127,"mg/L","0.4","mg/L",0.87,"NTU"
"NRS18_CO_10014",2,0.014,"mg N/L",2429.1,"uEQ/L",97.214,"mg/L",99.077,"mg/L",15,"APHA PT-CO",1139.6,"uS/cm at 25 C",3.4,"mg/L",29.68,"mg/L",0.2918,"mg N/L",NA,"","0.0236","mg N/L",0.616,"mg N/L",8.48,"Std. Units",3.938,"mg/L",57.266,"ug/L",3.784,"mg/L",97.479,"mg/L",306.138,"mg/L","35.8","mg/L",20.94,"NTU"
"NRS18_CO_10977",1,0.022,"mg N/L",1217.62,"uEQ/L",20.976,"mg/L",9.514,"mg/L",20,"APHA PT-CO",194.2,"uS/cm at 25 C",2.86,"mg/L",4.986,"mg/L",0.1932,"mg N/L",NA,"","0.0028","mg N/L",0.514,"mg N/L",7.98,"Std. Units",1.668,"mg/L",56.878,"ug/L",4.462,"mg/L",10.385,"mg/L",18.338,"mg/L","4.8","mg/L",2.77,"NTU"
"NRS18_MD_10008",1,0.139,"mg N/L",795.29,"uEQ/L",14.309,"mg/L",11.749,"mg/L",25,"APHA PT-CO",141.4,"uS/cm at 25 C",3.29,"mg/L",2.705,"mg/L",0.6652,"mg N/L",NA,"","0.0068","mg N/L",1.285,"mg N/L",7.76,"Std. Units",2.117,"mg/L",107.415,"ug/L",4.507,"mg/L",8.393,"mg/L",6.914,"mg/L","12.9","mg/L",11.56,"NTU"
"NRS18_VT_10017",1,0.004,"mg N/L",1271.84,"uEQ/L",17.843,"mg/L",15.18,"mg/L",8,"APHA PT-CO",185.2,"uS/cm at 25 C",1.1,"mg/L",5.87,"mg/L",0.2945,"mg N/L",NA,"","2.00E-04","mg N/L",0.413,"mg N/L",8.16,"Std. Units",0.731,"mg/L",4.008,"ug/L",3.123,"mg/L",10.171,"mg/L",4.48,"mg/L","0.7","mg/L",0.38,"NTU"
"NRS18_NH_10019",1,0.041,"mg N/L",372.08,"uEQ/L",9.213,"mg/L",42.047,"mg/L",80,"APHA PT-CO",195.7,"uS/cm at 25 C",9.56,"mg/L",2.023,"mg/L",0.049,"mg N/L",NA,"","","",0.49,"mg N/L",7.13,"Std. Units",1.241,"mg/L",30.223,"ug/L",6.1,"mg/L",24.926,"mg/L",2.66,"mg/L","0.6","mg/L",1.75,"NTU"
"NRS18_TX_10023",1,0.031,"mg N/L",3457.8,"uEQ/L",49.549,"mg/L",38.763,"mg/L",18,"APHA PT-CO",527.9,"uS/cm at 25 C",1.83,"mg/L",16.491,"mg/L",0.3127,"mg N/L",NA,"","3.00E-04","mg N/L",0.615,"mg N/L",8.28,"Std. Units",3.006,"mg/L",63.753,"ug/L",17.122,"mg/L",32.38,"mg/L",34.455,"mg/L","11.2","mg/L",12.48,"NTU"
"NRS18_ND_10011",2,0.017,"mg N/L",7864.99,"uEQ/L",70.229,"mg/L",12.951,"mg/L",35,"APHA PT-CO",1874.8,"uS/cm at 25 C",9.72,"mg/L",53.139,"mg/L",NA,"",NA,"","","",0.886,"mg N/L",8.52,"Std. Units",9.221,"mg/L",84.823,"ug/L",5.165,"mg/L",300.544,"mg/L",595.709,"mg/L","11.1","mg/L",12.09,"NTU"
"NRS18_CO_10034",1,0.006,"mg N/L",1258.2,"uEQ/L",15.669,"mg/L",0.272,"mg/L",4,"APHA PT-CO",126.1,"uS/cm at 25 C",1.12,"mg/L",4.319,"mg/L",0.0265,"mg N/L",NA,"","2.00E-04","mg N/L",0.13,"mg N/L",8.18,"Std. Units",2.626,"mg/L",83.816,"ug/L",27.875,"mg/L",3.062,"mg/L",1.553,"mg/L","7.4","mg/L",2.75,"NTU"
"NRS18_WI_10003",1,NA,"",6020,"uEQ/L",79.2,"mg/L",23.5,"mg/L",5,"APHA PT-CO",705,"uS/cm",0.986,"mg/L",45,"mg/L",7.49,"mg N/L",7.5,"mg N/L","","",7.78,"mg N/L",8.48,"Std. Units",2.22,"mg/L",106,"ug/L",17.5,"mg/L",7.41,"mg/L",15.1,"mg/L","10.8","mg/L",3.57,"NTU"
"NRS18_NC_RF001",1,0.005,"mg N/L",114.15,"uEQ/L",1.264,"mg/L",0.765,"mg/L",15,"APHA PT-CO",17.7,"uS/cm at 25 C",0.66,"mg/L",0.391,"mg/L",0.161,"mg N/L",NA,"","2.00E-04","mg N/L",0.196,"mg N/L",7.14,"Std. Units",0.492,"mg/L",19.545,"ug/L",8.436,"mg/L",1.381,"mg/L",0.914,"mg/L","4.4","mg/L",1.99,"NTU"
"NRS18_MS_10001",2,0.011,"mg N/L",33.12,"uEQ/L",0.481,"mg/L",2.752,"mg/L",18,"APHA PT-CO",15.1,"uS/cm at 25 C",2.28,"mg/L",0.354,"mg/L",0.0267,"mg N/L",NA,"","2.00E-04","mg N/L",0.126,"mg N/L",6.38,"Std. Units",0.22,"mg/L",10.494,"ug/L",11.186,"mg/L",1.669,"mg/L",0.491,"mg/L","2","mg/L",2.72,"NTU"
"NRS18_SD_10058",1,0.007,"mg N/L",4866.35,"uEQ/L",180.629,"mg/L",277.774,"mg/L",16,"APHA PT-CO",3114,"uS/cm at 25 C",5.5,"mg/L",74.151,"mg/L",0.0015,"mg N/L",NA,"","","",0.689,"mg N/L",8.2,"Std. Units",10.256,"mg/L",246.089,"ug/L",11.327,"mg/L",457.792,"mg/L",1050.993,"mg/L","220.8","mg/L",207,"NTU"
"NRS18_NJ_10334",1,0.106,"mg N/L",2474.52,"uEQ/L",64.253,"mg/L",156.975,"mg/L",16,"APHA PT-CO",859.3,"uS/cm at 25 C",6.23,"mg/L",14.205,"mg/L",3.8242,"mg N/L",NA,"","0.0036","mg N/L",4.231,"mg N/L",7.92,"Std. Units",9.343,"mg/L",145.319,"ug/L",13.933,"mg/L",75.641,"mg/L",25.269,"mg/L","0.2","mg/L",0.56,"NTU"
"NRS18_UT_10032",1,0.005,"mg N/L",293.24,"uEQ/L",4.788,"mg/L",0.316,"mg/L",19,"APHA PT-CO",43.2,"uS/cm at 25 C",1.55,"mg/L",0.748,"mg/L",0.005,"mg N/L",NA,"","2.00E-04","mg N/L",0.178,"mg N/L",7.52,"Std. Units",0.368,"mg/L",6.475,"ug/L",3.769,"mg/L",1.871,"mg/L",3.853,"mg/L","0.7","mg/L",2.5,"NTU"
"NRS18_DE_10033",1,0.018,"mg N/L",423,"uEQ/L",11.363,"mg/L",11.054,"mg/L",15,"APHA PT-CO",137.9,"uS/cm at 25 C",2.02,"mg/L",2.514,"mg/L",4.1444,"mg N/L",NA,"","0.0019","mg N/L",4.756,"mg N/L",7.23,"Std. Units",2.197,"mg/L",53.075,"ug/L",21.877,"mg/L",9.149,"mg/L",8.808,"mg/L","12","mg/L",3.04,"NTU"
"NRS18_ID_10992",1,0.008,"mg N/L",2059.67,"uEQ/L",29.564,"mg/L",3.042,"mg/L",16,"APHA PT-CO",238.1,"uS/cm at 25 C",1.22,"mg/L",6.368,"mg/L",0.0018,"mg N/L",NA,"","","",0.976,"mg N/L",8.41,"Std. Units",1.465,"mg/L",20.895,"ug/L",12.626,"mg/L",9.213,"mg/L",12.962,"mg/L","4.2","mg/L",2.21,"NTU"
"NRS18_ID_10026",1,0.011,"mg N/L",2120.98,"uEQ/L",30.971,"mg/L",3.009,"mg/L",8,"APHA PT-CO",239.5,"uS/cm at 25 C",1.34,"mg/L",6.553,"mg/L",0.0042,"mg N/L",NA,"","","",0.18,"mg N/L",8.26,"Std. Units",1.519,"mg/L",20.264,"ug/L",13.26,"mg/L",9.199,"mg/L",12.652,"mg/L","4.1","mg/L",1.64,"NTU"
"NRS18_ID_10028",1,0.004,"mg N/L",1037.37,"uEQ/L",16.849,"mg/L",0.93,"mg/L",8,"APHA PT-CO",115.8,"uS/cm at 25 C",0.93,"mg/L",1.409,"mg/L",0.0017,"mg N/L",NA,"","2.00E-04","mg N/L",0.109,"mg N/L",8.14,"Std. Units",0.653,"mg/L",10.47,"ug/L",13.239,"mg/L",4.725,"mg/L",3.059,"mg/L","1.3","mg/L",0.67,"NTU"
"NRS18_WI_10008",1,0.0164,"mg N/L",6320,"uEQ/L",78.3,"mg/L",11.1,"mg/L",10,"APHA PT-CO",654,"uS/cm",1.72,"mg/L",42.8,"mg/L",3.12,"mg N/L",3.14,"mg N/L","","",3.42,"mg N/L",8.45,"Std. Units",2.12,"mg/L",62.2,"ug/L",13.4,"mg/L",5.52,"mg/L",15.5,"mg/L","","",2.7,"NTU"
"NRS18_CT_10003",1,0.059,"mg N/L",3377.54,"uEQ/L",51.509,"mg/L",56.462,"mg/L",40,"APHA PT-CO",539,"uS/cm at 25 C",5.63,"mg/L",14.738,"mg/L",0.8119,"mg N/L",NA,"","9.00E-04","mg N/L",1.301,"mg N/L",8.16,"Std. Units",2.903,"mg/L",65.578,"ug/L",11.771,"mg/L",32.783,"mg/L",10.976,"mg/L","1.4","mg/L",1.78,"NTU"
"NRS18_TX_10006",1,0.019,"mg N/L",3266.22,"uEQ/L",48.667,"mg/L",126.944,"mg/L",34,"APHA PT-CO",760.3,"uS/cm at 25 C",6.68,"mg/L",21.778,"mg/L",0.0028,"mg N/L",NA,"","","",0.624,"mg N/L",8.26,"Std. Units",6.276,"mg/L",67.849,"ug/L",18.7,"mg/L",69.014,"mg/L",18.944,"mg/L","48.3","mg/L",34.38,"NTU"
"NRS18_NE_10028",1,0.014,"mg N/L",2000.59,"uEQ/L",39.349,"mg/L",4.166,"mg/L",20,"APHA PT-CO",280.4,"uS/cm at 25 C",3.72,"mg/L",5.864,"mg/L",3.0724,"mg N/L",NA,"","5.00E-04","mg N/L",3.463,"mg N/L",7.77,"Std. Units",4.298,"mg/L",255.728,"ug/L",35.425,"mg/L",8.211,"mg/L",22.791,"mg/L","73","mg/L",37.21,"NTU"
"NRS18_NE_10057",1,0.021,"mg N/L",3524.62,"uEQ/L",60.531,"mg/L",14.182,"mg/L",1,"APHA PT-CO",826.2,"uS/cm at 25 C",3.89,"mg/L",26.47,"mg/L",0.0206,"mg N/L",NA,"","0.0011","mg N/L",0.36,"mg N/L",8.45,"Std. Units",6.688,"mg/L",76.92,"ug/L",8.313,"mg/L",82.322,"mg/L",238.665,"mg/L","27.4","mg/L",16.08,"NTU"
"NRS18_MS_10009",2,0.006,"mg N/L",242.04,"uEQ/L",2.57,"mg/L",5.54,"mg/L",12,"APHA PT-CO",54.3,"uS/cm at 25 C",1.05,"mg/L",1.182,"mg/L",0.0407,"mg N/L",NA,"","","",0.366,"mg N/L",7.05,"Std. Units",1.271,"mg/L",18.635,"ug/L",12.33,"mg/L",5.094,"mg/L",3.089,"mg/L","3.4","mg/L",3.73,"NTU"
"NRS18_AL_10014",1,0.006,"mg N/L",532.06,"uEQ/L",8.475,"mg/L",57.695,"mg/L",35,"APHA PT-CO",295.4,"uS/cm at 25 C",4.72,"mg/L",5.487,"mg/L",6e-04,"mg N/L",NA,"","","",0.401,"mg N/L",7.38,"Std. Units",2.271,"mg/L",37.996,"ug/L",5.783,"mg/L",37.645,"mg/L",13.953,"mg/L","9.4","mg/L",10.22,"NTU"
"NRS18_MO_10035",1,0.046,"mg N/L",3028.76,"uEQ/L",30.773,"mg/L",2.67,"mg/L",7,"APHA PT-CO",290.6,"uS/cm at 25 C",1.9,"mg/L",18.132,"mg/L",0.0617,"mg N/L",NA,"","","",0.338,"mg N/L",8.14,"Std. Units",1.278,"mg/L",65.088,"ug/L",9.154,"mg/L",2.197,"mg/L",2.624,"mg/L","20","mg/L",7.95,"NTU"
"NRS18_CO_10042",1,0.006,"mg N/L",1520.68,"uEQ/L",33.034,"mg/L",24.824,"mg/L",5,"APHA PT-CO",354.4,"uS/cm at 25 C",2.17,"mg/L",9.477,"mg/L",0.0086,"mg N/L",NA,"","","",0.353,"mg N/L",8.28,"Std. Units",2.166,"mg/L",10.999,"ug/L",1.439,"mg/L",19.214,"mg/L",51.161,"mg/L","3.6","mg/L",2.05,"NTU"
"NRS18_FL_10003",1,0.035,"mg N/L",551.29,"uEQ/L",11.216,"mg/L",4.605,"mg/L",40,"APHA PT-CO",83.1,"uS/cm at 25 C",7.48,"mg/L",1.213,"mg/L",0.0695,"mg N/L",NA,"","3.00E-04","mg N/L",0.724,"mg N/L",7.13,"Std. Units",0.936,"mg/L",124.601,"ug/L",5.332,"mg/L",3.113,"mg/L",4.197,"mg/L","47.7","mg/L",47.56,"NTU"
"NRS18_MO_10012",1,0.021,"mg N/L",2683.83,"uEQ/L",54.421,"mg/L",8.463,"mg/L",2,"APHA PT-CO",301.8,"uS/cm at 25 C",0.63,"mg/L",2.556,"mg/L",1.4142,"mg N/L",NA,"","","",1.551,"mg N/L",8.19,"Std. Units",1.922,"mg/L",28.603,"ug/L",11.558,"mg/L",4.592,"mg/L",3.609,"mg/L","4.2","mg/L",1.88,"NTU"
"NRS18_CO_10017",1,0.007,"mg N/L",767.92,"uEQ/L",11.658,"mg/L",0.271,"mg/L",3,"APHA PT-CO",80.5,"uS/cm at 25 C",1.26,"mg/L",1.35,"mg/L",0.0035,"mg N/L",NA,"","2.00E-04","mg N/L",0.103,"mg N/L",7.95,"Std. Units",0.772,"mg/L",14.513,"ug/L",17.777,"mg/L",2.877,"mg/L",1.595,"mg/L","0.3","mg/L",0.64,"NTU"
"NRS18_NC_RF002",1,0.011,"mg N/L",80.7,"uEQ/L",0.865,"mg/L",0.36,"mg/L",5,"APHA PT-CO",11.3,"uS/cm at 25 C",0.73,"mg/L",0.299,"mg/L",0.0706,"mg N/L",NA,"","3.00E-04","mg N/L",0.15,"mg N/L",6.97,"Std. Units",0.421,"mg/L",17.55,"ug/L",6.849,"mg/L",0.935,"mg/L",0.809,"mg/L","3.7","mg/L",1.65,"NTU"
"NRS18_OR_10670",1,0.016,"mg N/L",1138.1,"uEQ/L",6.866,"mg/L",1.847,"mg/L",0,"APHA PT-CO",123,"uS/cm at 25 C",0.8,"mg/L",5.201,"mg/L",0.1685,"mg N/L",NA,"","0.0011","mg N/L",0.34,"mg N/L",8.18,"Std. Units",1.931,"mg/L",87.755,"ug/L",30.877,"mg/L",10.578,"mg/L",1.721,"mg/L","3.3","mg/L",1.35,"NTU"
"NRS18_VA_10014",1,0.005,"mg N/L",64.21,"uEQ/L",0.623,"mg/L",0.563,"mg/L",6,"APHA PT-CO",16.1,"uS/cm at 25 C",1.45,"mg/L",0.565,"mg/L",0.0648,"mg N/L",NA,"","2.00E-04","mg N/L",0.133,"mg N/L",6.73,"Std. Units",1.325,"mg/L",10.22,"ug/L",9.141,"mg/L",0.79,"mg/L",2.064,"mg/L","1.9","mg/L",1.71,"NTU"
"NRS18_MS_10007",1,0.02,"mg N/L",928.95,"uEQ/L",17.747,"mg/L",4.107,"mg/L",10,"APHA PT-CO",124.1,"uS/cm at 25 C",3.62,"mg/L",1.702,"mg/L",0.0567,"mg N/L",NA,"","0.0137","mg N/L",0.671,"mg N/L",7.89,"Std. Units",2.351,"mg/L",84.923,"ug/L",5.095,"mg/L",3.628,"mg/L",6.812,"mg/L","23.4","mg/L",16,"NTU"
"NRS18_WI_RF001",1,0.042,"mg N/L",1030.86,"uEQ/L",15.775,"mg/L",4.018,"mg/L",39,"APHA PT-CO",121.3,"uS/cm at 25 C",3.86,"mg/L",3.935,"mg/L",0.0442,"mg N/L",NA,"","8.00E-04","mg N/L",0.395,"mg N/L",7.85,"Std. Units",0.744,"mg/L",55.359,"ug/L",15.506,"mg/L",3.116,"mg/L",2.866,"mg/L","6.4","mg/L",4.71,"NTU"
"NRS18_MO_10030",1,0.13,"mg N/L",1372.95,"uEQ/L",15.157,"mg/L",0.518,"mg/L",21,"APHA PT-CO",136.1,"uS/cm at 25 C",5.72,"mg/L",7.737,"mg/L",0.0689,"mg N/L",NA,"","0.0012","mg N/L",0.938,"mg N/L",7.52,"Std. Units",0.752,"mg/L",134.761,"ug/L",1.403,"mg/L",0.873,"mg/L",0.261,"mg/L","21.4","mg/L",5.01,"NTU"
"NRS18_NE_10006",1,0.019,"mg N/L",5623.4,"uEQ/L",97.79,"mg/L",13.543,"mg/L",18,"APHA PT-CO",761.7,"uS/cm at 25 C",4.87,"mg/L",24.732,"mg/L",8.0126,"mg N/L",NA,"","0.0041","mg N/L",9.275,"mg N/L",8.02,"Std. Units",7.409,"mg/L",329.731,"ug/L",35.273,"mg/L",28.796,"mg/L",86.008,"mg/L","144.5","mg/L",68.47,"NTU"
"NRS18_OR_10819",1,0.012,"mg N/L",1171.27,"uEQ/L",7.415,"mg/L",1.948,"mg/L",6,"APHA PT-CO",123.3,"uS/cm at 25 C",0.83,"mg/L",5.2,"mg/L",0.089,"mg N/L",NA,"","7.00E-04","mg N/L",0.279,"mg N/L",8.12,"Std. Units",1.97,"mg/L",80.713,"ug/L",29.399,"mg/L",10.427,"mg/L",1.691,"mg/L","4.1","mg/L",1.99,"NTU"
"NRS18_ID_10010",1,0.009,"mg N/L",2096.19,"uEQ/L",30.949,"mg/L",3.794,"mg/L",4,"APHA PT-CO",255.6,"uS/cm at 25 C",1.59,"mg/L",7.277,"mg/L",8e-04,"mg N/L",NA,"","","",0.161,"mg N/L",8.4,"Std. Units",1.914,"mg/L",23.485,"ug/L",13.885,"mg/L",11.557,"mg/L",14.286,"mg/L","2.6","mg/L",1.43,"NTU"
"NRS18_WY_10003",1,0.006,"mg N/L",2339.75,"uEQ/L",51.837,"mg/L",1.532,"mg/L",5,"APHA PT-CO",273.7,"uS/cm at 25 C",0.55,"mg/L",1.85,"mg/L",0.2021,"mg N/L",NA,"","","",0.263,"mg N/L",8.19,"Std. Units",2.9,"mg/L",57.714,"ug/L",36.172,"mg/L",1.866,"mg/L",20.144,"mg/L","0","mg/L",0.36,"NTU"
"NRS18_WY_10010",1,0.085,"mg N/L",17933,"uEQ/L",478.206,"mg/L",17077.059,"mg/L",110,"APHA PT-CO",76180,"uS/cm at 25 C",75.94,"mg/L",3858.174,"mg/L",0.0035,"mg N/L",NA,"","","",4.513,"mg N/L",8.18,"Std. Units",66.502,"mg/L",113.215,"ug/L",2.45,"mg/L",20147.533,"mg/L",33254.078,"mg/L","61.7","mg/L",57.63,"NTU"
