"SITE_ID","VISIT_NO","RT_WQI","CL_pt","SO4_pt","PTL_pt","NTL_pt","TURB_pt","ENTERO_PT","DO_PT","PH_PT","NUMVARN","WQII"
"NRS18_MA_10001",2,"S",0,4.419521336,2.502816901,0,0,10,10,10,8,46.15
"NRS18_MA_10004",1,"S",1.627387887,7.830293135,10,10,10,10,10,10,8,86.82
"NRS18_MA_10003",1,"S",2.257719155,0,3.734929577,0,7.5,10,10,10,8,54.37
"NRS18_MA_10005",1,"T",0,6.974703154,0,0,0,10,10,10,8,46.22
"NRS18_MA_10005",2,"T",0,0,7.856056338,0,8.488372093,10,10,10,8,57.93
"NRS18_MA_10008",1,"T",0,0,0,0,6.395348837,10,10,10,8,45.49
"NRS18_MA_10006",1,"S",4.218896901,9.593619666,10,10,4.88372093,10,10,10,8,85.87
"NRS18_MA_10006",2,"S",5.34184,10,10,10,6.453488372,10,10,10,8,89.74
"NRS18_MA_10010",1,"S",2.296783803,7.888233766,10,9.54248366,10,10,10,10,8,87.16
"NRS18_MA_10009",1,"S",0,10,3.410140845,5.816993464,0.23255814,10,10,10,8,61.82
"NRS18_MA_10007",1,"T",0,4.960300557,0,0,0,NA,0,10,7,21.37
"NRS18_MA_10011",1,"S",5.819583308,10,10,10,10,0,10,10,8,82.27
"NRS18_MA_10013",1,"S",9.373444085,10,1.601971831,5.032679739,6.802325581,10,10,10,8,78.51
"NRS18_MA_10014",1,"S",10,10,9.615211268,6.209150327,10,0,10,8.95,8,80.97
"NRS18_MA_10016",1,"T",0,10,7.642816901,4.31372549,10,10,10,10,8,77.45
"NRS18_MA_10017",1,"T",0,7.78780334,3.846760563,0,1.860465116,0,10,10,8,41.87
"NRS18_MA_10018",1,"S",0,7.165907236,0,0,0,10,10,10,8,46.46
"NRS18_MA_10019",1,"S",7.755240704,10,10,10,10,10,10,10,8,97.19
"NRS18_MA_10182",1,"S",10,10,0,0.261437908,0,10,10,10,8,62.83
"NRS18_MA_10185",1,"T",0,10,0,0,0,0,8.95,10,8,36.19
"NRS18_MA_10631",1,"S",1.973672817,7.644883117,10,9.411764706,10,10,10,10,8,86.29
"NRS18_MD_10001",1,"S",5.263946316,4.905787344,4.503314286,0,10,10,10,10,8,68.34
"NRS18_MD_10001",2,"S",2.443346316,4.142178218,8.812,0,10,10,10,10,8,69.25
"NRS18_MD_10002",1,"S",0,7.585074175,10,0,6.47597254,10,10,10,8,67.58
"NRS18_MD_10002",2,"S",0,7.793077945,5.00728863,0,2.974828375,10,10,10,8,57.22
"NRS18_MD_10004",1,"R",6.434013393,7.105390009,10,0,10,10,10,10,8,79.42
"NRS18_MD_10003",1,"S",0,10,10,0,10,10,10,10,8,75
"NRS18_MD_10005",1,"T",0,9.820526013,4.220116618,0,6.887871854,10,10,10,8,63.66
"NRS18_MD_10005",2,"T",0,9.829748822,5.417201166,0,10,10,10,10,8,69.06
"NRS18_MD_10008",1,"S",2.630862042,10,0,0,0,10,10,10,8,53.29
"NRS18_MD_10006",1,"S",6.490764204,0.106848068,10,0,7.894736842,10,10,10,8,68.12
"NRS18_MD_10006",2,"S",6.339146366,0,10,0,10,10,10,10,8,70.42
"NRS18_MD_10010",1,"S",0,9.224968049,10,0,10,10,10,10,8,74.03
"NRS18_MD_10009",1,"T",0,9.66952705,10,0,10,10,10,10,8,74.59
"NRS18_MD_10007",1,"S",2.944904135,5.376321136,9.875885714,0,10,10,10,10,8,72.75
"NRS18_MD_10013",1,"S",0,10,10,0,3.043478261,10,10,10,8,66.3
"NRS18_MD_10014",1,"T",0,9.443077663,10,0,10,10,10,10,8,74.3
"NRS18_MD_10015",1,"T",0,2.750294447,10,0,10,10,10,10,8,65.94
"NRS18_MD_10018",1,"S",0,9.267353723,4.06909621,0,10,10,10,10,8,66.67
"NRS18_MD_10019",1,"T",0,0,8.879428571,0,0,0,10,10,8,36.1
"NRS18_MD_10034",1,"T",6.184352632,10,0,0,10,0,0,10,8,45.23
"NRS18_MD_10039",1,"T",0,0,7.080457143,0,10,10,10,10,8,58.85
"NRS18_MD_10481",1,"S",0,10,10,10,10,10,10,10,8,87.5
"NRS18_MD_10632",1,"T",0,0,10,0,10,10,10,10,8,62.5
"NRS18_MD_11081",1,"S",0.764861502,8.996556362,7.581341108,0,9.565217391,10,10,10,8,71.13
"NRS18_ME_10002",1,"S",10,0,0.749577465,10,5.523255814,10,10,10,8,70.34
"NRS18_ME_10002",2,"S",10,0.593508349,0.345070423,8.39869281,2.674418605,10,10,10,8,65.01
"NRS18_ME_10003",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_ME_10004",1,"S",8.150919239,10,10,10,8.779069767,10,10,10,8,96.16
"NRS18_ME_10001",1,"R",10,10,10,10,10,0,10,10,8,87.5
"NRS18_ME_10001",2,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_ME_10005",1,"R",10,10,10,10,10,0,10,10,8,87.5
"NRS18_ME_10006",1,"R",10,10,10,10,8.023255814,10,10,10,8,97.53
"NRS18_ME_10006",2,"R",10,10,10,10,9.651162791,10,10,10,8,99.56
"NRS18_ME_10010",1,"S",6.680631831,10,10,10,10,10,10,10,8,95.85
"NRS18_ME_10011",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_ME_10007",1,"R",10,10,10,10,10,0,10,10,8,87.5
"NRS18_ME_10007",2,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_ME_10014",1,"S",10,10,10,9.411764706,10,10,10,10,8,99.26
"NRS18_ME_10015",1,"S",10,8.307337662,10,10,8.372093023,10,10,10,8,95.85
"NRS18_ME_10012",1,"S",8.094904507,10,10,10,2.441860465,10,10,10,8,88.17
"NRS18_ME_10013",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_ME_10008",1,"S",10,10,6.709859155,10,6.279069767,10,10,10,8,91.24
"NRS18_ME_10009",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_ME_10016",1,"S",10,10,2.804225352,0,10,10,0,10,8,66.01
"NRS18_ME_10017",1,"S",3.342921831,10,1.436901408,0,4.418604651,10,3.4,10,8,53.25
"NRS18_ME_10018",1,"R",10,10,10,6.633986928,10,10,10,10,8,95.79
"NRS18_ME_10019",1,"S",10,10,7.898873239,0,10,0,10,10,8,72.37
"NRS18_ME_10020",1,"S",10,10,2.957746479,0.555555556,10,10,10,10,8,79.39
"NRS18_ME_10021",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_ME_10025",1,"R",10,10,10,10,10,0,10,10,8,87.5
"NRS18_ME_10026",1,"S",8.628567324,10,10,10,10,10,10,10,8,98.29
"NRS18_ME_10044",1,"S",0.313094225,10,6.738309859,7.352941176,0,10,10,10,8,68.01
"NRS18_ME_10193",1,"S",6.30190338,10,10,10,10,10,10,10,8,95.38
"NRS18_ME_10194",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_ME_10493",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_MI_10001",1,"S",0,0,0,0,2.265060241,10,10,10,8,40.33
"NRS18_MI_10001",2,"S",0,0,0,4.096385542,5.855421687,10,10,10,8,49.94
"NRS18_MI_10002",1,"T",0,0,3.706490385,0,6.024096386,10,10,10,8,49.66
"NRS18_MI_10002",2,"T",0,0,8.354807692,0,7.831325301,10,10,10,8,57.73
"NRS18_MI_10008",1,"S",0,9.619228353,10,0,10,10,10,10,8,74.52
"NRS18_MI_10004",1,"S",7.145737772,4.310443802,10,10,10,10,10,10,8,89.32
"NRS18_MI_10009",1,"T",0,0,0,0,0,0,10,10,8,25
"NRS18_MI_10010",1,"T",0,10,8.733175729,0,10,10,10,10,8,73.42
"NRS18_MI_10005",1,"S",9.675635265,10,10,10,7.060240964,10,10,10,8,95.92
"NRS18_MI_10011",1,"T",0,0,1.844230769,0,10,10,10,10,8,52.31
"NRS18_MI_10006",1,"S",10,10,10,9.307228916,10,10,10,10,8,99.13
"NRS18_MI_10007",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MI_10012",1,"T",0,0,0,0,0,10,10,10,8,37.5
"NRS18_MI_10062",1,"T",0,0,9.098317308,2.921686747,7.228915663,10,7.55,10,8,58.5
"NRS18_MI_10013",1,"S",0,9.946610724,10,10,9.176470588,10,10,10,8,86.4
"NRS18_MI_10013",2,"S",0,9.968986829,10,10,7.87254902,10,10,10,8,84.8
"NRS18_MI_10019",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MI_10075",1,"S",0,1.145287603,9.549038462,10,0,10,10,10,8,63.37
"NRS18_MI_10077",1,"S",0,10,10,10,10,10,9.25,10,8,86.56
"NRS18_MI_10014",1,"S",9.088730474,10,10,10,9.903614458,10,10,10,8,98.74
"NRS18_MI_10014",2,"S",9.086373426,10,10,10,10,10,10,10,8,98.86
"NRS18_MI_10024",1,"S",10,10,8.330528846,10,0,10,10,10,8,85.41
"NRS18_MI_10025",1,"T",0,0,2.205288462,0,0,10,10,10,8,40.26
"NRS18_MI_10021",1,"R",10,8.515739669,10,10,3.734939759,10,10,10,8,90.31
"NRS18_MI_10022",1,"T",0,0,10,0,10,10,10,10,8,62.5
"NRS18_MI_10023",1,"T",0,0,2.691586538,0,4.506024096,10,10,10,8,46.5
"NRS18_MI_10015",1,"T",7.242621069,10,8.358865248,8.674579624,4.754901961,10,0,10,8,73.79
"NRS18_MI_10017",1,"S",10,10,0,0,0,10,10,10,8,62.5
"NRS18_MI_10072",1,"R",0,10,10,10,8.481927711,10,10,10,8,85.6
"NRS18_MI_10028",1,"R",10,10,0,6.295180723,0,0,2.75,10,8,48.81
"NRS18_MI_10030",1,"S",0,10,10,10,4.240963855,10,10,10,8,80.3
"NRS18_MI_10032",1,"S",0,0,10,0,10,10,10,10,8,62.5
"NRS18_MI_10033",1,"T",0,0,7.178125,0,0,0,10,10,8,33.97
"NRS18_MI_10034",1,"S",8.036701671,10,10,8.222891566,10,10,10,10,8,95.32
"NRS18_MI_10035",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_MI_10037",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MI_10039",1,"S",0,0,0,0,2.915662651,10,10,10,8,41.14
"NRS18_MI_10040",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MI_10041",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MI_10042",1,"T",0,0,10,10,10,10,10,10,8,75
"NRS18_MI_10044",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MI_10045",1,"R",10,10,10,10,0,10,10,10,8,87.5
"NRS18_MI_10046",1,"T",0.289872702,0,10,0,10,10,10,10,8,62.86
"NRS18_MI_10047",1,"T",0,0,0,0,0,10,8.6,10,8,35.75
"NRS18_MI_10048",1,"T",0,0,2.163461538,4.21686747,0,0,7.45,10,8,29.79
"NRS18_MI_10049",1,"S",10,10,6.556490385,10,10,10,10,10,8,95.7
"NRS18_MI_10050",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MI_10052",1,"T",0,10,9.017336485,0,10,10,10,10,8,73.77
"NRS18_MI_10053",1,"S",7.45293961,9.787308264,10,10,10,10,10,10,8,96.55
"NRS18_MI_10054",1,"T",0,0,0.593028846,0,10,10,10,10,8,50.74
"NRS18_MI_10055",1,"T",8.188338384,5.411666942,10,10,10,10,10,10,8,92
"NRS18_MI_10056",1,"T",0,0,0,0,2.168674699,10,10,10,8,40.21
"NRS18_MI_10057",1,"T",9.109158217,8.043418182,10,10,10,10,10,10,8,96.44
"NRS18_MI_10081",1,"T",0,9.65899908,10,10,10,0,5.85,10,8,69.39
"NRS18_MI_10231",1,"S",0,0,10,6.686746988,2.506024096,0,10,10,8,48.99
"NRS18_MI_10233",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MI_10236",1,"T",0,2.304152893,10,2.861445783,10,10,10,10,8,68.96
"NRS18_MI_10381",1,"T",0,9.643811238,10,3.7487636,10,10,10,10,8,79.24
"NRS18_MI_10531",1,"T",0,0,9.540865385,0,7.108433735,10,10,10,8,58.31
"NRS18_MI_10532",1,"S",10,10,10,10,9.879518072,10,10,10,8,99.85
"NRS18_MI_10682",1,"T",0,10,10,3.175074184,10,0,10,10,8,66.47
"NRS18_MI_10982",1,"S",0,0,10,0,9.156626506,10,10,10,8,61.45
"NRS18_MN_10002",1,"S",2.276863621,0,0,0,0,10,10,10,8,40.35
"NRS18_MN_10002",2,"S",2.234908178,0,0,0,3.903614458,10,10,10,8,45.17
"NRS18_MN_10011",1,"S",0,8.935158865,0,0,0,10,10,10,8,48.67
"NRS18_MN_10012",1,"S",1.896593315,3.744346281,0,0,6.144578313,10,10,10,8,52.23
"NRS18_MN_10013",1,"S",6.866034819,10,8.110336538,0.180722892,6.915662651,0,10,10,8,65.09
"NRS18_MN_10001",1,"T",0,10,1.565878645,0,0,10,10,10,8,51.96
"NRS18_MN_10001",2,"T",0,10,4.154925138,0,10,10,10,10,8,67.69
"NRS18_MN_10014",1,"S",10,0,7.617788462,10,3.397590361,10,10,10,8,76.27
"NRS18_MN_10015",1,"T",3.735875933,0,0,0,0,10,10,10,8,42.17
"NRS18_MN_10016",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MN_10017",1,"S",10,10,10,10,7.975903614,10,10,10,8,97.47
"NRS18_MN_10018",1,"T",0.504364011,0,0,0,0,10,10,10,8,38.13
"NRS18_MN_10003",1,"T",0,6.641939669,0,0,0,0,10,10,8,33.3
"NRS18_MN_10004",1,"S",10,10,10,10,10,0,5,10,8,81.25
"NRS18_MN_10005",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MN_10006",1,"R",10,10,0,0,9.228915663,10,0,10,8,61.54
"NRS18_MN_10007",1,"T",0,0,1.103605769,0,10,10,10,10,8,51.38
"NRS18_MN_10008",1,"S",4.868044345,9.60147686,4.487259615,0,10,10,10,10,8,73.7
"NRS18_MN_10009",1,"S",5.314311978,10,7.676923077,9.036144578,10,10,0,10,8,77.53
"NRS18_MN_10010",1,"R",10,10,6.823317308,5.572289157,0,10,10,10,8,77.99
"NRS18_MN_10019",1,"T",6.011212312,9.027636364,0,0,0,10,10,10,8,56.3
"NRS18_MN_10019",2,"T",3.900869248,6.59806281,0,0,4.722891566,10,10,10,8,56.53
"NRS18_MN_10025",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MN_10026",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_MN_10028",1,"S",10,7.93673719,0.815384615,10,7.373493976,10,10,10,8,82.66
"NRS18_MN_10090",1,"S",0.580575209,10,10,10,10,10,10,10,8,88.23
"NRS18_MN_10020",1,"S",0,5.440803149,0,3.53115727,0,10,10,10,8,48.71
"NRS18_MN_10020",2,"S",0,6.007864594,0,5.450049456,0,10,10,10,8,51.82
"NRS18_MN_10033",1,"S",7.125310028,10,8.115384615,3.042168675,8.265060241,10,10,10,8,83.18
"NRS18_MN_10034",1,"S",0,0,0,0,0,10,10,10,8,37.5
"NRS18_MN_10035",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MN_10036",1,"S",0,5.310440839,0,1.839762611,0,10,10,10,8,46.44
"NRS18_MN_10029",1,"S",10,10,10,5.647873393,10,10,10,10,8,94.56
"NRS18_MN_10030",1,"S",10,0,10,10,0,10,10,10,8,75
"NRS18_MN_10031",1,"T",0,2.474498347,0,0,1.421686747,10,10,10,8,42.37
"NRS18_MN_10032",1,"T",0.081509716,0,0,0,0,10,10,10,8,37.6
"NRS18_MN_10021",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_MN_10022",1,"S",0,0,10,3.066271019,10,10,0,10,8,53.83
"NRS18_MN_10023",1,"R",10,10,10,10,10,10,9,10,8,98.75
"NRS18_MN_10024",1,"T",0,10,0,10,10,10,10,10,8,75
"NRS18_MN_10037",1,"R",10,10,10,4.104846686,10,0,10,10,8,80.13
"NRS18_MN_10038",1,"S",10,0,10,0,10,10,0,10,8,62.5
"NRS18_MN_10039",1,"S",0.545219499,10,0,10,8.096385542,10,0,10,8,60.8
"NRS18_MN_10044",1,"R",10,10,9.693990385,9.819277108,10,10,10,10,8,99.39
"NRS18_MN_10045",1,"S",9.107586852,10,6.915144231,6.837349398,10,10,5,10,8,84.83
"NRS18_MN_10046",1,"S",10,10,10,10,10,10,1,10,8,88.75
"NRS18_MN_10050",1,"R",10,10,10,10,9.879518072,10,10,10,8,99.85
"NRS18_MN_10052",1,"T",0,2.729156198,0,0,0,10,10,10,8,40.91
"NRS18_MN_10054",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_MN_10055",1,"S",8.763457939,9.124853719,7.478125,0,0,0,10,10,8,56.71
"NRS18_MN_10056",1,"T",3.820729638,8.75405124,0,0,3.493975904,10,10,10,8,57.59
"NRS18_MN_10057",1,"S",10,10,0,2.891566265,0,10,10,10,8,66.11
"NRS18_MN_10058",1,"R",10,10,7.3375,10,0,10,10,10,8,84.17
"NRS18_MN_10059",1,"T",3.879655822,7.51947686,0,0,0,NA,10,10,7,44.86
"NRS18_MN_10060",1,"T",2.038016156,0,9.864182692,0,7.012048193,10,10,10,8,61.14
"NRS18_MN_10061",1,"S",10,10,2.523317308,10,2.313253012,10,10,10,8,81.05
"NRS18_MN_10062",1,"R",10,10,7.762259615,8.795180723,10,10,0,10,8,83.2
"NRS18_MN_10063",1,"S",0,10,5.487980769,0,10,10,10,10,8,69.36
"NRS18_MN_10064",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MN_10065",1,"S",10,10,7.816105769,10,7.373493976,10,10,10,8,93.99
"NRS18_MN_10066",1,"S",0,0,0,0,0,10,10,10,8,37.5
"NRS18_MN_10067",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_MN_10068",1,"S",0,1.097226389,0,0,10,NA,10,10,7,44.42
"NRS18_MN_10069",1,"S",10,9.562776962,0.08108747,8.269040554,0,10,10,10,8,72.39
"NRS18_MN_10071",1,"S",0,3.842980516,0,0,3.960784314,10,10,10,8,47.25
"NRS18_MN_10072",1,"S",2.579351365,0,0,0,0,10,10,10,8,40.72
"NRS18_MN_10073",1,"T",4.313352535,0,0,0,0,10,10,10,8,42.89
"NRS18_MN_10253",1,"R",10,10,10,10,10,10,9,10,8,98.75
"NRS18_MN_10257",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MN_10260",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MN_10261",1,"S",9.003876769,10,10,8.644578313,10,10,10,10,8,97.06
"NRS18_MN_10402",1,"T",0,10,9.680535855,0,10,10,10,10,8,74.6
"NRS18_MN_10405",1,"S",10,9.746280493,10,4.401582591,10,10,10,10,8,92.68
"NRS18_MN_10553",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_MN_10554",1,"R",10,10,2.936057692,0,3.060240964,10,10,10,8,70
"NRS18_MN_10556",1,"S",10,9.30466281,10,10,10,10,10,10,8,99.13
"NRS18_MN_RF001",1,"S",10,10,6.937740385,8.945783133,6.096385542,10,10,10,8,89.97
"NRS18_MN_RF001",1,"S",10,10,6.116346154,10,5.831325301,10,NA,10,7,88.5
"NRS18_MN_RF002",1,"R",10,4.763838017,6.921875,0,2.096385542,NA,10,10,7,62.55
"NRS18_MN_RF002",1,"R",9.637922507,0,10,10,10,10,NA,10,7,85.2
"NRS18_MN_RF003",1,"R",10,10,3.968509615,10,10,10,10,10,8,92.46
"NRS18_MO_10002",1,"S",0,10,0,0,0,10,10,10,8,50
"NRS18_MO_10002",2,"S",0,10,3.5785658,0,0,10,10,10,8,54.47
"NRS18_MO_10010",1,"S",8.345753393,10,8.980758017,10,5.171624714,10,10,10,8,90.62
"NRS18_MO_10011",1,"S",0,10,0,0,0,10,10,10,8,50
"NRS18_MO_10012",1,"S",5.414192853,10,8.570553936,0,10,10,10,10,8,79.98
"NRS18_MO_10003",1,"S",0,10,0,0,0,10,4.3,10,8,42.88
"NRS18_MO_10001",1,"S",3.47249084,10,0,7.487636004,0,0,0,10,8,38.7
"NRS18_MO_10001",2,"S",10,10,0,0,0,10,8.85,10,8,61.06
"NRS18_MO_10004",1,"T",0,10,0,10,8.029411765,0,5,10,8,53.79
"NRS18_MO_10006",1,"S",0,9.960711402,0,0,10,10,10,10,8,62.45
"NRS18_MO_10013",1,"T",0,0,0,7.655913978,0,10,10,10,8,47.07
"NRS18_MO_10013",2,"T",1.842113158,0,0,5.096774194,0,0,6.95,10,8,29.86
"NRS18_MO_10019",1,"R",10,10,4.100874636,0,10,0,10,10,8,67.63
"NRS18_MO_10020",1,"S",10,10,10,10,8.323529412,10,10,10,8,97.9
"NRS18_MO_10053",1,"T",0,0,0,0,10,10,10,10,8,50
"NRS18_MO_10014",1,"S",0,0,0,0,0,10,10,10,8,37.5
"NRS18_MO_10014",2,"S",0,0,0,0,0,10,10,10,8,37.5
"NRS18_MO_10024",1,"R",0,8.910462396,0.139795114,0.603363007,0,10,10,10,8,49.57
"NRS18_MO_10025",1,"R",0,9.109932632,0,0,0,10,10,10,8,48.89
"NRS18_MO_10026",1,"S",6.922747988,10,7.84664723,0,10,10,10,10,8,80.96
"NRS18_MO_10021",1,"S",3.458407447,8.963589727,10,9.698113208,10,10,10,10,8,90.15
"NRS18_MO_10023",1,"S",2.600473282,10,7.633884949,10,0,10,10,10,8,75.29
"NRS18_MO_10055",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MO_10051",1,"T",0,4.831182752,0,0,10,10,10,10,8,56.04
"NRS18_MO_10027",1,"T",7.76749391,1.472235041,0,10,10,10,0,10,8,61.55
"NRS18_MO_10029",1,"S",4.21962687,10,0,0,0,10,10,10,8,55.27
"NRS18_MO_10030",1,"S",10,10,2.084457143,5.204301075,10,0,10,10,8,71.61
"NRS18_MO_10031",1,"S",0,2.852890292,0,0,10,10,10,10,8,53.57
"NRS18_MO_10033",1,"T",10,10,0,0,0,10,10,10,8,62.5
"NRS18_MO_10034",1,"S",10,9.491218861,10,9.169139466,10,10,10,10,8,98.33
"NRS18_MO_10035",1,"S",10,10,10,10,10,10,7.5,10,8,96.88
"NRS18_MO_10037",1,"S",0,10,5.560441292,9.554896142,8.303921569,10,4.1,10,8,71.9
"NRS18_MO_10038",1,"R",0,10,10,10,9.598039216,10,10,10,8,87
"NRS18_MO_10039",1,"S",10,10,0,2.512363996,0,10,10,10,8,65.64
"NRS18_MO_10040",1,"S",10,0.33399139,8.736,10,0,10,10,10,8,73.84
"NRS18_MO_10041",1,"S",7.973908529,10,9.333527697,10,10,10,10,10,8,96.63
"NRS18_MO_10042",1,"R",0,8.900093773,0,0,0,10,10,10,8,48.63
"NRS18_MO_10213",1,"R",9.210567988,10,10,0,10,10,7.95,10,8,83.95
"NRS18_MO_10214",1,"S",6.72284961,8.944162959,0,0,0,10,10,10,8,57.08
"NRS18_MO_10361",1,"S",10,10,9.20323089,8.259149357,8.019607843,10,8,10,8,91.85
"NRS18_MO_10362",1,"S",10,10,5.028762805,10,10,10,10,10,8,93.79
"NRS18_MO_10665",1,"S",10,10,10,7.358490566,10,10,10,10,8,96.7
"NRS18_MO_10812",1,"T",0,9.89189555,10,8.229475767,10,10,10,10,8,85.15
"NRS18_MO_11111",1,"S",8.97340042,10,10,6.452830189,10,10,10,10,8,94.28
"NRS18_MO_RF001",1,"S",0,10,8.21213554,10,10,10,0,10,8,72.77
"NRS18_MO_RF002",1,"R",10,10,10,7.58490566,10,10,10,10,8,96.98
"NRS18_MO_RF003",1,"S",10,10,9.427405248,0,0,10,10,10,8,74.28
"NRS18_MO_RF004",1,"S",10,10,10,9.547169811,10,10,10,10,8,99.43
"NRS18_MO_RF005",1,"S",10,10,0,0,0,10,10,10,8,62.5
"NRS18_MO_RF006",1,"S",9.579871772,10,10,0.566037736,10,10,10,10,8,87.68
"NRS18_MO_RF007",1,"S",10,10,10,6.150943396,10,10,10,10,8,95.19
"NRS18_MS_10003",1,"S",10,10,0,0,2.024390244,10,7.8,10,8,62.28
"NRS18_MS_10006",1,"S",10,8.790155833,10,10,5.036585366,10,10,10,8,92.28
"NRS18_MS_10004",1,"R",10,10,10,10,5.682926829,10,10,10,8,94.6
"NRS18_MS_10005",1,"S",10,10,7.048,10,0.158536585,10,10,10,8,84.01
"NRS18_MS_10007",1,"S",10,7.411715885,7.780228571,10,4.512195122,10,10,10,8,87.13
"NRS18_MS_10001",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_MS_10001",2,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_MS_10002",1,"S",6.892683759,5.294761946,1.793714286,10,3.865853659,10,10,10,8,72.31
"NRS18_MS_10002",2,"S",5.487685639,0,1.772685714,10,1.280487805,10,NA,10,7,55.06
"NRS18_MS_10008",1,"S",10,9.267859664,0,4.88172043,0,10,2.75,10,8,58.62
"NRS18_MS_10009",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_MS_10009",2,"R",10,10,10,10,10,0,10,10,8,87.5
"NRS18_MS_10013",1,"R",10,10,10,10,10,10,10,10,8,100
"NRS18_MS_10014",1,"R",10,8.104520878,6.517371429,10,5.804878049,10,0,10,8,75.53
"NRS18_MS_10010",1,"S",10,0,3.792457143,10,0,10,10,10,8,67.24
"NRS18_MS_10010",2,"S",9.055850677,4.223737409,5.666742857,10,0,10,10,10,8,73.68
"NRS18_MS_10017",1,"S",7.654033684,8.220137753,0,5.505376344,0,10,10,10,8,64.22
"NRS18_MS_10018",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MS_10015",1,"S",10,8.886055101,0,8.731182796,0,10,10,10,8,72.02
"NRS18_MS_10016",1,"S",3.74018609,0,9.605257143,10,10,10,3.1,10,8,70.56
"NRS18_MS_10012",1,"T",9.258382481,10,0,0,10,10,0,10,8,61.57
"NRS18_MS_10019",1,"S",10,10,10,9.053763441,5.024390244,0,10,10,8,80.1
"NRS18_MS_10020",1,"S",9.746155414,10,7.370514286,10,10,10,10,10,8,96.4
"NRS18_MS_10021",1,"S",8.225576316,7.334637968,0,2.580645161,0,10,10,10,8,60.18
"NRS18_MS_10022",1,"S",10,8.805392165,0,9.655913978,0,10,8.45,10,8,71.14
"NRS18_MS_10031",1,"S",4.443215338,0,0,6.537634409,1.365853659,10,10,10,8,52.93
"NRS18_MT_10001",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MT_10001",2,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MT_10002",1,"T",6.381202703,4.478336158,10,8.25,8.291139241,10,10,10,8,84.25
"NRS18_MT_10002",2,"T",6.108742342,2.458090395,10,7.8125,0,10,10,10,8,70.47
"NRS18_MT_10015",1,"S",10,10,10,10,2.594936709,10,10,10,8,90.74
"NRS18_MT_10003",1,"R",10,10,10,10,10,0,10,10,8,87.5
"NRS18_MT_10017",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MT_10018",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MT_10019",1,"S",10,10,6.380599647,6.767895879,9.421994885,10,10,10,8,90.71
"NRS18_MT_10021",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MT_10022",1,"S",10,10,8.638007055,10,7.083120205,10,10,10,8,94.65
"NRS18_MT_10023",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MT_10024",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MT_10025",1,"S",10,4.242917417,10,10,9.783887468,10,10,10,8,92.53
"NRS18_MT_10087",1,"S",10,10,0,3.275488069,0,10,10,10,8,66.59
"NRS18_MT_10089",1,"S",10,10,10,10,10,10,10,10,8,100
"NRS18_MT_10006",1,"S",10,3.914314124,10,10,10,0,10,10,8,79.89
"NRS18_MT_10009",1,"R",10,10,10,10,10,0,10,10,8,87.5
"NRS18_MT_10010",1,"S",10,10,8.994356261,0,8.930946292,10,10,10,8,84.91
