"SITE_ID","VISIT_NO","MMI_BENT","OE_SCORE_OLD"
"FW08OR014",1,41.33,0.857174568
"FW08ROR9001",1,45.58,0.864357765
"FW08ROR9003",1,69.02,0.833957603
"FW08ROR9004",1,58.23,0.685286927
"FW08ROR9007",1,49.6,0.967833643
"FW08OK003",1,24.3,0.626378502
"FW08OK005",1,24.62,0.378823367
"FW08OK013",1,31.72,0.701002383
"FW08OK030",1,13.45,0.68222182
"FW08OK051",1,15.5,0.537012834
"FW08OK053",1,2.15,0.118405872
"FW08OK055",1,55.12,0.47293181
"FW08OK064",1,61.95,1.118749589
"FW08OK094",1,56.97,1.135762113
"FW08OK099",1,26.02,1.05497167
"FW08OK014",1,33.83,0.932999622
"FW08OK018",1,34.75,0.92725106
"FW08OK025",1,8.85,0.378205682
"FW08OK062",1,19.03,0.434197772
"FW08OK003",2,32.62,0.626378502
"FW08OK005",2,11.33,0.505097822
"FW08OK006",1,44.27,0.547291408
"FW08OK009",1,5.88,0.96513571
"FW08OK017",1,19.6,0.10774268
"FW08OK022",1,26.25,0.751349695
"FW08OK024",1,21.45,0.374104632
"FW08OK026",1,44.12,1.059524508
"FW08OK027",1,1.12,0.125109
"FW08OK028",1,44.42,0.643530155
"FW08OK031",1,13.92,0.855148094
"FW08OK032",1,13.17,0.46655468
"FW08OK034",1,39.43,0.887388092
"FW08OK036",1,59.42,1.03230629
"FW08OK038",1,29.13,0.47303297
"FW08OK039",1,3.55,0.244738416
"FW08OK040",1,39.07,0.114790706
"FW08OK043",1,23.73,0.12327205
"FW08OK047",1,28.4,0.127187381
"FW08OK050",1,38.27,0.498436922
"FW08OK052",1,29.25,0.738740676
"FW08OK056",1,12.62,0.378500747
"FW08OK057",1,36.75,0.869940211
"FW08OK058",1,20.95,0.58465433
"FW08OK059",1,29.68,0.619049803
"FW08OK074",1,47.58,1.019813408
"FW08RNM9061",1,52.63,1.083479465
"FW08RNM9067",1,51.55,1.035660774
"FW08RNM9075",1,42.23,0.644098861
"FW08RNM9076",1,4.9,0.577133446
"FW08MS042",1,14.02,0.295734335
"FW08OK048",1,8.88,0.615479465
"FW08NM005",1,37.18,1.118034007
"FW08NM008",1,44.5,0.95564326
"FW08NM008",2,45.43,0.409561397
"FW08NM010",1,31.07,1.032233236
"FW08MN013",1,25.98,1.058279175
"FW08NM019",1,31.4,0.998927389
"FW08NM022",1,51.67,1.389777949
"FW08NM022",2,44.25,0.972844564
"FW08NM023",1,20.62,0.83925407
"FW08NM024",1,59.15,0.881851506
"FW08NM026",1,54.37,0.559555862
"FW08NM027",1,26.63,0.181703484
"FW08NM031",1,30.92,1.206791818
"FW08NM034",1,47.43,0.545804249
"FW08NM035",1,49.98,1.314031486
"FW08NM038",1,37.68,1.181892574
"FW08NM039",1,22.45,0.884870078
"FW08NM042",1,49.08,0.369378771
"FW08NM043",1,28.93,1.033494189
"FW08NM045",1,31.53,1.018339552
"FW08NM047",1,6.77,0.376023748
"FW08NM048",1,55.13,1.213579433
"FW08NM105",1,51.93,0.726350012
"FW08RNM9006",1,68.97,0.821435634
"FW08RNM9082",1,45.3,1.092460746
"FW08AL003",1,34.25,0.921197765
"FW08AL015",1,76.57,1.171188998
"FW08AL021",1,69.98,1.223630348
"FW08AL030",1,37.4,0.631651034
"FW08AL051",1,52.37,1.118082506
"FW08RAL9038",1,68.8,1.120408574
"FW08RAL9059",1,52.32,0.704982945
"FW08WY001",1,19.5,0.852397876
"FW08WY004",1,33.87,1.033796493
"FW08WY007",1,31.38,0.869695156
"FW08WY009",1,20.83,0.449101259
"FW08WY010",1,40.23,0.835821415
"FW08WY012",1,56.03,1.215674996
"FW08WY012",2,43.72,1.215674996
"FW08WY016",1,47.87,0.959839717
"FW08WY016",2,61.5,0.959839717
"FW08WY021",1,64.85,0.878995874
"FW08WY021",2,60,0.988870358
"FW08WY025",1,68.1,1.052224306
"FW08WY025",2,40.75,0.909907222
"FW08WY028",1,27.93,0.741278347
"FW08WY029",1,75.18,1.104822004
"FW08WY039",1,67.78,0.692730064
"FW08WY040",1,46.78,0.78846238
"FW08WY044",1,40.32,0.872422379
"FW08WY045",1,36.52,0.319382829
"FW08WY047",1,25.37,1.069060203
"FW08WY052",1,64.28,0.879601821
"FW08WY056",1,77.63,0.757645185
"FW08WY057",1,9.38,0.694560923
"FW08WY062",1,35.17,0.919640073
"FW08WY068",1,56.37,0.826127578
"FW08WY070",1,39.25,1.057025817
"FW08WY071",1,68.78,0.718446605
"FW08WY075",1,89.02,1.124861475
"FW08WY077",1,47.35,0.992267162
"FW08WY081",1,38.5,0.979021514
"FW08WY085",1,44.43,0.894703516
"FW08WY089",1,17.83,0.931967817
"FW08WY090",1,31.72,1.02100898
"FW08WY092",1,10.92,0.347769024
"FW08RWY9906",1,53.4,0.870172918
"FW08RWY9907",1,70.72,1.381169604
"FW08CA222",1,75.82,1.13359182
"FW08CA207",1,51.1,1.11926295
"FW08CA199",1,58.53,0.866711188
"FW08CA170",1,77.63,0.894748766
"FW08CA168",1,68.82,1.090317002
"FW08CA155",1,35.57,0.430310921
"FW08CA145",1,71.78,0.884346399
"FW08CA139",1,58.2,1.211000189
"FW08CA132",1,69.93,0.968180954
"FW08CA116",1,62.05,1.012046631
"FW08CA102",1,34.17,0.65571993
"FW08CA097",1,76.47,1.34290114
"FW08CA054",1,57.03,0.96929619
"FW08CA046",1,67.82,1.099803861
"FW08CA038",1,24.87,0.801240722
"FW08CA036",1,58.8,0.914006442
"FW08CA022",1,44.75,0.936009768
"FW08CA009",1,55.47,0.967127664
"FW08CA008",1,54.02,0.916566185
"FW08CA005",1,84.72,1.012377974
"FW08CA002",1,33.68,0.799508891
"FW08MT088",1,57.98,0.878444371
"FW08MT010",1,45.38,0.849065227
"FW08MT015",1,77.28,0.829939971
"FW08MT103",1,88.48,0.962404005
"FW08MT017",1,60,0.628453172
"FW08MT019",1,58.05,1.0350793
"FW08MT022",2,63.18,1.070171149
"FW08MT022",1,65.73,0.951263244
"FW08MT025",1,71.37,0.787254221
"FW08MT025",2,33.32,1.082474554
"FW08MT033",1,28.1,0.999470582
"FW08MT041",1,76.83,0.888071971
"FW08MT044",1,49.83,1.10550782
"FW08MT053",1,41.73,0.943714173
"FW08MT056",1,49.48,1.426441135
"FW08MT058",1,87.43,0.955088199
"FW08MT061",1,26.35,0.852681441
"FW08MT063",1,67.38,0.612328481
"FW08MT066",1,68.98,0.997701031
"FW08MT080",1,35.73,0.777207976
"FW08MT087",1,34.2,0.56318006
"FW08MT090",1,86.8,1.024816613
"FW08MT091",1,39.92,0.965677653
"FW08MT094",1,74.22,1.089403307
"FW08MT098",1,77.17,1.013159598
"FW08RMT9130",1,62.9,1.12422491
"FW08MT111",1,53.63,1.385503451
"FW08MT124",1,29.52,1.010635871
"FW08RMT9001",1,89.6,1.022244736
"FW08RMT9006",1,59.53,1.12469309
"FW08RMT9008",1,41.77,0.899199015
"FW08RMT9009",1,64.43,0.955754131
"FW08RMT9012",1,62.32,0.507558661
"FW08RMT224909",1,57.43,1.146049054
"FW08AR236",1,3.68,0.41290255
"FW08MS050",1,36.47,0.687775079
"FW08MS064",1,50.15,0.927179282
"FW08MS069",1,16.67,0.098391307
"FW08MS084",1,57.92,1.002636517
"FW08MS086",1,8.63,0.203336155
"FW08MS100",1,35.93,0.368542025
"FW08MS101",1,28.13,0.559205327
"FW08WA010",1,14.52,0.263886573
"FW08WA021",1,38.63,1.07443366
"FW08WA026",1,17.05,0.325896183
"FW08WA120",1,64.13,1.108942893
"FW08WA058",1,33.92,1.071978411
"FW08WA084",1,19.62,0.455505153
"FW08WA066",1,50.55,0.973508206
"FW08WA031",1,55.83,0.950446158
"FW08WA078",1,49.47,0.666959394
"FW08WV034",1,NA,NA
"FW08WV001",1,15.65,0.859871656
"FW08WV001",2,32.08,0.814615253
"FW08WV002",1,42.7,0.878275063
"FW08WV002",2,47.43,0.743155823
"FW08WV003",1,61.45,1.189949354
"FW08WV004",1,45.18,1.236060754
"FW08WA007",1,49.85,1.067855554
"FW08WV012",1,57.97,1.04595663
"FW08WV015",1,83.77,1.201146033
"FW08WV016",1,61.97,1.0590636
"FW08WA017",2,15.63,0.56830266
"FW08WV018",1,30.42,0.491514423
"FW08WV019",1,38.87,0.95800955
"FW08WA022",1,58.45,0.436354488
"FW08WV024",1,34.43,0.798682088
"FW08WV025",1,30.03,0.797317367
"FW08WV028",1,63.57,1.064476189
"FW08WV031",1,55.6,1.020630134
"FW08WV031",2,47.7,1.020630134
"FW08WV032",1,45.6,0.594368938
"FW08WV035",1,50.33,0.756166699
"FW08WV037",1,32.43,0.787435466
"FW08MO018",1,38.68,1.344465795
"FW08VT021",1,58.55,0.812290303
"FW08MO009",2,29.45,0.810263645
"FW08MO011",2,44.58,1.414873816
"FW08MO013",1,57.22,1.119150862
"FW08MO014",1,28.37,0.998462631
"FW08MO015",1,44.65,0.980470616
"FW08MO017",1,44.18,1.012650592
"FW08MO019",1,47.55,0.996569002
"FW08MO021",1,15,0.549456718
"FW08MO025",1,9.07,0.365810767
"FW08MO027",1,51.13,1.158699795
"FW08MO029",1,66.73,1.210988608
"FW08MO031",1,10.02,0.886757523
"FW08MO033",1,37.83,0.887949762
"FW08MO037",1,15.18,0.567552762
"FW08MO038",1,17.93,0.243629642
"FW08MO039",1,20.68,1.002553959
"FW08KY001",1,53.22,0.62003339
"FW08KY001",2,27.8,0.542529217
"FW08KY002",1,40.25,0.820342511
"FW08KY003",1,16.93,0.326178301
"FW08KY004",1,44.42,0.945646983
"FW08KY005",1,52.13,1.106178994
"FW08KY006",1,30.15,0.891550627
"FW08KY006",2,27.42,1.114438284
"FW08KY008",1,37.85,0.810438458
"FW08KY011",1,27.85,0.530089625
"FW08KY012",1,53.2,0.755620829
"FW08KY014",1,32.43,0.582990609
"FW08KY019",1,48.37,0.829129277
"FW08KY019",2,68.8,1.160780988
"FW08KY020",1,22.08,1.008883581
"FW08KY021",1,39.82,0.689680682
"FW08KY022",1,46,0.902717975
"FW08KY023",1,60.85,0.8049674
"FW08KY024",1,46.52,0.900081004
"FW08KY025",1,38.73,0.868135879
"FW08KY026",1,17.45,0.542082511
"FW08KY031",1,43.4,0.791693336
"FW08KY033",1,3.6,0.284143315
"FW08KY034",1,NA,NA
"FW08KY035",1,41.47,0.890188222
"FW08KY037",1,NA,NA
"FW08KY039",1,NA,NA
"FW08KY040",1,38.48,1.241649475
"FW08KY062",1,13.3,0.391795108
"FW08KY072",1,55.53,1.411999606
"FW08RKY9219",1,23.82,0.743122578
"FW08RKY9056",1,23.17,0.378673189
"FW08SD011",1,49.82,0.404152421
"FW08SD015",1,46.55,0.857548793
"FW08SD017",2,80.48,1.235430824
"FW08SD017",1,79.05,1.235430824
"FW08SD026",1,37.97,0.858730964
"FW08SD032",1,10.78,0.710185442
"FW08SD034",1,34.5,0.799854525
"FW08SD035",1,50.63,1.536917076
"FW08SD036",1,21.08,1.161353461
"FW08SD037",1,25.03,1.124374691
"FW08SD038",1,14.17,0.102243802
"FW08SD040",1,NA,NA
"FW08SD042",2,42.23,0.768005774
"FW08SD042",1,38.22,1.152008661
"FW08SD050",1,43.95,0.43079176
"FW08SD051",1,NA,NA
"FW08SD056",1,70.73,1.283043556
"FW08SD060",1,25.43,0.816376351
"FW08SD063",1,NA,NA
"FW08SD065",1,32.43,0.942168727
"FW08SD067",1,NA,NA
"FW08SD070",1,83.12,1.110785943
"FW08SD072",1,26.15,0.99549803
"FW08SD075",1,23.93,0.323880415
"FW08SD075",2,13.77,0.431840553
"FW08SD078",1,57.93,0.853329876
"FW08SD084",1,41.2,0.481061591
"FW08SD085",1,57.68,0.792831083
"FW08SD089",1,40.47,0.535093411
"FW08SD091",1,50.73,0.937255697
"FW08SD092",1,23.83,1.022252266
"FW08SD098",1,35.78,1.074015191
"FW08SD097",1,22.07,0.357281176
"FW08SD094",1,81.37,1.318970166
"FW08SD095",1,40.77,0.669893588
"FW08SD100",1,24.42,0.97969129
"FW08SD105",1,23.55,0.839819786
"FW08SD165",1,48.7,1.264425549
"FW08RSD9040",1,38.72,1.447207016
"FW08OR011",1,40.52,0.932483664
"FW08FL032",1,46.08,0.666526627
"FW08VA002",1,65.43,0.973759879
"FW08VA002",2,53.07,1.116755283
"FW08VA023",1,25.47,0.866085098
"FW08VA031",1,46.75,0.899779865
"FW08VA040",1,3.05,0.166228384
"FW08VA046",1,39.95,0.819417241
"FW08RVA9026",1,34.32,1.067465802
"FW08VA041",1,39.7,0.984569611
"FW08IL001",2,32.53,1.185720474
"FW08IL007",1,53.2,1.450901523
"FW08IL010",1,22.58,1.046140242
"FW08IL020",1,39.83,1.359458619
"FW08IL021",1,44.4,1.135798347
"FW08IL030",1,41.23,1.21365549
"FW08WA037",1,34.48,0.697743015
"FW08WA051",1,78.25,1.131453288
"FW08KY041",1,30.15,0.547991902
"FW08KY042",1,11.65,0.927027294
"FW08KY050",1,38.67,0.918694644
"FW08RKY9007",1,37.5,0.734281189
"FW08RKY9143",1,53.38,1.240975618
"FW08RKY9905",1,24.22,0.84088725
"FW08MT006",1,45.73,1.088957295
"FW08MT032",1,72.72,0.410222386
"FW08RMT222052",1,79.68,0.97531272
"FW08MT093",1,64.57,1.062059275
"FW08PA002",1,77.07,1.191564765
"FW08PA002",2,80.4,1.123143475
"FW08PA009",1,13.05,0.803100391
"FW08PA007",1,45.55,0.918822193
"FW08PA012",1,21.07,0.409143188
"FW08PA016",2,NA,NA
"FW08PA016",1,NA,NA
"FW08PA022",1,9.75,0.424794591
"FW08PA024",1,46.98,1.165252377
"FW08PA026",1,75.7,1.005621561
"FW08PA027",1,23.28,0.567181931
"FW08PA031",1,56.05,1.269211043
"FW08PA034",1,21.83,0.677557453
"FW08PA036",1,25.8,0.687983477
"FW08PA044",1,10.82,0.474197841
"FW08PA046",1,54.32,0.784027476
"FW08PA047",1,9.5,0.401372618
"FW08PA053",1,35.38,0.779280415
"FW08PA061",1,46.8,0.849091192
"FW08PA066",1,32.27,0.4428566
"FW08KS010",1,68.58,0.993358343
"FW08KS007",2,66.78,1.238531824
"FW08MO009",1,26.28,0.810263645
"FW08KS015",1,69.03,0.836078482
"FW08KS016",1,39.92,0.944842443
"FW08KS023",1,18.02,0.617647806
"FW08KS024",1,15.35,0.798280398
"FW08KS028",1,76.73,1.170884561
"FW08KS031",1,28.67,1.074931755
"FW08KS047",1,42.45,1.351730877
"FW08KS048",2,54.28,0.899788907
"FW08KS059",1,72.27,1.4845295
"FW08KS060",1,48.63,0.917201635
"FW08KS063",1,62.7,1.0505272
"FW08CT002",2,82.85,1.140417254
"FW08CT002",1,65.27,0.900329411
"FW08CT005",1,35.62,0.784015932
"FW08CT005",2,45.33,0.54278026
"FW08CT006",1,78.43,1.142423408
"FW08CT007",1,13.82,0.290313708
"FW08CT012",1,10.53,0.152483361
"FW08CT015",1,65.57,0.949696972
"FW08CT016",1,6.35,0.302417212
"FW08CT016",2,12.57,0.423384097
"FW08CT017",1,71.83,0.944511878
"FW08CT018",1,77.05,1.139200074
"FW08CT021",1,70.52,0.989064173
"FW08CT022",1,57.55,0.876670814
"FW08CT023",1,6.15,0.436421701
"FW08CT024",1,52.3,0.735040035
"FW08CT025",1,5.55,0.381315955
"FW08CT030",2,62.83,1.140311705
"FW08CT030",1,64.23,1.03171059
"FW08CT032",1,32.03,0.663636463
"FW08WI001",1,0.33,0.549128598
"FW08WI001",2,7.35,0.686410748
"FW08WI002",1,47.5,0.800210238
"FW08WI003",1,20.53,0.32151759
"FW08WI003",2,13.28,0.64303518
"FW08WI004",1,39.55,0.804137292
"FW08WI005",1,25.65,0.489052242
"FW08WI006",1,34.08,1.31504953
"FW08WI007",1,30.3,0.268438509
"FW08WI008",1,22.12,0.158960256
"FW08WI009",1,55.08,1.202366293
"FW08WI010",1,10.38,0.413328024
"FW08WI011",1,29.77,1.116244419
"FW08WI012",1,17.22,0.759049093
"FW08WI013",1,65.1,1.389535708
"FW08WI014",1,26.88,0.72559084
"FW08WI016",1,41.22,1.004071854
"FW08WI017",1,25.47,0.655000837
"FW08WI018",1,40.62,0.977500645
"FW08WI019",1,27.63,1.022177985
"FW08WI020",1,36.33,1.051128063
"FW08WI025",1,38.47,0.307360391
"FW08WI026",1,12.75,0.830556096
"FW08WI038",1,37.48,0.951807593
"FW08WI039",1,22.97,0.64931426
"FW08WI042",1,51.78,0.824491548
"FW08WI045",1,33.88,0.489052537
"FW08WI047",1,10.48,0.764899049
"FW08WI056",1,26.92,0.556902431
"FW08WI060",1,77.35,1.319836051
"FW08WI062",1,52.48,0.712535407
"FW08WI069",1,30.28,1.068030608
"FW08WI072",1,0,0.117701145
"FW08WI075",1,27.9,0.667773329
"FW08WI077",1,35.5,0.66918707
"FW08WI078",1,19.92,0.861990108
"FW08WI083",1,53.75,1.036746233
"FW08WI088",1,56.13,0.651685824
"FW08WI098",1,54.55,0.777817806
"FW08WI100",1,47.58,0.331134692
"FW08WI104",1,22.32,0.777371874
"FW08RWI9029",1,28.6,0.648044444
"FW08RWI9067",1,42.2,1.039561219
"FW08RWI9071",1,18.48,0.769713003
"FW08RWI9074",1,43.77,1.48918731
"FW08RWI9100",1,47.4,1.053179008
"FW08RWI9302",1,41.48,1.210414154
"FW08RWI9303",1,63.67,1.447930294
"FW08RWI9304",1,43.38,0.883242602
"FW08RWI9306",1,43.53,0.903639071
"FW08RWI9307",1,32.98,1.126425731
"FW08IL008",1,4.45,0.394911972
"FW08IL032",1,14.15,0.796520498
"FW08IL043",1,13.63,0.480531795
"FW08WA004",1,68.73,1.247024589
"FW08NH002",1,68.88,0.986158826
"FW08RME92",1,16.25,0.586309023
"FW08RRI91",1,44.53,0.441274639
"FW08RME95",1,25.38,0.889276362
"FW08RME93",1,68.78,1.456347787
"FW08RME91",1,29.8,0.981074602
"FW08MI005",1,13.47,1.345706806
"FW08UT004",1,60.67,1.331637056
"FW08UT014",1,70.12,0.81342893
"FW08UT015",1,35.77,1.065670319
"FW08UT016",1,17.1,0.625839227
"FW08UT020",1,11.85,0.713777375
"FW08UT023",1,39.57,0.51184767
"FW08UT033",1,34.65,0.980243006
"FW08UT031",1,44,0.850101822
"FW08UT030",1,76.08,1.11760263
"FW08UT029",1,32.53,0.565753891
"FW08UT027",1,36.12,1.252843405
"FW08UT023",2,40.07,0.639809588
"FW08UT035",1,0,0.280507127
"FW08UT037",1,26.98,0.949485277
"FW08UT039",1,45.8,0.584959493
"FW08UT042",1,23.38,0.876012545
"FW08UT046",1,77.27,0.752285792
"FW08CO046",2,56.3,1.256092153
"FW08CO037",1,61.05,0.591851792
"FW08MO041",1,NA,NA
"FW08UT047",1,67.92,0.597605092
"FW08UT049",1,39.15,0.847013387
"FW08UT055",1,53.37,0.632579324
"FW08UT058",1,59.38,0.693242481
"FW08UT060",1,54.55,0.78683879
"FW08UT061",1,31.85,0.947942313
"FW08UT076",1,26.23,0.733910581
"FW08UT097",1,29.42,0.509652489
"FW08UT064",1,29.6,1.120053958
"FW08UT112",1,12.18,0.707303445
"FW08RUT9089",1,70.57,1.222635784
"FW08RUT9100",1,13.6,0.531583668
"FW08RUT9106",1,39.05,1.230957796
"FW08RUT9122",1,62.18,1.086012912
"FW08RUT99260",1,43.48,1.130789866
"FW08RUT94520",1,22.05,0.553551335
"FW08RUT94590",1,60.27,0.727300925
"FW08SC001",1,10.72,0.556770776
"FW08SC001",2,16.72,0.765559817
"FW08SC002",1,5.3,0.242709848
"FW08SC002",2,15.02,0.849484468
"FW08SC003",1,55.32,0.837901347
"FW08SC003",2,45.32,0.465500748
"FW08SC004",1,58.45,1.078026684
"FW08SC005",1,21.13,0.720295834
"FW08SC006",1,25.95,0.860820661
"FW08SC006",2,26.45,1.119066859
"FW08SC007",1,14.73,0.833972963
"FW08SC010",1,43.65,0.722065259
"FW08SC011",1,38.83,0.950113333
"FW08SC012",1,54.57,0.742613509
"FW08SC013",1,19.82,0.543163249
"FW08SC014",1,12.72,0.400689962
"FW08SC015",1,14.83,0.412933367
"FW08SC016",1,70.8,1.170576405
"FW08UT070",1,17.97,0.970369544
"FW08SC018",1,11.43,0.556290225
"FW08SC019",1,65.25,1.007114926
"FW08SC020",1,15.2,0.470387134
"FW08SC021",1,33.8,0.546788345
"FW08SC022",1,26.9,0.722949107
"FW08SC023",1,30.4,0.092063614
"FW08SC024",1,13.93,0.430051726
"FW08SC026",1,14.1,0.801676724
"FW08SC030",1,43.22,1.145174032
"FW08TX001",1,71.73,1.057355602
"FW08TX002",1,40.2,0.926776038
"FW08TX006",1,16.8,0.24770345
"FW08TX009",1,36.12,1.215752953
"FW08TX067",1,31.38,0.563979002
"FW08TX104",1,58.98,0.892005731
"FW08TX118",1,24.52,0.335053273
"FW08TX119",1,19.22,0.836404107
"FW08TX124",1,34.2,0.808409192
"FW08TX156",1,38.62,0.678969149
"FW08TX165",1,8.52,0.356911939
"FW08TX168",1,NA,NA
"FW08TX172",1,11.33,0.419663793
"FW08RTX9001",1,34.77,1.136385124
"FW08RTX9010",1,36.85,0.968987222
"FW08RTX10341",1,64.82,1.244082182
"FW08RTX11553",1,19.05,0.328639478
"FW08RTX12162",1,57.95,1.009903388
"FW08RTX12209",1,22.45,0.846623031
"FW08RTX13110",1,44.82,0.594372629
"FW08RTX11237",1,56.58,1.225901152
"FW08MS053",2,16.67,0
"FW08MS052",1,57.37,0.949065646
"FW08MN001",1,22.03,1.024213679
"FW08MN001",2,36.03,1.280267099
"FW08MN002",1,15.85,0.981535419
"FW08MN002",2,16.5,1.226919274
"FW08MN004",1,7.58,0.893185381
"FW08MN009",1,41.25,1.20087968
"FW08MN016",1,43.98,1.109167295
"FW08MN016",2,36.08,0.590955863
"FW08MN023",1,44.9,0.908694637
"FW08MN032",1,29.57,0.859148541
"FW08MN039",1,23.12,0.958150405
"FW08MN041",1,58.23,1.296736553
"FW08MN043",1,85.33,1.268614198
"FW08MN045",1,45.25,0.841772575
"FW08MN047",1,6.98,0.852258637
"FW08MN050",1,57.3,1.201696803
"FW08MN056",1,40.75,1.070462854
"FW08MN057",1,28.57,1.164370477
"FW08MN060",1,33.57,1.076250151
"FW08MN061",1,50.53,1.159161015
"FW08MN065",1,23.08,1.27982029
"FW08MN068",1,11.48,0.513794538
"FW08MN070",1,12.62,1.084297611
"FW08MN076",1,50.15,1.099597083
"FW08KY007",1,17.13,0.583619697
"FW08KY009",1,68.03,1.140212115
"FW08KY056",1,4.8,0.442633647
"FW08MN080",1,42.43,1.145787242
"FW08MN093",1,35.87,0.757757071
"FW08MN119",1,44.55,1.129957788
"FW08RMN9018",1,38.53,0.773163664
"FW08RMN9038",1,27.08,1.045687972
"FW08RMN9064",1,38.62,1.153247066
"FW08RMN9075",1,44.42,1.216370356
"FW08RMN9083",1,28.07,1.202783023
"FW08RMN9087",1,68.83,0.937978422
"FW08RMN9093",1,26.17,1.017502301
"FW08RMN9100",1,19.98,0.88696901
"FW08MA003",1,22.78,0.811358908
"FW08MA005",1,14.22,0.627941039
"FW08MA009",1,72.07,0.924632421
"FW08MA009",2,65.72,1.033412705
"FW08MA012",1,10.57,0.493279645
"FW08MA015",1,33,0.595942626
"FW08MA016",1,47.2,1.122700734
"FW08MA019",1,38.48,0.89626836
"FW08MA021",1,29.45,0.767132989
"FW08MA020",1,21.87,0.473655445
"FW08MA023",1,15.7,0.599379323
"FW08MA026",1,15.78,0.529685371
"FW08TN003",1,14.68,0.840853373
"FW08TN009",1,25.4,0.191469921
"FW08TN012",1,8.37,0.392114178
"FW08TN016",1,24.6,0.471379235
"FW08TN028",1,42.8,1.045736928
"FW08VT019",1,72.93,0.91788534
"FW08TN032",1,33.68,0.354705368
"FW08TN033",1,44.67,0.378179398
"FW08TN037",1,60.9,0.650822789
"FW08TN039",1,4.97,0.454535599
"FW08TN040",1,34.93,0.588832113
"FW08TN044",1,27.62,0.614710722
"FW08TN051",1,35.27,0.790616966
"FW08TN068",1,43.32,1.027450694
"FW08RTN9004",1,41.28,0.709634408
"FW08RTN9005",1,38.85,0.746119638
"FW08RTNECO65J05",1,62.2,0.747413871
"FW08RTNECO65E08",1,51.23,0.866124619
"FW08RI001",1,55.95,0.913186876
"FW08RI001",2,70.75,1.043642143
"FW08RI003",2,6.15,0.290062988
"FW08RI004",1,69.27,1.004233082
"FW08RI004",2,70.92,0.849735685
"FW08RI003",1,9.55,0.290062988
"FW08RI005",1,27.62,0.474864022
"FW08RI006",1,15.65,0.490288827
"FW08RI007",1,34.57,0.618011055
"FW08RI008",1,63.43,0.928154395
"FW08RI009",1,21.45,0.479334411
"FW08RI010",1,44.57,0.773130568
"FW08RI011",1,29.13,0.513679095
"FW08RI012",1,14.3,0.454436604
"FW08RI013",1,13.72,0.581052277
"FW08RI016",1,51.4,0.546287079
"FW08RI017",1,22.08,0.760707977
"FW08RI017",2,35.45,0.706371693
"FW08MN005",1,19.57,1.253529073
"FW08MN006",1,26.75,0.75040048
"FW08MN008",1,10,0.834975737
"FW08MN010",1,34.02,1.358584342
"FW08MN011",1,67.83,1.405824346
"FW08MN053",1,35.23,0.967753711
"FW08NC001",1,53.02,0.758227539
"FW08NC001",2,55.37,1.299818638
"FW08NC002",1,51.13,1.103567315
"FW08NC002",2,56.4,1.061122418
"FW08NC003",1,40.97,0.717755022
"FW08NC008",1,62,1.109676106
"FW08NC010",1,7.33,0.765666202
"FW08NC011",1,23.67,0.943292529
"FW08NC012",1,35.82,0.995524749
"FW08NC013",1,3.95,0.744768881
"FW08NC015",1,22.33,0.53127425
"FW08AR001",1,48.4,0.801729671
"FW08AR002",1,11.67,0.887826797
"FW08AR069",1,30.38,1.0967407
"FW08AR112",1,26.4,0.305936068
"FW08AR145",1,3.75,0.66541004
"FW08AR146",1,34.28,0.971804139
"FW08AR148",1,36.35,0.556522223
"FW08AR153",1,26.98,0.784952433
"FW08NC023",1,13.13,0.78822621
"FW08NC026",1,30.4,0.752633484
"FW08NC035",1,12.52,0.415120524
"FW08NC036",1,17.53,0.498370174
"FW08NC037",1,27.23,0.935684281
"FW08NC040",1,47.55,1.011390732
"FW08NC044",1,46.73,1.018244199
"FW08NC046",1,23.38,0.743441796
"FW08NC061",1,7.85,0.323393561
"FW08NC079",1,1.97,0.261738104
"FW08NC083",1,19.53,0.762107379
"FW08NC086",1,54.5,1.035841842
"FW08NC096",1,9.83,0.62738788
"FW08NC102",1,36.05,0.611347126
"FW08NC116",1,7.85,0.606936506
"FW08NC117",1,13.53,0.58826236
"FW08NC120",1,44.9,0.615260296
"FW08NC139",1,10.28,0.637730845
"FW08NC145",1,25.17,0.985239978
"FW08NC158",1,40.27,1.075803802
"FW08RNC9040",1,33.58,0.426901721
"FW08RNC9085",1,64.7,0.638460848
"FW08RNC9102",1,61.25,1.008727681
"FW08WA029",1,32.08,0.708329213
"FW08WA001",1,53.63,1.176821448
"FW08WA122",1,61.75,0.927142028
"FW08IN001",2,50.67,1.142265122
"FW08IN006",1,NA,NA
"FW08IN006",2,NA,NA
"FW08IN008",1,NA,NA
"FW08IN008",2,NA,NA
"FW08IN010",1,NA,NA
"FW08IN011",1,NA,NA
"FW08IN022",1,NA,NA
"FW08IN024",1,NA,NA
"FW08IN030",1,NA,NA
"FW08IN032",1,NA,NA
"FW08NJ004",1,60.27,0.644103139
"FW08NJ004",2,42.6,0.858804185
"FW08NJ005",1,21.15,0.2398641
"FW08NJ005",2,22.1,0.639637601
"FW08NJ007",1,5.8,0.392735261
"FW08NJ011",1,11.78,0.508069159
"FW08NJ013",1,48.08,0.830166406
"FW08NJ016",1,49.08,1.025839454
"FW08RNJ9001",1,23.02,0.617637556
"FW08RNJ9002",1,59.73,0.947080682
"FW08AR124",1,17.83,0.84726162
"FW08CO023",1,33.98,1.030655312
