"SITE_ID","VISIT_NO","SAMPLE_ID","dD..vsmow.","d18O..vsmow.","d.excess"
"FW08OK020","1",525581,-18.9,-2.74,3.04
"FW08OK022","1",545251,-13.57,-1.4,-2.34
"FW08OK023","1",522921,-27.32,-3.96,4.33
"FW08OK024","1",534591,-16.53,-1.86,-1.62
"FW08OK025","1",554151,-24.5,-3.68,4.94
"FW08OK026","1",554451,-12.63,-1.91,2.62
"FW08OK027","1",554681,-9.88,-1.19,-0.38
"FW08OK028","1",546921,-3.71,-1.23,6.09
"FW08OK030","1",550811,-15.73,-2.5,4.27
"FW08OK031","1",525711,-48.99,-7.43,10.47
"FW08OK032","1",551971,-14.17,-2.34,4.55
"FW08OK034","1",550491,-12.44,-1.86,2.47
"FW08OK035","1",531071,-27.25,-4.34,7.5
"FW08OK036","1",542641,-18.12,-1.41,-6.8
"FW08OK038","1",532851,-24.4,-3.52,3.76
"FW08OK039","1",543151,-11.41,-1.09,-2.66
"FW08OK040","1",525831,-76.64,-10.96,11.05
"FW08OK043","1",554461,-10.39,-2.09,6.3
"FW08OK044","1",522791,-23.31,-3.78,6.94
"FW08OK047","1",554671,0.81,1.92,-14.55
"FW08OK048","1",540641,-9.72,-0.11,-8.88
"FW08OK050","1",551981,-13.88,-2.02,2.29
"FW08OK051","1",546261,-9.35,-0.71,-3.64
"FW08OK052","1",542781,-17.2,-2.06,-0.68
"FW08OK053","1",525771,-41.87,-5.35,0.92
"FW08OK055","1",554161,-14.45,-1.97,1.3
"FW08OK056","1",540791,-14.26,-1.49,-2.31
"FW08OK057","1",546281,-23.89,-2.81,-1.39
"FW08OK058","1",545261,-18.4,-2.74,3.53
"FW08OK059","1",540801,-14.85,-1,-6.87
"FW08OK060","1",522691,-39.51,-5.89,7.57
"FW08OK061","1",524851,-24.88,-3.95,6.69
"FW08OK062","1",541291,-16.99,-3.22,8.8
"FW08OK064","1",549121,-10.06,-1.12,-1.09
"FW08OK074","1",550991,-22.9,-4.25,11.13
"FW08OK080","1",525941,-27.17,-4.75,10.82
"FW08OK094","1",543701,-15.59,-1.9,-0.38
"FW08OK099","1",554171,-16.68,-1.89,-1.56
"FW08OR001","1",524571,-47.1,-7.3,11.31
"FW08OR002","1",523781,-98.06,-12.23,-0.21
"FW08OR003","1",542471,-111.54,-15.37,11.43
"FW08OR004","1",524431,-109.65,-13.96,2.04
"FW08OR005","1",523761,-120.13,-15.2,1.45
"FW08OR006","1",522821,-60.3,-8.44,7.21
"FW08OR008","1",528501,-119.08,-16.11,9.83
"FW08OR009","1",528561,-64.17,-9.56,12.3
"FW08OR010","1",523361,-88.21,-12.4,10.98
"FW08OR011","1",541241,-59.51,-8.8,10.92
"FW08OR012","1",541261,-81.54,-11.36,9.32
"FW08OR014","1",545321,-88.08,-12.4,11.13
"FW08OR015","1",532791,-89.22,-12.38,9.85
"FW08OR016","2",529561,-73.75,-10.54,10.61
"FW08OR016","2",532671,-73.43,-10.6,11.38
"FW08OR016","1",528381,-73.86,-10.68,11.58
"FW08OR019","1",521751,-55.68,-8.5,12.35
"FW08OR021","1",541441,-110.89,-14.58,5.74
"FW08OR022","1",521761,-91.98,-12.67,9.38
"FW08OR023","2",529641,-86.09,-11.66,7.18
"FW08OR023","2",524921,-86.61,-12.05,9.76
"FW08OR023","1",542481,-86.43,-12.22,11.37
"FW08OR025","1",544971,-122.11,-15.62,2.82
"FW08OR026","1",528771,-109.26,-13.58,-0.62
"FW08OR027","1",529651,-75.9,-10.52,8.23
"FW08OR028","2",555101,-65.04,-9.12,7.95
"FW08OR028","2",544841,-65.6,-9.21,8.09
"FW08OR028","1",541251,-64.87,-9.3,9.56
"FW08OR030","1",554701,-110.3,-14.49,5.63
"FW08OR033","1",541421,-114.92,-14.85,3.84
"FW08OR035","1",528441,-51.96,-7.96,11.7
"FW08OR037","1",541271,-110.14,-14.55,6.26
"FW08OR041","1",542461,-120.56,-15.97,7.17
"FW08OR043","1",522411,-72.55,-10.37,10.42
"FW08OR044","1",528371,-82.37,-11.8,11.99
"FW08OR045","1",528541,-117.92,-15.79,8.36
"FW08OR046","1",554711,-109.42,-14.19,4.11
"FW08OR047","1",528761,-47.54,-7.47,12.21
"FW08OR049","1",541431,-114.48,-14.15,-1.24
"FW08OR050","1",527911,-77.93,-11.12,11.01
"FW08OR051","1",526801,-80.1,-11.38,10.95
"FW08OR052","1",524541,-120.95,-16.02,7.18
"FW08OR054","1",529701,-85.52,-11.77,8.63
"FW08OR055","1",524691,-69.85,-10.3,12.52
"FW08OR056","1",542081,-114.59,-14.77,3.57
"FW08OR057","1",546401,-114.24,-14.91,5.06
"FW08OR058","2",526711,-85.5,-11.98,10.35
"FW08OR058","2",529681,-85.71,-12.17,11.69
"FW08OR058","1",521741,-86.58,-12.48,13.28
"FW08OR059","1",527131,-87.89,-12.08,8.76
"FW08OR060","1",521451,-81.44,-11.56,11.07
"FW08OR061","1",529571,-109.91,-14.22,3.83
"FW08OR064","1",544831,-121.84,-15.6,2.94
"FW08OR065","1",528191,-110.86,-13.99,1.09
"FW08OR066","1",542421,-62.81,-9.38,12.21
"FW08OR069","1",523341,-111.16,-14.58,5.45
"FW08OR071","1",529451,-79.3,-11.12,9.66
"FW08OR074","1",544821,-94.32,-12.76,7.78
"FW08PA001","2",524741,-56.68,-8.41,10.58
"FW08PA001","2",534191,-56.78,-8.44,10.77
"FW08PA001","1",530801,-56.43,-8.62,12.51
"FW08PA002","1",545811,-62.59,-9.55,13.8
"FW08PA002","2",551791,-60.56,-9.32,13.98
"FW08PA002","2",531681,-60.74,-9.38,14.27
"FW08PA003","1",555701,-49.05,-7.27,9.14
"FW08PA005","1",524711,-44.68,-6.79,9.63
"FW08PA006","1",542451,-44.7,-7.2,12.92
"FW08PA007","1",534881,-55.17,-8.03,9.09
"FW08PA009","1",554781,-49.86,-7.59,10.86
"FW08PA010","1",534181,-61.49,-9.12,11.49
"FW08PA012","1",555921,-59.2,-9.24,14.72
"FW08PA013","1",542431,-54.33,-7.26,3.72
"FW08PA014","1",552551,-37.97,-6.48,13.88
"FW08PA015","2",550161,-60.52,-8.85,10.32
"FW08PA015","1",555991,-61.22,-9.26,12.84
"FW08PA015","1",535061,-61.44,-9.48,14.36
"FW08PA016","1",542321,-66.18,-9.83,12.44
"FW08PA016","2",529371,-66.96,-9.95,12.6
"FW08PA016","2",534831,-67.13,-10.11,13.73
"FW08PA017","1",547941,-58.73,-8.61,10.18
"FW08PA018","1",530941,-44.11,-7.33,14.55
"FW08PA019","1",554251,-53.8,-7.66,7.51
"FW08PA020","1",556651,-47.55,-6.63,5.53
"FW08PA021","1",547891,-55.16,-8.23,10.69
"FW08PA022","1",533891,-59.16,-8.73,10.71
"FW08PA023","1",527661,-54.07,-7.61,6.84
"FW08PA024","1",556071,-51.01,-7.32,7.55
"FW08PA025","1",533871,-64.19,-9.72,13.56
"FW08PA026","1",545831,-63.52,-9.59,13.23
"FW08PA027","1",555631,-43.57,-6.82,10.97
"FW08PA029","1",525761,-54.78,-8.28,11.45
"FW08PA030","1",541401,-43.33,-7.08,13.33
"FW08PA031","1",556431,-59.44,-8.97,12.32
"FW08PA034","1",555881,-53.13,-8.04,11.22
"FW08PA035","1",530501,-50.68,-7.29,7.62
"FW08PA036","1",550181,-45.49,-5.93,1.94
"FW08PA037","1",530991,-48.79,-7.38,10.25
"FW08PA038","1",547741,-57.01,-8.51,11.05
"FW08PA039","1",523261,-55.07,-7.85,7.74
"FW08PA044","1",555871,-46.44,-6.56,6.06
"FW08PA046","1",556901,-50.47,-7.96,13.23
"FW08PA047","1",556231,-53.97,-8.12,10.99
"FW08PA053","1",556751,-53.92,-8.4,13.31
"FW08PA061","1",556921,-48.78,-7.59,11.91
"FW08PA066","1",543771,-36.01,-4.9,3.18
"FW08RAL9016","1",552471,-23.84,-3.28,2.43
"FW08RAL9025","1",544351,-18.58,-3.44,8.91
"FW08RAL9038","1",544361,-17.78,-3.32,8.78
"FW08RAL9059","1",552131,-14.49,-2.16,2.82
"FW08RAL9066","1",552521,-22.12,-4.37,12.86
"FW08RAZ9016","1",551221,-73.14,-10.02,7.03
"FW08RAZ9020","1",551441,-57.44,-7.96,6.21
"FW08RAZ9022","1",551471,-70.44,-9.3,3.98
"FW08RAZ9031","1",552831,-53.65,-7.52,6.55
"FW08RAZTRB01","1",556361,-84.88,-11.36,6
"FW08RCA9002","1",545361,-60.53,-9.13,12.5
"FW08RCA9003","1",554271,-58.01,-8.64,11.09
"FW08RFL9013","1",548231,-17.64,-3.22,8.09
"FW08RFL9013","1",553701,-12.7,-2.75,9.31
"FW08RFL9028","1",553671,-14.7,-2.66,6.58
"FW08RFL9028","1",535601,-21.35,-3.93,10.08
"FW08RFL9030","1",553661,-17.35,-3.02,6.8
"FW08RFL9030","1",535591,-17.43,-3.46,10.29
"FW08RFL9037","1",535551,-19.58,-3.87,11.39
"FW08RFL9037","1",553621,-18.88,-3.89,12.2
"FW08RFL9046","1",547871,-6.29,-1.35,4.52
"FW08RFL9051","1",553721,-17.98,-3.27,8.19
"FW08RFL9051","1",541081,-18.53,-3.37,8.46
"FW08RGA9004","1",542141,-17.19,-3.29,9.15
"FW08RGA9004","1",553651,-16.1,-3.2,9.5
"FW08RGA9005","1",547861,-3.2,-0.68,2.26
"FW08RGA9006","1",553441,-10.94,-2,5.08
"FW08RGA9006","1",550281,-14.29,-2.76,7.82
"FW08RGA9007","1",553861,-30.64,-5.71,15.02
"FW08RI001","2",556161,-40.04,-6.53,12.23
"FW08RI001","2",556191,-39.7,-6.53,12.58
"FW08RI001","1",553911,-36.84,-6.23,12.98
"FW08RI003","1",555271,-43.73,-6.37,7.27
"FW08RI003","1",555031,-44.55,-6.64,8.54
"FW08RI003","2",549831,-41.87,-6.46,9.82
"FW08RI004","1",556631,-36.98,-5.91,10.32
"FW08RI004","1",555091,-36.9,-5.94,10.64
"FW08RI004","2",556871,-36.15,-5.94,11.41
"FW08RI005","1",545351,-37.93,-5.82,8.61
"FW08RI006","1",544491,-44.79,-5.77,1.34
"FW08RI007","1",556611,-35.79,-5.61,9.1
"FW08RI008","1",554941,-35.49,-5.51,8.58
"FW08RI009","1",554771,-38.8,-6.32,11.73
"FW08RI010","1",545721,-44.44,-6.5,7.53
"FW08RI011","1",556601,-36.6,-5.92,10.75
"FW08RI012","1",555511,-44.85,-6.93,10.56
"FW08RI013","1",554791,-39.18,-6.03,9.05
"FW08RI016","1",555201,-37.49,-6.26,12.59
"FW08RI017","2",556321,-38.25,-5.72,7.5
"FW08RI017","2",556141,-38.42,-5.85,8.38
"FW08RI017","1",555491,-39.08,-6.21,10.62
"FW08RIA9037","1",522491,-38.76,-5.83,7.91
"FW08RIA9038","1",522841,-35.56,-5.63,9.48
"FW08RIA9060","1",531611,-33,-4.84,5.74
"FW08RIA9106","1",540671,-39.3,-6.15,9.86
"FW08RIA9107","1",540721,-37.31,-5.92,10.08
"FW08RIDREF","1",550091,-129.97,-16.73,3.91
"FW08RIL2AK07","1",525331,-24.27,-4.35,10.56
"FW08RIL2CA08","1",521121,-23.71,-3.05,0.65
"FW08RIL2DJE02","1",530951,-30.36,-4.24,3.57
"FW08RIL2ICE01","1",523411,-32.57,-5.76,13.47
"FW08RIL9002","1",521791,-40.07,-6.42,11.32
"FW08RIN9035","1",527791,-20.79,-2.78,1.45
"FW08RIN9046","1",527851,-41.32,-6.55,11.06
"FW08RKS9002","1",521221,-37.34,-5.68,8.07
"FW08RKS9003","1",524291,-66.3,-8.21,-0.59
"FW08RKS9777","1",531601,-36.97,-5.84,9.77
"FW08RKS9888","1",521211,-35.97,-5.85,10.82
"FW08RKS9999","1",521231,-33.42,-6.06,15.1
"FW08RKY9007","1",556401,-37.46,-6.17,11.92
"FW08RKY9056","1",553971,-39.19,-6.52,12.99
"FW08RKY9143","1",553991,-30.39,-5.35,12.45
"FW08RKY9219","1",553981,-24.6,-4.39,10.53
"FW08RKY9905","1",555021,-27.59,-4.37,7.35
"FW08RLA900","1",529021,-15.02,-2.95,8.62
"FW08RMD9052","1",551721,-36.77,-6.24,13.13
"FW08RME91","1",548291,-84.4,-11.9,10.82
"FW08RME92","1",547971,-85.12,-12.04,11.22
"FW08RME93","1",549451,-78.17,-11.02,9.99
"FW08RME94","1",547981,-75.79,-10.39,7.31
"FW08RME95","1",547991,-85.19,-11.88,9.85
"FW08RMI9002","1",521581,-72.35,-10.28,9.91
"FW08RMI9004","1",530361,-57.7,-8.4,9.53
"FW08RMI9105","1",523061,-83.2,-12.01,12.84
"FW08RMI9106","1",521981,-78.84,-11.32,11.7
"FW08RMI9110","1",525031,-73.72,-10.92,13.63
"FW08RMI9201","1",543561,-73.39,-9.65,3.83
"FW08RMN9018","1",554351,-57.8,-6.79,-3.51
"FW08RMN9038","1",554421,-61.3,-6.84,-6.57
"FW08RMN9064","1",549751,-50.42,-5.81,-3.91
"FW08RMN9075","1",556461,-71.89,-9.37,3.07
"FW08RMN9083","1",550541,-74.19,-10.18,7.24
"FW08RMN9087","1",554521,-74.35,-10.2,7.22
"FW08RMN9093","1",550781,-65.24,-7.82,-2.64
"FW08RMN9100","1",556451,-53.67,-5.74,-7.74
"FW08RMO9003","1",531581,-30.67,-4.85,8.15
"FW08RMO9006","1",531571,-40.73,-6.8,13.64
"FW08RMO9010","1",540711,-33.58,-5.17,7.8
"FW08RMO9011","1",540701,-37.25,-5.7,8.35
"FW08RMO9100","1",542251,-36.45,-6.13,12.57
"FW08RMO9101","1",542231,-35.84,-5.79,10.47
"FW08RMO9102","1",542271,-33.75,-5.73,12.08
"FW08RMO9103","1",542281,-37.79,-6.31,12.71
"FW08RMO9104","1",542221,-34.65,-5.79,11.65
"FW08RMO9105","1",542261,-35.28,-5.95,12.32
"FW08RMO9108","1",545991,-35.41,-5.56,9.07
"FW08RMO9109","1",541101,-34.16,-5.6,10.67
"FW08RMO9112","1",552331,-34.8,-5.57,9.78
"FW08RMO9113","1",541111,-30.12,-4.89,9
"FW08RMS9252","1",553511,-9.71,-2.31,8.75
"FW08RMS9254","1",549561,-13.8,-2.99,10.1
"FW08RMS9306","1",545581,-5.89,-0.95,1.71
"FW08RMS9418","1",553501,-12.19,-2.2,5.43
"FW08RMS9447","1",551741,-21.98,-4.38,13.09
"FW08RMS9463","1",542861,-22.56,-4.04,9.77
"FW08RMS9999","1",541931,-18.65,-3.52,9.51
"FW08RMT222052","1",543621,-142.63,-18.71,7.08
"FW08RMT224909","1",544371,-146.17,-18.76,3.9
"FW08RMT9001","1",549881,-135.01,-17.55,5.4
"FW08RMT9006","1",545781,-134.77,-17.86,8.11
"FW08RMT9008","1",545501,-133.53,-17.69,7.96
"FW08RMT9009","1",547321,-131.58,-17.02,4.55
"FW08RMT9011","1",528451,-121.24,-15.12,-0.27
"FW08RMT9012","1",549661,-130.76,-16.7,2.81
"FW08RMT9013","1",534791,-137.46,-16.39,-6.36
"FW08RMT9130","1",532111,-135.23,-17.58,5.4
"FW08RNC9040","1",543781,-21.98,-4.32,12.56
"FW08RNC9085","1",540201,-25.96,-4.37,8.98
"FW08RNC9102","1",540141,-20.9,-3.84,9.83
"FW08RND010456","1",529391,-89.3,-9.99,-9.41
"FW08RND010458","1",529001,-78.25,-8.23,-12.38
"FW08RND010460","1",533561,-59.21,-3.86,-28.34
"FW08RND9033","1",534381,-87.92,-11,0.1
"FW08RND9138","1",533941,-81.73,-8.83,-11.13
"FW08RNE9010","1",523641,-117.55,-15.57,7.01
"FW08RNE9011","1",523621,-115.06,-15.15,6.1
"FW08RNE9022","1",522831,-41.38,-5.93,6.1
"FW08RNE9024","1",523651,-72.23,-9.58,4.42
"FW08RNE9999","1",522911,-106.91,-13.66,2.4
"FW08RNJ9001","1",550691,-30.4,-4.3,4
"FW08RNJ9002","1",543071,-37.26,-5.7,8.37
"FW08RNM9001","1",534091,-36.49,-3.64,-7.41
"FW08RNM9002","1",534151,-49.61,-6.38,1.46
"FW08RNM9004","1",534141,-53.64,-6.63,-0.59
"FW08RNM9006","1",546811,-65.58,-8.91,5.72
"FW08RNM9030","1",534171,-87.36,-12.15,9.85
"FW08RNM9049","1",533981,-66.35,-9.43,9.11
"FW08RNM9060","1",530001,-88.97,-11.04,-0.62
"FW08RNM9061","1",544721,-98.66,-13.52,9.53
"FW08RNM9067","1",548551,-91.54,-11.99,4.4
"FW08RNM9075","1",524101,-33.43,-2.21,-15.74
"FW08RNM9076","1",546211,-53.98,-6.14,-4.88
"FW08RNM9081","1",533991,-29.95,-2.14,-12.79
"FW08RNM9082","1",540411,-33.29,-0.51,-29.23
"FW08RNY9001","1",548501,-73.04,-10.88,13.98
"FW08RNY9003","1",554231,-64.71,-8.9,6.49
"FW08RNY9004","1",530461,-63.32,-9.2,10.28
"FW08RNY9005","1",527391,-68.23,-9.92,11.11
"FW08RNY9006","1",543571,-69.5,-9.97,10.29
"FW08RNY9007","1",531101,-60.29,-8.93,11.13
"FW08ROH9019","1",532001,-41.4,-6.05,6.98
"FW08ROR9001","1",554261,-54.39,-7.82,8.18
"FW08ROR9003","1",550041,-102.89,-14.09,9.82
"FW08ROR9004","1",548881,-103.46,-14,8.5
"FW08ROR9007","1",545331,-94.89,-13.1,9.9
"FW08ROR9099","1",541231,-114.11,-14.21,-0.43
"FW08RPA9001","1",545821,-60.2,-9.43,15.28
"FW08RPA9002","1",545691,-49.73,-7.49,10.18
"FW08RPA9003","1",545681,-46.89,-7.13,10.16
"FW08RRI91","1",547961,-39.06,-6.37,11.88
"FW08RSD9036","1",550981,-40.73,-5.88,6.27
"FW08RSD9040","1",541011,-79.6,-10.93,7.87
"FW08RSDP04R052","1",552581,-68.76,-8.45,-1.13
"FW08RTN9004","1",554811,-28.47,-4.79,9.89
"FW08RTN9005","1",548071,-10.04,-1.36,0.81
"FW08RTNECO65E08","1",552561,-29.65,-5.31,12.79
"FW08RTNECO65J05","1",555161,-33.75,-5.53,10.51
"FW08RTX10341","1",549051,-17.52,-3.31,8.99
"FW08RTX11237","1",548991,-20.16,-3.46,7.54
"FW08RTX11553","1",551761,-0.16,2.55,-20.54
"FW08RTX12162","1",546981,-21.92,-2.99,1.97
"FW08RTX12209","1",540821,-25.54,-3.91,5.71
"FW08RTX13110","1",547261,-45.91,-6.45,5.68
"FW08RTX9001","1",547391,-35.8,-6.27,14.35
"FW08RTX9010","1",551501,-11.31,-1.23,-1.51
"FW08RUT90340","1",553401,-95.65,-13.82,14.94
"FW08RUT90520","1",544451,-111.37,-14.66,5.87
"FW08RUT90790","1",543431,-87.76,-11.69,5.78
"FW08RUT9089","1",540111,-106.56,-14.86,12.3
"FW08RUT9100","1",540081,-81.57,-10.94,5.92
"FW08RUT9106","1",540041,-84.21,-10.57,0.34
"FW08RUT9122","1",549011,-116.8,-15.74,9.11
"FW08RUT94520","1",545461,-103.98,-14.32,10.6
"FW08RUT94590","1",535611,-100.3,-13.54,8.05
"FW08RUT95790","1",543591,-93.5,-12.2,4.1
"FW08RUT95820","1",552261,-104.19,-14.25,9.83
"FW08RUT95821","1",553881,-106.7,-14.41,8.6
"FW08RUT95825","1",553851,-126.58,-17.3,11.86
"FW08RUT98755","1",553831,-108.88,-14.84,9.84
"FW08RUT99066","1",555461,-118.62,-16.26,11.43
"FW08RUT99260","1",555431,-106.6,-14.53,9.68
"FW08RVA9005","1",541781,-45.5,-7.07,11.04
"FW08RVA9017","1",552751,-35.65,-6.23,14.23
"FW08RVA9026","1",550171,-22.79,-3.56,5.72
"FW08RVA9089","1",541641,-37.21,-5.92,10.11
"FW08RVA9215","1",555221,-43.65,-7.36,15.22
"FW08RWA9901","1",550681,-69.06,-9.7,8.54
"FW08RWA9902","1",550051,-110.61,-14.29,3.69
"FW08RWA9903","1",540551,-112.5,-15.18,8.93
"FW08RWI9029","1",544511,-68.49,-8.47,-0.74
"FW08RWI9044","1",550891,-62.51,-8.78,7.7
"FW08RWI9055","1",540781,-53.56,-7.81,8.89
"FW08RWI9067","1",544591,-68.28,-8.65,0.89
"FW08RWI9071","1",544501,-60.98,-7.46,-1.28
"FW08RWI9074","1",544211,-68.14,-8.66,1.16
"FW08RWI9100","1",544391,-73.95,-10.36,8.92
"FW08RWI9225","1",528221,-47.76,-6.63,5.29
"FW08RWI9226","1",528141,-49.23,-6.72,4.51
"FW08RWI9302","1",550001,-60.4,-8.18,5.08
"FW08RWI9303","1",543541,-58.73,-7.63,2.3
"FW08RWI9304","1",543551,-59.27,-7.32,-0.67
"FW08RWI9306","1",544631,-43.68,-5.99,4.26
"FW08RWI9307","1",544621,-62.81,-7.59,-2.06
"FW08RWV9001","1",544681,-49.67,-7.55,10.73
"FW08RWV9020","1",548261,-47.32,-6.9,7.88
"FW08RWV9035","1",543501,-37.24,-6.15,11.94
"FW08RWY9906","1",551941,-131.06,-17.3,7.33
"FW08RWY9907","1",547401,-122.03,-16.46,9.62
"FW08SC001","2",543681,-29.84,-5.54,14.5
"FW08SC001","2",534041,-31.82,-5.8,14.6
"FW08SC001","1",535731,-30.18,-5.99,17.74
"FW08SC002","2",551961,-15.22,-2.89,7.89
"FW08SC002","2",551951,-13.96,-2.84,8.8
"FW08SC002","1",545051,-15.55,-3.04,8.8
"FW08SC003","1",551811,-30.12,-5.07,10.45
"FW08SC003","2",551291,-27.69,-4.87,11.29
"FW08SC003","2",545241,-27.77,-4.94,11.72
"FW08SC004","1",551801,-26.13,-4.19,7.39
"FW08SC005","1",544111,-27.39,-4.77,10.75
"FW08SC006","1",540921,-24.31,-4.05,8.07
"FW08SC006","2",534161,-18.92,-3.6,9.84
"FW08SC006","2",543811,-18.98,-3.65,10.25
"FW08SC007","1",546961,-22.11,-3.76,7.97
"FW08SC008","1",544131,-28.68,-4.7,8.91
"FW08SC010","1",545041,-21.42,-3.93,9.98
"FW08SC011","1",535801,-28.22,-5.14,12.86
"FW08SC012","1",545011,-24.65,-3.96,7.01
"FW08SC013","1",541761,-28.03,-5.48,15.8
"FW08SC014","1",545031,-26.11,-4.62,10.89
"FW08SC015","1",545021,-17.49,-3.26,8.6
"FW08SC016","1",541851,-24.24,-4.14,8.89
"FW08SC018","1",541771,-19.84,-3.04,4.44
"FW08SC019","1",551821,-19.39,-3,4.62
"FW08SC020","1",541751,-28.3,-4.82,10.23
"FW08SC021","1",541881,-24.42,-4.41,10.82
"FW08SC022","1",546951,-18.74,-3.78,11.47
"FW08SC023","1",549961,-31.32,-5.43,12.13
"FW08SC024","1",543691,-26.79,-4.66,10.45
"FW08SC026","1",545071,-26.76,-4.47,9.04
"FW08SC030","1",549971,-14.83,-2.74,7.08
"FW08SD001","1",552571,-66.98,-8.3,-0.59
"FW08SD004","1",525081,-41.54,-3.86,-10.7
"FW08SD005","2",522661,-32.51,-1.54,-20.15
"FW08SD005","2",530111,-32.44,-1.6,-19.66
"FW08SD005","1",524031,-39.13,-3.72,-9.35
"FW08SD006","1",544581,-61.77,-5.34,-19.01
"FW08SD009","1",522761,-99.55,-12.47,0.24
"FW08SD010","1",523871,-63.35,-7.27,-5.23
"FW08SD011","1",548631,-109.36,-13.5,-1.39
"FW08SD012","1",533661,-32.42,-3.85,-1.6
"FW08SD012","1",528741,-72.6,-10.56,11.91
"FW08SD014","1",540881,-84.16,-9.8,-5.75
"FW08SD015","1",540831,-105.49,-12.7,-3.87
"FW08SD016","1",522251,-61.62,-7.28,-3.34
"FW08SD017","1",544381,-103.74,-13.51,4.36
"FW08SD017","1",552091,-104.12,-13.67,5.2
"FW08SD017","2",540961,-102.36,-13.58,6.31
"FW08SD018","1",530081,-76.51,-8.94,-5.03
"FW08SD019","1",525721,-91.53,-11.38,-0.51
"FW08SD020","1",523551,-122.49,-15.64,2.66
"FW08SD021","1",527831,-127.42,-16.85,7.41
"FW08SD022","1",523581,-54.2,-5.14,-13.08
"FW08SD023","1",531921,-52.18,-3.69,-22.62
"FW08SD025","1",524761,-78.47,-10.15,2.7
