UID,SITE_ID,VISIT_NO,OE_SCORE
11230,FW08IA004,1,0.434956643
11231,FW08IA004,2,0.652434965
11232,FW08IA005,1,0.959781941
11233,FW08IA008,1,1.245319329
11234,FW08IA009,1,1.018820621
11235,FW08IA011,1,0.453425979
11236,FW08IA013,1,0.768003527
11237,FW08IA014,1,0.671053245
11238,FW08IA016,1,0.702301419
11239,FW08IA017,1,0.907715408
11240,FW08IA023,1,1.334772836
11241,FW08IA027,1,0.9343262
11242,FW08IA028,1,0.557006525
11244,FW08IA031,1,0.788998352
11245,FW08IA036,1,1.177783087
11246,FW08IA041,1,0.437970189
11247,FW08IA042,1,1.291635387
11248,FW08IA043,1,0.726086887
11249,FW08IA048,1,0.947404787
11250,FW08IA054,1,1.336576255
11251,FW08IA055,1,1.079028065
11254,FW08RIN9035,1,1.076290952
11255,FW08RIN9046,1,1.163124524
11256,FW08RMI9106,1,0.81535047
11257,FW08RMI9110,1,1.228318231
11258,FW08RMI9004,1,0.832403548
11259,FW08RMI9002,1,0.731043458
11260,FW08RMI9105,1,1.32700958
11266,FW08MI019,2,0.782384465
11279,FW08MN017,1,0.606875631
11280,FW08MN018,1,0.753236184
11282,FW08MN021,1,0.82685389
11285,FW08MN033,1,1.043177779
11286,FW08MI034,1,0.915703235
11287,FW08MN034,1,0.762314917
11288,FW08MN037,1,0.827220473
11296,FW08MN049,1,0.946319897
11297,FW08MN040,1,1.342142597
11299,FW08AR009,1,0.968250878
11300,FW08AR035,1,0.635190044
11301,FW08AR007,1,1.032288071
11302,FW08AR004,1,0.674871972
11303,FW08AR008,1,0.706750483
11307,FW08MN024,1,0.42126964
11309,FW08MN031,1,0.944678153
11310,FW08MN035,1,1.017108124
11311,FW08MN036,1,0.627167174
11314,FW08DE005,1,0.505200458
11315,FW08DE005,2,0.60624055
11316,FW08DE010,1,0.872202096
11317,FW08DE010,2,0.872202096
11318,FW08DE014,1,1.030930214
11319,FW08FL002,1,0.551080184
11320,FW08FL013,1,0.333706658
11321,FW08FL016,1,0.455014363
11322,FW08FL017,1,1.122520539
11323,FW08FL018,1,0.294649087
11324,FW08FL021,1,0.48775999
11325,FW08FL029,1,1.123364748
11326,FW08GA001,1,0.738307826
11327,FW08GA003,1,1.141296655
11328,FW08GA015,1,0.623288135
11329,FW08GA018,1,1.511069714
11330,FW08GA023,1,0.224843979
11335,FW08MN019,1,0.844170762
11342,FW08IA052,1,0.412437278
11455,FW08LA108,1,0.342806232
11457,FW08LA088,1,0
11458,FW08LA096,1,0.228438162
11460,FW08LA104,1,0
11463,FW08MS006,1,0.229039707
11464,FW08MS014,1,0.114219081
11465,FW08LA044,1,0.114252941
11466,FW08LA028,1,0
11469,FW08MD001,1,1.12735335
11470,FW08MD001,2,1.240088685
11471,FW08MD006,1,0.818616698
11472,FW08MD002,1,0.799657881
11474,FW08MD004,1,0.377639023
11476,FW08MD007,1,1.034210621
11477,FW08MD008,1,0.892448866
11479,FW08MD012,1,0.778569454
11480,FW08MD009,1,1.161099298
