"UID","SITE_ID","VISIT_NO","DATE_COL","YEAR","SITE_CLASS","STATE","AGGR_ECO3_2015","AGGR_ECO9_2015","AG_ECO5","US_L3CODE","US_L4CODE","HUC8","LAT_DD83","LON_DD83","PROTOCOL","REALM","STRAHLERORDER","MMI_BENT","OE_SCORE_OLD","OE_SCORE","NH4","ANC","CL","COLOR","COND","DOC","MG","SODIUM","K","NO3","NO2","NTL","PTL","SO4","TSS","TURB","RT_WQI","CL_pt","SO4_pt","PTL_pt","NTL_pt","TURB_pt","ENTERO_PT","DO_PT","PH_PT","WQII","H2O_dD","H2O_d18O","d.excess","MAST_SY","MSST_SY","MWST_SY","LDCBF_G08","XDEPTH_CM","SDDEPTH_CM","XWXD","RP100","XBKF_W","XBKF_H","XINC_H","SINU","REACHLEN","LSUB_DMM","XEMBED","PCT_FN","PCT_SAFN","PCT_SFGF","LDMB_BW5","LRBS_BW5","LRBS_G08","PCT_FAST","PCT_SLOW","RPRAT","PCT_BDRK","XFC_ALG","XFC_AQM","XFC_LWD","XFC_NAT","V1W_MSQ","XCDENBK","XCDENMID","XCL","XGB","XGW","XMW","XC","XCMGW","QR1","QRVEG1","RDIST1","W1_HALL","W1H_WALL","W1_HNOAG","W1_HAG","W1H_CROP","XSLOPE_use","XWIDTH_use","Lpt01_XCMGW","Lpt01_XFC_NAT","LRBS_use","RDIST_COND","LRBS_Cond_use","LOE_RBS_use","LXCMGW_Cond_use","LOE_XCMGW_use","LXFC_NAT_Cond_use","LOE_XFC_NAT_use","Qbkf_cl","LQbkf_cl","Qbkf_kmcl","LQbkf_kmcl","QLow_cl","LQLow_cl","QLow_kmcl","LQLow_kmcl","LOE_QLow_cl","LOE_Qbkf_cl","CatAreaSqKm","WsAreaSqKm","CatAreaSqKmRp100","WsAreaSqKmRp100","PSUMPY_SY_PT","PSUMPY_SY_WS","TMEAN_PWSY_PT","TMEAN_PWSY_WS","TMEAN_WSY_PT","TMEAN_WSY_WS","TMEAN_SSY_PT","TMEAN_SSY_WS","TMEAN_SY_PT","TMEAN_SY_WS","PMAXWs","PMINWs","Precip8110Ws","Tmax8110Ws","Tmean8110Ws","Tmin8110Ws","BFIWs","ElevWs","PermWs","RunoffWs","HydrlCondWs","WDMAX_PT","WDMIN_PT","WDSUM_PT","PCTOW_WS","PCTICE_WS","PCTURBOP_WS","PCTURBLO_WS","PCTURBMD_WS","PCTURBHI_WS","PCTDECID_WS","PCTCONIF_WS","PCTMXFST_WS","PCTSHRB_WS","PCTGRS_WS","PCTHAY_WS","PCTCROP_WS","PCTWDWET_WS","PCTHBWET_WS","PCTOW_WsRp100","PCTICE_WsRp100","PCTURBOP_WsRp100","PCTURBLO_WsRp100","PCTURBMD_WsRp100","PCTURBHI_WsRp100","PCTDECID_WsRp100","PCTCONIF_WsRp100","PCTMXFST_WsRp100","PCTSHRB_WsRp100","PCTGRS_WsRp100","PCTHAY_WsRp100","PCTCROP_WsRp100","PCTWDWET_WsRp100","PCTHBWET_WsRp100","PCTIMP_WS","PCTIMP_WsRp100","NABD_DensWs","NABD_NIDStorWs","NABD_NrmStorWs","RdDensWs","RdDensWsRp100","PopDen2010Ws","PopDen2010WsRp100","AgKffactWs","FertWs","ManureWs","NPDESDensWs","NPDESDensWsRp100"
11302,"FW08AR004",1,"2008-09-06",2008,"PROB","AR","EHIGH","SAP","Appalachians",36,"36b",8040101,34.50655745,-94.18862207,"WADEABLE","WADEABLE","2nd",35.38,0.622628953,0.674871972,0.005,36.08,1.47,3,16.8,0.72,0.635,1.078,0.469,0.01316,0,65,5.3963,2.98,2.6,4.56,"R",10,10,10,10,8.581235698,10,10,10,98.23,-31.02,-5.46,12.65,14.9947694338009,22.43852740747,6.43878822145066,"1.572723755",28.75675676,14.0715478,0.9997,12.33420093,7.181818182,0.472727273,1.036363636,1.138869064,149,1.330670727,29.81481481,1.904761905,19.04761905,28.57142857,1.577969698,-0.247298971,-0.242053029,49.66442953,50.33557047,0.428914882,0.952380952,0,0.036363636,0.022727273,0.329545455,0.002900688,96.25668449,90.90909091,0.089772727,0.122727273,0.2125,0.282954546,0.459090909,0.954545455,0.799846404,0.529545455,0,0,0,0,0,0,1.535095238,3.37,-0.015677301,-0.469102078,-0.50117067,"1 Low","Good",0.004025323,"Good",-0.084611858,"Good",0.08115331,3.597628159,0.556016274,1.169846246,0.068128786,0.07818557,-1.106873392,0.025423721,-1.59476088,0.7650554,0.503137805,0.3006,3.0969,0.1026,0.6291,1819.31237792969,1808.43174325365,6.53925704956055,6.53618550916408,5.67286443710327,5.6605981707864,26.1689205169678,26.183391743993,15.7790365219116,15.757621857139,0,0,1550.70767846324,20.5312890399675,15.4864539024731,0.459723028186574,21.8698052891601,448.859912816042,4.56,613.050276082534,0.0537642482092124,10,7,98,0,0,2.9933158965417,0.3777971519907,0,0,28.3057250799186,24.3533856437082,41.8192385934321,2.1505376344086,0,0,0,0,0,0,0,9.01287553648069,0.429184549356223,0,0,40.4864091559371,11.444921316166,38.1974248927039,0.429184549356223,0,0,0,0,0,0.339726823597791,0.756795422031474,0,0,0,0.881197506999506,0.724284274938484,4.31916621551293,4.31916621552074,0,0,0,0,0
11301,"FW08AR007",1,"2008-09-27",2008,"PROB","AR","EHIGH","SAP","Appalachians",37,"37a",11110204,34.98609295,-93.60350937,"WADEABLE","WADEABLE","3rd",68.12,1.120919142,1.032288071,0.021,348.75,3.84,19,66.02,1.43,2.498,3.895,1.828,0.52615,0,777,26.7769,5.2,3.2,9.86,"R",9.329998799,10,9.102944606,0,0,10,10,10,73.04,-37.66,-5.95,9.96,15.8905462057158,26.5344095287927,6.41736295840221,"1.197764572",65.29885057,28.04320377,14.36552941,33.44792554,30.74545455,0.883636364,1.754545455,1.300237141,633.6,0.366091519,57.76119403,4.672897196,51.40186916,57.00934579,1.068876389,-0.70278487,-0.831673053,24.24242424,75.75757576,0.512228397,0,0,0.308928571,0.007142857,0.207142857,0.000535155,84.66386555,67.98642534,0.125892857,0.219642857,0.114285714,0.20625,0.449107143,0.769642857,0.709463355,0.446339286,0.07182423,0.077382143,0,0.077382143,0,0,0.25546875,20.435,-0.108104296,-0.663254452,-1.069812337,"1 Low","Poor",-1.484360215,"Medi",-0.118670406,"Good",0.02440821,23.64521001,1.373743176,0.100636458,-0.997244658,1.051680847,0.021883965,0.004476062,-2.349103869,-0.007365352,0.143738681,0.3159,234.9594,0.063,44.8587,1413.91345214844,1522.80081239867,5.23483228683472,5.20614744476836,4.97737979888916,4.82787951827988,26.3499717712402,25.9286940993913,15.4638195037842,15.2056028630488,0,0,1344.86117058603,22.1668686919859,15.8356815486792,-1.63235566760608,20.8932070817341,270.359777144477,4.58552404372841,396.726306757678,0.225357994437221,10,6,93,0.0429010288586028,0,3.05976266537964,0.493744876774455,0.0720124412983689,0.0022982694031394,12.0513586602622,35.2405138930385,32.8610389709882,4.65820903526311,1.09014578688914,10.3981368696039,0,0.0099591674136042,0.0034474041047091,0.0381196958449531,0,3.76783098930642,0.64602852958289,0.0381196958449531,0,14.9750215677226,25.2733583452039,35.1102461729832,3.08368276387858,1.50271853620368,15.4966595108641,0,0.0421322954075798,0.0100314989065666,0.317705101391985,0.397006600726281,0,0,0,1.04876510668201,1.15449932418823,2.84236268526645,2.99377648982288,0.0348676196823791,1.42196609286541,12.5400396834517,0,0
11303,"FW08AR008",1,"2008-09-20",2008,"PROB","AR","PLNLOW","CPL","Coastal Plains",35,"35a",8040203,34.42724497,-92.38033902,"WADEABLE","WADEABLE","2nd",29.28,0.70678548,0.706750483,0.014,155.76,4.2,68,47.26,14.21,1.246,3.13,2.071,0.00527,0,519,27.17,3.85,4.8,8.94,"S",10,10,10,10,10,10,10,10,100,-30.73,-4.73,7.13,16.032797895101,22.6229660574707,6.78972962726528,"0.93155148",20.65,14.67725169,0.53705,14.69376334,4.590909091,0.590909091,1.072727273,1.455901795,148.5,0.345187803,40.90909091,6.730769231,42.30769231,76.92307692,0.887433649,-0.542245846,-0.586363677,13,87,0.711562389,0,0,0.009090909,0,0.140909091,0.00043711,95.45454545,95.85561497,0.1,0.3875,0.204545455,0.132954545,0.555681818,0.893181818,0.783733061,0.501931818,0,0,0,0,0,0,0.302814815,2.56,-0.044224814,-0.821284597,-0.810813516,"1 Low","Good",0.667857354,"Medi",-0.109037187,"Medi",-0.429104597,0.973410841,-0.011703821,0.315233926,-0.501367049,0.00759403,-2.119527709,0.002459286,-2.609190936,0.038136406,0.38653322,1.1583,3.0537,0.3015,1.0584,1393.11791992188,1424.85294833775,6.12483978271484,6.15124152383436,5.58392715454102,5.62728090227233,27.0892333984375,27.1116015217507,16.1075954437256,16.1668975570292,0,0,1352.57561912467,23.0199383348954,16.7605998103743,3.59055044002063,25.0041261420572,99.8123577954612,2.26245210727969,430,9.20456704874742,9,6,94,0,0,4.33244916003537,3.0946065428824,0.0294724432655467,0,3.86089006778662,59.7995873857943,3.21249631594459,12.290008841733,12.7320954907162,0,0,0.559976422045388,0.0884173297966401,0,0,3.06122448979592,1.19047619047619,0.0850340136054422,0,9.2687074829932,63.6054421768708,6.20748299319728,9.77891156462585,5.10204081632653,0,0,1.6156462585034,0.0850340136054422,1.17624521072797,0.517857142857143,0,0,0,2.3986047657766,2.2788076457483,8.76284253209549,8.76284253210884,0,0,0,0,0
11299,"FW08AR009",1,"2008-09-13",2008,"PROB","AR","PLNLOW","CPL","Coastal Plains",35,"35h",8040103,33.88132106,-93.49051167,"WADEABLE","WADEABLE","2nd",33.9,0.99720192,0.968250878,0.035,213.46,4,79,49.51,14.83,0.799,2.574,2.043,0.14986,0,787,102.7163,2.28,27.5,19.59,"S",10,10,5.746708571,8.451612903,0.134146341,0,10,10,67.92,-31.87,-5.44,11.64,16.4348378788407,22.7618813945365,7.8158668798417,"1.407088192",31.99,12.96030848,2.17385,13.28746617,11.33636364,0.681818182,1.172727273,1.335387554,158.4,-0.050593948,48.18181818,39.04761905,47.61904762,74.28571429,1.247739251,-1.298333199,-1.45768214,29,71,0.415363119,0,0,0.036363636,0,0.122727273,0,94.9197861,93.85026738,0.192045455,0.372727273,0.104545455,0.132954545,0.482954545,0.720454545,0.587880333,0.424204545,0.498100768,0.992431818,0.136363636,0.553031818,0.4394,0,0.538541667,6.71,-0.136406804,-0.877039828,-1.709624463,"2 Medi","Good",0.16319561,"Medi",-0.208990386,"Medi",-0.484859828,7.492172082,0.874607744,0.641195074,-0.193009823,0.120322137,-0.919654465,0.010297409,-1.987272031,0.692073982,0.862612795,0.3879,11.6541,0.0423,3.4164,1412.89294433594,1485.8825215066,6.98904943466187,6.9316448509939,6.438636302948,6.37125417306356,26.7553539276123,26.7129075732968,16.2206363677979,16.1729957487227,0,0,1362.40080846614,23.2360936056707,16.7672349449633,0.336661386523515,23,121.478406826782,2.65578500270291,578,27.5123576762067,9,6,95,0.0308904162483589,0,2.67202100548305,0.918989883388679,0.0926712487450768,0,14.9509614642057,32.9909645532474,8.27090895049811,0.339794578731948,14.3408757433006,24.6351069580663,0,0.602363116842999,0,0,0,1.81770284510011,0.737618545837724,0,0,27.5289778714436,26.9494204425711,12.8029504741833,0.105374077976818,13.2244467860906,15.331928345627,0,1.50158061116965,0,0.513244265966484,0.327186512118019,0,0,0,1.66730949685204,1.54668422307987,6.59469628991814,6.59469628991728,0.078747393621129,5.09390686539501,24.4992663526141,0,0
11651,"FW08AR010",1,"2008-09-10",2008,"PROB","AR","PLNLOW","CPL","Coastal Plains",73,"73a",8010100,35.62598092,-89.87932863,"BOATABLE","BOATABLE","8th+",31.63,0.246334265,0.227661868,0.00438,3452.3442,24.13263957,36.034712,NA,3.130790029,15.906,19.128,3.53,NA,NA,1503,194,58.77308679,137.3333333,NA,"S",0,0,0,0,NA,10,10,NA,NA,NA,NA,NA,15.7841888972144,24.8694699992461,4.49323838642284,"1.805688943",2422.906,800.4100049,29979.5184,758.3386973,1262.727273,4.454545455,NA,1.197473086,4400,-0.460409377,NA,0,100,NA,1.122641669,-1.583051046,-2.26609832,0,100,31.29872547,NA,0,0,0,0.270454545,0,12.96791444,NA,0,0.711363636,0.036363636,0.004545455,0,0.040909091,0.255954303,0.118409091,0.346537241,0.530309091,0.530309091,0.530309091,0,0,0.009176227,1238.181818,-1.293204657,-0.552137517,-2.26609832,"2 Medi","Medi",-1.34204832,"Poor",-1.155238687,"Good",0.018342483,68189.16461,4.83371537,0.029473374,-1.530570151,51909.21598,4.71524447,0.022436698,-1.649041051,1.323740367,1.062145507,137.2896,2313585.3249,17.4825,370054.188,1199.08703613281,793.724057311059,4.64851379394531,-4.5420467825722,3.91529941558838,-4.94787624315487,26.5393714904785,21.7299974929056,15.4526224136353,8.27815240101041,0,0,769.968246382851,15.5557878711888,9.12016628162722,-11.0050201958316,40.9020429523123,693.244304195968,6.18341862340246,223.218836227749,20.566706631396,10,6,101,1.54630752602765,0.006129032652216,2.84453238407555,1.74199065261369,0.762676997908546,0.260610392670977,14.5587004626492,3.69047204704631,2.38975404559111,8.47620078193901,20.8247300808249,9.45773687034679,28.97048020604,1.94118522522791,1.43497562171972,0.705337171073352,0.0031580522637633,3.10080286857476,1.57140302905878,0.578965709355352,0.159931208793255,17.706076152871,3.60691886665319,3.33385909978569,8.77421494031065,21.5321738181459,10.2478518702319,20.9421852052287,4.53272529651861,2.93051222688393,1.50448589030163,1.23378791485717,0.0080697261514688,144633.64821976,78466.8688405762,1.44687343685764,1.42585992807144,28.8422942026265,22.8306637087767,0.122433279138039,23.2006312997487,1.92466789335049,0.0008000569419586,0.0021321201747891
11300,"FW08AR035",1,"2008-08-27",2008,"PROB","AR","EHIGH","SAP","Appalachians",38,"38a",11110202,35.76862941,-93.1659807,"WADEABLE","WADEABLE","2nd",28.42,0.607373961,0.635190044,0.011,226.32,0.74,10,31.84,0.78,1.019,0.97,0.762,0.00546,0,38,2.2138,2.08,0.2,4.2,"R",10,10,10,10,9.405034325,10,10,10,99.26,-34.51,-6.09,14.23,14.2849909432518,20.4239002766827,4.70791288078539,"2.271259278",25.86,37.27132838,1.02465,14.96334293,11.65454545,1.063636364,1.827272727,1.034774167,277.2,2.360137819,15.18181818,0,2.857142857,12.38095238,2.004304092,0.355833727,0.088878542,10,90,0.578628884,12.38095238,0,0,0,0.184090909,0,98.12834225,93.31550802,0.061363636,0.317045455,0.134090909,0.170454545,0.544318182,0.848863636,0.779625931,0.481988636,0,0,0,0,0,0,2.241944444,5.785,-0.066075785,-0.711994806,-0.194980259,"1 Low","Good",0.101931424,"Medi",-0.13750361,"Medi",-0.220123455,36.16839386,1.558329223,4.405514612,0.643996646,0.103444314,-0.985293375,0.012600102,-1.899625952,0.456096455,1.238879929,1.3041,8.2098,0.1863,1.305,1684.00842285156,1732.46660168384,3.04899287223816,3.02795717680004,2.41260623931885,2.38642025598114,24.0299816131592,23.9967420066323,13.2220506668091,13.1786009738983,0,0,1360.10966148432,19.5191176807498,14.1612100890923,-1.62781317794343,26.6756193817145,492.670143608858,5.07,534,0.161738667396843,9,5,84,0,0,1.85266388949792,0,0,0,91.0765183073887,5.26200394650296,1.80881385661039,0,0,0,0,0,0,0,0,0,0,0,0,95.5172413793104,2,2.48275862068966,0,0,0,0,0,0,0.0508660381495286,0,0,0,0,0.473825424514361,0.390882748838414,1.49355260774172,1.49355260773931,0,0,0,0,0
11652,"FW08AR067",1,"2008-08-13",2008,"PROB","AR","PLNLOW","CPL","Coastal Plains",73,"73a",8020100,34.01733467,-90.98794483,"BOATABLE","BOATABLE","8th+",46.72,0.244964415,0.2159011,0.00954,2396.2014,16.24513001,67.223354,NA,3.663522745,32.662,16.924,3.076,NA,NA,3290,321,30.34642209,165.6666667,NA,"S",0,0,0,0,NA,NA,10,NA,NA,NA,NA,NA,16.2286808311389,24.8791860506084,7.48338678341217,"1.712991015",2134.108,371.3518572,20652.3336,521.7275256,1056.363636,4.181818182,NA,2.577498181,4400,-0.460409377,NA,0,100,NA,1.069045391,-1.529454768,-2.173400392,0,100,24.44710041,NA,0,0,0,0.268181818,0,10.02673797,NA,0.013636364,0.484090909,0.1,0.1,0.143181818,0.343181818,0.320539836,0.254431818,0.319589032,0.4697,0.4697,0.4697,0,0,0.008428271,971.8181818,-0.452001662,-0.555671259,-2.173400392,"2 Medi","Medi",-1.249350392,"Poor",-0.306342488,"Good",0.014808741,45888.17598,4.661700795,0.019534195,-1.70920448,32277.65544,4.508901981,0.013740316,-1.862003294,1.111144859,0.885432231,16.1379,2349120.4254,1.9107,377290.4715,1185.72302246094,801.94622276822,7.11941146850586,-4.4065655638114,6.30722045898438,-4.81814231088333,26.6232089996338,21.7956574128737,16.5121955871582,8.37881229265115,0,0,777.848171891715,15.6428151914419,9.21626443952028,-10.8720708664802,40.7628954439516,684.401287599752,6.15265431371185,226.906049345059,21.2303529576156,10,6,93,1.55728334335056,0.0060363188905419,2.85984330873802,1.75201531411451,0.769971637231842,0.264342539993139,14.5762845232464,3.66335943315237,2.40259334045804,8.36641441515431,20.5196689445123,9.44859958646886,29.2610321449551,2.05129169534997,1.42238014444536,0.710544209966882,0.0030974808225444,3.10462184571762,1.57626326378083,0.58476430407281,0.162022936219316,17.6808871251868,3.5639745542845,3.33450620949488,8.62440447293406,21.1292355948088,10.2387124823003,21.3361709295115,4.78131839065011,2.89856267944472,1.5164340502598,1.24087266886032,0.0080860052105526,145002.723976645,78635.4311209273,1.45137317369017,1.42907076953863,29.1234769353833,23.1929059104187,0.123790996511347,23.3803073443424,1.90019539807768,0.000808813366678,0.0021442364997548
11653,"FW08AR078",1,"2008-08-25",2008,"PROB","AR","PLNLOW","CPL","Coastal Plains",73,"73a",8020100,34.73421624,-90.45759671,"BOATABLE","BOATABLE","8th+",14.68,0.122556718,0.113982265,0.00889,2884.3128,22.66768297,15.85198,NA,3.03203,17.85,13.912,3.815,NA,NA,2887,182,49.12590438,70.54545455,NA,"S",0,0,0,0,NA,0,10,NA,NA,NA,NA,NA,15.9855340040071,24.9392819706939,6.66360717206626,"1.739263941",1924.812,488.5700554,9488.7288,452.7620342,1443.636364,7.181818182,NA,1.127329501,4400,-0.431572632,NA,0,99.16666667,NA,1.108361635,-1.539934267,-2.170836573,0,100,23.52240293,NA,0,0,0,0.447727273,0,2.139037433,NA,0,0.679545455,0.004545455,0.022727272,0.022727273,0.05,0.198110259,0.1225,0.467742794,0.878790909,0.878790909,0.878790909,0,0,0.008554231,491.3636364,-1.22184875,-0.33939321,-2.170836573,"2 Medi","Medi",-1.246786573,"Poor",-1.079934496,"Good",0.23108679,66575.68533,4.823315646,0.028618711,-1.543349925,14083.12718,4.148699101,0.006053876,-2.217966469,0.754946803,1.050056424,0.9207,2326299.2163,0.1053,373001.7771,1258.5361328125,796.444060681762,6.21892881393433,-4.48667326098851,5.50933218002319,-4.89547212886845,26.8643760681152,21.754704306577,16.1660270690918,8.31734093619848,0,0,773.292079282708,15.5900056633228,9.15720621386401,-10.9534425519138,40.85083323839,690.105945440277,6.17025145453275,224.865951109361,20.6260012907572,9,5,87,1.55277722001096,0.0060955357335989,2.85712936385345,1.7533515514343,0.771047394691073,0.264861117470514,14.5868840741697,3.69638840943111,2.40837589624906,8.44649866720586,20.7175942941059,9.49270686903424,28.929729214731,1.99623835466277,1.43225258240827,0.707322072434169,0.0031330949924313,3.10518064821306,1.57786813933118,0.585743992156439,0.16270595403552,17.7249269464674,3.60104884872947,3.34672622662955,8.72169147635946,21.3684758608084,10.2814421953058,20.9360923444244,4.68202718383242,2.92320706479551,1.51828106995654,1.24298916919628,0.0081180442600315,143943.883170021,78058.8826647885,1.45009487481963,1.42838851479307,29.2202572378414,23.2592870193748,0.12259961336428,23.1627059073074,1.91489248110517,0.0008051414826073,0.0021393999948318
11654,"FW08AR087",1,"2008-07-30",2008,"PROB","AR","PLNLOW","CPL","Coastal Plains",73,"73a",8030100,33.71397906,-91.15474059,"BOATABLE","BOATABLE","8th+",22.8,0.369362232,0.324004147,0.00592,2619.85752,18.60807954,26.232868,NA,3.240441155,16.912,12.665,3.562,NA,NA,4579,188,32.6441677,110.8,NA,"S",0,0,0,0,NA,10,10,NA,NA,NA,NA,NA,16.6490777024135,24.7943531581463,7.76266568665784,"1.610467779",2249.424,166.1301573,19664.6292,140.2643279,956.1818182,7,NA,1.071159171,4400,-0.460409377,NA,0,100,NA,1.051651856,-1.512061233,-2.070877156,0,100,6.235566435,NA,0,0,0.027272727,0.495454545,0.019716364,30.34759358,NA,0.243181818,0.486363636,0.059090909,0.177272727,0.475,0.711363636,0.441769677,0.420113636,0.45,0.818181818,0.545454545,0.818181818,0,0,0.005861313,885,-0.141845754,-0.296317894,-2.070877156,"2 Medi","Medi",-1.146827156,"Good",0.009723916,"Good",0.274162106,43029.55728,4.633766878,0.015237432,-1.817088232,26525.94343,4.423670839,0.009393247,-2.02718427,0.950393103,0.800749921,1.1223,2823937.7373,0.0909,451233.3411,1219.36193847656,822.092294223183,7.50215244293213,-3.42327200913703,6.63595342636108,-3.74500165469028,26.9131202697754,22.283689576491,16.8327941894531,9.14197124744315,0,0,783.164264175824,16.4582240014248,9.92564788572949,-10.0391727844796,38.6731917464845,698.785350334153,6.06148598200813,219.082312215396,22.274740804806,9,5,93,1.49709632197563,0.0058914011382937,2.82355398091163,1.65460760281048,0.730139982466957,0.250691093733839,14.4052721923304,3.86456531100233,2.32517086098292,8.84388924023463,22.1650711498497,9.59842556086798,27.7012542156094,1.95864303838665,1.25075878740055,0.712281209576603,0.0027031912070736,2.99683719448452,1.47706970937747,0.547257699083176,0.150995358263875,18.2629604450565,3.75940597799057,3.29597313526175,8.74220772424212,22.2072931835488,10.4282263551912,19.921189440671,4.63968773871262,2.59123206000169,1.43785899838817,1.16545200168557,0.0081071192532343,150307.975121224,78909.9325027048,1.44284206063098,1.41917841118542,27.1441885400336,21.9947311861304,0.120522231982001,21.8947956530527,2.28304112459023,0.0007560364988929,0.0019878850215574
11661,"FW08AR205",1,"2008-07-28",2008,"PROB","AR","PLNLOW","CPL","Coastal Plains",73,"73a",8030100,33.32053452,-91.16848524,"BOATABLE","BOATABLE","8th+",35.75,0.49219923,0.457074976,0.00338,2249.3484,19.39159616,55.679652,NA,3.245844857,NA,NA,NA,NA,NA,3900,210,31.68019678,114.8,NA,"S",0,0,0,0,NA,10,10,NA,NA,NA,NA,NA,16.875574873688,25.3028206744192,8.00225087442441,"1.715902459",2083.054,225.7345373,35991.6984,312.3787442,1795.363636,6.909090909,NA,1.111421747,4400,-0.460409377,NA,0,100,NA,1.119148754,-1.579558131,-2.176311836,0,100,14.99619041,NA,0,0,0.027272727,0.572727273,0.001427727,27.00534759,NA,0.136363636,0.325,0.136363636,0.136363636,0.338636364,0.611363636,0.38314348,0.375113636,0.562914486,1.287881818,1.015154545,1.287881818,0,0,0.007803579,1759.090909,-0.206654167,-0.234534655,-2.176311836,"2 Medi","Medi",-1.252261836,"Good",-0.054988933,"Good",0.335945345,85030.25518,4.929573482,0.030104628,-1.521366732,54213.70864,4.734109117,0.019194151,-1.716831097,1.260750991,1.096496118,20.6613,2824491.1842,1.1259,451282.518,1278.53662109375,822.173593031284,8.2153844833374,-3.42106268921922,7.25366353988647,-3.74290349416339,27.5132789611816,22.2846578219712,17.4461879730225,9.14353728515907,0,0,783.270693111051,16.4595554562707,9.9271328659538,-10.0370122770133,38.6720836311016,698.655860719004,6.06171468209325,219.147271064943,22.2962701376857,10,5,94,1.50127580631873,0.0058902467435784,2.8232392207868,1.65432086180274,0.730018582296979,0.250661217836489,14.4024529187978,3.86380934061617,2.324720097103,8.84215679613591,22.1607309309866,9.59654960214621,27.6970161767942,1.97128840449082,1.25080663369132,0.712955049590465,0.0027028966364701,2.99665421561932,1.47696798217209,0.547239545406011,0.151011212005336,18.2609748911213,3.75899730731426,3.29562254392491,8.74125507339064,22.2048736219824,10.4270909736415,19.919359628285,4.64805605432294,2.59117624405739,1.43762925303242,1.16540729767435,0.0081058847441524,150283.074371842,78897.5325767936,1.44277923011355,1.4191621403573,27.1395751200342,21.9928628190281,0.120502344802578,21.8910876036296,2.28259075329583,0.00075659644893,0.0019876683988897
