"UID","SITE_ID","VISIT_NO","DATE_COL","YEAR","SITETYPE","STATE","AG_ECO3","AG_ECO9","AG_ECO5","US_L3CODE","US_L4CODE","HUC8","LAT_DD83","LON_DD83","PROTOCOL","REALM","STRAH_ORD","MMI_BENT","OE_SCORE_OLD","OE_SCORE","AMMONIA_N_RESULT","ANC_RESULT","CHLORIDE_RESULT","COLOR_RESULT","COND_RESULT","DOC_RESULT","MAGNESIUM_RESULT","SODIUM_RESULT","POTASSIUM_RESULT","NITRATE_N_RESULT","NITRITE_N_RESULT","NTL_RESULT","PTL_RESULT","SULFATE_RESULT","TSS_RESULT","TURB_RESULT","RT_WQI","CL_pt","SO4_pt","PTL_pt","NTL_pt","TURB_pt","ENTERO_PT","DO_PT","PH_PT","WQII","H2O_dD","H2O_d18O","d.excess","MAST_SY","MSST_SY","MWST_SY","LDCBF_G08","XDEPTH_CM","SDDEPTH_CM","XWXD","RP100","XBKF_W","XBKF_H","XINC_H","SINU","REACHLEN","LSUB_DMM","XEMBED","PCT_FN","PCT_SAFN","PCT_SFGF","LDMB_BW5","LRBS_BW5","LRBS_G08","PCT_FAST","PCT_SLOW","RPRAT","PCT_BDRK","XFC_ALG","XFC_AQM","XFC_LWD","XFC_NAT","V1W_MSQ","XCDENBK","XCDENMID","XCL","XGB","XGW","XMW","XC","XCMGW","QR1","QRVEG1","RDIST1","W1_HALL","W1H_WALL","W1_HNOAG","W1_HAG","W1H_CROP","XSLOPE_use","XWIDTH_use","Lpt01_XCMGW","Lpt01_XFC_NAT","LRBS_use","RDIST_COND","LRBS_Cond_use","LOE_RBS_use","LXCMGW_Cond_use","LOE_XCMGW_use","LXFC_NAT_Cond_use","LOE_XFC_NAT_use","Qbkf_cl","LQbkf_cl","Qbkf_kmcl","LQbkf_kmcl","QLow_cl","LQLow_cl","QLow_kmcl","LQLow_kmcl","LOE_QLow_cl","LOE_Qbkf_cl","CatAreaSqKm","WsAreaSqKm","CatAreaSqKmRp100","WsAreaSqKmRp100","PSUMPY_SY_PT","PSUMPY_SY_WS","TMEAN_PWSY_PT","TMEAN_PWSY_WS","TMEAN_WSY_PT","TMEAN_WSY_WS","TMEAN_SSY_PT","TMEAN_SSY_WS","TMEAN_SY_PT","TMEAN_SY_WS","PMAXWs","PMINWs","Precip8110Ws","Tmax8110Ws","Tmean8110Ws","Tmin8110Ws","BFIWs","ElevWs","PermWs","RunoffWs","HydrlCondWs","WDMAX_PT","WDMIN_PT","WDSUM_PT","PCTOW_WS","PCTICE_WS","PCTURBOP_WS","PCTURBLO_WS","PCTURBMD_WS","PCTURBHI_WS","PCTDECID_WS","PCTCONIF_WS","PCTMXFST_WS","PCTSHRB_WS","PCTGRS_WS","PCTHAY_WS","PCTCROP_WS","PCTWDWET_WS","PCTHBWET_WS","PCTOW_WsRp100","PCTICE_WsRp100","PCTURBOP_WsRp100","PCTURBLO_WsRp100","PCTURBMD_WsRp100","PCTURBHI_WsRp100","PCTDECID_WsRp100","PCTCONIF_WsRp100","PCTMXFST_WsRp100","PCTSHRB_WsRp100","PCTGRS_WsRp100","PCTHAY_WsRp100","PCTCROP_WsRp100","PCTWDWET_WsRp100","PCTHBWET_WsRp100","PCTIMP_WS","PCTIMP_WsRp100","NABD_DensWs","NABD_NIDStorWs","NABD_NrmStorWs","RdDensWs","RdDensWsRp100","PopDen2010Ws","PopDen2010WsRp100","AgKffactWs","FertWs","ManureWs","NPDESDensWs","NPDESDensWsRp100"
1002621,"ALR9-0901",1,"2013-08-05",2013,"PROB","AL","EHIGH","SAP","Appalachians",71,"71h","H06030004",34.95092177,-87.042028,"BOATABLE","BOATABLE",7,18.7,0.495229541,0.495229541,0.018,2068.3,3.539,18,233,2.6,4.039,1.81,2.385,0.838,0,1.189,314.8,8.499,8.6,5.25,"S",9.584953934,10,0,0,7.00228833,10,10,10,70.73,-23.8,-4.36,11.07,15.33318593,24.38117924,6.956220402,-0.412482279,305.1556,54.88986822,200.448672,68.05597816,70.5,0.790909091,3.027272727,NA,2854.785571,-1.915474396,NA,96.66666667,96.66666667,NA,-0.343770269,-1.571704127,-1.502992117,0,100,22.30205776,NA,0,0,0.315909091,0.588636364,0.062654091,77.67379679,NA,0.355681818,0.043181818,0.279545455,0.254545455,0.589772727,1.123863636,0.549530973,0.605738636,0.657145707,1.916690909,0,1.492427273,0.424263636,0.303045455,0.002178472,67.72727273,0.054560827,-0.222836906,-1.502992117,"3 High","Poor",-1.944372117,"Good",0.027580827,"Good",0.650515616,46.74604042,1.66974483,0.009768008,-2.010193988,21.67900612,1.336039368,0.004530025,-2.343899451,-0.014726863,-0.378484925,0.3051,4785.6267,0.0108,967.8258,1546.95166,1587.93458,6.810279369,6.134440262,6.003133774,5.22919066,24.29298973,23.699324,14.79566574,14.10670297,0,0,1449.034077,20.97818885,14.75025274,-1.70289052,34.74603521,288.4620352,5.075628031,665.6363382,5.485991805,10,6,104,1.397459605,0,5.020063516,1.59898807,0.608459494,0.196394341,39.97171154,2.389267011,3.80109464,1.251372156,1.191492851,32.52382807,8.869020227,1.036510014,0.09057121,0.763649822,0,6.773904973,1.525532797,0.541678058,0.143393574,33.67312589,1.894617812,4.910439461,1.132641845,0.974834521,37.27498275,7.823133047,2.330006082,0.179102479,1.364066926,1.315412856,0.004597099,184804.4604,105072.5477,1.713429789,1.744430652,24.34776574,21.96341482,0.139021613,14.24342555,4.668090743,0.001044795,0.003099731
1003111,"ALR9-0901",2,"2013-09-17",2013,"PROB","AL","EHIGH","SAP","Appalachians",71,"71h","H06030004",34.95092177,-87.042028,"BOATABLE","BOATABLE",7,27.22,0.495229541,0.495229541,0.018,2396.63,5.477,12,264,1.54,5.122,2.72,2.126,0.682,0,0.894,185,6.265,8.4,7.06,"S",7.943415556,10,0,0,2.860411899,10,10,10,63.5,-26.88,-4.81,11.63,15.33318593,24.38117924,6.956220402,-0.303527626,282.3464,57.7005502,187.380372,50.97846393,69.40909091,0.987272727,3.454545455,NA,2824.795524,-1.720024417,NA,93.33333333,93.33333333,NA,-0.323012522,-1.397011896,-1.416496791,0,100,18.05529092,NA,0,0,0.204545455,0.456818182,0.057845909,81.28342246,NA,0.311363636,0.060227273,0.222727273,0.263636364,0.497727273,0.984090909,0.532776646,0.542840909,0.66497734,1.984872727,0,1.621218182,0.363654545,0.363654545,0.002178472,66.31818182,-0.002573898,-0.330852237,-1.416496791,"3 High","Poor",-1.857876791,"Good",-0.029553898,"Good",0.542500284,57.10711666,1.756690233,0.011933049,-1.923248586,21.15388528,1.325390145,0.004420296,-2.354548674,-0.025376087,-0.291539522,0.3051,4785.6267,0.0108,967.8258,1546.95166,1587.93458,6.810279369,6.134440262,6.003133774,5.22919066,24.29298973,23.699324,14.79566574,14.10670297,0,0,1449.034077,20.97818885,14.75025274,-1.70289052,34.74603521,288.4620352,5.075628031,665.6363382,5.485991805,10,6,104,1.397459605,0,5.020063516,1.59898807,0.608459494,0.196394341,39.97171154,2.389267011,3.80109464,1.251372156,1.191492851,32.52382807,8.869020227,1.036510014,0.09057121,0.763649822,0,6.773904973,1.525532797,0.541678058,0.143393574,33.67312589,1.894617812,4.910439461,1.132641845,0.974834521,37.27498275,7.823133047,2.330006082,0.179102479,1.364066926,1.315412856,0.004597099,184804.4604,105072.5477,1.713429789,1.744430652,24.34776574,21.96341482,0.139021613,14.24342555,4.668090743,0.001044795,0.003099731
1002177,"ALR9-0904",1,"2013-06-25",2013,"PROB","AL","EHIGH","SAP","Appalachians",67,"67h","H03150202",33.41281268,-86.75189942,"BOATABLE","BOATABLE",5,41,0.793601138,0.793601138,0.032,1339.83,3.313,10,171.6,2.22,5.078,4.68,1.846,0.383,0.003,0.629,76,13.381,3.7,3.8,"T",9.776382042,9.573080019,0,0,10,10,10,10,74.19,-22.69,-4.29,11.64,16.68222272,24.48880958,8.295733151,0.95060472,110.8916667,33.5521157,24.38,43.80615715,24.12727273,1.148181818,5.054545455,NA,637.7710046,1.208646327,NA,0,22.22222222,NA,0.749784716,0.458861611,0.258041607,4.166666667,95.83333333,39.50356097,NA,0,0,0.077272727,0.293181818,0.02668625,67.79411765,NA,0.123863636,0.261363636,0.230681818,0.347727273,0.402272727,0.980681818,0.526069325,0.541306818,0.621263512,1.640358225,0,1.640358225,0,0,0.046471424,21.86363636,-0.004065808,-0.518296847,0.258041607,"3 High","Good",-0.183338393,"Good",-0.031045808,"Good",0.472659495,20.26725571,1.306794947,0.038446009,-1.415148738,1.943882717,0.288670059,0.003687452,-2.433273627,-0.094904286,-0.142592051,1.3374,527.1615,0.1359,98.0847,1640.659546,1705.420487,9.332660675,8.70399536,8.83241272,8.123431403,25.61792564,25.25165525,16.88756752,16.37267338,0,0,1426.093682,22.74260618,16.63438511,-0.104430477,37.48393386,226.3868454,4.255443247,573.8750032,0.105066411,10,5,99,1.502898068,0,13.32428487,9.452397415,5.808940903,1.252955688,40.06094906,9.675877317,8.109640025,2.556104723,1.670209224,5.704115342,0.006829027,0.539663841,0.029876992,1.065303763,0,10.05753191,6.199131975,4.260297478,1.091913418,47.77901141,7.815897892,10.37317747,1.608507749,1.13503941,5.940376022,0.005505446,2.153546883,0.083499261,8.769395716,6.308011341,0.055011605,86740.66122,75511.71047,3.777687107,3.452210902,198.0190952,170.7534667,0.021922832,1.283662407,3.096185135,0.007587808,0.01019527
1002488,"ALRF-0001",1,"2013-07-25",2013,"HAND","AL","EHIGH","SAP","Appalachians",68,"68c","H6030002",34.917856,-86.13294466,"WADEABLE","WADEABLE",NA,59.87,0.950337324,0.950337324,0.011,2713.11,1.354,8,268,1.05,6.113,1.45,0.713,0.081,0,0.184,19,7.533,0.9,2.34,"S",10,10,10,10,10,10,10,10,100,-30.39,-5.02,9.74,14.93299346,22.06259087,6.511288428,0.885560006,89.17272727,41.97921266,13.42317647,40.25224185,19.74545455,0.736363636,1.945454545,1.477069512,610.4,0.868454442,67.54545455,2.857142857,35.23809524,40,0.777665454,0.090788988,-0.017105563,9.174311927,90.82568807,0.45139633,0,0,0.004545455,0.054545455,0.202272727,0.00241184,94.11764706,78.47593583,0.118181818,0.121428571,0.054545455,0.093181818,0.275,0.422727273,0.49900063,0.290227273,0.547948302,1.212136364,0.181818182,0.651522727,0.560613636,0,0.071672078,16.68235294,-0.363785732,-0.673105801,-0.017105563,"2 Medi","Good",-0.259762907,"Poor",-0.405505242,"Good",-0.03723578,8.025088074,0.904449807,0.076805758,-1.114606218,1.011739521,0.005068715,0.009683062,-2.01398731,0.331129752,-0.105562114,0.0045,104.4855,0.0045,16.8957,1482.866699,1466.652685,6.177808762,5.556898481,5.242782116,4.582611998,23.58068657,22.91371074,14.17336655,13.55751093,0,0,1520.936775,19.89660161,14.07564626,-1.868584353,34.46788406,436.9059604,6.474461174,688.7320212,0.109374874,11,6,112,0.009474999,0,1.196433955,0.330763599,0.034454542,0.007752272,92.47857358,0.374693139,1.055170335,0.884620354,0.565915845,3.007881476,0,0.054265903,0,0.010653598,0,0.415490332,0.202418367,0.010653598,0,89.94833005,0.404836734,1.944281681,0.500719118,0.623235498,5.603792681,0,0.335588345,0,0.185692752,0.099291536,0,0,0,0.685214783,0.601774899,6.647522914,6.810950251,0.009296611,1.412980749,0.668375038,0,0
1003125,"ALRF-0002",1,"2013-09-18",2013,"HAND","AL","EHIGH","SAP","Appalachians",67,"67h","H3150202",33.22326014,-86.88807657,"WADEABLE","WADEABLE",NA,30.87,0.779523915,0.779523915,0.005,291.97,2.173,12,40.4,1.09,1.416,3.4,0.975,0.076,0.001,0.145,56,0.752,28.5,12.34,"S",10,10,0.583090379,10,0,10,10,10,75.73,-23.7,-4.65,13.52,15.83792416,21.34055703,8.31588629,1.047723797,12.52727273,7.614217858,0.331333333,4.617524934,3.181818182,0.159090909,0.497272727,1.044518052,316.1,1.854228781,33,16.16161616,17.17171717,19.19191919,1.154058644,0.700170138,0.806504984,2.727272727,97.27272727,0.368597781,42.42424242,0,0.027272727,0,0.168181818,5.77e-05,100,100,0.114772727,0.478409091,0.143181818,0.269318182,0.538636364,0.951136364,0.677620841,0.528011364,0.410726387,0.697004545,0,0.697004545,0,0,0.874294671,2.306666667,-0.017214991,-0.749136614,0.806504984,"2 Medi","Good",1.549825357,"Good",0.053274728,"Good",0.025521229,0.117109246,-0.931408816,0.117015633,-0.931756112,0.006366273,-2.196114719,0.006361184,-2.196462016,0.16803465,-0.679525911,1.0008,1.0008,0.2682,0.2682,1540.435791,1543.300005,9.573269844,9.560699477,9.066734314,9.054693373,25.85198975,25.86249653,17.18525505,17.1805314,0,0,1419.166408,23.5184324,17.24059017,10.9575252,34,182.9494604,4.08,572,0.135557994,9,5,90,0,0,0.179856115,0,0,0,16.36690647,70.59352518,8.183453237,4.676258993,0,0,0,0,0,0,0,0,0,0,0,31.54362416,54.69798658,13.75838926,0,0,0,0,0,0,0.007194245,0,0,0,0,0.531465336,0.735931187,40.2158956,40.2158956,0,0,0,0,0
1002245,"ALRF-0003",1,"2013-07-01",2013,"HAND","AL","PLNLOW","CPL","Coastal Plains",65,"65i","H3160103",34.08128827,-88.02124812,"WADEABLE","WADEABLE",NA,74.02,1.010604514,1.010604514,0.014,55.75,1.445,12,18.6,1.5,0.601,1.05,0.535,0.254,0.001,0.283,24,1.101,2.2,3.48,"S",10,10,10,10,10,10,10,10,100,-27.19,-4.96,12.5,14.59055623,22.25189412,6.868303326,1.741197684,23.11818182,9.094540976,1.2455,8.618748376,6.236363636,0.563636364,2.290909091,1.186554833,174.4,1.998918072,51,0,23.80952381,32.38095238,1.598719932,0.40019814,0.257720388,32.72727273,67.27272727,0.372812553,39.04761905,0.004545455,0,0.004545455,0.184090909,0.000932309,98.39572193,97.72727273,0.159090909,0.063636364,0.2625,0.242045455,0.382954545,0.8875,0.615950813,0.499375,0.525181564,1.106068182,0.272727273,0.727277273,0.378790909,0,0.819886364,4.895,-0.046965543,-0.711994806,0.257720388,"2 Medi","Good",2.205346731,"Good",-0.08126428,"Medi",-0.319814806,3.337050571,0.523362788,0.321720952,-0.492520655,0.052897048,-1.27656856,0.00509974,-2.292452004,0.384027939,0.54808872,3.6504,10.3725,0.621,1.701,1756.862427,1732.445323,7.007797241,6.885972304,6.274572372,6.12826906,24.79188156,24.6423105,14.8686924,14.75070529,0,0,1489.234978,22.46855973,15.93846453,1.88755299,43.98715835,167.3966386,7.847800434,625,14.71667362,10,6,104,0.052060738,0,2.386117137,1.613882863,1.553145336,0.286334056,47.08893709,14.93275488,15.37527115,11.52277657,0.546637744,3.175704989,0,1.414316703,0,0.052910053,0,0.899470899,1.111111111,2.222222222,0.37037037,46.45502646,7.08994709,20.68783069,12.32804233,0.529100529,0.317460317,0,7.936507937,0,1.946550976,2.208994709,0,0,0,1.299831325,1.107613639,7.437787746,7.244665693,0.004032972,0.324338395,0.586898048,0,0
1002592,"ALRF-0004",1,"2013-08-04",2013,"HAND","AL","PLNLOW","CPL","Coastal Plains",65,"65f","H3160204",31.05288349,-87.8369997,"WADEABLE","WADEABLE",NA,48.32,0.49443401,0.49443401,0.01,25.68,3.27,19,20.7,3.66,0.489,1.97,0.352,0.028,0,0.181,22,1.262,3.5,3.02,"S",10,10,10,10,10,10,10,10,100,-19.39,-3.95,12.25,16.46400025,23.31443685,9.637787006,0.811182322,48.42727273,26.45524491,3.929166667,24.85587086,10.11818182,0.527272727,2,1.12306971,261.6,-0.2281982,94.18181818,2.857142857,82.85714286,94.28571429,0.711451717,-0.939649917,-1.039380522,5.454545455,94.54545455,0.513261835,0,0,0,0.052272727,0.259090909,0.001571262,100,86.89839572,0.153409091,0.206818182,0.815,0.729545455,0.729545455,2.2,0.776436813,1,0.531921865,1.136395455,0.204545455,1.136395455,0,0,0.098863636,7.633333333,0.344392274,-0.570100974,-1.039380522,"2 Medi","Good",0.29189894,"Good",0.311383276,"Good",-0.177920974,1.623953386,0.210573559,0.032397749,-1.489485159,0.119485683,-0.922684128,0.002383731,-2.622742846,0.091640407,-0.250328119,0.0459,50.1255,0.0279,10.764,1623.324219,1655.553937,12.25442982,12.30187788,11.97821426,12.01012107,26.39922142,26.25768999,18.68907928,18.67293218,0,0,1622.139804,25.19716323,19.09497387,2.431289095,52.52979621,45.48824257,8.935184487,801.6267169,24.97475165,13,5,104,0.02154592,0,0.865427776,0.26573301,0.041296346,0,0.100547625,55.64233773,2.522668103,15.85420594,9.68309543,0.477601221,0.26034653,13.88095879,0.366280636,0.04180602,0,0.050167224,0.008361204,0,0,0.050167224,37.83444816,2.366220736,13.22742475,3.177257525,0.04180602,0,42.45819398,0.727424749,0.156064279,0.005351171,0,0,0,1.197548039,1.074322393,7.6737673,7.725373124,0.002282431,0.785276955,0.033180716,0,0
1002545,"ALRM-1001",1,"2013-07-30",2013,"PROB","AL","PLNLOW","CPL","Coastal Plains",65,"65p","H03150203",32.22869,-87.14828,"BOATABLE","BOATABLE",7,35.55,0.425799505,0.425799505,0.003,943.61,3.254,35,120.1,4.58,2.894,3.84,1.827,0.111,0.003,0.621,89,6.689,5.4,6.98,"S",10,7.52195523,7.314285714,10,10,10,10,10,93.55,-20.98,-3.79,9.37,16.68948866,24.29353502,8.615734412,0.769487188,1075.4868,130.8268014,2109.219048,134.7486565,210,1.26,4.677272727,NA,4232.08374,-1.945872875,NA,90,100,NA,0.592840125,-2.538713,-2.715360063,0,100,12.52908511,NA,0,0,0.197727273,0.356818182,0.045692273,67.20588235,NA,0.334090909,0.413636364,0.159090909,0.193181818,0.556818182,0.909090909,0.52358189,0.509090909,0.6,1.5,0,1.5,0,0,0.005405405,203.4545455,-0.03664153,-0.435549146,-2.715360063,"3 High","Medi",-1.791310063,"Good",-0.017190063,"Good",0.134930854,2359.581839,3.372835045,0.047722016,-1.321281219,1936.030827,3.286912268,0.039155791,-1.407203995,1.473050046,0.786751321,4.9428,49444.3035,0.684,10093.5666,1746.019409,1542.998712,10.08998871,8.595980109,9.789319992,8.128863974,25.47727203,24.75844108,17.08666611,16.02613866,0,0,1370.354215,22.83300659,16.43451592,-0.058607631,44.89490682,221.2696208,5.288003964,574.0293225,16.62661762,10,5,96,2.04834294,0,6.100991998,3.006825043,1.258081024,0.442124743,27.92849554,20.31354734,10.87243893,4.503851288,3.039115922,13.77735112,1.533348933,4.66363653,0.303639832,0.837150071,0,4.607691398,1.876483383,0.798131158,0.2476845,31.4263642,13.63865276,13.88655126,3.20979603,2.123597223,13.29390247,1.197040697,12.03975114,0.627815742,2.553024344,1.601869323,0.020609048,139494.2728,116845.9929,1.975562479,1.754530113,56.82033174,49.59429694,0.044976043,4.458628495,9.691461802,0.00177978,0.003665701
1002589,"ALRM-1002",1,"2013-08-02",2013,"PROB","AL","PLNLOW","CPL","Coastal Plains",65,"65p","H03160203",31.74166,-88.0956,"BOATABLE","BOATABLE",7,23.52,0.33669133,0.33669133,0.009,944.71,10.237,22,225,3.63,6.436,13.51,2.153,0.228,0.001,0.538,64,41.904,13.2,11.11,"S",6.325382632,0,10,10,10,10,10,10,82.91,-26.57,-4.41,8.73,17.22424219,24.31656888,9.705569447,-0.037466354,631.063,93.4569242,1094.85684,76.80318246,182.4545455,1.668181818,7.931818182,NA,3925.017856,-2.110924375,NA,100,100,NA,-0.082260801,-2.028663574,-2.073458021,0,100,12.17044613,NA,0,0,0.063636364,0.127272727,0.011740909,39.03743316,NA,0.020454545,0.834090909,0.060227273,0.156818182,0.086363636,0.303409091,0.341767383,0.236534091,0.626064018,1.674254545,0,1.64395,0.030304545,0,0.001680672,171.9090909,-0.50388841,-0.862415739,-2.073458021,"3 High","Medi",-1.149408021,"Poor",-0.479039827,"Medi",-0.291935739,618.6238052,2.791426628,0.012918193,-1.888798228,409.9893046,2.612772527,0.008561457,-2.067452328,0.812032129,0.215203025,0.0783,47887.7967,0.0342,10589.787,1663.727051,1721.965389,10.74384117,8.552099437,10.57029629,7.968251439,26.41969109,25.55243534,17.83083344,16.28362758,0,0,1419.071105,23.2939211,16.87214471,-0.084691465,35.44708124,114.7968702,4.548828905,590.9795021,22.9754566,11,4,97,1.732428421,0,4.040015063,2.004604025,0.78605809,0.261228139,15.90852039,19.87629909,14.09260744,5.495133377,2.919582851,15.00255137,3.055282558,13.4688124,1.167016732,0.774873942,0,2.720510809,1.202352795,0.470822501,0.122450055,16.60535948,12.72198959,14.05513822,3.514489951,1.682047996,13.56096964,3.303278904,27.10721944,2.051182899,1.642845358,0.959217707,0.011819295,94480.30697,76563.45997,1.572262379,1.376071146,28.71840197,24.34812204,0.054379241,4.535490189,7.412719297,0.00087705,0.001133167
1002228,"ALRM-1003",1,"2013-06-28",2013,"PROB","AL","EHIGH","SAP","Appalachians",67,"67f","H03150202",33.01342,-87.08608,"BOATABLE","BOATABLE",6,63.67,1.132245154,1.132245154,0.012,2124.04,4.321,3,259,1.69,9.923,5.57,1.967,0.358,0.001,0.514,36,21.021,3.4,1.23,"T",8.922578799,8.823481527,6.413994169,3.660377358,10,10,10,10,84.78,-22.04,-4.18,11.37,16.7087592,24.85240596,8.329877171,1.180009836,198.7666667,82.19465861,94.18,99.85449028,54.91818182,1.118181818,5.809090909,NA,1335.380176,1.906229295,NA,0,15,NA,0.947388193,0.958841102,0.726219459,5,95,50.23704022,NA,0,0.013636364,0.090909091,0.268181818,0.028715455,79.67914439,NA,0.127272727,0.194318182,0.192045455,0.186363636,0.292045455,0.670454545,0.559785126,0.401704545,0.465588775,0.871218182,0,0.871218182,0,0,0.063091483,48.81818182,-0.167200881,-0.555671259,0.726219459,"2 Medi","Good",0.284839459,"Medi",-0.194180881,"Good",0.46582237,73.34187395,1.865352002,0.030515546,-1.515478861,15.91085239,1.201693447,0.00662007,-2.179137417,0.152906607,0.00409463,0.0513,2403.4266,0.0162,464.058,1708.744629,1665.286766,9.245651245,9.284289189,8.843484879,8.784519637,25.9354744,25.63444177,16.83026314,16.87188736,0,0,1424.081532,23.40782575,17.06413136,0.141559173,35.82612263,177.8890365,4.142608395,573.9013819,4.510552559,10,5,95,0.96364915,0,10.2591525,7.559332164,4.351961487,1.110626803,27.80090725,20.49737238,9.580359142,5.348039337,2.959025252,6.999806027,0.108108149,1.678915428,0.065306758,0.666964043,0,8.088708739,5.606842248,3.445366743,0.873511501,34.63422676,13.89918933,12.6938443,3.802994453,1.977425236,6.999922423,0.147977193,6.332570498,0.192777627,6.955101978,5.349425934,0.026628648,25757.86076,21143.52443,3.161091852,2.880114856,170.7793014,156.9650333,0.02419736,2.053873208,0.701906852,0.004160726,0.006464709
1002518,"ALRO-1021",1,"2013-07-29",2013,"PROB","AL","EHIGH","SAP","Appalachians",68,"68f","H03160111",33.58483,-87.09572,"BOATABLE","BOATABLE",5,11.85,0.422456045,0.422456045,0.004,1232.29,3.833,20,271,2.95,11.75,8.72,2.827,0.666,0.002,1.051,86,61.549,5.1,7.34,"T",9.335927988,4.84707738,0,0,2.219679634,10,10,10,58,-22.99,-4.12,9.95,16.24356707,24.59717809,8.02432192,0.704428633,669.3916,59.30885854,443.770512,104.2435626,69.72727273,1.124545455,3.413636364,NA,3011.944728,-2.110924375,NA,100,100,NA,0.562774811,-2.673699186,-2.815353007,0,100,15.57288179,NA,0,0.022727273,0.036363636,0.270454545,0.004653636,66.84491979,NA,0.161363636,0.1625,0.379545455,0.4,0.480681818,1.260227273,0.514736848,0.667102273,0.708612359,2.431854545,0.098486364,2.431854545,0,0,0.007883265,67.45454545,0.103881433,-0.552137517,-2.815353007,"3 High","Poor",-3.256733007,"Good",0.076901433,"Good",0.425666299,496.6618658,2.696060816,0.166494499,-0.77860011,350.0563352,2.544137942,0.117348358,-0.930522984,1.400620271,0.776150271,17.6805,2983.0527,1.0044,604.0863,1765.77124,1709.1745,8.683525085,7.978174258,8.089231491,7.322088686,25.61909103,24.73279837,16.47342873,15.73050953,0,0,1407.992846,22.48543941,16.229154,-0.38677433,37.04937543,222.445609,4.53375664,617.574328,0.16685113,10,6,102,1.039552536,0,8.190126846,5.613873332,2.516727244,1.035720891,29.52484882,12.89837421,10.86316712,3.213091073,2.618974851,20.51981851,0.826519089,0.551817271,0.078081088,0.872309139,0,6.111825413,3.316711536,1.509370433,0.479434809,37.3513685,9.401719589,15.54215019,2.473007582,2.013685793,17.80404555,0.471687572,2.11693263,0.238078566,4.943393323,2.852395759,0.018102261,19184.14133,14887.91914,2.845652266,2.345579257,105.2364934,83.07151609,0.061643317,5.57689192,28.79174344,0.003687498,0.003310785
1002143,"ALS9-0916",1,"2013-06-24",2013,"PROB","AL","EHIGH","SAP","Appalachians",45,"45a","H03150109",33.26014982,-85.50357137,"WADEABLE","WADEABLE",1,5.7,0.17996344,0.17996344,0.005,568,2.291,17,63.5,4.6,0.781,8.86,0.388,0.002,0,0.72,225,1.039,182.4,59.61,"S",10,10,0,0,0,10,10,10,62.5,-19.81,-4,12.2,14.70897804,20.28294478,7.691840362,0.789167642,10.88666667,3.904113588,0.18152,4.650671141,2.947272727,0.31,0.509090909,1.021580525,150,-2.110924375,98.36363636,100,100,100,1.170081535,-3.281005909,-2.900092017,0,100,0.427189633,0,0,0.847727273,0,0.104545455,0,3.20855615,2.139037433,0.002272727,0,0,0,0.002272727,0.002272727,0.173334431,0.101022727,0.6,1.5,0,0,1.5,0,0.58,1.882,-1.911058926,-0.941022138,-2.900092017,"3 High","Poor",-2.414734595,"Poor",-1.909863009,"Medi",-0.22686397,0.298705599,-0.524756637,0.088458185,-1.053261976,0.002699424,-2.568728908,0.000799403,-3.097234247,-0.737807898,-0.603025325,3.3768,3.3768,0.5832,0.5832,1365.083618,1375.979802,8.493294716,8.401111015,8.301768303,8.23726291,24.47142982,24.41761697,15.90596104,15.83555523,0,0,1359.574208,22.60752474,15.96515554,9.317308513,51,291.5588886,7.367857143,533,0.106882134,10,5,98,0.159914712,0,2.158848614,1.385927505,0.026652452,0,24.46695096,42.21748401,4.850746269,13.51279318,2.318763326,8.68869936,0,0.213219616,0,0,0,1.543209877,0.925925926,0,0,33.48765432,46.75925926,7.098765432,0.462962963,0,8.487654321,0,1.234567901,0,0.616471215,0.401234568,0,0,0,0.694284852,0.850864261,8.501662917,8.501662917,0.033366205,2.987206823,18.29664179,0,0
