"UNIQUE_ID","DATE_COL","phdi_month","phdi_mean"
"NRS_ME-10272",2008-09-05,4.36,3.00833333333333
"NRS_ME-10273",2008-09-12,4.36,3.00833333333333
"NRS_ME-10276",2008-09-15,4.36,3.00833333333333
"NRS_MI-10045",2008-07-10,2.06,2.37
"NRS_MI-10045",2008-09-13,3.77,2.37
"NRS_MI-10049",2008-08-13,1.26,2.37
"NRS_MI-10050",2008-07-09,2.15,1.71416666666667
"NRS_MI-10052",2008-07-11,2.06,2.37
"NRS_MI-10054",2008-07-01,2.15,1.71416666666667
"NRS_MI-10056",2008-09-11,3.98,2.7
"NRS_MI-10059",2008-09-12,3.98,2.7
"NRS_MI-10060",2008-07-18,2.12,-0.0316666666666666
"NRS_MI-10062",2008-07-07,2.22,2.10833333333333
"NRS_MN-10057",2008-09-24,0.58,1.70083333333333
"NRS_MN-10058",2008-10-01,0.71,0.216666666666667
"NRS_MN-10059",2008-09-22,0.23,0.216666666666667
"NRS_MN-10061",2008-09-25,1.03,2.10166666666667
"NRS_MN-10064",2008-09-09,0.23,0.216666666666667
"NRS_MN-10071",2008-09-21,0.25,0.366666666666667
"NRS_MN-10073",2008-09-30,0.23,0.216666666666667
"NRS_MN-10074",2008-10-04,0.71,0.216666666666667
"NRS_MN-10075",2008-09-23,0.25,0.366666666666667
"NRS_MN-10076",2008-09-11,0.25,0.366666666666667
"NRS_MN-10077",2008-09-26,1.03,2.10166666666667
"NRS_MN-10080",2008-09-28,1.94,2.83166666666667
"NRS_MO-10031",2008-08-12,3.49,2.83083333333333
"NRS_MO-10043",2008-07-08,3.92,2.92833333333333
"NRS_MO-10046",2008-09-30,6.32,3.22833333333333
"NRS_MO-10056",2008-09-23,4.1,2.92833333333333
"NRS_MT-10274",2008-09-30,0.46,-0.945
"NRS_MT-10277",2008-07-24,1.18,0.218333333333333
"NRS_MT-10278",2008-08-06,0.5,-0.945
"NRS_MT-10283",2008-07-08,-0.83,-1.15833333333333
"NRS_MT-10284",2008-07-21,1.18,0.218333333333333
"NRS_MT-10285",2008-09-15,-0.8,-1.15833333333333
"NRS_MT-10289",2008-08-25,-0.97,-0.0983333333333333
"NRS_MT-10292",2008-10-01,-0.47,-0.945
"NRS_MT-10293",2008-07-15,-0.83,-1.15833333333333
"NRS_MT-10296",2008-08-05,0.5,-0.945
"NRS_MT-10297",2008-09-16,-0.8,-1.15833333333333
"NRS_MT-10299",2008-07-10,-0.83,-1.15833333333333
"NRS_MT-10302",2008-07-07,2.16,0.928333333333333
"NRS_MT-10304",2008-09-24,0.99,0.218333333333333
"NRS_MT-10305",2008-08-26,-0.97,-0.0983333333333333
"NRS_MT-10308",2008-09-10,0.46,-0.945
"NRS_MT-10309",2008-07-14,-0.83,-1.15833333333333
"NRS_MT-10314",2008-07-30,1.18,0.218333333333333
"NRS_MT-10316",2008-09-22,-0.8,-1.15833333333333
"NRS_MT-10321",2008-08-20,-0.98,-1.15833333333333
"NRS_ND-10260",2008-07-23,-3.87,-2.99916666666667
"NRS_ND-10263",2008-08-12,-1.89,-0.6125
"NRS_ND-10265",2008-07-01,-3.92,-3.06833333333333
"NRS_ND-10266",2008-09-15,2.29,1.74583333333333
"NRS_ND-10267",2008-06-25,-1.22,-0.6125
"NRS_ND-10268",2008-09-10,-3.86,-2.99916666666667
"NRS_ND-10270",2008-09-12,2.29,1.74583333333333
"NRS_ND-10272",2008-07-08,-3.87,-2.99916666666667
"NRS_ND-10273",2008-06-30,-2.95,-3.06833333333333
"NRS_ND-10275",2008-08-05,-4.44,-3.06833333333333
"NRS_ND-10282",2008-09-07,1.86,1.4175
"NRS_ND-10282",2008-09-30,1.86,1.4175
"NRS_ND-10288",2008-09-08,-3.86,-2.99916666666667
"NRS_ND-10288",2008-09-23,-3.86,-2.99916666666667
"NRS_NE-10022",2008-07-29,2.99,2.94416666666667
"NRS_NE-10023",2008-09-16,-1.51,-2.41
"NRS_NE-10031",2008-08-14,3.24,2.94416666666667
"NRS_NE-10034",2008-07-30,2.99,2.94416666666667
"NRS_NE-10037",2008-08-19,3.26,2.95333333333333
"NRS_NE-10040",2008-08-21,3.26,2.95333333333333
"NRS_NE-10047",2008-07-24,-3.05,-2.41
"NRS_NE-10050",2008-07-28,2.99,2.94416666666667
"NRS_NE-10063",2008-07-31,2.99,2.94416666666667
"NRS_NE-10066",2008-09-15,4.08,4.54
"NRS_NH-10068",2008-08-19,4.83,3.7575
"NRS_NH-10068",2008-09-25,4.51,3.7575
"NRS_NH-10070",2008-09-04,5.85,4.28583333333333
"NRS_NH-10070",2008-09-24,5.85,4.28583333333333
"NRS_NH-10072",2008-08-20,4.72,4.28583333333333
"NRS_NH-10073",2008-07-08,3.97,4.28583333333333
"NRS_NH-10074",2008-07-16,3.97,4.28583333333333
"NRS_NJ-10010",2008-07-16,0.75,0.966666666666667
"NRS_NJ-10022",2008-07-18,0.75,0.966666666666667
"NRS_NM-10061",2008-07-22,1.12,0.984166666666667
"NRS_NM-10099",2008-08-03,1.33,0.984166666666667
"NRS_NM-10100",2008-09-26,0.56,0.984166666666667
"NRS_NM-10101",2008-08-01,1.33,0.984166666666667
"NRS_NV-10280",2008-06-26,-3.47,-3.68833333333333
"NRS_NV-10295",2008-06-11,-3.47,-3.68833333333333
"NRS_NV-10297",2008-06-18,-3.47,-3.68833333333333
"NRS_NV-10303",2008-06-26,-3.47,-3.68833333333333
"NRS_NV-10306",2008-06-30,-3.47,-3.64166666666667
"NRS_NV-10328",2008-07-23,-3.73,-3.64166666666667
"NRS_NV-10335",2008-08-06,-4.17,-3.68833333333333
"NRS_NV-10335",2008-09-09,-4.34,-3.68833333333333
"NRS_NY-10038",2008-09-30,2.27,2.93166666666667
"NRS_NY-10038",2008-10-08,2.63,2.93166666666667
"NRS_NY-10039",2008-08-06,2.48,1.84833333333333
"NRS_NY-10040",2008-10-02,2.22,1.69583333333333
"NRS_NY-10040",2008-10-05,2.22,1.69583333333333
"NRS_NY-10042",2008-09-29,3.04,2.91416666666667
"NRS_NY-10043",2008-08-05,2.48,1.84833333333333
"NRS_NY-10044",2008-09-25,2.27,2.93166666666667
"NRS_NY-10045",2008-09-02,1.78,2.16416666666667
"NRS_NY-10046",2008-09-30,3.04,2.91416666666667
"NRS_NY-10048",2008-10-07,2.99,1.91583333333333
"NRS_NY-10049",2008-09-23,3.04,2.91416666666667
"NRS_NY-10051",2008-09-16,1.78,1.69583333333333
"NRS_NY-10053",2008-09-15,1.78,1.69583333333333
"NRS_NY-10055",2008-09-23,1.89,1.84833333333333
"NRS_NY-10056",2008-09-26,2.27,2.93166666666667
"NRS_NY-10058",2008-09-25,2.26,2.33
"NRS_NY-10060",2008-10-07,2.63,2.93166666666667
"NRS_NY-10061",2008-10-01,3.36,2.91416666666667
"NRS_NY-10062",2008-08-28,3.17,2.31333333333333
"NRS_NY-10063",2008-10-04,2.48,1.84833333333333
"NRS_NY-10065",2008-08-26,2.79,2.91416666666667
"NRS_NY-10077",2008-09-14,2.12,1.91583333333333
"NRS_NY-10078",2008-09-08,2.27,2.93166666666667
"NRS_NY-10079",2008-09-09,1.89,1.84833333333333
"NRS_NY-10082",2008-10-04,2.48,1.84833333333333
"NRS_OH-10035",2008-07-15,2.37,0.4375
"NRS_OH-10035",2008-08-18,1.95,0.4375
"NRS_OH-10040",2008-06-11,3.64,2.54
"NRS_OH-10040",2008-08-06,2.03,2.54
"NRS_OH-10041",2008-09-29,1.13,1.39416666666667
"NRS_OH-10042",2008-09-23,0.92,0.82
"NRS_OH-10044",2008-09-18,0.9,0.8475
"NRS_OH-10046",2008-08-07,1.95,0.4375
"NRS_OH-10047",2008-09-22,3.04,3.8275
"NRS_OH-10050",2008-09-16,3.23,3.6775
"NRS_OH-10051",2008-08-19,1.46,0.7225
"NRS_OK-10049",2008-07-29,-0.93,-0.74
"NRS_OK-10050",2008-09-22,1.73,1.88916666666667
"NRS_OK-10053",2008-09-18,4.09,3.845
"NRS_OK-10065",2008-09-10,4.09,3.845
"NRS_OK-10090",2008-06-17,2.95,3.31083333333333
"NRS_OK-10091",2008-06-25,4.47,3.845
"NRS_OK-10098",2008-06-24,-0.7,-0.74
"NRS_OR-10474",2008-08-03,-1.53,-1.15333333333333
"NRS_OR-10479",2008-08-19,-1.53,-1.15333333333333
"NRS_OR-10480",2008-08-12,-0.82,-0.866666666666667
"NRS_OR-10480",2008-09-17,-1.44,-0.866666666666667
"NRS_OR-10483",2008-07-07,-1.87,-1.5825
"NRS_OR-10486",2008-08-01,-1.53,-1.15333333333333
"NRS_OR-10491",2008-09-30,-1.44,-0.866666666666667
"NRS_OR-10507",2008-09-11,-1.44,-0.866666666666667
"NRS_OR-10509",2008-07-19,0.74,-0.423333333333333
"NRS_OR-10511",2008-08-21,-1.45,-1.5825
"NRS_OR-10514",2008-09-13,-2.19,-1.15333333333333
"NRS_OR-10516",2008-07-20,0.74,-0.423333333333333
"NRS_OR-10533",2008-07-18,0.74,-0.423333333333333
"NRS_PA-10051",2008-09-10,-0.18,0.695
"NRS_PA-10057",2008-08-05,1.42,2.27166666666667
"NRS_PA-10063",2008-09-03,-0.18,0.695
"NRS_PA-10065",2008-08-19,2.12,2.36083333333333
"NRS_SD-10286",2008-09-09,3.23,1.72
"NRS_SD-10290",2008-08-06,4.44,1.86833333333333
"NRS_SD-10292",2008-09-04,3.12,2.685
"NRS_SD-10302",2008-09-24,3.23,1.72
"NRS_SD-10304",2008-08-26,3.13,0.664166666666667
"NRS_SD-10309",2008-08-20,3.68,1.1125
"NRS_SD-10312",2008-09-03,3.12,2.685
"NRS_SD-10315",2008-08-27,3.68,1.1125
"NRS_SD-10317",2008-08-21,3.68,1.1125
"NRS_SD-10334",2008-09-25,4.11,1.86833333333333
"NRS_TN-10054",2008-09-14,-4.07,-4.09583333333333
"NRS_TN-10057",2008-09-23,-2.53,-2.29916666666667
"NRS_TN-10057",2008-10-04,-1.98,-2.29916666666667
"NRS_TN-10058",2008-09-04,-4.07,-4.09583333333333
"NRS_TN-10058",2008-10-06,-4.17,-4.09583333333333
"NRS_TN-10060",2008-09-29,-2.53,-2.29916666666667
"NRS_TN-10061",2008-09-13,-4.07,-4.09583333333333
"NRS_TN-10062",2008-09-07,-4.07,-4.09583333333333
"NRS_TN-10066",2008-09-05,-4.07,-4.09583333333333
"NRS_TN-10077",2008-09-25,-2.53,-2.29916666666667
"NRS_TX-10091",2008-08-21,-1.38,-0.345833333333333
"NRS_TX-10094",2008-07-30,-1.89,0.07
"NRS_TX-10098",2008-09-03,-1.07,0.07
"NRS_TX-10101",2008-08-14,-2.78,-1.67666666666667
"NRS_TX-10108",2008-10-13,1.36,0.229166666666667
"NRS_TX-10109",2008-08-12,-2.78,-1.67666666666667
"NRS_TX-10111",2008-06-28,-0.89,0.52
"NRS_TX-10119",2008-07-22,-1.51,0.52
"NRS_TX-10121",2008-09-09,-0.77,0.495
"NRS_TX-10123",2008-07-23,-1.63,-0.06
"NRS_UT-10248",2008-08-07,-1.28,-1.27
"NRS_UT-10249",2008-08-20,-0.52,0.2025
"NRS_UT-10253",2008-09-15,-1.02,0.2025
"NRS_UT-10259",2008-09-04,-1.26,-1.27333333333333
"NRS_UT-10268",2008-07-11,-1.19,-1.67333333333333
"NRS_UT-10286",2008-07-16,-2.86,-2.705
"NRS_VA-10079",2008-09-08,-2.76,-3.22583333333333
"NRS_VA-10083",2008-09-15,-2.76,-3.22583333333333
"NRS_VA-10087",2008-08-19,-1.47,-1.96666666666667
"NRS_VA-10091",2008-09-03,-1.85,-2.44416666666667
"NRS_VA-10091",2008-10-07,-2.15,-2.44416666666667
"NRS_VA-10095",2008-09-22,-2.76,-3.22583333333333
"NRS_VA-10099",2008-09-04,-1.74,-1.96666666666667
"NRS_VT-10098",2008-09-22,3.89,3.43
"NRS_VT-10098",2008-10-12,4.09,3.43
"NRS_VT-10099",2008-08-18,5.85,4.4825
"NRS_VT-10100",2008-07-30,3.26,3.43
"NRS_VT-10101",2008-10-04,5.14,4.4825
"NRS_VT-10102",2008-07-31,3.26,3.43
"NRS_VT-10105",2008-10-06,4.09,3.43
"NRS_WA-10319",2008-08-06,1.05,0.0416666666666667
"NRS_WA-10325",2008-07-09,-1.27,-1.1325
"NRS_WA-10325",2008-09-03,-1.3,-1.1325
"NRS_WA-10330",2008-07-23,-1.16,-1.25666666666667
"NRS_WA-10339",2008-07-28,0,-0.348333333333333
"NRS_WA-10342",2008-07-22,-1.61,-1.37083333333333
"NRS_WA-10343",2008-07-29,0.06,-0.250833333333333
"NRS_WA-10345",2008-07-15,-1.27,-1.1325
"NRS_WA-10356",2008-09-17,-1.3,-1.1325
"NRS_WI-10051",2008-09-10,1.44,1.81416666666667
"NRS_WI-10051",2008-09-24,1.44,1.81416666666667
"NRS_WI-10052",2008-07-28,4.12,2.33416666666667
"NRS_WI-10052",2008-08-19,2.98,2.33416666666667
"NRS_WI-10059",2008-09-17,4.59,4.90333333333333
"NRS_WI-10060",2008-08-23,5.39,4.635
"NRS_WI-10063",2008-09-15,1.44,1.81416666666667
"NRS_WI-10064",2008-08-14,-1.67,-1.13833333333333
"NRS_WI-10071",2008-08-25,5.55,4.90333333333333
"NRS_WI-10074",2008-08-24,5.39,4.635
"NRS_WI-10076",2008-08-20,5.55,4.90333333333333
"NRS_WI-10078",2008-07-29,0.79,-1.59333333333333
"NRS_WI-10079",2008-09-16,4.59,4.90333333333333
"NRS_WI-10080",2008-08-13,-1.67,-1.13833333333333
"NRS_WI-10081",2008-08-16,2.36,1.81416666666667
"NRS_WI-10083",2008-09-18,4.59,4.90333333333333
"NRS_WV-10017",2008-08-12,1.11,-0.851666666666667
"NRS_WV-10019",2008-09-03,1,1.1675
"NRS_WV-10019",2008-09-30,1,1.1675
"NRS_WV-10020",2008-07-14,2.78,0.870833333333333
"NRS_WV-10020",2008-07-30,2.78,0.870833333333333
"NRS_WV-10021",2008-07-28,1.3,-0.851666666666667
"NRS_WY-10319",2008-09-24,-2.85,-3.25
"NRS_WY-10325",2008-07-16,3.3,1.2175
"NRS_WY-10329",2008-07-14,2.16,0.146666666666667
"NRS_WY-10330",2008-08-27,-3.5,-3.25
"NRS_WY-10333",2008-08-07,2.96,1.2175
"NRS_WY-10337",2008-09-30,2.98,1.2175
"NRS_WY-10342",2008-10-02,-1.25,-2.14666666666667
"NRS_WY-10345",2008-06-20,1.8,0.146666666666667
"NRS_WY-10350",2008-08-28,-2.84,-2.72666666666667
"NRS_WY-10354",2008-08-25,-2.84,-2.72666666666667
"NRS_WY-10360",2008-10-01,3.07,1.2175
"NRS_AL-10031",2009-06-07,0.89,1.19833333333333
"NRS_AL-10031",2009-07-02,1.47,1.19833333333333
"NRS_AL-10032",2009-07-16,1.22,2.01833333333333
"NRS_AL-10033",2009-07-22,1.06,1.23416666666667
"NRS_AL-10034",2009-08-15,1.52,1.60583333333333
"NRS_AL-10035",2009-06-12,0.89,1.19833333333333
"NRS_AL-10035",2009-07-21,1.47,1.19833333333333
"NRS_AL-10037",2009-06-28,1.36,2.01833333333333
"NRS_AL-10038",2009-06-16,1.08,1.23416666666667
"NRS_AL-10039",2009-07-08,0.8,1.04916666666667
"NRS_AL-10040",2009-08-12,1.52,1.60583333333333
"NRS_AL-10041",2009-08-15,1.52,1.60583333333333
"NRS_AL-10046",2009-08-16,1.52,1.60583333333333
"NRS_AL-10049",2009-08-11,1.52,1.60583333333333
"NRS_AL-10051",2009-06-11,0.89,1.19833333333333
"NRS_AL-10052",2009-06-30,0.71,1.04916666666667
"NRS_AR-10059",2009-07-06,2.95,2.66416666666667
"NRS_AR-10059",2009-08-03,3.56,2.66416666666667
"NRS_AR-10061",2009-07-19,2.95,2.66416666666667
"NRS_AR-10063",2009-06-07,2.33,3.43583333333333
"NRS_AR-10064",2009-07-08,3.04,3.73666666666667
"NRS_AR-10066",2009-06-28,2.33,3.43583333333333
"NRS_AR-10067",2009-06-02,1.84,3.54083333333333
"NRS_AR-10069",2009-08-04,3.56,2.66416666666667
"NRS_AR-10071",2009-06-23,1.84,3.54083333333333
"NRS_AR-10072",2009-06-25,2.14,3.56416666666667
"NRS_AR-10073",2009-07-20,2.95,2.50916666666667
"NRS_AR-10074",2009-06-30,1.32,2.66416666666667
"NRS_AR-10109",2009-06-14,2.14,3.56416666666667
"NRS_AR-10110",2009-07-23,2.95,2.50916666666667
"NRS_AZ-10422",2009-10-14,-4.65,-3.32583333333333
"NRS_AZ-10426",2009-10-11,-4.65,-3.32583333333333
"NRS_AZ-10432",2009-05-26,-2.8,-3.08416666666667
"NRS_AZ-10432",2009-06-10,-2.6,-3.08416666666667
"NRS_AZ-10435",2009-05-18,-2.8,-3.08416666666667
"NRS_AZ-10475",2009-07-02,-2.15,-2.21
"NRS_AZ-10475",2009-07-09,-2.15,-2.21
"NRS_AZ-10584",2009-05-19,-2.8,-3.08416666666667
"NRS_CA-10782",2009-08-05,-1.52,-2.49333333333333
"NRS_CA-10784",2009-05-27,-4.27,-3.90333333333333
"NRS_CA-10793",2009-08-03,-1.52,-2.49333333333333
"NRS_CA-10798",2009-06-22,-2.17,-2.49333333333333
"NRS_CA-10808",2009-07-20,-1.35,-2.135
"NRS_CA-10816",2009-09-21,-1.6,-2.135
"NRS_CA-10844",2009-08-10,-2.04,-2.69583333333333
"NRS_CA-10845",2009-08-19,-1.52,-2.49333333333333
"NRS_CA-10849",2009-07-08,-1.65,-2.49333333333333
"NRS_CA-10858",2009-06-24,-1.73,-2.135
"NRS_CA-10859",2009-08-11,-3.45,-2.80916666666667
"NRS_CA-10864",2009-06-01,-2.17,-2.49333333333333
"NRS_CA-10869",2009-08-18,-1.52,-2.49333333333333
"NRS_CA-10871",2009-07-09,-1.35,-2.135
"NRS_CA-10881",2009-06-04,-2.17,-2.49333333333333
"NRS_CA-10885",2009-06-03,-2.17,-2.49333333333333
"NRS_CA-10890",2009-06-15,-1.73,-2.135
"NRS_CO-10222",2009-08-17,-0.77,-0.6225
"NRS_CO-10227",2009-06-16,-1.43,-0.364166666666667
"NRS_CO-10228",2009-10-08,0.68,-0.408333333333333
"NRS_CO-10231",2009-08-04,2.06,0.786666666666667
"NRS_CO-10232",2009-09-15,-1.04,-0.408333333333333
"NRS_CO-10235",2009-08-03,2.06,0.786666666666667
"NRS_CO-10236",2009-06-25,1.12,-0.6225
"NRS_CO-10245",2009-08-10,-0.77,-0.6225
"NRS_CO-10245",2009-09-10,-1.01,-0.6225
"NRS_CO-10246",2009-08-13,2.06,0.786666666666667
"NRS_CO-10277",2009-09-02,-1.01,-0.6225
"NRS_CO-10279",2009-07-07,0.96,-0.6225
"NRS_CO-10280",2009-06-19,1.45,0.786666666666667
"NRS_CO-10281",2009-07-01,0.7,-0.408333333333333
"NRS_CO-10292",2009-07-30,2.26,0.786666666666667
"NRS_CO-10294",2009-08-12,-1.45,-0.364166666666667
"NRS_CO-10303",2009-09-08,-1.01,-0.6225
"NRS_CO-10312",2009-09-28,2.14,0.786666666666667
"NRS_CT-10063",2009-09-09,1.82,1.05416666666667
"NRS_CT-10064",2009-09-01,2.26,2.0875
"NRS_CT-10065",2009-08-15,3.11,2.0875
"NRS_CT-10065",2009-09-30,2.26,2.0875
"NRS_CT-10066",2009-08-25,3.11,2.0875
"NRS_CT-10067",2009-10-07,2.87,2.0875
"NRS_CT-10076",2009-08-14,3.11,2.0875
"NRS_CT-10076",2009-09-30,2.26,2.0875
"NRS_CT-10090",2009-08-16,3.12,1.51
"NRS_CT-10090",2009-09-12,2.26,1.51
"NRS_DE-10013",2009-06-03,-0.74,0.39
"NRS_DE-10016",2009-07-06,1.11,0.8625
"NRS_DE-10028",2009-08-17,2,0.39
"NRS_DE-10028",2009-09-28,2.45,0.39
"NRS_FL-10031",2009-05-21,1.98,-0.0983333333333333
"NRS_FL-10031",2009-06-02,1.2,-0.0983333333333333
"NRS_FL-10032",2009-05-27,1.98,-0.0983333333333333
"NRS_FL-10032",2009-06-03,1.2,-0.0983333333333333
"NRS_FL-10033",2009-07-17,-1.04,-1.8075
"NRS_FL-10049",2009-07-18,-1.04,-1.8075
"NRS_FL-10077",2009-06-16,1.91,-0.4225
"NRS_FL-10077",2009-08-05,1.27,-0.4225
"NRS_FL-10082",2009-06-10,1.91,-0.4225
"NRS_FL-10087",2009-08-07,-1.46,-0.0983333333333333
"NRS_FL-10107",2009-08-08,-1.46,-0.0983333333333333
"NRS_GA-10041",2009-06-06,2.14,0.240833333333333
"NRS_GA-10041",2009-06-28,2.14,0.240833333333333
"NRS_GA-10047",2009-07-26,-1.31,0.704166666666667
"NRS_GA-10055",2009-05-14,2.87,2.05416666666667
"NRS_GA-10060",2009-07-28,0.57,0.0266666666666667
"NRS_GA-10063",2009-07-23,-1.31,0.704166666666667
"NRS_GA-10065",2009-08-04,1.98,2.05416666666667
"NRS_GA-10070",2009-10-09,2.6,0.704166666666667
"NRS_GA-10071",2009-09-14,1.52,0.555833333333333
"NRS_GA-10076",2009-08-27,-1.66,0.02
"NRS_GA-10082",2009-11-06,3.63,-0.214166666666667
"NRS_GA-10083",2009-10-02,3.38,-0.0241666666666667
"NRS_GA-10088",2009-11-05,4.43,0.02
"NRS_GA-10089",2009-08-19,-0.56,0.555833333333333
"NRS_GA-10089",2009-11-19,4.13,0.555833333333333
"NRS_IA-10054",2009-08-31,4.39,4.085
"NRS_IA-10054",2009-09-29,3.72,4.085
"NRS_IA-10056",2009-10-05,6.84,5.245
"NRS_IA-10057",2009-09-09,5.61,5.15166666666667
"NRS_IA-10059",2009-07-29,2.16,2.34166666666667
"NRS_IA-10064",2009-09-15,3.89,4.51083333333333
"NRS_IA-10069",2009-08-25,4.06,3.82083333333333
"NRS_IA-10070",2009-08-19,1.72,2.34166666666667
"NRS_IA-10072",2009-08-11,6.4,5.245
"NRS_IA-10073",2009-10-13,7.12,5.15166666666667
"NRS_IA-10082",2009-09-17,2.31,3.20416666666667
"NRS_IA-10082",2009-09-30,2.31,3.20416666666667
"NRS_IA-10093",2009-07-06,3.4,3.82083333333333
"NRS_IA-10095",2009-08-04,6.7,5.15166666666667
"NRS_IA-10100",2009-06-30,2.57,3.5775
"NRS_ID-10194",2009-07-20,0.97,-0.125833333333333
"NRS_ID-10197",2009-07-09,1.76,-0.0425
"NRS_ID-10197",2009-08-26,1.47,-0.0425
"NRS_ID-10198",2009-07-21,-1.09,-0.574166666666667
"NRS_ID-10200",2009-07-06,2,0.471666666666667
"NRS_ID-10200",2009-08-25,2.39,0.471666666666667
"NRS_ID-10201",2009-08-04,1.65,-0.125833333333333
"NRS_ID-10203",2009-08-12,-0.99,-1.49916666666667
"NRS_ID-10204",2009-07-23,0.97,-0.125833333333333
"NRS_ID-10205",2009-08-26,1.65,-0.125833333333333
"NRS_ID-10207",2009-07-28,0.97,-0.125833333333333
"NRS_ID-10210",2009-08-18,1.65,-0.125833333333333
"NRS_ID-10213",2009-07-22,0.97,-0.125833333333333
"NRS_ID-10216",2009-07-08,1.76,-0.0425
"NRS_ID-10217",2009-08-05,2.37,0.435
"NRS_ID-10221",2009-08-06,2.37,0.435
"NRS_ID-10245",2009-08-11,-0.99,-1.49916666666667
"NRS_ID-10249",2009-07-29,-0.56,-0.381666666666667
"NRS_IL-10035",2009-06-23,3.48,4.22416666666667
"NRS_IL-10035",2009-08-10,3.65,4.22416666666667
"NRS_IL-10036",2009-08-23,3.65,4.22416666666667
"NRS_IL-10038",2009-08-12,1.97,1.1425
"NRS_IL-10039",2009-08-09,5.83,4.92
"NRS_IL-10046",2009-08-24,3.65,4.22416666666667
"NRS_IL-10047",2009-08-22,3.82,3.82
"NRS_IL-10049",2009-06-17,3.79,3.82
"NRS_IL-10058",2009-09-30,4.36,4.65583333333333
"NRS_IL-10067",2009-06-20,3.48,4.22416666666667
"NRS_IL-10069",2009-10-01,5.47,4.84833333333333
"NRS_IN-10024",2009-07-15,2.46,2.18083333333333
"NRS_IN-10024",2009-08-26,2.15,2.18083333333333
"NRS_IN-10028",2009-08-25,2.15,2.18083333333333
"NRS_IN-10030",2009-05-29,-1.17,1.19083333333333
"NRS_IN-10037",2009-05-30,2.55,2.70083333333333
"NRS_IN-10039",2009-05-28,3.65,3.0425
"NRS_IN-10045",2009-05-31,3.23,2.97666666666667
"NRS_IN-10049",2009-05-29,3.97,3.2825
"NRS_KS-10035",2009-07-14,2.77,2.61333333333333
"NRS_KS-10035",2009-09-09,2.64,2.61333333333333
"NRS_KS-10037",2009-07-21,3.34,3.515
"NRS_KS-10038",2009-06-30,2.53,3.36166666666667
"NRS_KS-10038",2009-08-04,3.36,3.36166666666667
"NRS_KS-10039",2009-07-15,2.77,2.61333333333333
"NRS_KS-10043",2009-10-05,5.69,4.29666666666667
"NRS_KS-10045",2009-06-02,0.87,1.67166666666667
"NRS_KS-10051",2009-09-10,3.58,3.08916666666667
"NRS_KS-10052",2009-08-31,3.4,3.515
"NRS_KS-10056",2009-09-01,4.91,4.29666666666667
"NRS_KS-10059",2009-08-24,4.39,4.29666666666667
"NRS_KS-10060",2009-07-07,2.9,3.08916666666667
"NRS_KY-10029",2009-09-14,2.78,0.735833333333333
"NRS_KY-10034",2009-08-21,1.73,0.819166666666667
"NRS_KY-10034",2009-09-16,2.28,0.819166666666667
"NRS_KY-10036",2009-09-13,2.78,0.735833333333333
"NRS_KY-10037",2009-08-23,2.17,0.63
"NRS_KY-10038",2009-08-12,2.22,0.735833333333333
"NRS_KY-10040",2009-08-13,2.22,0.735833333333333
"NRS_KY-10050",2009-08-16,1.73,0.819166666666667
"NRS_KY-10056",2009-09-20,2.78,0.735833333333333
"NRS_KY-10059",2009-09-16,3.26,0.63
"NRS_KY-10060",2009-09-27,2.88,1.35916666666667
"NRS_KY-10062",2009-09-30,3.26,0.63
"NRS_LA-10091",2009-06-17,-2.84,-1.78916666666667
"NRS_LA-10107",2009-06-23,-2.48,-1.39333333333333
"NRS_LA-10107",2009-07-14,-2.73,-1.39333333333333
"NRS_LA-10124",2009-06-07,-2.14,-0.928333333333333
"NRS_LA-10126",2009-06-09,-1.26,0.2625
"NRS_LA-10133",2009-06-06,-1.05,-0.0191666666666667
"NRS_LA-10134",2009-06-02,-0.71,0.921666666666667
"NRS_LA-10136",2009-06-14,-2.14,-0.928333333333333
"NRS_MA-10050",2009-09-15,3.15,2.9375
"NRS_MA-10052",2009-09-02,3.15,2.9375
"NRS_MA-10056",2009-07-29,3.35,2.12416666666667
"NRS_MA-10056",2009-09-11,2.49,2.12416666666667
"NRS_MA-10062",2009-07-28,4.08,2.9375
"NRS_MD-10022",2009-07-23,1.5,1.01333333333333
"NRS_MD-10022",2009-08-18,1.72,1.01333333333333
"NRS_MD-10025",2009-06-02,1.58,1.17166666666667
"NRS_MD-10027",2009-06-15,1.26,0.174166666666667
"NRS_MD-10027",2009-07-22,1.34,0.174166666666667
"NRS_MI-10043",2009-06-11,4.32,3.93916666666667
"NRS_MI-10046",2009-06-03,4.62,3.93083333333333
"NRS_MI-10046",2009-09-10,3.52,3.93083333333333
"NRS_MI-10047",2009-07-29,4.1,3.93083333333333
"NRS_MI-10048",2009-06-08,4.15,3.86833333333333
"NRS_MI-10051",2009-09-02,3.11,3.6825
"NRS_MI-10055",2009-07-20,1.31,1.66916666666667
"NRS_MI-10057",2009-07-10,-2.55,-2.325
"NRS_MI-10058",2009-07-11,0.82,1.29833333333333
"NRS_MI-10061",2009-07-12,3.38,3.86833333333333
"NRS_MI-10069",2009-06-03,-2.55,-2.325
"NRS_MI-10078",2009-06-30,4.62,3.93083333333333
"NRS_MI-10079",2009-07-28,4.1,3.93083333333333
"NRS_MI-10080",2009-06-09,4.15,3.86833333333333
"NRS_MI-10081",2009-07-08,-2.55,-2.325
"NRS_MI-10085",2009-07-07,-2.55,-2.325
