UID,UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,YEAR,UNIQUE_ID,DSGN_CYCLE,SAMPLE_ID,H2O_dD,H2O_d18O,d-excess,LAT_DD83,LON_DD83,ELEVATION
2013915,1001500,4/7/2021,NRS18_TN_10022,6/26/2019,1,2019,NRS_TN-10141,2018-19,125520,-44.2,-7.37,14.79,35.95872233,-82.8793366,415.78
2013791,1001374,4/7/2021,NRS18_TN_10023,6/14/2019,1,2019,NRS_TN-10142,2018-19,115320,-30.48,-5.66,14.78,35.13524211,-88.18207379,135.11
2012589,1000111,4/7/2021,NRS18_TN_10024,6/12/2018,1,2018,NRS_TN-10143,2018-19,886620,-33.65,-6.72,20.12,35.91513344,-82.99069143,346.16
2012546,1000060,4/7/2021,NRS18_TN_10026,6/6/2018,1,2018,NRS_TN-10145,2018-19,884040,-34.27,-5.94,13.27,35.09888425,-85.35359135,193.16
2012707,1000231,4/7/2021,NRS18_TN_10029,6/25/2018,1,2018,NRS_TN-10077,2018-19,100020,-36.42,-6.03,11.84,35.54916131,-86.95243071,182.445
2013930,1001515,4/7/2021,NRS18_TN_10033,6/27/2019,1,2019,NRS_TN-10127,2018-19,125540,-46.65,-7.88,16.41,36.07871308,-82.50089682,721.075
2013745,1001327,4/7/2021,NRS18_TN_10040,6/10/2019,1,2019,NRS_TN-10147,2018-19,124540,-37.29,-5.94,10.23,35.36603338,-88.97789349,124.86
2013772,1001354,4/7/2021,NRS18_TN_10339,6/11/2019,1,2019,NRS_TN-10148,2018-19,124400,-36.65,-5.68,8.81,35.14633596,-89.23759803,125.3
2013771,1001353,4/7/2021,NRS18_TN_10340,6/12/2019,1,2019,NRS_TN-10149,2018-19,124420,-31.53,-5.77,14.66,35.97201929,-88.26058993,121.9
2014557,1002145,4/7/2021,NRS18_TN_10489,8/29/2019,1,2019,NRS_TN-10150,2018-19,125700,-34.75,-6.09,13.95,35.65534925,-84.15339585,250
2014096,1001683,4/7/2021,NRS18_TN_10490,7/16/2019,1,2019,NRS_TN-10151,2018-19,125640,-28.06,-5.39,15.08,35.76445312,-86.16621375,206.18
2013478,1001006,4/7/2021,NRS18_TN_11089,9/12/2018,1,2018,NRS_TN-10152,2018-19,107320,-32.9,-5.73,12.97,35.08189896,-85.27878753,193.31
2013423,1000950,4/7/2021,NRS18_TN_11090,9/4/2018,1,2018,NRS_TN-10153,2018-19,107360,-36.34,-5.53,7.93,35.73083825,-84.32573156,225.81
2013908,1001492,4/7/2021,NRS18_TN_RF001,6/26/2019,1,2019,NRS_TN-10154,2018-19,123160,-41,-6.88,14.02,36.535,-83.57576,325.97
2013943,1001528,4/7/2021,NRS18_TN_RF002,6/27/2019,1,2019,NRS_TN-10155,2018-19,123100,-32.72,-5.92,14.61,36.3888,-84.68364,346.31
2014190,1001777,4/7/2021,NRS18_TX_10001,7/23/2019,1,2019,NRS_TX-10166,2018-19,122660,-12.77,-2.38,6.3,31.51609556,-95.11218309,61.365
2013586,1001114,4/7/2021,NRS18_TX_10002,9/25/2018,1,2018,NRS_TX-10103,2018-19,107440,-3.36,-1.02,4.81,30.57973,-94.99791386,17.1
2013328,1000854,4/7/2021,NRS18_TX_10003,8/22/2018,1,2018,NRS_TX-10119,2018-19,104900,-0.99,0.1,-1.79,31.93453463,-95.43335988,86.79
2013121,1000647,4/7/2021,NRS18_TX_10004,7/31/2018,1,2018,NRS_TX-10111,2018-19,884420,-7.93,-1.16,1.38,32.46103599,-94.70198022,84.3
2012932,1000457,4/7/2021,NRS18_TX_10005,7/17/2018,1,2018,NRS_TX-10145,2018-19,100260,-6.22,-0.99,1.69,30.65449693,-97.92735606,281.215
2013263,1000789,4/7/2021,NRS18_TX_10006,8/15/2018,1,2018,NRS_TX-10151,2018-19,103860,-0.59,0.09,-1.32,28.87839611,-96.2871676,2.95
2013545,1001073,4/7/2021,NRS18_TX_10007,9/20/2018,1,2018,NRS_TX-10133,2018-19,107500,-30.69,-4.2,2.91,31.13181763,-99.32020964,499.39
2012567,1000087,4/7/2021,NRS18_TX_10009,6/12/2018,1,2018,NRS_TX-10109,2018-19,884460,-16.75,-2.97,6.98,29.23892733,-98.45168436,135.6
2013153,1000679,4/7/2021,NRS18_TX_10010,8/5/2018,1,2018,NRS_TX-10154,2018-19,100440,-4.58,-0.35,-1.77,32.77924095,-96.55448836,127.115
2013145,1000671,4/7/2021,NRS18_TX_10011,8/3/2018,1,2018,NRS_TX-10163,2018-19,100520,3.31,1.85,-11.48,33.48298303,-97.17612376,200.9
2012687,1000211,4/7/2021,NRS18_TX_10012,6/21/2018,1,2018,NRS_TX-10099,2018-19,884560,-43.48,-6.18,5.98,35.97240769,-100.8243877,758.715
2012836,1000361,4/7/2021,NRS18_TX_10013,7/10/2018,1,2018,NRS_TX-10121,2018-19,898760,-0.38,2.37,-19.36,31.76247566,-100.1404817,503.925
2013428,1000955,4/7/2021,NRS18_TX_10014,9/5/2018,1,2018,NRS_TX-10108,2018-19,107080,18.43,3.55,-9.94,28.30210485,-98.05815346,29.97
2014242,1001829,4/7/2021,NRS18_TX_10015,7/29/2019,1,2019,NRS_TX-10116,2018-19,100640,-21.91,-3.43,5.54,28.95042067,-100.6493661,229.47
2012518,1000031,4/7/2021,NRS18_TX_10016,6/4/2018,1,2018,NRS_TX-10091,2018-19,884400,-19.56,-3.8,10.81,29.91046544,-95.49178127,26.06
2012753,1000277,4/7/2021,NRS18_TX_10016,6/28/2018,2,2018,NRS_TX-10091,2018-19,898940,-23.16,-4.6,13.67,29.91046544,-95.49178127,26.06
2013680,1001256,4/7/2021,NRS18_TX_10017,5/29/2019,1,2019,NRS_TX-10089,2018-19,114580,-31.56,-4.73,6.31,29.7715125,-101.7318187,359.22
2013822,1001405,4/7/2021,NRS18_TX_10017,6/18/2019,2,2019,NRS_TX-10089,2018-19,122380,-34.26,-5.19,7.23,29.7715125,-101.7318187,359.22
2014283,1001870,4/7/2021,NRS18_TX_10018,8/1/2019,1,2019,NRS_TX-10221,2018-19,107120,-19.71,-2.87,3.26,30.839241,-96.72311752,73.99
2013316,1000842,4/7/2021,NRS18_TX_10019,8/21/2018,1,2018,NRS_TX-10227,2018-19,103980,-4.94,-0.19,-3.44,31.49308987,-94.83198032,56.07
2013480,1001008,4/7/2021,NRS18_TX_10021,9/12/2018,1,2018,NRS_TX-10197,2018-19,107100,-19.02,-2.84,3.69,30.57732078,-99.86389486,561.99
2013544,1001072,4/7/2021,NRS18_TX_10022,9/19/2018,1,2018,NRS_TX-10232,2018-19,107200,-23.37,-3.45,4.27,30.6796338,-99.02698714,363.7
2013243,1000769,4/7/2021,NRS18_TX_10023,8/14/2018,1,2018,NRS_TX-10208,2018-19,104960,-15.39,-2.2,2.21,28.89089094,-97.13556039,24.43
2013618,1001170,4/7/2021,NRS18_TX_10024,4/30/2019,1,2019,NRS_TX-10259,2018-19,114380,2.82,1.14,-6.29,27.56776877,-97.79458829,11.985
2012880,1000405,4/7/2021,NRS18_TX_10025,7/12/2018,1,2018,NRS_TX-10181,2018-19,898900,-23.71,-3.72,6.03,31.47329688,-100.4694475,564.87
2013164,1000690,4/7/2021,NRS18_TX_10026,8/6/2018,1,2018,NRS_TX-10200,2018-19,100460,1.51,0.64,-3.62,31.33677953,-96.97263145,100.615
2013946,1001531,4/7/2021,NRS18_TX_10027,6/27/2019,1,2019,NRS_TX-10202,2018-19,122620,-22.18,-3.61,6.7,32.78627667,-98.19313939,241.18
2012688,1000212,4/7/2021,NRS18_TX_10029,6/19/2018,1,2018,NRS_TX-10235,2018-19,895020,-35.71,-5.53,8.56,35.39090625,-101.8317588,987.2
2012689,1000213,4/7/2021,NRS18_TX_10030,6/20/2018,1,2018,NRS_TX-10239,2018-19,889340,-30.08,-3.96,1.61,35.27404904,-100.7661708,834.725
2014456,1002044,4/7/2021,NRS18_TX_10033,8/20/2019,1,2019,NRS_TX-10283,2018-19,122840,-6.93,-0.93,0.47,32.2972293,-94.49081819,75.92
2013346,1000872,4/7/2021,NRS18_TX_10034,8/23/2018,1,2018,NRS_TX-10284,2018-19,103220,-9.36,-1.58,3.31,31.8947458,-95.09106182,79.23
2013122,1000648,4/7/2021,NRS18_TX_10035,8/1/2018,1,2018,NRS_TX-10285,2018-19,100540,-11.62,-1.63,1.41,33.58743087,-94.45554905,91.7
2013218,1000744,4/7/2021,NRS18_TX_10036,8/9/2018,1,2018,NRS_TX-10286,2018-19,104940,-16.42,-3.37,10.56,30.36434549,-94.26185268,9.01
2013013,1000539,4/7/2021,NRS18_TX_10038,7/24/2018,1,2018,NRS_TX-10288,2018-19,898960,-10.96,-1.39,0.19,29.86857475,-98.18765891,231.43
2013051,1000577,4/7/2021,NRS18_TX_10039,7/26/2018,1,2018,NRS_TX-10289,2018-19,100340,-19.95,-3.19,5.53,29.46213695,-100.0014734,356.92
2013025,1000551,4/7/2021,NRS18_TX_10040,7/25/2018,1,2018,NRS_TX-10290,2018-19,100400,-20.95,-3.39,6.2,29.65086722,-100.0203813,423.52
2013634,1001191,4/7/2021,NRS18_TX_10041,5/6/2019,1,2019,NRS_TX-10291,2018-19,114360,-25.45,-4.31,9.02,30.92269876,-99.43732159,504.89
2013500,1001028,4/7/2021,NRS18_TX_10042,9/13/2018,1,2018,NRS_TX-10292,2018-19,107460,-25.85,-3.97,5.91,30.50009768,-99.68645313,490.45
2012965,1000491,4/7/2021,NRS18_TX_10046,7/19/2018,1,2018,NRS_TX-10296,2018-19,898980,-15.34,-2.93,8.11,29.80624273,-95.2141665,-0.12
2013397,1000924,4/7/2021,NRS18_TX_10048,8/30/2018,1,2018,NRS_TX-10298,2018-19,104920,-8.83,-0.31,-6.34,26.10502447,-98.29839048,26.45
2013232,1000758,4/7/2021,NRS18_TX_10050,8/13/2018,1,2018,NRS_TX-10300,2018-19,100480,-23.08,-3.72,6.7,28.9899364,-96.70226571,8.14
2014120,1001707,4/7/2021,NRS18_TX_10054,7/18/2019,1,2019,NRS_TX-10304,2018-19,114620,-9.19,-2.11,7.65,31.70787344,-96.73234936,149.33
2012536,1000049,4/7/2021,NRS18_TX_10055,6/5/2018,1,2018,NRS_TX-10305,2018-19,884480,-8.78,-1.25,1.18,29.73362194,-96.66281509,50.18
2012858,1000383,4/7/2021,NRS18_TX_10056,7/11/2018,1,2018,NRS_TX-10306,2018-19,898880,8.58,2.65,-12.63,31.48458524,-100.3194119,532.61
2013909,1001494,4/7/2021,NRS18_TX_10060,6/25/2019,1,2019,NRS_TX-10310,2018-19,107140,-18.47,-2.72,3.26,33.26926793,-100.0100893,452.46
2012711,1000235,4/7/2021,NRS18_TX_10062,6/25/2018,1,2018,NRS_TX-10312,2018-19,884520,-5,1.23,-14.81,33.71893303,-99.47595505,368.53
2012905,1000430,4/7/2021,NRS18_TX_10068,7/15/2018,1,2018,NRS_TX-10318,2018-19,898820,-67.53,-8.31,-1.03,31.4161802,-106.1008146,1097.42
2013373,1000899,4/7/2021,NRS18_TX_10073,8/28/2018,1,2018,NRS_TX-10323,2018-19,104880,-7.13,-0.25,-5.17,26.36021431,-98.79562648,39.57
2013624,1001179,4/7/2021,NRS18_TX_10074,5/1/2019,1,2019,NRS_TX-10324,2018-19,115520,-15.38,-1.63,-2.32,27.52540384,-99.4485389,120.55
2013387,1000913,4/7/2021,NRS18_TX_10077,8/29/2018,1,2018,NRS_TX-10327,2018-19,104980,-9.58,-0.42,-6.24,26.32644801,-98.77887147,38.71
2013625,1001180,4/7/2021,NRS18_TX_10079,5/2/2019,1,2019,NRS_TX-10329,2018-19,114520,-20.4,-3.45,7.23,28.5093165,-99.76235329,150.76
2013445,1000973,4/7/2021,NRS18_TX_10080,9/6/2018,1,2018,NRS_TX-10330,2018-19,107040,13.55,2.93,-9.89,28.27505164,-97.98394783,28.42
2012580,1000102,4/7/2021,NRS18_TX_10081,6/13/2018,1,2018,NRS_TX-10331,2018-19,884580,-7.58,-1.26,2.51,29.20154327,-98.91300267,231.26
2013977,1001563,4/7/2021,NRS18_TX_10085,7/7/2019,1,2019,NRS_TX-10125,2018-19,122680,-20.75,-3.09,3.98,31.55041467,-97.09174253,109.15
2014284,1001871,4/7/2021,NRS18_TX_10085,7/31/2019,2,2019,NRS_TX-10125,2018-19,122640,-18.43,-3.17,6.96,31.55041467,-97.09174253,109.15
2014331,1001919,4/7/2021,NRS18_TX_10093,8/6/2019,1,2019,NRS_TX-10183,2018-19,122600,-13.98,-2.41,5.29,32.76099528,-94.30026949,53.26
2014474,1002062,4/7/2021,NRS18_TX_10093,8/21/2019,2,2019,NRS_TX-10183,2018-19,122700,-14.89,-2.67,6.44,32.76099528,-94.30026949,53.26
2014330,1001918,4/7/2021,NRS18_TX_10099,8/7/2019,1,2019,NRS_TX-10273,2018-19,112980,-23.2,-4.44,12.29,32.75744179,-94.84784005,87.52
2013848,1001431,4/7/2021,NRS18_TX_10116,6/20/2019,1,2019,NRS_TX-10215,2018-19,114420,-33.07,-3.31,-6.59,29.61203704,-104.467439,785.22
2014189,1001776,4/7/2021,NRS18_TX_10254,7/24/2019,1,2019,NRS_TX-10336,2018-19,107060,-18.6,-3.42,8.75,31.48527534,-94.59703,54.17
2013479,1001007,4/7/2021,NRS18_TX_10445,9/11/2018,1,2018,NRS_TX-10340,2018-19,107180,-1.39,1.69,-14.88,30.3973598,-99.34755081,565.89
2014039,1001626,4/7/2021,NRS18_TX_10449,7/9/2019,1,2019,NRS_TX-10344,2018-19,884500,-27.07,-4.06,5.45,30.54308146,-100.0189159,597.34
2014040,1001627,4/7/2021,NRS18_TX_10453,7/10/2019,1,2019,NRS_TX-10348,2018-19,114300,-21.66,-4.16,11.64,30.92006992,-98.5446311,418.02
2014426,1002014,4/7/2021,NRS18_TX_10504,8/15/2019,1,2019,NRS_TX-10351,2018-19,114480,-16.63,-2.87,6.36,29.95584983,-95.7117401,41.05
2014388,1001976,4/7/2021,NRS18_TX_10599,8/13/2019,1,2019,NRS_TX-10353,2018-19,122540,-8.06,-1.8,6.34,29.23679992,-95.79754603,4.06
2013920,1001505,4/7/2021,NRS18_TX_10640,6/25/2019,1,2019,NRS_TX-10360,2018-19,114500,-17.8,-2.68,3.66,26.07007639,-97.73843663,18.23
2014202,1001789,4/7/2021,NRS18_TX_10645,7/25/2019,1,2019,NRS_TX-10365,2018-19,122500,-1.89,-0.34,0.8,30.00376468,-94.2970705,7.65
2014092,1001679,4/7/2021,NRS18_TX_10694,7/16/2019,1,2019,NRS_TX-10366,2018-19,122520,-25.27,-4.28,9,32.3841071,-98.11017131,287.66
2014119,1001706,4/7/2021,NRS18_TX_10827,7/17/2019,1,2019,NRS_TX-10368,2018-19,122720,-25.3,-4.86,13.55,33.0946273,-97.53958394,207.05
2012694,1000218,4/7/2021,NRS18_TX_10886,6/24/2018,1,2018,NRS_TX-10369,2018-19,898860,1.21,2.63,-19.85,33.64375385,-99.80662537,411.28
2013672,1001244,4/7/2021,NRS18_TX_10887,5/22/2019,1,2019,NRS_TX-10370,2018-19,114280,-35.5,-5.43,7.95,35.41669834,-100.7931772,840.27
2013701,1001278,4/7/2021,NRS18_TX_10987,6/4/2019,1,2019,NRS_TX-10377,2018-19,114560,-28.17,-4.85,10.66,33.15336822,-100.4903948,539.72
2013790,1001373,4/7/2021,NRS18_TX_10988,6/13/2019,1,2019,NRS_TX-10378,2018-19,122560,-7.41,-0.35,-4.61,32.24645524,-101.3921172,715.96
2013715,1001297,4/7/2021,NRS18_TX_11022,6/5/2019,1,2019,NRS_TX-10383,2018-19,114460,-20.73,-3.65,8.49,32.58278184,-100.8733019,671.1
2013667,1001239,4/7/2021,NRS18_TX_11028,5/21/2019,1,2019,NRS_TX-10389,2018-19,112760,-38.25,-6.25,11.76,35.57473842,-100.9219224,942.13
2013660,1001231,4/7/2021,NRS18_TX_11086,5/19/2019,1,2019,NRS_TX-10398,2018-19,107160,-62.61,-6.81,-8.13,31.49664795,-106.1567775,1099.63
2013654,1001217,4/7/2021,NRS18_TX_11093,5/14/2019,1,2019,NRS_TX-10405,2018-19,114400,-45.29,-6.5,6.72,31.87713202,-103.9497315,856.82
2013661,1001232,4/7/2021,NRS18_TX_11101,5/19/2019,1,2019,NRS_TX-10413,2018-19,115500,-60.53,-6.51,-8.44,31.60253492,-106.2254934,1109.17
2013683,1001259,4/7/2021,NRS18_TX_11144,6/2/2019,1,2019,NRS_TX-10420,2018-19,114540,-50.55,-4.34,-15.87,31.22756716,-105.8161481,1069.28
2013764,1001346,4/7/2021,NRS18_TX_11175,6/11/2019,1,2019,NRS_TX-10422,2018-19,122740,-34,-4.41,1.25,31.97990849,-104.1233041,924.49
2013682,1001258,4/7/2021,NRS18_TX_11185,5/31/2019,1,2019,NRS_TX-10432,2018-19,114320,-31.89,-5.17,9.47,29.32403709,-103.5543228,761.27
2013659,1001230,4/7/2021,NRS18_TX_11224,5/19/2019,1,2019,NRS_TX-10447,2018-19,115540,-63.8,-6.98,-7.99,31.39741698,-106.0552077,1087.85
2013669,1001241,4/7/2021,NRS18_TX_11270,5/21/2019,1,2019,NRS_TX-10448,2018-19,114600,-24.13,-4.6,12.63,29.26018014,-100.6195226,295.33
2013665,1001236,4/7/2021,NRS18_TX_11330,5/19/2019,1,2019,NRS_TX-10449,2018-19,114340,-19.12,-3.19,6.44,28.17140876,-99.04033334,91.51
2013664,1001235,4/7/2021,NRS18_TX_11369,5/19/2019,1,2019,NRS_TX-10453,2018-19,114440,-20.74,-3.26,5.36,28.56863366,-99.79815854,158.58
2013936,1001521,4/7/2021,NRS18_UT_10002,6/27/2019,1,2019,NRS_UT-10241,2018-19,122400,-105.86,-14.97,13.9,37.22371788,-109.2086919,1357.11
2014543,1002131,4/7/2021,NRS18_UT_10002,8/28/2019,2,2019,NRS_UT-10241,2018-19,135920,-88.61,-12.01,7.47,37.22371788,-109.2086919,1357.11
2012576,1000096,4/7/2021,NRS18_UT_10003,6/12/2018,1,2018,NRS_UT-10260,2018-19,893980,-86.7,-10.49,-2.77,37.5101738,-112.0337049,1717.57
2012643,1000167,4/7/2021,NRS18_UT_10004,6/18/2018,1,2018,NRS_UT-10262,2018-19,891420,-105.43,-13.69,4.07,39.78830405,-111.1081376,2254.695
2012586,1000108,4/7/2021,NRS18_UT_10005,6/13/2018,1,2018,NRS_UT-10268,2018-19,891460,-80.34,-10,-0.31,37.07694124,-113.5970206,789.075
2014667,1002257,4/7/2021,NRS18_UT_10006,9/17/2019,1,2019,NRS_UT-10243,2018-19,135940,-120.76,-15.65,4.45,41.59254862,-111.1414781,1912.115
2014662,1002252,4/7/2021,NRS18_UT_10007,9/16/2019,1,2019,NRS_UT-10247,2018-19,135900,-120.12,-15.63,4.91,40.98295477,-111.4506502,1656.2
2012816,1000341,4/7/2021,NRS18_UT_10008,7/9/2018,1,2018,NRS_UT-10248,2018-19,897060,-92.57,-12.32,5.98,37.74306294,-112.0985908,2284.72
2012658,1000182,4/7/2021,NRS18_UT_10009,6/20/2018,1,2018,NRS_UT-10326,2018-19,891440,-95.68,-11.2,-6.11,39.78573173,-110.1786367,1677.39
2013317,1000843,4/7/2021,NRS18_UT_10009,8/21/2018,2,2018,NRS_UT-10326,2018-19,897960,-96.76,-12.07,-0.17,39.78573173,-110.1786367,1677.39
2013891,1001475,4/7/2021,NRS18_UT_10010,6/25/2019,1,2019,NRS_UT-10331,2018-19,122440,-119.33,-16.13,9.74,38.76149825,-109.3237165,1243.235
2014525,1002113,4/7/2021,NRS18_UT_10010,8/27/2019,2,2019,NRS_UT-10331,2018-19,135860,-117.99,-15.65,7.18,38.76149825,-109.3237165,1243.235
2014273,1001860,4/7/2021,NRS18_UT_10011,7/30/2019,1,2019,NRS_UT-10348,2018-19,130280,-97.87,-12.27,0.28,38.01991848,-111.654475,2773.735
2012605,1000128,4/7/2021,NRS18_UT_10012,6/14/2018,1,2018,NRS_UT-10355,2018-19,891400,-95.7,-13.61,13.16,37.4304179,-112.3516252,2558.18
2013783,1001366,4/7/2021,NRS18_UT_10013,6/13/2019,1,2019,NRS_UT-10327,2018-19,109540,-109.87,-14.06,2.61,38.80907324,-111.3160004,1852.19
2012953,1000479,4/7/2021,NRS18_UT_10014,7/19/2018,1,2018,NRS_UT-10329,2018-19,897320,-105.13,-13.23,0.69,40.05732215,-111.4551488,1558.475
2012861,1000386,4/7/2021,NRS18_UT_10015,7/11/2018,1,2018,NRS_UT-10341,2018-19,897300,-97.77,-13.54,10.56,37.6859591,-112.3996789,2082.06
2013769,1001351,4/7/2021,NRS18_UT_10017,6/12/2019,1,2019,NRS_UT-10332,2018-19,122420,-118.5,-16.22,11.26,38.61271504,-109.5583912,1207.65
2014480,1002068,4/7/2021,NRS18_UT_10018,8/21/2019,1,2019,NRS_UT-10336,2018-19,130240,-113.69,-14.4,1.52,39.20958684,-110.0732182,1268.565
2014578,1002167,4/7/2021,NRS18_UT_10020,9/4/2019,1,2019,NRS_UT-10364,2018-19,130260,-103.34,-14.29,10.96,37.84417532,-111.8499488,2620.01
2014186,1001773,4/7/2021,NRS18_UT_10025,7/24/2019,1,2019,NRS_UT-10369,2018-19,130580,-122.96,-16,5.01,41.18693329,-111.9922677,1320.59
2012901,1000426,4/7/2021,NRS18_UT_10026,7/16/2018,1,2018,NRS_UT-10370,2018-19,897340,-120.35,-16.2,9.24,40.144026,-110.7518441,1866.76
2012843,1000368,4/7/2021,NRS18_UT_10027,7/10/2018,1,2018,NRS_UT-10371,2018-19,891380,-97.37,-13.22,8.42,37.7714994,-112.3894827,2043.2
2013256,1000782,4/7/2021,NRS18_UT_10032,8/14/2018,1,2018,NRS_UT-10259,2018-19,897100,-119.9,-16.09,8.81,40.8644634,-110.5393564,2962.12
2013435,1000963,4/7/2021,NRS18_UT_10032,9/5/2018,2,2018,NRS_UT-10259,2018-19,897080,-116.81,-15.73,9.01,40.8644634,-110.5393564,2962.12
2014685,1002275,4/7/2021,NRS18_UT_10039,9/18/2019,1,2019,NRS_UT-10345,2018-19,135880,-114.77,-15.27,7.43,40.339104,-110.3032913,1873.13
2012970,1000496,4/7/2021,NRS18_UT_10044,7/20/2018,1,2018,NRS_UT-10377,2018-19,891360,-120.39,-15.73,5.43,41.70397345,-111.9194458,1348.25
2012990,1000516,4/7/2021,NRS18_UT_10046,7/23/2018,1,2018,NRS_UT-10379,2018-19,891480,-124.49,-17.28,13.78,40.76209104,-111.1798205,2266.19
2013340,1000866,4/7/2021,NRS18_UT_10282,8/23/2018,1,2018,NRS_UT-10380,2018-19,109400,-91.64,-12.01,4.45,40.76871676,-110.7982492,2839.18
2014349,1001937,4/7/2021,NRS18_UT_10285,8/8/2019,1,2019,NRS_UT-10383,2018-19,122320,-119.05,-15.93,8.43,40.85573516,-110.4569517,3099.62
2014586,1002175,4/7/2021,NRS18_UT_10396,9/5/2019,1,2019,NRS_UT-10384,2018-19,130560,-97.18,-11.32,-6.62,38.89831374,-110.3699263,1291.75
2013757,1001339,4/7/2021,NRS18_UT_10432,6/11/2019,1,2019,NRS_UT-10385,2018-19,122360,-120.71,-16.39,10.44,38.96446776,-109.2467861,1264
2012924,1000449,4/7/2021,NRS18_UT_10434,7/17/2018,1,2018,NRS_UT-10387,2018-19,886380,-116.48,-14.77,1.67,40.88753301,-109.2213686,1667.83
2013217,1000743,4/7/2021,NRS18_UT_10435,8/7/2018,1,2018,NRS_UT-10388,2018-19,897980,-113.18,-14.01,-1.11,40.53997749,-109.0681634,1526.73
2013916,1001501,4/7/2021,NRS18_UT_10439,6/26/2019,1,2019,NRS_UT-10392,2018-19,122460,-119,-16.12,9.97,38.23115315,-109.8026767,1183.55
2013307,1000833,4/7/2021,NRS18_VA_10001,8/21/2018,1,2018,NRS_VA-10084,2018-19,893880,-35.22,-5.82,11.3,38.39532786,-77.9554202,84.355
2013549,1001077,4/7/2021,NRS18_VA_10001,9/20/2018,2,2018,NRS_VA-10084,2018-19,891060,-30.05,-5.05,10.33,38.39532786,-77.9554202,84.355
2013173,1000699,4/7/2021,NRS18_VA_10002,8/7/2018,1,2018,NRS_VA-10091,2018-19,893900,-42.39,-7.21,15.3,37.59328278,-79.38320406,192.385
2013365,1000891,4/7/2021,NRS18_VA_10002,8/27/2018,2,2018,NRS_VA-10091,2018-19,109620,-41.5,-6.63,11.51,37.59328278,-79.38320406,192.385
2013109,1000635,4/7/2021,NRS18_VA_10003,8/1/2018,1,2018,NRS_VA-10088,2018-19,895920,-29.03,-5.68,16.37,37.49176284,-78.75646116,187.02
2013690,1001267,4/7/2021,NRS18_VA_10004,6/4/2019,1,2019,NRS_VA-10090,2018-19,122220,-43.06,-7,12.96,37.05594983,-80.29942914,721.19
2013156,1000682,4/7/2021,NRS18_VA_10005,8/6/2018,1,2018,NRS_VA-10095,2018-19,895980,-45.07,-7.44,14.47,37.10205244,-81.04268,695.13
2013604,1001132,4/7/2021,NRS18_VA_10006,10/4/2018,1,2018,NRS_VA-10079,2018-19,109320,-41.49,-7.01,14.59,36.96530197,-82.05179538,480.195
2014394,1001982,4/7/2021,NRS18_VA_10007,8/14/2019,1,2019,NRS_VA-10082,2018-19,122240,-33.7,-5.85,13.09,36.87645295,-79.06775804,113.15
2013727,1001309,4/7/2021,NRS18_VA_10008,6/6/2019,1,2019,NRS_VA-10083,2018-19,122160,-45.46,-7.16,11.8,37.31028069,-80.68118682,489.09
2014305,1001893,4/7/2021,NRS18_VA_10009,8/5/2019,1,2019,NRS_VA-10119,2018-19,122120,-37.34,-6.11,11.57,38.92939931,-77.87369583,119.905
2014439,1002027,4/7/2021,NRS18_VA_10009,8/19/2019,2,2019,NRS_VA-10119,2018-19,135280,-36.09,-5.98,11.73,38.92939931,-77.87369583,119.905
2014317,1001905,4/7/2021,NRS18_VA_10010,8/6/2019,1,2019,NRS_VA-10122,2018-19,122180,-26.76,-4.67,10.56,37.83119956,-77.122197,3.475
2014453,1002041,4/7/2021,NRS18_VA_10010,8/20/2019,2,2019,NRS_VA-10122,2018-19,122140,-27.15,-4.61,9.76,37.83119956,-77.122197,3.475
2013565,1001093,4/7/2021,NRS18_VA_10011,9/21/2018,1,2018,NRS_VA-10136,2018-19,896040,-33.35,-5.57,11.21,38.43496646,-77.52442813,60.16
2013477,1001005,4/7/2021,NRS18_VA_10013,9/11/2018,1,2018,NRS_VA-10138,2018-19,896000,-37.13,-6.37,13.81,37.3109561,-82.28885525,336.66
2013275,1000801,4/7/2021,NRS18_VA_10014,8/16/2018,1,2018,NRS_VA-10139,2018-19,896020,-41.6,-6.66,11.71,36.96819064,-80.64644699,724.09
2013590,1001118,4/7/2021,NRS18_VA_10015,9/26/2018,1,2018,NRS_VA-10140,2018-19,893860,-33.74,-5.81,12.74,37.96557639,-76.9600031,4.82
2014570,1002158,4/7/2021,NRS18_VA_10016,9/3/2019,1,2019,NRS_VA-10141,2018-19,135260,-49.19,-7.79,13.15,38.8826959,-78.68466031,316.87
2014378,1001966,4/7/2021,NRS18_VA_10017,8/13/2019,1,2019,NRS_VA-10142,2018-19,122080,-36.82,-6.44,14.71,36.92479803,-79.23007866,159.45
2014655,1002245,4/7/2021,NRS18_VA_10018,9/16/2019,1,2019,NRS_VA-10143,2018-19,135300,-38.59,-6.48,13.28,37.62282672,-78.34483344,117.29
2014517,1002105,4/7/2021,NRS18_VA_10019,8/27/2019,1,2019,NRS_VA-10144,2018-19,135140,-44.93,-6.92,10.42,37.79851556,-79.77552806,304.05
2014485,1002073,4/7/2021,NRS18_VA_10020,8/22/2019,1,2019,NRS_VA-10145,2018-19,135000,-21.41,-3.35,5.38,38.19040647,-77.65247662,65.44
2013342,1000868,4/7/2021,NRS18_VA_10021,8/23/2018,1,2018,NRS_VA-10146,2018-19,895960,-26.2,-4.49,9.71,36.9910343,-77.27445076,14.51
