UID,UID,PUBLICATION_DATE,SITE_ID,DATE_COL,VISIT_NO,YEAR,UNIQUE_ID,DSGN_CYCLE,SAMPLE_ID,H2O_dD,H2O_d18O,d-excess,LAT_DD83,LON_DD83,ELEVATION
2014256,1001843,4/7/2021,NRS18_IN_10002,7/31/2019,1,2019,NRS_IN-10024,2018-19,124080,-38.67,-6.05,9.75,38.64279243,-87.61438338,118.77
2014399,1001987,4/7/2021,NRS18_IN_10002,8/14/2019,2,2019,NRS_IN-10024,2018-19,133560,-38.8,-6.01,9.32,38.64279243,-87.61438338,118.77
2013361,1000887,4/7/2021,NRS18_IN_10003,8/27/2018,1,2018,NRS_IN-10034,2018-19,103600,-30.76,-4.91,8.48,38.35094737,-86.61831615,183.825
2013137,1000663,4/7/2021,NRS18_IN_10005,8/3/2018,1,2018,NRS_IN-10037,2018-19,103820,-42.29,-6.65,10.91,39.77823519,-86.44708213,243.665
2014059,1001646,4/7/2021,NRS18_IN_10006,7/15/2019,1,2019,NRS_IN-10027,2018-19,124040,-48.33,-7.12,8.6,41.69465268,-85.9174007,226.77
2014279,1001866,4/7/2021,NRS18_IN_10007,8/1/2019,1,2019,NRS_IN-10028,2018-19,124160,-37.22,-6.21,12.45,38.45178394,-87.59800228,115.605
2012954,1000480,4/7/2021,NRS18_IN_10008,7/19/2018,1,2018,NRS_IN-10055,2018-19,898500,-48.4,-7.32,10.13,41.37190086,-86.18941505,240.04
2013127,1000653,4/7/2021,NRS18_IN_10008,8/2/2018,2,2018,NRS_IN-10055,2018-19,103840,-48.04,-7.43,11.4,41.37190086,-86.18941505,240.04
2014226,1001813,4/7/2021,NRS18_IN_10009,7/29/2019,1,2019,NRS_IN-10062,2018-19,124000,-40.45,-6.4,10.78,39.9280432,-87.42775738,145.72
2014377,1001965,4/7/2021,NRS18_IN_10009,8/13/2019,2,2019,NRS_IN-10062,2018-19,133740,-41.05,-6.47,10.68,39.9280432,-87.42775738,145.72
2013086,1000612,4/7/2021,NRS18_IN_10010,7/31/2018,1,2018,NRS_IN-10070,2018-19,103640,-42.14,-6.86,12.71,39.7146449,-85.18634092,280.48
2014541,1002129,4/7/2021,NRS18_IN_10012,8/28/2019,1,2019,NRS_IN-10056,2018-19,133720,-36.25,-5.62,8.71,39.70521964,-87.07881596,181.145
2013073,1000599,4/7/2021,NRS18_IN_10013,7/30/2018,1,2018,NRS_IN-10057,2018-19,103660,-41.39,-6.38,9.61,39.6718467,-85.00230457,234.14
2014077,1001664,4/7/2021,NRS18_IN_10014,7/16/2019,1,2019,NRS_IN-10080,2018-19,124020,-44.54,-7.21,13.15,41.68261341,-85.95749296,222.935
2014244,1001831,4/7/2021,NRS18_IN_10015,7/30/2019,1,2019,NRS_IN-10067,2018-19,124900,-39.47,-6.44,12.08,39.2617471,-86.79815932,159.94
2014110,1001697,4/7/2021,NRS18_IN_10017,7/18/2019,1,2019,NRS_IN-10064,2018-19,124120,-47.51,-7.43,11.94,41.70913744,-86.26789626,204.705
2014521,1002109,4/7/2021,NRS18_IN_10019,8/27/2019,1,2019,NRS_IN-10082,2018-19,134220,-38.3,-6.24,11.59,37.92797331,-87.21043043,115.62
2012941,1000467,4/7/2021,NRS18_IN_10021,7/18/2018,1,2018,NRS_IN-10084,2018-19,898460,-48.18,-7.85,14.61,41.26530421,-86.3162501,230.95
2012964,1000490,4/7/2021,NRS18_IN_10025,7/20/2018,1,2018,NRS_IN-10088,2018-19,899020,-48.32,-7.43,11.08,41.07074511,-86.6206737,210.59
2012902,1000427,4/7/2021,NRS18_IN_10026,7/16/2018,1,2018,NRS_IN-10089,2018-19,898560,-49.97,-8.16,15.31,41.55509326,-85.78009263,247.72
2014288,1001875,4/7/2021,NRS18_IN_10027,8/2/2019,1,2019,NRS_IN-10090,2018-19,124060,-37.18,-5.97,10.56,38.57407664,-86.85303476,132.77
2014420,1002008,4/7/2021,NRS18_IN_10028,8/16/2019,1,2019,NRS_IN-10091,2018-19,133580,-32.27,-4.98,7.56,38.76251991,-86.04319287,154.69
2014126,1001713,4/7/2021,NRS18_IN_10030,7/19/2019,1,2019,NRS_IN-10093,2018-19,113140,-45.16,-6.57,7.36,41.62842427,-87.17635418,175.54
2014625,1002214,4/7/2021,NRS18_IN_10032,9/11/2019,1,2019,NRS_IN-10095,2018-19,123960,-36.51,-5.96,11.17,37.89516044,-88.09551216,103.42
2014100,1001687,4/7/2021,NRS18_IN_10033,7/17/2019,1,2019,NRS_IN-10096,2018-19,113160,-48.39,-7.22,9.37,41.74129227,-86.2728023,199.88
2014558,1002146,4/7/2021,NRS18_IN_10036,8/30/2019,1,2019,NRS_IN-10039,2018-19,133680,-44.24,-7.01,11.85,41.04920993,-85.72037088,232.275
2014511,1002099,4/7/2021,NRS18_IN_10040,8/26/2019,1,2019,NRS_IN-10072,2018-19,133660,-33.05,-5.5,10.92,38.0890458,-87.93263453,117.445
2014054,1001641,4/7/2021,NRS18_IN_10046,7/14/2019,1,2019,NRS_IN-10065,2018-19,124140,-39,-6.68,14.41,40.79021606,-85.82738988,197.325
2013384,1000910,4/7/2021,NRS18_IN_10053,8/29/2018,1,2018,NRS_IN-10103,2018-19,898480,-34.73,-5.28,7.48,39.14069284,-86.53345714,212.11
2012922,1000447,4/7/2021,NRS18_IN_10347,7/17/2018,1,2018,NRS_IN-10104,2018-19,898540,-47.9,-7.68,13.52,41.44904384,-86.13924699,246.33
2013377,1000903,4/7/2021,NRS18_IN_10498,8/28/2018,1,2018,NRS_IN-10106,2018-19,898520,-33.41,-5.26,8.63,38.62574514,-86.42670129,188.2
2014505,1002093,4/7/2021,NRS18_IN_10649,8/25/2019,1,2019,NRS_IN-10109,2018-19,134380,-25.52,-3.75,4.45,38.81478276,-85.52807281,198.03
2014550,1002138,4/7/2021,NRS18_IN_10650,8/29/2019,1,2019,NRS_IN-10110,2018-19,123980,-41.45,-6.84,13.24,40.27550001,-86.880289,213.24
2014364,1001952,4/7/2021,NRS18_IN_11097,8/12/2019,1,2019,NRS_IN-10111,2018-19,133640,-42.3,-6.68,11.14,39.8935033,-86.12889282,216.71
2014215,1001802,4/7/2021,NRS18_IN_11547,7/28/2019,1,2019,NRS_IN-10112,2018-19,123940,-40.2,-6.26,9.89,39.30573423,-87.60748238,134.48
2013425,1000952,4/7/2021,NRS18_KS_10001,9/4/2018,1,2018,NRS_KS-10040,2018-19,104660,-23.06,-3.48,4.8,37.7866243,-96.42997002,351.755
2013577,1001105,4/7/2021,NRS18_KS_10001,9/24/2018,2,2018,NRS_KS-10040,2018-19,104600,-26,-4.22,7.77,37.7866243,-96.42997002,351.755
2014597,1002186,4/7/2021,NRS18_KS_10002,9/9/2019,1,2019,NRS_KS-10035,2018-19,885220,-83.54,-11.16,5.73,39.87203961,-95.02724099,251.925
2012820,1000345,4/7/2021,NRS18_KS_10005,7/9/2018,1,2018,NRS_KS-10059,2018-19,895340,-5.19,-0.49,-1.26,37.88164692,-95.67600729,296.04
2013378,1000904,4/7/2021,NRS18_KS_10006,8/28/2018,1,2018,NRS_KS-10066,2018-19,893500,-35.42,-5.18,6.05,39.28796787,-97.41126316,401.685
2014632,1002221,4/7/2021,NRS18_KS_10009,9/17/2019,1,2019,NRS_KS-10039,2018-19,885200,-83.12,-10.86,3.77,39.72624414,-94.91122091,245.14
2014229,1001816,4/7/2021,NRS18_KS_10012,7/29/2019,1,2019,NRS_KS-10093,2018-19,116780,-14.51,-2.49,5.37,37.20970471,-95.54539085,230.445
2014659,1002249,4/7/2021,NRS18_KS_10012,9/16/2019,2,2019,NRS_KS-10093,2018-19,131980,-19.01,-3.85,11.76,37.20970471,-95.54539085,230.445
2013368,1000894,4/7/2021,NRS18_KS_10015,8/27/2018,1,2018,NRS_KS-10196,2018-19,104640,-40.37,-5.57,4.18,39.57629487,-98.51414655,460.21
2014446,1002034,4/7/2021,NRS18_KS_10018,8/19/2019,1,2019,NRS_KS-10199,2018-19,131760,-26.12,-4.31,8.37,37.07185357,-97.50849573,328.28
2014162,1001749,4/7/2021,NRS18_KS_10024,7/23/2019,1,2019,NRS_KS-10205,2018-19,104700,-36.24,-5.42,7.13,39.99441929,-96.57905059,363.6
2014723,1002316,4/7/2021,NRS18_KS_10027,10/7/2019,1,2019,NRS_KS-10208,2018-19,138380,-36.18,-5.2,5.44,39.01991425,-97.62109954,364.41
2014567,1002155,4/7/2021,NRS18_KS_10029,9/3/2019,1,2019,NRS_KS-10210,2018-19,117160,-31.8,-5.59,12.93,39.75447276,-95.69903262,322.96
2014670,1002260,4/7/2021,NRS18_KS_10029,9/17/2019,2,2019,NRS_KS-10210,2018-19,132320,-35.46,-5.93,12.01,39.75447276,-95.69903262,322.96
2012779,1000303,4/7/2021,NRS18_KS_10033,7/2/2018,1,2018,NRS_KS-10214,2018-19,893440,-30.31,-4.67,7.05,39.00669851,-95.29043901,251.98
2013163,1000689,4/7/2021,NRS18_KS_10040,8/6/2018,1,2018,NRS_KS-10221,2018-19,893560,-36.07,-5.65,9.09,39.92202635,-97.28540999,424.99
2014643,1002233,4/7/2021,NRS18_KS_10041,9/18/2019,1,2019,NRS_KS-10222,2018-19,885160,-81.53,-10.79,4.79,39.20750693,-94.81716042,223.89
2012526,1000039,4/7/2021,NRS18_KS_10043,6/5/2018,1,2018,NRS_KS-10224,2018-19,885440,-17.03,-3.13,7.99,37.85601511,-97.14034423,395.15
2014106,1001693,4/7/2021,NRS18_KS_10045,7/17/2019,1,2019,NRS_KS-10226,2018-19,893480,-34.86,-5.81,11.59,39.32949678,-95.35688326,313.7
2014595,1002184,4/7/2021,NRS18_KS_10049,9/9/2019,1,2019,NRS_KS-10046,2018-19,132420,-34.61,-5.81,11.87,39.25252179,-96.32659742,301.21
2011534,2011534,4/7/2021,NRS18_KS_10050,10/8/2019,1,2019,NRS_KS-10050,2018-19,132080,-42.91,-6.11,5.98,39.49522569,-97.23190219,371.305
2014644,1002234,4/7/2021,NRS18_KS_10051,9/19/2019,1,2019,NRS_KS-10051,2018-19,137300,-29.91,-4.82,8.61,39.06027253,-94.84194972,228.22
2014736,1002329,4/7/2021,NRS18_KS_10051,10/3/2019,2,2019,NRS_KS-10051,2018-19,885140,-31.44,-4.74,6.47,39.06027253,-94.84194972,228.22
2012513,1000002,4/7/2021,NRS18_KS_10086,5/14/2018,1,2018,NRS_KS-10235,2018-19,885320,-63.66,-8.2,1.94,39.89576845,-101.7077863,958.68
2013312,1000838,4/7/2021,NRS18_KS_10087,8/20/2018,1,2018,NRS_KS-10236,2018-19,104620,-39.71,-5.82,6.87,38.46440464,-97.88634393,461.77
2013002,1000528,4/7/2021,NRS18_KS_10091,7/23/2018,1,2018,NRS_KS-10240,2018-19,885480,-28.88,-4.5,7.12,37.6917153,-97.77541382,412.75
2014724,1002317,4/7/2021,NRS18_KS_10097,10/1/2019,1,2019,NRS_KS-10246,2018-19,138340,-19.26,-4.29,15.03,37.76116475,-94.9562043,262.53
2012512,1000001,4/7/2021,NRS18_KS_10098,5/7/2018,1,2018,NRS_KS-10247,2018-19,885520,-41.36,-5.07,-0.77,38.15745139,-100.1897315,732.32
2014243,1001830,4/7/2021,NRS18_KS_10099,7/30/2019,1,2019,NRS_KS-10248,2018-19,117580,-28.73,-4.61,8.18,37.82311746,-97.0303315,378.43
2012520,1000033,4/7/2021,NRS18_KS_10100,6/4/2018,1,2018,NRS_KS-10249,2018-19,885400,-35.79,-5.95,11.78,37.64636548,-98.19185293,483.8
2014712,1002303,4/7/2021,NRS18_KS_10101,9/25/2019,1,2019,NRS_KS-10250,2018-19,137080,-28.32,-4.83,10.34,38.05708438,-95.63541799,293.82
2012515,1000027,4/7/2021,NRS18_KS_10103,5/29/2018,1,2018,NRS_KS-10252,2018-19,885280,-33.53,-5.08,7.12,38.65767114,-97.17331128,388.68
2014695,1002285,4/7/2021,NRS18_KS_10106,9/23/2019,1,2019,NRS_KS-10255,2018-19,138360,-35.84,-4.82,2.68,39.65317317,-98.88144118,478.79
2014633,1002222,4/7/2021,NRS18_KS_10113,9/11/2019,1,2019,NRS_KS-10262,2018-19,132520,-25.13,-4.34,9.58,38.61995291,-95.27727329,263.29
2013997,1001583,4/7/2021,NRS18_KS_10115,7/8/2019,1,2019,NRS_KS-10264,2018-19,117560,-35.81,-5.91,11.48,38.91041431,-96.45214179,375.4
2014161,1001748,4/7/2021,NRS18_KS_10120,7/22/2019,1,2019,NRS_KS-10269,2018-19,116700,-36.77,-6.12,12.2,39.92164243,-96.71631982,358.08
2014063,1001650,4/7/2021,NRS18_KS_10122,7/15/2019,1,2019,NRS_KS-10271,2018-19,117520,-49.8,-7.08,6.88,39.11269578,-99.84059319,672.7
2012640,1000164,4/7/2021,NRS18_KS_10123,6/18/2018,1,2018,NRS_KS-10272,2018-19,885360,-30.47,-4.36,4.38,38.24345282,-97.43661106,450.38
2012912,1000437,4/7/2021,NRS18_KS_10125,7/16/2018,1,2018,NRS_KS-10274,2018-19,893520,-17.63,-2.54,2.73,39.47351275,-95.60137918,285.7
2012560,1000079,4/7/2021,NRS18_KS_10126,6/11/2018,1,2018,NRS_KS-10275,2018-19,884740,-17.49,-2.62,3.47,37.08725381,-99.25331095,550.77
2013518,1001046,4/7/2021,NRS18_KS_10137,9/17/2018,1,2018,NRS_KS-10286,2018-19,104680,-28.71,-4.65,8.5,39.24811923,-94.91314785,241.63
2013186,1000712,4/7/2021,NRS18_KS_10140,8/7/2018,1,2018,NRS_KS-10288,2018-19,893460,-40.32,-6.23,9.51,39.75493131,-97.55600515,443.16
2014510,1002098,4/7/2021,NRS18_KS_10141,8/26/2019,1,2019,NRS_KS-10289,2018-19,132600,-22.23,-4.19,11.25,37.02237885,-94.6211974,269.01
2013967,1001553,4/7/2021,NRS18_KS_10142,7/1/2019,1,2019,NRS_KS-10290,2018-19,116660,-23.7,-2.85,-0.89,37.05079383,-98.71547714,450.96
2013996,1001582,4/7/2021,NRS18_KS_10145,7/9/2019,1,2019,NRS_KS-10293,2018-19,116760,-28.96,-4.64,8.14,38.51416207,-95.96179912,326.59
2012634,1000158,4/7/2021,NRS18_KS_RF001,6/19/2018,1,2018,NRS_KS-10324,2018-19,885060,-19.93,-3.34,6.77,39.08456,-95.28932,259.61
2012742,1000266,4/7/2021,NRS18_KS_RF003,6/27/2018,1,2018,NRS_KS-10325,2018-19,884640,-28.64,-3.81,1.86,38.43622,-96.5485,363.49
2012647,1000171,4/7/2021,NRS18_KY_10001,6/19/2018,1,2018,NRS_KY-10037,2018-19,898420,-31.53,-5.38,11.49,38.62014264,-85.41853707,137.045
2012795,1000319,4/7/2021,NRS18_KY_10001,7/5/2018,2,2018,NRS_KY-10037,2018-19,898040,-37.27,-5.88,9.8,38.62014264,-85.41853707,137.045
2013696,1001273,4/7/2021,NRS18_KY_10002,6/4/2019,1,2019,NRS_KY-10028,2018-19,102460,-27.2,-5.02,12.93,37.78139705,-88.03819225,98.76
2014196,1001783,4/7/2021,NRS18_KY_10002,7/25/2019,2,2019,NRS_KY-10028,2018-19,115040,-30.57,-5.26,11.51,37.78139705,-88.03819225,98.76
2013808,1001391,4/7/2021,NRS18_KY_10003,6/17/2019,1,2019,NRS_KY-10040,2018-19,102480,-41.46,-7.05,14.91,37.20463231,-83.52786634,334.655
2013819,1001402,4/7/2021,NRS18_KY_10004,6/18/2019,1,2019,NRS_KY-10050,2018-19,115060,-40.29,-6.55,12.1,36.93503474,-85.77766442,217.825
2013886,1001470,4/7/2021,NRS18_KY_10005,6/25/2019,1,2019,NRS_KY-10056,2018-19,115700,-42.87,-6.8,11.54,37.29617561,-83.06281405,329.265
2012517,1000029,4/7/2021,NRS18_KY_10006,5/31/2018,1,2018,NRS_KY-10059,2018-19,889580,-37.53,-6.16,11.76,38.60544808,-83.95593345,206.64
2014091,1001678,4/7/2021,NRS18_KY_10007,7/16/2019,1,2019,NRS_KY-10029,2018-19,115640,-37.76,-6.25,12.27,37.62116492,-83.49985783,207.55
2012659,1000183,4/7/2021,NRS18_KY_10008,6/20/2018,1,2018,NRS_KY-10031,2018-19,890980,-45.9,-7.2,11.72,37.98149999,-86.03398954,115.82
2014484,1002072,4/7/2021,NRS18_KY_10009,8/21/2019,1,2019,NRS_KY-10032,2018-19,130500,-36.24,-6.11,12.67,37.47039561,-88.09642214,98.76
2013941,1001526,4/7/2021,NRS18_KY_10010,6/27/2019,1,2019,NRS_KY-10036,2018-19,114240,-41.37,-6.77,12.78,37.97942909,-82.67112507,169.43
2014090,1001677,4/7/2021,NRS18_KY_10011,7/16/2019,1,2019,NRS_KY-10075,2018-19,128940,-33.24,-6.1,15.58,37.04281754,-84.04662422,330.255
2014322,1001910,4/7/2021,NRS18_KY_10011,8/6/2019,2,2019,NRS_KY-10075,2018-19,130540,-28.93,-4.93,10.5,37.04281754,-84.04662422,330.255
2013685,1001262,4/7/2021,NRS18_KY_10012,6/3/2019,1,2019,NRS_KY-10079,2018-19,117720,-32.33,-5.59,12.4,37.33668782,-87.13760526,114.28
2014173,1001760,4/7/2021,NRS18_KY_10012,7/24/2019,2,2019,NRS_KY-10079,2018-19,130480,-26.59,-5.02,13.57,37.33668782,-87.13760526,114.28
2013939,1001524,4/7/2021,NRS18_KY_10013,6/27/2019,1,2019,NRS_KY-10090,2018-19,115660,-40.64,-6.74,13.25,36.68125605,-84.70197529,284.88
2014066,1001653,4/7/2021,NRS18_KY_10015,7/15/2019,1,2019,NRS_KY-10076,2018-19,128920,-39.01,-6.53,13.22,37.56410309,-82.45177334,222.605
2013838,1001421,4/7/2021,NRS18_KY_10016,6/19/2019,1,2019,NRS_KY-10077,2018-19,890820,-32.78,-5.73,13.05,37.25658727,-87.59639111,118.91
2014198,1001785,4/7/2021,NRS18_KY_10018,7/25/2019,1,2019,NRS_KY-10087,2018-19,117700,-38.2,-6.45,13.43,37.77319971,-82.32323926,187.07
2012756,1000280,4/7/2021,NRS18_KY_10019,6/28/2018,1,2018,NRS_KY-10080,2018-19,891900,-43.39,-7.25,14.61,38.68588114,-85.17831438,128.02
2012796,1000320,4/7/2021,NRS18_KY_10020,7/5/2018,1,2018,NRS_KY-10081,2018-19,891920,-40.35,-6.69,13.18,38.12341169,-83.55382563,201.17
2013719,1001301,4/7/2021,NRS18_KY_10023,6/6/2019,1,2019,NRS_KY-10101,2018-19,115800,-33.13,-5.9,14.03,37.84253664,-86.74629606,140.49
2014001,1001587,4/7/2021,NRS18_KY_10024,7/9/2019,1,2019,NRS_KY-10102,2018-19,114960,-31.92,-5.42,11.43,36.81932558,-88.51525843,109.42
2014589,1002178,4/7/2021,NRS18_KY_10025,9/5/2019,1,2019,NRS_KY-10103,2018-19,129020,-33.86,-6.45,17.77,36.68763019,-86.79188602,165.43
2013033,1000559,4/7/2021,NRS18_KY_10026,7/25/2018,1,2018,NRS_KY-10104,2018-19,898400,-39.19,-6.02,8.97,39.03353098,-84.50062278,140.03
2013709,1001291,4/7/2021,NRS18_KY_10027,6/5/2019,1,2019,NRS_KY-10105,2018-19,115020,-31.5,-5.59,13.25,37.47280752,-88.07670869,98.76
2013725,1001307,4/7/2021,NRS18_KY_10029,6/5/2019,1,2019,NRS_KY-10107,2018-19,115600,-43.75,-6.97,11.98,37.80267049,-82.79124437,183.18
2014555,1002143,4/7/2021,NRS18_KY_10030,8/29/2019,1,2019,NRS_KY-10108,2018-19,117680,-26.11,-4.67,11.22,36.98150298,-88.53262658,93.88
2014473,1002061,4/7/2021,NRS18_KY_10031,8/20/2019,1,2019,NRS_KY-10109,2018-19,115680,-34.19,-5.43,9.24,37.04883137,-89.17516353,89.55
2013488,1001016,4/7/2021,NRS18_KY_10032,9/12/2018,1,2018,NRS_KY-10110,2018-19,102680,-28.69,-4.93,10.74,37.1848127,-88.23837008,92.05
2013487,1001015,4/7/2021,NRS18_KY_10033,9/11/2018,1,2018,NRS_KY-10111,2018-19,102280,-28.95,-5.15,12.28,37.22937814,-86.77924889,116.43
2014043,1001630,4/7/2021,NRS18_KY_10039,7/10/2019,1,2019,NRS_KY-10095,2018-19,115620,-31.24,-5.6,13.54,36.51106716,-88.67582415,119.92
2014172,1001759,4/7/2021,NRS18_KY_10041,7/23/2019,1,2019,NRS_KY-10088,2018-19,129000,-32.89,-5.8,13.5,37.47148847,-87.11364779,111.86
2014042,1001629,4/7/2021,NRS18_KY_10048,7/11/2019,1,2019,NRS_KY-10113,2018-19,114980,-24.13,-4.62,12.87,36.68296263,-88.70134294,131.67
2013921,1001506,4/7/2021,NRS18_KY_10197,6/26/2019,1,2019,NRS_KY-10114,2018-19,115720,-41.15,-6.97,14.63,37.373546,-83.39008857,268.96
2014552,1002140,4/7/2021,NRS18_KY_10952,8/28/2019,1,2019,NRS_KY-10120,2018-19,113280,-37.3,-5.95,10.27,36.92827476,-89.06258213,89.51
2012559,1000078,4/7/2021,NRS18_LA_10001,6/10/2018,1,2018,NRS_LA-10091,2018-19,899120,1.45,-0.73,7.29,29.89733465,-90.68333669,0.3
2012693,1000217,4/7/2021,NRS18_LA_10001,6/24/2018,2,2018,NRS_LA-10091,2018-19,896280,-14.87,-2.34,3.81,29.89733465,-90.68333669,0.3
2012545,1000059,4/7/2021,NRS18_LA_10002,6/6/2018,1,2018,NRS_LA-10079,2018-19,899260,-16.16,-3.14,9,32.97480167,-92.07643948,19.34
2012706,1000230,4/7/2021,NRS18_LA_10002,6/25/2018,2,2018,NRS_LA-10079,2018-19,899880,-31.34,-4.32,3.24,32.97480167,-92.07643948,19.34
2012625,1000149,4/7/2021,NRS18_LA_10003,6/18/2018,1,2018,NRS_LA-10124,2018-19,899360,-21.42,-3.96,10.26,29.90427143,-92.11600351,0.595
2012690,1000214,4/7/2021,NRS18_LA_10004,6/21/2018,1,2018,NRS_LA-10126,2018-19,899080,-22.35,-4.46,13.32,31.3639856,-93.19880574,84.505
2012612,1000136,4/7/2021,NRS18_LA_10005,6/17/2018,1,2018,NRS_LA-10133,2018-19,899060,-2.2,-0.95,5.4,30.60083049,-91.87677286,5.23
2012691,1000215,4/7/2021,NRS18_LA_10006,6/20/2018,1,2018,NRS_LA-10081,2018-19,899980,-11.02,-2.01,5.07,31.62650101,-92.90920881,28.64
2012641,1000165,4/7/2021,NRS18_LA_10007,6/19/2018,1,2018,NRS_LA-10085,2018-19,899960,-13.44,-2.65,7.76,31.55118944,-91.80544935,12.015
2012877,1000402,4/7/2021,NRS18_LA_10008,7/12/2018,1,2018,NRS_LA-10086,2018-19,101120,-14.8,-2.43,4.63,32.06617561,-93.41412514,36.05
2012551,1000066,4/7/2021,NRS18_LA_10010,6/6/2018,1,2018,NRS_LA-10192,2018-19,896880,-46.26,-7.17,11.07,32.2700996,-90.96073809,20.13
2012705,1000229,4/7/2021,NRS18_LA_10010,6/25/2018,2,2018,NRS_LA-10192,2018-19,899860,-42.58,-6.34,8.1,32.2700996,-90.96073809,20.13
2012681,1000205,4/7/2021,NRS18_LA_10011,6/21/2018,1,2018,NRS_LA-10199,2018-19,899300,-12,-2.45,7.63,31.77988161,-93.58421432,68.25
2012564,1000084,4/7/2021,NRS18_LA_10012,6/11/2018,1,2018,NRS_LA-10200,2018-19,899140,-19.98,-4.17,13.34,30.79480103,-91.20538568,34.94
2012555,1000071,4/7/2021,NRS18_LA_10013,6/10/2018,1,2018,NRS_LA-10191,2018-19,899380,-1.97,-1.03,6.23,30.57775319,-91.52159023,5.01
2012699,1000223,4/7/2021,NRS18_LA_10013,6/24/2018,2,2018,NRS_LA-10191,2018-19,896320,-3.39,-0.81,3.1,30.57775319,-91.52159023,5.01
2012573,1000093,4/7/2021,NRS18_LA_10014,6/12/2018,1,2018,NRS_LA-10195,2018-19,896200,-21.67,-3.44,5.89,29.67974853,-91.28559159,0.65
2012613,1000137,4/7/2021,NRS18_LA_10015,6/17/2018,1,2018,NRS_LA-10196,2018-19,899200,-35.06,-5.93,12.39,29.7636146,-91.44423666,0.87
2012592,1000114,4/7/2021,NRS18_LA_10016,6/13/2018,1,2018,NRS_LA-10193,2018-19,899100,-41.93,-6.84,12.77,30.12132299,-90.91754477,3.58
2012611,1000135,4/7/2021,NRS18_LA_10018,6/14/2018,1,2018,NRS_LA-10204,2018-19,899160,-16.38,-3.51,11.67,30.62030803,-89.85630536,14.61
2012683,1000207,4/7/2021,NRS18_LA_10019,6/22/2018,1,2018,NRS_LA-10205,2018-19,899240,-17.86,-3.4,9.33,31.56212128,-93.50122363,63.6
2012610,1000134,4/7/2021,NRS18_LA_10020,6/14/2018,1,2018,NRS_LA-10206,2018-19,899280,-4.61,-1.83,10,30.39397685,-93.6423649,10.68
2012554,1000070,4/7/2021,NRS18_LA_10021,6/8/2018,1,2018,NRS_LA-10207,2018-19,899320,-10.71,-2.33,7.94,32.61632059,-93.83192406,45.5
2012577,1000097,4/7/2021,NRS18_LA_10022,6/12/2018,1,2018,NRS_LA-10208,2018-19,899220,-41.45,-6.54,10.83,29.92997683,-91.46407665,0.1
2012680,1000204,4/7/2021,NRS18_LA_10181,6/19/2018,1,2018,NRS_LA-10209,2018-19,899340,18.14,2.93,-5.29,30.0508823,-92.43202412,0.34
2012636,1000160,4/7/2021,NRS18_LA_10481,6/18/2018,1,2018,NRS_LA-10210,2018-19,896820,-41.96,-6.97,13.82,31.49177978,-91.51728864,11.95
2013973,1001559,4/7/2021,NRS18_MA_10001,7/4/2019,1,2019,NRS_MA-10051,2018-19,126880,-48.43,-7.05,8.01,42.63170739,-72.12900217,249.3
2014133,1001720,4/7/2021,NRS18_MA_10001,7/21/2019,2,2019,NRS_MA-10051,2018-19,133040,-47.1,-6.99,8.81,42.63170739,-72.12900217,249.3
2014475,1002063,4/7/2021,NRS18_MA_10002,8/21/2019,1,2019,NRS_MA-10049,2018-19,136300,-39.86,-6.05,8.58,41.96178825,-70.91978517,6.64
2014691,1002281,4/7/2021,NRS18_MA_10002,9/20/2019,2,2019,NRS_MA-10049,2018-19,137180,-37.72,-5.61,7.12,41.96178825,-70.91978517,6.64
2012783,1000307,4/7/2021,NRS18_MA_10003,7/2/2018,1,2018,NRS_MA-10062,2018-19,890180,-57.26,-9.05,15.15,42.70916764,-72.45896964,94.1
2014455,1002043,4/7/2021,NRS18_MA_10004,8/20/2019,1,2019,NRS_MA-10052,2018-19,135060,-66.24,-9.75,11.72,42.57836331,-72.56957473,33.74
2013319,1000845,4/7/2021,NRS18_MA_10005,8/21/2018,1,2018,NRS_MA-10073,2018-19,109500,-42.5,-6.44,9.01,42.68029518,-71.14519819,7.065
2013451,1000979,4/7/2021,NRS18_MA_10005,9/9/2018,2,2018,NRS_MA-10073,2018-19,108040,-42.32,-6.14,6.78,42.68029518,-71.14519819,7.065
2013063,1000589,4/7/2021,NRS18_MA_10006,7/29/2018,1,2018,NRS_MA-10078,2018-19,104400,-59.89,-8.75,10.11,42.65447753,-72.46514205,53.8
2013320,1000846,4/7/2021,NRS18_MA_10006,8/20/2018,2,2018,NRS_MA-10078,2018-19,109300,-57.36,-8.58,11.3,42.65447753,-72.46514205,53.8
2013024,1000550,4/7/2021,NRS18_MA_10007,7/25/2018,1,2018,NRS_MA-10086,2018-19,105080,-44.92,-7.24,13.02,42.14235046,-70.89254964,34.835
2013389,1000915,4/7/2021,NRS18_MA_10008,8/29/2018,1,2018,NRS_MA-10076,2018-19,109380,-43.53,-6.61,9.33,42.03198917,-71.60830093,61.75
2013370,1000896,4/7/2021,NRS18_MA_10009,8/27/2018,1,2018,NRS_MA-10081,2018-19,894800,-38.45,-5.19,3.08,42.17895912,-72.36887881,86.24
2014432,1002020,4/7/2021,NRS18_MA_10010,8/18/2019,1,2019,NRS_MA-10079,2018-19,135120,-63.89,-9.05,8.53,42.35176384,-72.62633488,32.18
