UID,SITE_ID,VISIT_NO,SAMPLE_ID,DATE_COL,LAT_DD83,LON_DD83,STRAH_ORD,Chem_Lab_ID,H2O_dD,H2O_d18O,d-excess
10622,NES9-0921,1,716400,7/9/2013,42.8028,-100.5568,2,,-78.97,-10.75,7
11451,NES9-0921,2,722180,8/14/2013,42.8028,-100.5568,2,,-77.93,-10.66,7.32
10162,NES9-0923,1,710860,6/4/2013,41.41566,-98.08897,4,,-59.63,-8.54,8.67
11110,NES9-0925,1,722320,7/31/2013,41.50319,-96.34988,3,,-51.28,-7.58,9.37
11288,NES9-0926,1,722160,8/7/2013,42.58964,-97.87222,4,,-63.81,-8.95,7.83
10653,NES9-0927,1,710980,7/10/2013,42.89817,-100.4854,4,,-79.73,-10.42,3.6
10531,NES9-0928,1,716340,7/1/2013,41.39956,-97.15694,3,,-41.2,-4.37,-6.22
10163,NES9-0930,1,710880,6/3/2013,41.67311,-97.67665,4,,-46.07,-1.69,-32.52
10621,NES9-0932,1,716360,7/8/2013,42.79716,-100.0455,3,,-81.3,-10.87,5.64
10153,NES9-0934,1,710900,6/5/2013,40.90226,-96.60626,1,,-47.12,-6.91,8.15
10543,NES9-0934,2,716420,7/2/2013,40.90226,-96.60626,1,,-46.77,-6.84,7.98
10227,NESS-1132,1,707480,6/12/2013,40.69049,-99.86962,0,,-76.87,-9.1,-4.11
11949,NHLS-1044,1,706680,9/4/2013,43.83947,-71.89917,4,1310756,-58.98,-9.02,13.15
12061,NHLS-1045,1,729740,9/11/2013,43.69267,-72.27664,3,1310805,-55.38,-8.34,11.31
11041,NHR9-0902,1,706480,7/25/2013,43.06807,-72.4487,6,1310403,-59.24,-8.99,12.69
11797,NHR9-0902,2,729720,8/27/2013,43.06807,-72.4487,6,1310697,-61.8,-9.13,11.27
10295,NHR9-0903,1,706600,6/19/2013,43.86581,-72.17822,5,1310093,-69.77,-10.21,11.91
11274,NHR9-0904,1,706580,8/7/2013,43.19317,-71.52351,7,1310544,-51.48,-7.38,7.59
10852,NHR9-0905,1,706500,7/18/2013,43.35118,-72.39344,6,1310325,-63.98,-9.52,12.2
12348,NHRF-0003,1,729700,9/25/2013,44.1627953,-71.09431817,NA,1310902,-55.47,-8.67,13.89
11097,NHRM-1003,1,706520,7/30/2013,43.62451,-72.33184,6,1310452,-63.25,-9.54,13.1
11240,NHRO-1031,1,706560,8/6/2013,42.95269,-71.94206,5,1310519,-50.97,-7.48,8.85
10790,NHRO-1033,1,706460,7/16/2013,43.25604,-71.6225,6,1310288,-54.28,-8.15,10.89
10485,NHS9-0912,1,715280,6/27/2013,43.14515,-71.18604,2,1310175,-48.4,-7.2,9.17
11163,NHS9-0912,2,715200,8/1/2013,43.14515,-71.18604,2,1310470,-42.84,-6.06,5.63
11560,NHSS-1067,1,715220,8/20/2013,42.75674,-72.46335,1,1310652,-55.75,-8.63,13.28
11494,NHSS-1068,1,715260,8/15/2013,43.68735,-71.61899,2,1310619,-52.16,-7.91,11.14
10703,NHSS-1070,1,715240,7/11/2013,43.83178,-71.005,1,1310262,-62.36,-9.65,14.81
10757,NJLS-1041,1,720680,7/15/2013,39.87754,-75.13151,4,1310264,-38.22,-6.13,10.85
10727,NJLS-1042,1,720720,7/14/2013,39.83842155,-75.3539336,3,1310265,-43.06,-6.9,12.15
10160,NJLS-1043,1,706000,6/5/2013,40.91547,-74.08986,4,1310028,-41.88,-6.69,11.63
10178,NJR9-0901,1,706300,6/6/2013,41.27242,-74.84022,6,1310036,-55.78,-8.69,13.77
10581,NJR9-0901,2,706040,7/8/2013,41.27242,-74.84022,6,1310201,-51.77,-8.15,13.42
10221,NJR9-0902,1,708240,6/12/2013,40.5089,-74.46615,6,1310057,-48.33,-7.44,11.19
10699,NJR9-0902,2,709980,7/11/2013,40.5089,-74.46615,6,1310257,-41.25,-6.72,12.54
10648,NJRM-1001,1,707180,7/10/2013,40.84438,-73.95545,7,1310221,-55.24,-8.43,12.17
10148,NJRO-1019,1,707200,6/4/2013,40.75796,-74.16351,6,1310026,-38.95,-6.27,11.24
10188,NJRO-1020,1,706280,6/9/2013,40.90745,-74.30466,5,1310038,-49.61,-7.66,11.69
10138,NJS9-0908,1,707220,6/2/2013,41.04212,-74.0473,2,1310019,-43.97,-7.58,16.68
10615,NJS9-0908,2,706260,7/9/2013,41.04212,-74.0473,2,1310227,-43.66,-7.09,13.03
10195,NJS9-0909,1,707160,6/11/2013,41.11046,-74.84292,3,1310049,-42.72,-6.65,10.48
10563,NJS9-0909,2,706020,7/7/2013,41.11046,-74.84292,3,1310202,-41.12,-6.37,9.82
11315,NJSS-1077,1,714180,8/8/2013,40.70016,-74.78779,1,1310551,-43.17,-7.32,15.4
10973,NJSS-1078,1,722220,7/25/2013,40.82636,-74.59106,1,1310388,-44.12,-7.34,14.63
10690,NJSS-1081,1,713360,7/11/2013,40.44914,-74.91378,1,1310239,-43.6,-7.34,15.13
10186,NJSS-1082,1,707240,6/7/2013,41.0507,-74.38407,1,1310033,-41.98,-6.9,13.23
12010,NJSS-1085,1,721940,9/10/2013,40.81218,-74.60707,2,1310772,-45.25,-7.43,14.17
10719,NJSS-1087,1,719420,7/12/2013,40.04303,-74.60168,1,1310253,-34.11,-5.77,12.06
10492,NVLS-1046,1,707960,6/27/2013,41.55244,-116.196,3,1310169,-117.1,-14.62,-0.18
10560,NVLS-1048,1,718400,7/2/2013,40.19137,-117.2531,3,1310197,-119.72,-15.21,1.97
11323,NVLS-1067,1,722580,8/6/2013,41.88354,-115.4309,3,1310560,-122.98,-16.36,7.88
10784,NVR9-0905,1,718500,7/16/2013,40.8147,-115.8061,7,1310291,-124.91,-14.63,-7.88
10650,NVR9-0910,1,718540,7/10/2013,39.08216,-119.7573,3,1310228,-98.22,-12.16,-0.93
11138,NVR9-0910,2,722500,8/1/2013,39.08216,-119.7573,3,1310473,-97.47,-12.06,-1.01
10327,NVR9-0920,1,707880,6/20/2013,41.88666,-114.6866,6,1310104,-123.95,-15.7,1.64
10992,NVR9-0920,2,718180,7/25/2013,41.88666,-114.6866,6,1310408,-125.03,-15.57,-0.44
10205,NVRM-1001,1,707980,6/10/2013,36.73991,-114.206,7,1310042,-86.98,-11.2,2.63
10856,NVRM-1006,1,718520,7/18/2013,40.70241,-116.5235,7,1310331,-111.66,-12.64,-10.51
11196,NVRM-1007,1,722480,8/2/2013,38.43849,-119.0592,5,1310503,-96.4,-11.63,-3.38
10561,NVRO-1020,1,718440,7/3/2013,39.19519,-117.3465,5,1310196,-117.9,-14.88,1.16
10811,NVRO-1024,1,718560,7/17/2013,40.57471,-116.4405,7,1310304,-112.07,-12.62,-11.09
10649,NVRO-1027,1,718420,7/8/2013,41.52683,-117.4287,5,1310229,-121.81,-15.13,-0.77
10326,NVS9-0921,1,707860,6/18/2013,40.7413,-115.5544,2,1310105,-121.45,-16.07,7.13
10991,NVS9-0921,2,705720,7/23/2013,40.7413,-115.5544,2,1310409,-120.58,-15.82,5.98
10440,NVS9-0926,1,707840,6/26/2013,41.8773,-115.6285,4,1310154,-124.19,-16.45,7.39
10993,NVS9-0926,2,718480,7/24/2013,41.8773,-115.6285,4,1310410,-120.63,-15.49,3.27
10417,NVSS-1104,1,707820,6/25/2013,41.95777,-115.8638,1,1310125,-126.01,-16.55,6.37
12357,NYLS-1115,1,736100,9/26/2013,41.29257,-74.47551,4,1310913,-44.86,-7.08,11.78
12115,NYLS-1117,1,728400,9/13/2013,42.61359,-74.08873,3,1310813,-47.48,-6.96,8.21
11543,NYLS-1118,1,728420,8/20/2013,42.97868,-77.5953,4,1310648,-62.37,-8.83,8.25
11072,NYLS-1119,1,721120,7/30/2013,44.87431,-74.14309,3,1310447,-79.63,-11.55,12.81
12022,NYLS-1120,1,729560,9/10/2013,42.97827,-74.82221,3,1310785,-47.93,-7.64,13.22
11363,NYLS-1121,1,721820,8/11/2013,42.79641,-75.86431,3,1310580,-66.52,-9.98,13.33
11185,NYLS-1122,1,721860,8/4/2013,42.54145,-76.30084,4,1310499,-65.41,-9.84,13.3
10838,NYLS-1123,1,721100,7/18/2013,44.50581,-75.04351,3,1310320,-69.02,-9.65,8.22
10889,NYLS-1124,1,715360,7/22/2013,43.66568,-75.29471,3,1310347,-63.78,-9.18,9.65
10655,NYLS-1125,1,713020,7/10/2013,42.19853,-77.4111,4,1310243,-63.2,-9.49,12.69
11977,NYR9-0901,1,714600,9/5/2013,42.42297,-75.63217,5,1310762,-52.29,-8.05,12.1
12205,NYR9-0901,2,729120,9/19/2013,42.42297,-75.63217,5,1310856,-58.22,-8.77,11.96
11919,NYR9-0902,1,714460,9/3/2013,42.14603,-77.05409,5,1310742,-55.21,-8.12,9.78
12148,NYR9-0902,2,728480,9/17/2013,42.14603,-77.05409,5,1310847,-54.03,-8.14,11.1
11997,NYR9-0903,1,714580,9/9/2013,42.82852,-73.98933,6,1310775,-58.58,-8.78,11.65
12116,NYR9-0904,1,728460,9/15/2013,42.16144,-75.85678,6,1310823,-51.8,-8.02,12.36
10935,NYR9-0906,1,714860,7/24/2013,44.25928,-75.76743,5,1310375,-59.45,-8.29,6.91
11951,NYR9-0908,1,715820,9/5/2013,42.08065,-78.42363,5,1310763,-58.94,-8.81,11.51
11927,NYR9-0909,1,715780,9/4/2013,42.06591,-78.46922,6,1310747,-58.69,-8.75,11.33
11382,NYR9-0910,1,714880,8/12/2013,43.13767,-76.29551,6,1310582,-54.08,-7.35,4.7
12000,NYR9-0911,1,715900,9/9/2013,42.02896,-76.39831,6,1310774,-51.76,-8.08,12.85
12029,NYR9-0912,1,729060,9/11/2013,42.93558,-74.19445,6,1310798,-56.81,-8.61,12.06
12135,NYR9-0913,1,728540,9/16/2013,42.34775,-75.69644,5,1310833,-55.19,-8.32,11.34
11567,NYR9-0915,1,714940,8/21/2013,42.85984,-77.84331,6,1310734,-61.12,-8.85,9.71
12184,NYRM-1001,1,728500,9/18/2013,42.01278,-75.77946,5,1310848,-53.68,-8.4,13.49
12078,NYRM-1003,1,728520,9/12/2013,42.54433,-74.95158,5,1310815,-57.2,-8.51,10.89
11982,NYRM-1005,1,715920,9/8/2013,42.08366,-76.29192,6,1310767,-51.29,-7.86,11.61
12273,NYRM-1007,1,729140,9/24/2013,42.28799,-75.48149,5,1310895,-56.95,-8.87,13.98
10766,NYRO-1049,1,714800,7/16/2013,44.91335,-74.93946,5,1310300,-64.31,-9.29,10
11939,NYRO-1050,1,714620,9/4/2013,42.31674,-75.94378,5,1310752,-54.59,-8.35,12.22
10910,NYRO-1051,1,714840,7/23/2013,43.80096,-75.46669,6,1310370,-63.53,-9.26,10.55
10726,NYRO-1052,1,712160,7/14/2013,44.62279,-75.22698,5,1310266,-64.94,-9.42,10.41
12030,NYRO-1053,1,715800,9/11/2013,42.56912,-79.13579,5,1310803,-63.76,-9.55,12.6
12221,NYRO-1054,1,729100,9/20/2013,42.10099,-75.91594,6,1310863,-55.66,-8.51,12.44
11983,NYRO-1055,1,729080,9/8/2013,42.94959,-74.3836,6,1310769,-57.86,-8.66,11.42
10845,NYRO-1056,1,714820,7/17/2013,44.84435,-75.08576,5,1310311,-64.57,-9.18,8.91
11509,NYRO-1057,1,714920,8/18/2013,42.76741,-77.83879,6,1310626,-60.71,-8.91,10.61
11444,NYRO-1058,1,714900,8/14/2013,43.16468,-76.25831,6,1310610,-55.75,-7.76,6.29
11223,NYS9-0923,1,721640,8/6/2013,42.93689,-76.61918,1,1310538,-65.18,-9.8,13.24
11709,NYS9-0923,2,728340,8/25/2013,42.93689,-76.61918,1,1310685,-66.69,-9.84,12.02
11203,NYS9-0924,1,721840,8/5/2013,43.00711,-76.68105,2,1310506,-56.27,-8.53,11.95
11712,NYS9-0924,2,729460,8/26/2013,43.00711,-76.68105,2,1310687,-54.59,-8,9.42
11033,NYS9-0925,1,715400,7/28/2013,44.8645,-74.128,3,1310422,-80.98,-11.79,13.37
11123,NYS9-0926,1,721700,7/31/2013,43.53158,-74.55173,1,1310463,-63.79,-9.58,12.86
11643,NYS9-0927,1,729580,8/22/2013,42.67849,-77.70648,2,1310665,-65.44,-9.49,10.47
12305,NYS9-0929,1,736060,9/25/2013,41.59626,-74.36753,2,1310900,-46.26,-7.56,14.25
11975,NYS9-0930,1,730300,9/6/2013,42.11547,-79.26637,3,1310758,-53.67,-7.43,5.77
11402,NYS9-0931,1,721880,8/13/2013,42.90824,-75.4783,1,1310602,-59.47,-8.97,12.27
11261,NYS9-0932,1,721660,8/7/2013,43.01567,-76.85464,1,1310556,-65.25,-9.72,12.51
12021,NYS9-0933,1,724260,9/10/2013,42.23492,-78.77276,2,1310792,-61.59,-9.55,14.83
11309,NYS9-0934,1,721900,8/8/2013,42.74127,-76.4744,1,1310570,-62.1,-9.34,12.6
11976,NYS9-0935,1,729540,9/6/2013,42.4942,-75.57194,1,1310759,-41.98,-6.28,8.29
10744,NYS9-0936,1,715320,7/15/2013,44.49954,-74.88522,3,1310273,-74.26,-10.71,11.42
11044,NYS9-0937,1,721680,7/29/2013,44.6575,-74.00524,1,1310430,-82.28,-12.17,15.09
12089,NYSS-1236,1,730280,9/12/2013,42.3999,-79.44188,2,1310817,-51.03,-7.8,11.35
11518,NYSS-1237,1,703400,8/19/2013,43.24839,-78.23876,2,1310650,-62.48,-8.79,7.82
11471,NYSS-1238,1,728440,8/15/2013,43.12556,-75.58383,1,1310618,-59.13,-8.58,9.5
10880,NYSS-1241,1,713140,7/21/2013,43.5808,-75.95908,1,1310333,-59.41,-8.79,10.89
12256,NYSS-1242,1,728360,9/23/2013,42.31599,-74.32653,1,1310888,-60.71,-9.2,12.89
11161,NYSS-1245,1,721920,8/2/2013,42.72312,-76.46325,1,1310496,-62.19,-9.58,14.47
10979,NYSS-1249,1,715340,7/25/2013,43.76854,-75.50135,2,1310415,-73.03,-10.79,13.32
11884,NYSS-1251,1,703360,9/2/2013,42.03475,-77.55209,1,1310735,-55.5,-8.35,11.3
11920,NYSS-1252,1,724280,9/3/2013,42.45469,-78.48087,1,1310738,-66.66,-9.56,9.85
11687,NYSS-1253,1,729600,8/23/2013,42.60283,-78.19505,2,1310674,-65.2,-9.65,11.96
12257,NYSS-1255,1,729620,9/22/2013,42.55374,-73.82504,2,1310876,-47.41,-7.17,9.93
12295,OHLS-1068,1,730400,9/24/2013,39.33002,-82.26817,3,1310897,-47.37,-7.63,13.7
10861,OHLS-1069,1,714320,7/17/2013,41.51412,-80.73366,3,1310302,-46.88,-7.01,9.22
11172,OHLS-1070,1,724180,8/2/2013,41.12102,-81.51976,4,1310488,-48.38,-7.14,8.76
10299,OHLS-1071,1,713160,6/18/2013,39.61589,-81.92661,3,1310078,-41.8,-6.43,9.63
12104,OHLS-1073,1,715940,9/13/2013,41.15671,-81.04802,4,1310812,-45.3,-6.54,6.99
10881,OHLS-1074,1,714300,7/19/2013,40.86244,-82.24619,3,1310327,-49.68,-7.53,10.54
11539,OHR9-0902,1,727000,8/20/2013,40.26612,-81.87411,7,1310653,-47.7,-7.52,12.48
11946,OHR9-0902,2,704240,9/4/2013,40.26612,-81.87411,7,1310745,-47.28,-7.18,10.19
11581,OHR9-0903,1,727020,8/21/2013,40.58128,-81.39514,6,1310663,-50.97,-7.66,10.34
11124,OHR9-0904,1,704200,7/30/2013,39.13619,-84.34206,6,1310446,-41.24,-6.34,9.46
11521,OHR9-0905,1,726960,8/19/2013,39.46603,-81.48059,7,1310632,-41.23,-6.51,10.86
10338,OHR9-0907,1,714560,6/23/2013,41.02829,-83.21295,5,1310111,-43.53,-6.57,9.04
11152,OHR9-0908,1,712940,8/1/2013,41.20854,-80.81059,5,1310486,-47.54,-6.92,7.79
11026,OHRF-0001,1,715480,7/26/2013,39.24004661,-82.76362538,NA,1310418,-42.89,-6.52,9.29
10952,OHRF-0002,1,715520,7/24/2013,41.18563335,-82.42516224,NA,1310381,-43.25,-6.76,10.86
11313,OHRF-0003,1,718800,8/7/2013,39.72160561,-83.88091001,NA,1310533,-43.4,-7.28,14.84
10353,OHRM-1001,1,714480,6/24/2013,41.2338,-84.59052,6,1310122,-40.32,-5.68,5.16
10117,OHRM-1002,1,705140,5/28/2013,40.14887,-80.70356,8,1310015,-61.44,-9.3,13
11159,OHRM-1004,1,703820,8/1/2013,39.68934,-84.25809,7,1310492,-45.36,-7.07,11.19
10507,OHRM-1005,1,714540,6/30/2013,41.19717,-84.70796,6,1310180,-41.61,-6.44,9.89
10307,OHRO-1031,1,712760,6/20/2013,40.52083,-81.30616,5,1310099,-52.95,-8.19,12.61
11087,OHRO-1032,1,712980,7/30/2013,41.17577,-80.72513,5,1310445,-46.64,-6.8,7.77
10882,OHRO-1033,1,714420,7/21/2013,41.44082,-83.03139,6,1310335,-40.25,-6.4,10.93
10339,OHRO-1035,1,714440,6/23/2013,40.63326,-81.54266,5,1310112,-48.88,-7.4,10.31
10366,OHRO-1036,1,713120,6/24/2013,41.24697,-81.55581,5,1310116,-52.73,-7.82,9.82
10291,OHS9-0914,1,714280,6/19/2013,40.70663,-80.79918,1,1310089,-51.86,-7.63,9.17
10626,OHS9-0914,2,713580,7/9/2013,40.70663,-80.79918,1,1310233,-49.09,-7.39,10.07
10350,OHS9-0915,1,713060,6/20/2013,39.74567,-81.84162,1,1310101,-46.16,-7.24,11.79
10583,OHS9-0915,2,714340,7/8/2013,39.74567,-81.84162,1,1310212,-53.03,-8.17,12.29
10783,OHS9-0916,1,714260,7/16/2013,41.79363,-80.82266,2,1310287,-42.81,-6.41,8.5
11132,OHS9-0918,1,724220,7/31/2013,41.15906,-81.81774,3,1310494,-47.75,-7.28,10.51
10288,OHS9-0919,1,714380,6/18/2013,40.37315,-81.21327,1,1310086,-49.17,-7.28,9.04
10441,OHS9-0920,1,714400,6/26/2013,41.79621,-80.91776,2,1310155,-32.11,-5.12,8.87
10987,OHS9-0921,1,715500,7/25/2013,40.01636,-83.25297,4,1310396,-41.75,-6.68,11.66
10329,OHS9-0922,1,713080,6/19/2013,39.97946,-82.38165,2,1310090,-43.62,-6.73,10.2
10586,OHS9-0923,1,714240,7/8/2013,40.75689,-82.11641,4,1310231,-38.5,-6.03,9.76
10896,OHSS-1122,1,714220,7/22/2013,41.02658,-82.78515,2,1310349,-42.77,-6.46,8.94
10528,OHSS-1123,1,715380,7/1/2013,41.39327,-84.29579,1,1310188,-52.76,-7.78,9.44
10432,OHSS-1124,1,713100,6/26/2013,40.31965,-84.63034,2,1310172,-24.3,-3.87,6.7
10306,OHSS-1125,1,704980,6/20/2013,39.57122,-84.66835,2,1310103,-42.98,-7.17,14.4
10921,OHSS-1127,1,715420,7/23/2013,41.38763,-81.26877,2,1310355,-46.38,-7.22,11.37
11255,OKLS-1176,1,709560,8/6/2013,34.06699,-94.90529,4,1310528,-17.24,-3.19,8.27
11255,OKLS-1176,1,716560,8/6/2013,34.06699,-94.90529,4,1310296,-19.64,-2.94,3.85
10809,OKLS-1181,1,716540,7/17/2013,35.14815,-94.7019,5,1310306,-16.02,-2.24,1.89
11408,OKLS-1182,1,725240,8/13/2013,34.75613,-96.38302,4,1310598,-5.15,-0.74,0.74
10156,OKR9-0901,1,705660,6/3/2013,35.92582,-99.51525,7,1310020,-19.12,-1.24,-9.2
10269,OKR9-0901,2,711460,6/18/2013,35.92582,-99.51525,7,1310081,-20.72,-1.77,-6.54
10532,OKR9-0902,1,708360,7/1/2013,36.958,-97.42192,6,1310184,-19.61,-2.2,-2
12140,OKR9-0902,2,726520,9/16/2013,36.958,-97.42192,6,1310828,-26.1,-3.57,2.44
10283,OKR9-0905,1,710440,6/18/2013,35.53,-99.13021,6,1310079,-15.06,-1.96,0.61
10559,OKR9-0906,1,705640,7/2/2013,36.05503,-98.12901,6,1310194,-21.1,-2.09,-4.4
11253,OKR9-0907,1,718620,8/6/2013,34.63573,-95.12159,5,1310542,-15.72,-2.96,7.99
10442,OKR9-0908,1,711520,6/26/2013,35.92491,-97.86391,6,1310152,-20.49,-2.78,1.78
10206,OKR9-0909,1,705600,6/11/2013,34.59159,-99.02375,5,1310046,-5.73,1.66,-19
10443,OKR9-0911,1,708420,6/26/2013,34.22208,-96.70688,6,1310151,-17.27,-2.7,4.33
11092,OKR9-0912,1,716020,7/30/2013,33.91222,-95.54936,7,1310451,-11.19,-1.5,0.81
10414,OKR9-0913,1,711540,6/25/2013,35.81455,-98.70209,7,1310134,-11.4,-0.63,-6.34
11577,OKRF-0001,1,727920,8/20/2013,34.24831438,-96.72079064,NA,1310649,1.38,1.29,-8.92
11553,OKRM-1001,1,709480,8/20/2013,33.78372,-96.17145,7,1310647,-7.36,-0.54,-3.01
10618,OKRM-1002,1,716600,7/9/2013,35.96767,-97.12551,6,1310222,-18.03,-2.13,-1.02
11407,OKRM-1004,1,709460,8/13/2013,33.87907,-95.91292,7,1310599,-4.97,-0.39,-1.85
10781,OKRM-1006,1,708400,7/16/2013,36.58577,-97.0339,8,1310289,-19.28,-2.74,2.67
10630,OKRM-1008,1,716040,7/8/2013,34.22702,-95.49317,6,1310218,-17.26,-2.93,6.15
11386,OKRO-1086,1,718680,8/12/2013,34.19471,-95.84755,6,1310587,-11.32,-1.54,0.98
11217,OKRO-1087,1,709600,8/5/2013,34.85247,-94.61724,5,1310513,-18.55,-3.55,9.85
10753,OKRO-1088,1,716660,7/15/2013,35.68552,-96.41488,5,1310279,-17.93,-2.29,0.43
10222,OKRO-1089,1,711440,6/12/2013,34.88904,-99.37742,5,1310064,-11.65,0.53,-15.92
10207,OKS9-0931,1,711420,6/10/2013,34.83934,-98.306,2,1310044,-33.29,-4.98,6.56
10597,OKS9-0932,1,716620,7/8/2013,35.74931,-97.13433,4,1310204,-18.28,-2.09,-1.54
11530,OKS9-0932,2,711500,8/19/2013,35.74931,-97.13433,4,1310628,-13.39,-2.01,2.73
11089,OKS9-0933,1,705700,7/30/2013,36.95135,-95.03539,2,1310448,-10.4,-2.23,7.45
10967,OKS9-0934,1,715100,7/23/2013,35.71769,-96.37698,3,1310367,-16.31,-2.11,0.58
10166,OKS9-0935,1,705680,6/4/2013,35.54539,-99.72271,2,1310022,-39.33,-6.67,14.02
10816,OKS9-0936,1,716640,7/17/2013,35.96545,-96.36807,4,1310305,-16.76,-1.72,-2.97
11384,OKS9-0937,1,724640,8/12/2013,34.27513,-97.19231,3,1310591,-9.62,-0.68,-4.17
10798,OKS9-0938,1,711640,7/15/2013,34.53126,-94.71442,4,1310270,-25.78,-4.8,12.59
10423,OKS9-0939,1,711480,6/25/2013,34.34592,-96.69948,4,1310128,-27.74,-4.93,11.68
12154,OKSS-1405,1,725260,9/17/2013,35.98696,-94.91589,6,1310841,-24.22,-4.07,8.33
11378,ORLS-1093,1,714020,8/12/2013,45.56444,-123.5731,4,1310576,-61.06,-8.98,10.8
1000018,ORLS-1095,1,714100,7/29/2013,45.2628,-118.3998,4,1310475,-105.24,-12.89,-2.14
12224,ORLS-1096,1,728640,9/18/2013,42.04489,-118.4328,3,1310868,-113.95,-14.37,1.02
11424,ORLS-1097,1,714040,8/14/2013,44.79838,-122.4811,3,1310604,-71.24,-10.4,11.96
10709,ORLS-1104,1,711660,7/11/2013,45.8587,-117.6355,3,1310260,-109.35,-14.18,4.09
11871,ORR9-0902,1,728600,8/29/2013,45.39535,-122.1494,5,1310731,-82.36,-11.55,10.08
10814,ORR9-0903,1,717760,7/17/2013,44.16795,-122.2497,5,1310303,-88.05,-12.49,11.89
12359,ORR9-0904,1,717680,9/26/2013,42.41324,-123.158,5,1310908,-85.91,-11.75,8.12
12296,ORR9-0908,1,728680,9/24/2013,43.31057,-123.2115,5,1310894,-90.64,-12.74,11.31
10546,ORR9-0910,1,704680,7/2/2013,44.24753,-120.8595,6,1310183,-108.82,-13.89,2.34
10857,ORR9-0911,1,717720,7/18/2013,44.06547,-123.1063,6,1310329,-81.28,-11.15,7.88
10439,ORR9-0912,1,708380,6/26/2013,45.48478,-122.9599,5,1310161,-66.43,-9.65,10.77
11727,ORR9-0912,2,728580,8/26/2013,45.48478,-122.9599,5,1310693,-66.06,-9.52,10.11
10945,ORR9-0914,1,717620,7/24/2013,43.77084,-118.049,6,1310377,-108.89,-13.42,-1.53
12241,ORRF-0101,1,732780,9/20/2013,45.9315795,-123.1638587,NA,1310872,-63.25,-9.27,10.95
12243,ORRF-0102,1,732800,9/22/2013,45.27723527,-123.7643474,NA,1310879,-56.5,-8.71,13.18
12187,ORRF-0104,1,732880,9/18/2013,43.74315119,-122.5027068,NA,1310854,-87.48,-12.27,10.64
12218,ORRF-0105,1,732940,9/19/2013,43.96473417,-122.9824134,NA,1310871,-69.7,-9.92,9.63
12138,ORRF-0106,1,732960,9/16/2013,44.16920392,-123.1350581,NA,1310831,-84.15,-11.84,10.6
10711,ORRM-1001,1,717700,7/10/2013,45.7653,-117.7599,6,1310259,-117.09,-15.71,8.6
10786,ORRM-1008,1,717580,7/16/2013,43.68129,-123.6684,6,1310294,-84.86,-11.72,8.94
12225,ORRO-1058,1,717660,9/17/2013,43.1829,-118.878,5,1310867,-109.5,-13.88,1.57
11930,ORRO-1060,1,728620,9/4/2013,45.46216,-122.9433,5,1310740,-61.47,-8.75,8.51
10490,ORS9-0932,1,705420,6/27/2013,45.21177,-121.8471,2,1310171,-86.95,-12.3,11.41
11490,ORS9-0932,2,714120,8/15/2013,45.21177,-121.8471,2,1310620,-85.85,-12.16,11.43
11554,ORS9-0933,1,728900,8/20/2013,43.61499,-122.7665,2,1310679,-73.21,-10.37,9.72
1000019,ORS9-0934,1,714160,7/30/2013,44.90149,-118.477,4,1310480,-114.63,-15.37,8.37
10988,ORS9-0937,1,711680,7/25/2013,44.85146,-118.1429,1,1310416,-115.19,-15.36,7.66
10946,ORS9-0939,1,714140,7/23/2013,44.14125,-119.2912,1,1310378,-116.25,-15.35,6.54
1000020,ORS9-0941,1,714060,7/31/2013,45.19313,-118.7041,1,1310481,-112.56,-14.63,4.46
11583,ORSS-1168,1,728880,8/21/2013,42.85641,-123.1434,1,1310676,-75.64,-10.82,10.94
11668,ORSS-1173,1,728860,8/19/2013,43.841,-122.8208,1,1310677,-66.82,-9.67,10.5
11950,PALS-1086,1,704840,9/5/2013,41.64813,-75.78612,3,1310754,-49.46,-7.52,10.71
11931,PALS-1087,1,704860,9/4/2013,41.65584,-76.7847,4,1310741,-57.86,-8.67,11.52
10209,PALS-1090,1,704800,6/11/2013,41.51621,-79.32288,3,1310041,-62.63,-9.76,15.41
10159,PALS-1091,1,704900,6/5/2013,41.75655,-77.5552,3,1310021,-64.4,-10.33,18.28
11234,PAR9-0902,1,703800,8/6/2013,41.47516,-79.51793,6,1310509,-61.79,-9.25,12.24
11795,PAR9-0902,2,704300,8/28/2013,41.47516,-79.51793,6,1310698,-60.89,-9.05,11.54
11576,PAR9-0903,1,704740,8/21/2013,41.92258,-77.12923,5,1310651,-54.01,-7.97,9.75
11740,PAR9-0905,1,726940,8/27/2013,40.93107,-80.37396,6,1310695,-45.26,-6.52,6.93
12342,PAR9-0906,1,706820,9/25/2013,41.9699,-76.51192,6,1310896,-53.55,-8.49,14.36
11766,PAR9-0908,1,705320,8/27/2013,41.02419,-80.16323,5,1310691,-50.36,-7.51,9.73
10354,PAR9-0910,1,708020,6/24/2013,40.88572,-76.80151,6,1310113,-57.83,-8.91,13.43
11870,PAR9-0911,1,704260,8/29/2013,41.24333,-80.50937,6,1310732,-40.79,-5.65,4.41
12027,PARF-0002,1,706660,9/10/2013,41.46559835,-80.00237669,NA,1310783,-51.21,-7.79,11.07
10824,PARF-0004,1,706360,7/17/2013,41.28868522,-79.84386289,NA,1310308,-58.87,-9.04,13.41
10123,PARM-1001,1,705120,5/29/2013,40.76001,-79.54689,6,1310016,-63.73,-9.61,13.18
