SITE_ID,YEAR,VISIT_NO,UNIQUE_ID,ECOWSA9,RT_WQI,CL_pt,SO4_pt,PTL_pt,NTL_pt,TURB_pt,ENTERO_PT,DO_PT,PH_PT,NUMVARN,WQII
MDSS-1092,2014,1,NRS_MD-10071,SAP,S,0,9.851137889,8.746355685,0,10,10,10,10,8,73.25
MDSS-1095,2014,1,NRS_MD-10074,CPL,S,9.431223759,0,0,9.870967742,10,0,10,10,8,61.63
NRS18_MD_10013,2018,1,NRS_MD-10077,SAP,S,0,10,10,0,3.043478261,10,10,10,8,66.30
NRS18_MD_10014,2018,1,NRS_MD-10078,SAP,T,0,9.443077663,10,0,10,10,10,10,8,74.30
NRS18_MD_10015,2018,1,NRS_MD-10079,CPL,T,0,2.750294447,10,0,10,10,10,10,8,65.94
NRS18_MD_10018,2019,1,NRS_MD-10082,SAP,S,0,9.267353723,4.06909621,0,10,10,10,10,8,66.67
NRS18_MD_10019,2018,1,NRS_MD-10083,CPL,T,0,0,8.879428571,0,0,0,10,10,8,36.10
NRS18_MD_10034,2019,1,NRS_MD-10088,CPL,T,6.184352632,10,0,0,10,0,0,10,8,45.23
NRS18_MD_10039,2019,1,NRS_MD-10093,CPL,T,0,0,7.080457143,0,10,10,10,10,8,58.85
NRS18_MD_10481,2019,1,NRS_MD-10094,SAP,S,0,10,10,10,10,10,10,10,8,87.50
NRS18_MD_10632,2019,1,NRS_MD-10096,CPL,T,0,0,10,0,10,10,10,10,8,62.50
NRS18_MD_11081,2019,1,NRS_MD-10097,SAP,S,0.764861502,8.996556362,7.581341108,0,9.565217391,10,10,10,8,71.13
FW08ME010,2008,1,NRS_ME-10239,NAP,R,10,10,10,10,0,10,10,10,8,87.50
FW08ME002,2008,1,NRS_ME-10240,NAP,S,10,10,10,10,1.395348837,10,10,10,8,89.24
FW08ME002,2008,2,NRS_ME-10240,NAP,S,10,10,10,10,0.755813953,10,10,10,8,88.44
FW08ME008,2008,1,NRS_ME-10243,NAP,R,10,10,10,8.986928105,0,10,10,10,8,86.23
FW08ME009,2008,1,NRS_ME-10244,NAP,S,10,5.014378479,5.362309859,4.575163399,0,10,10,10,8,68.69
FW08ME007,2008,1,NRS_ME-10245,NAP,R,10,10,10,9.705882353,0,0,10,10,8,74.63
FW08ME001,2008,1,NRS_ME-10246,NAP,R,10,10,10,10,0.581395349,0,10,10,8,75.73
FW08ME001,2008,2,NRS_ME-10246,NAP,R,10,10,9.89084507,10,0,0,10,10,8,74.86
FW08ME006,2008,1,NRS_ME-10247,NAP,S,10,10,7.475690141,10,0,10,10,10,8,84.34
FW08ME005,2008,1,NRS_ME-10251,NAP,S,8.921221127,10,10,8.85620915,0,10,2.5,10,8,75.35
FW08ME005,2008,2,NRS_ME-10251,NAP,S,9.219171831,8.799833024,9.585549296,4.08496732,0,0,10,10,8,64.61
FW08ME004,2008,1,NRS_ME-10254,NAP,R,10,10,10,10,4.186046512,10,10,10,8,92.73
FW08ME011,2008,1,NRS_ME-10256,NAP,S,10,10,10,10,2.093023256,0,10,10,8,77.62
FW08ME003,2008,1,NRS_ME-10262,NAP,S,7.411604225,10,5.129577465,2.124183007,0,10,10,10,8,68.33
FW08ME013,2008,1,NRS_ME-10264,NAP,S,10,10,10,10,0,10,10,10,8,87.50
FW08ME013,2008,2,NRS_ME-10264,NAP,S,10,5.555157699,10,10,0,10,10,10,8,81.94
MER9-0901,2014,1,NRS_ME-10264,NAP,S,10,6.142289425,6.929577465,9.477124183,10,0,10,10,8,78.19
MER9-0901,2014,2,NRS_ME-10264,NAP,S,10,3.355345083,2.985915493,7.254901961,10,0,10,10,8,67.00
NRS18_ME_10002,2019,1,NRS_ME-10264,NAP,S,10,0,0.749577465,10,5.523255814,10,10,10,8,70.34
NRS18_ME_10002,2019,2,NRS_ME-10264,NAP,S,10,0.593508349,0.345070423,8.39869281,2.674418605,10,10,10,8,65.01
FW08ME016,2008,1,NRS_ME-10267,NAP,R,10,10,10,10,2.151162791,,10,10,7,88.79
MER9-0902,2014,1,NRS_ME-10267,NAP,R,10,10,10,10,10,10,10,10,8,100.00
MER9-0902,2014,2,NRS_ME-10267,NAP,S,10,10,10,10,10,10,10,10,8,100.00
FW08ME017,2008,1,NRS_ME-10268,NAP,R,10,10,10,10,0,10,10,10,8,87.50
MER9-0903,2014,1,NRS_ME-10268,NAP,R,10,10,10,10,6.453488372,,10,10,7,94.93
MER9-0903,2014,2,NRS_ME-10268,NAP,R,10,10,10,10,10,10,10,10,8,100.00
FW08ME018,2008,1,NRS_ME-10269,NAP,R,10,10,10,10,0.11627907,10,10,10,8,87.65
MER9-0904,2014,1,NRS_ME-10269,NAP,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_ME_10003,2019,1,NRS_ME-10269,NAP,S,10,10,10,10,10,10,10,10,8,100.00
FW08ME019,2008,1,NRS_ME-10270,NAP,S,9.934253521,10,10,10,0,10,10,10,8,87.42
MER9-0905,2014,1,NRS_ME-10270,NAP,S,9.587968592,10,8.61971831,10,9.127906977,10,10,10,8,96.67
NRS18_ME_10004,2019,1,NRS_ME-10270,NAP,S,8.150919239,10,10,10,8.779069767,10,10,10,8,96.16
FW08ME020,2008,1,NRS_ME-10271,NAP,R,10,10,9.931859155,10,0,10,10,10,8,87.41
MES9-0910,2014,1,NRS_ME-10271,NAP,R,10,10,5.014084507,8.39869281,5.11627907,10,10,10,8,85.66
MES9-0910,2014,2,NRS_ME-10271,NAP,S,10,10,4.394366197,9.019607843,0,10,10,10,8,79.27
NRS18_ME_10001,2019,1,NRS_ME-10271,NAP,R,10,10,10,10,10,0,10,10,8,87.50
NRS18_ME_10001,2019,2,NRS_ME-10271,NAP,R,10,10,10,10,10,10,10,10,8,100.00
FW08ME021,2008,1,NRS_ME-10272,NAP,S,10,10,10,10,3.430232558,10,10,10,8,91.79
MER9-0906,2014,1,NRS_ME-10272,NAP,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_ME_10005,2019,1,NRS_ME-10272,NAP,R,10,10,10,10,10,0,10,10,8,87.50
FW08ME022,2008,1,NRS_ME-10273,NAP,S,10,10,10,10,0,10,10,10,8,87.50
MER9-0907,2014,1,NRS_ME-10273,NAP,S,10,6.105593692,10,10,10,0,10,10,8,82.63
FW08ME026,2008,1,NRS_ME-10276,NAP,S,10,10,8.991183099,10,0,10,10,10,8,86.24
MER9-0908,2014,1,NRS_ME-10276,NAP,S,10,4.019730983,10,10,10,0,10,10,8,80.02
FW08ME027,2008,1,NRS_ME-10277,NAP,S,8.715966197,4.029387755,10,6.503267974,0,10,10,10,8,74.06
FW08RME91,2009,1,NRS_ME-10278,NAP,R,10,10,10,10,8.255813953,10,10,10,8,97.82
FW08RME92,2009,1,NRS_ME-10279,NAP,S,10,10,10,10,10,0,10,10,8,87.50
FW08RME93,2009,1,NRS_ME-10280,NAP,R,10,10,10,10,9.186046512,10,10,10,8,98.98
FW08RME94,2009,1,NRS_ME-10281,NAP,S,10,10,10,10,10,10,10,10,8,100.00
FW08RME95,2009,1,NRS_ME-10282,NAP,R,10,10,10,10,10,0,10,10,8,87.50
MELS-1049,2014,1,NRS_ME-10283,NAP,R,10,10,8.056338028,10,10,10,10,10,8,97.57
NRS18_ME_10006,2019,1,NRS_ME-10283,NAP,R,10,10,10,10,8.023255814,10,10,10,8,97.53
NRS18_ME_10006,2019,2,NRS_ME-10283,NAP,R,10,10,10,10,9.651162791,10,10,10,8,99.56
MELS-1050,2014,1,NRS_ME-10284,NAP,S,8.240569296,10,9.746478873,10,0.465116279,0,10,10,8,73.07
NRS18_ME_10010,2019,1,NRS_ME-10284,NAP,S,6.680631831,10,10,10,10,10,10,10,8,95.85
MELS-1051,2014,1,NRS_ME-10285,NAP,R,10,10,10,10,2.325581395,10,10,10,8,90.41
NRS18_ME_10011,2019,1,NRS_ME-10285,NAP,R,10,10,10,10,10,10,10,10,8,100.00
MELS-1052,2014,1,NRS_ME-10286,NAP,R,10,10,10,10,0,0,10,10,8,75.00
MELS-1053,2014,1,NRS_ME-10287,NAP,S,10,10,8.056338028,8.888888889,10,0,10,10,8,83.68
MERM-1001,2014,1,NRS_ME-10288,NAP,R,10,10,10,10,10,10,10,10,8,100.00
NRS18_ME_10007,2019,1,NRS_ME-10288,NAP,R,10,10,10,10,10,0,10,10,8,87.50
NRS18_ME_10007,2019,2,NRS_ME-10288,NAP,R,10,10,10,10,10,10,10,10,8,100.00
MERM-1002,2014,1,NRS_ME-10289,NAP,T,10,10,10,10,10,0,10,10,8,87.50
NRS18_ME_10014,2019,1,NRS_ME-10289,NAP,S,10,10,10,9.411764706,10,10,10,10,8,99.26
MERM-1003,2014,1,NRS_ME-10290,NAP,S,10,8.388454545,10,10,10,10,10,10,8,97.99
NRS18_ME_10015,2019,1,NRS_ME-10290,NAP,S,10,8.307337662,10,10,8.372093023,10,10,10,8,95.85
MERM-1004,2014,1,NRS_ME-10291,NAP,S,10,10,6.929577465,8.692810458,5.581395349,10,10,10,8,89.00
MERM-1005,2014,1,NRS_ME-10292,NAP,R,10,10,10,10,10,0,10,10,8,87.50
MERM-1006,2014,1,NRS_ME-10293,NAP,S,10,10,10,10,10,10,10,10,8,100.00
MERO-1025,2014,1,NRS_ME-10294,NAP,S,9.260222817,10,8.056338028,10,0,0,10,10,8,71.65
NRS18_ME_10012,2019,1,NRS_ME-10294,NAP,S,8.094904507,10,10,10,2.441860465,10,10,10,8,88.17
MERO-1026,2014,1,NRS_ME-10295,NAP,S,10,10,10,8.660130719,10,10,10,10,8,98.33
NRS18_ME_10013,2019,1,NRS_ME-10295,NAP,S,10,10,10,10,10,10,10,10,8,100.00
MERO-1027,2014,1,NRS_ME-10296,NAP,S,10,0,0,5.45751634,10,0,10,10,8,56.82
MERO-1028,2014,1,NRS_ME-10297,NAP,S,10,10,10,10,10,10,10,10,8,100.00
MESS-1104,2014,1,NRS_ME-10298,NAP,S,10,10,9.464788732,10,10,10,10,10,8,99.33
NRS18_ME_10008,2019,1,NRS_ME-10298,NAP,S,10,10,6.709859155,10,6.279069767,10,10,10,8,91.24
MESS-1106,2014,1,NRS_ME-10300,NAP,R,10,10,10,10,10,10,10,10,8,100.00
NRS18_ME_10009,2019,1,NRS_ME-10300,NAP,R,10,10,10,10,10,10,10,10,8,100.00
MESS-1107,2014,1,NRS_ME-10301,NAP,R,10,10,4.394366197,4.31372549,0,10,10,10,8,73.39
MESS-1108,2014,1,NRS_ME-10302,NAP,S,10,10,10,10,0,10,10,10,8,87.50
MESS-1109,2014,1,NRS_ME-10303,NAP,R,10,10,0,0,0,10,10,10,8,62.50
MESS-1111,2014,1,NRS_ME-10305,NAP,R,10,10,10,5.718954248,10,10,10,10,8,94.65
MERF-0001,2014,1,NRS_ME-10306,NAP,R,10,10,10,10,10,10,10,10,8,100.00
MERF-0002,2014,1,NRS_ME-10307,NAP,S,10,10,10,10,10,10,10,10,8,100.00
MERF-0003,2014,1,NRS_ME-10308,NAP,R,10,10,10,10,10,10,10,10,8,100.00
MERF-0004,2014,1,NRS_ME-10309,NAP,R,10,10,10,10,10,10,10,10,8,100.00
MERF-0005,2014,1,NRS_ME-10310,NAP,R,10,10,10,10,10,10,10,10,8,100.00
MERF-0006,2014,1,NRS_ME-10311,NAP,R,10,10,10,10,10,0,10,10,8,87.50
NRS18_ME_10016,2019,1,NRS_ME-10312,NAP,S,10,10,2.804225352,0,10,10,0,10,8,66.01
NRS18_ME_10017,2018,1,NRS_ME-10313,NAP,S,3.342921831,10,1.436901408,0,4.418604651,10,3.4,10,8,53.25
NRS18_ME_10018,2019,1,NRS_ME-10314,NAP,R,10,10,10,6.633986928,10,10,10,10,8,95.79
NRS18_ME_10019,2019,1,NRS_ME-10315,NAP,S,10,10,7.898873239,0,10,0,10,10,8,72.37
NRS18_ME_10020,2019,1,NRS_ME-10316,NAP,S,10,10,2.957746479,0.555555556,10,10,10,10,8,79.39
NRS18_ME_10021,2019,1,NRS_ME-10317,NAP,S,10,10,10,10,10,10,10,10,8,100.00
NRS18_ME_10025,2019,1,NRS_ME-10321,NAP,R,10,10,10,10,10,0,10,10,8,87.50
NRS18_ME_10026,2019,1,NRS_ME-10322,NAP,S,8.628567324,10,10,10,10,10,10,10,8,98.29
NRS18_ME_10044,2019,1,NRS_ME-10325,NAP,S,0.313094225,10,6.738309859,7.352941176,0,10,10,10,8,68.01
NRS18_ME_10193,2019,1,NRS_ME-10326,NAP,S,6.30190338,10,10,10,10,10,10,10,8,95.38
NRS18_ME_10194,2019,1,NRS_ME-10327,NAP,R,10,10,10,10,10,10,10,10,8,100.00
NRS18_ME_10493,2019,1,NRS_ME-10328,NAP,R,10,10,10,10,10,10,10,10,8,100.00
FW08MI009,2009,1,NRS_MI-10009,UMW,S,0,6.222958678,7.355769231,7.65060241,10,10,10,10,8,76.54
FW08MI015,2009,1,NRS_MI-10013,UMW,S,10,0,10,7.439759036,10,10,10,10,8,84.30
FW08MI008,2009,1,NRS_MI-10014,UMW,S,9.989122563,4.984082645,10,10,10,10,10,10,8,93.72
FW08MI004,2009,1,NRS_MI-10016,UMW,S,5.141461838,10,10,10,10,10,10,10,8,93.93
FW08MI012,2009,1,NRS_MI-10017,UMW,S,0,0,10,10,7.493975904,,10,10,7,67.85
FW08MI006,2009,1,NRS_MI-10025,UMW,S,0,0,10,4.638554217,10,10,10,10,8,68.30
FW08MI013,2009,1,NRS_MI-10026,UMW,S,10,10,0,7.590361446,0,10,10,10,8,71.99
FW08MI010,2009,1,NRS_MI-10028,UMW,S,9.564854039,0,8.628605769,0,8.602409639,10,10,10,8,70.99
FW08MI001,2009,1,NRS_MI-10029,UMW,S,4.387206685,0,4.508701923,6.144578313,10,10,7,10,8,65.05
FW08MI001,2009,2,NRS_MI-10029,UMW,S,2.925837326,0,0,10,10,10,1,10,8,54.91
FW08MI003,2009,1,NRS_MI-10033,UMW,S,0,0,10,10,10,10,10,10,8,75.00
FW08MI003,2009,2,NRS_MI-10033,UMW,S,0,0,10,10,10,10,10,10,8,75.00
FW08MI007,2009,1,NRS_MI-10034,UMW,R,10,10,10,10,10,10,10,10,8,100.00
FW08MI005,2009,1,NRS_MI-10041,UMW,R,0,10,10,10,10,10,10,10,8,87.50
FW08MI017,2009,1,NRS_MI-10043,UMW,S,0,0,8.031394231,0,7.277108434,0,10,10,8,44.14
MIS9-0923,2013,1,NRS_MI-10043,UMW,S,0,0,0,0,8.795180723,10,10,10,8,48.49
MIS9-0923,2013,2,NRS_MI-10043,UMW,S,0,0,4.326923077,0,10,10,10,10,8,55.41
NRS18_MI_10001,2018,1,NRS_MI-10043,UMW,S,0,0,0,0,2.265060241,10,10,10,8,40.33
NRS18_MI_10001,2018,2,NRS_MI-10043,UMW,S,0,0,0,4.096385542,5.855421687,10,10,10,8,49.94
FW08MI019,2008,1,NRS_MI-10045,UMW,T,0,0,0,0,0,10,10,10,8,37.50
FW08MI019,2008,2,NRS_MI-10045,UMW,T,0,0,8.650528846,0,0,10,10,10,8,48.31
MIR9-0901,2014,1,NRS_MI-10045,UMW,T,0,0,4.567307692,0,7.903614458,10,10,10,8,53.09
MIR9-0901,2014,2,NRS_MI-10045,UMW,T,0,0,0,0,0,0,10,10,8,25.00
NRS18_MI_10002,2019,1,NRS_MI-10045,UMW,T,0,0,3.706490385,0,6.024096386,10,10,10,8,49.66
NRS18_MI_10002,2019,2,NRS_MI-10045,UMW,T,0,0,8.354807692,0,7.831325301,10,10,10,8,57.73
FW08MI020,2009,1,NRS_MI-10046,TPL,S,10,10,10,10,10,10,10,10,8,100.00
FW08MI020,2009,2,NRS_MI-10046,TPL,S,10,10,10,10,10,10,10,10,8,100.00
MIR9-0902,2014,1,NRS_MI-10046,TPL,T,10,10,10,10,10,10,10,10,8,100.00
FW08MI021,2009,1,NRS_MI-10047,TPL,T,0,10,0,0,2.960784314,0,10,10,8,41.20
MIS9-0924,2013,1,NRS_MI-10047,TPL,T,0,10,0,0,10,0,10,10,8,50.00
MIS9-0924,2013,2,NRS_MI-10047,TPL,T,0,9.974876985,0,0,10,0,10,10,8,49.97
FW08MI022,2009,1,NRS_MI-10048,UMW,T,4.599340947,5.48307438,10,0,10,,10,10,7,71.55
MIS9-0925,2013,1,NRS_MI-10048,UMW,T,4.332208914,6.253930579,10,8.704819277,10,10,10,10,8,86.61
FW08MI023,2008,1,NRS_MI-10049,UMW,T,0,0,8.387908654,0,1.34939759,10,10,10,8,49.67
MIR9-0903,2014,1,NRS_MI-10049,UMW,T,0,0,0,0,5.445783133,10,10,10,8,44.31
MIR9-0903,2014,2,NRS_MI-10049,UMW,T,0,0,3.317307692,0,6,10,10,10,8,49.15
FW08MI024,2008,1,NRS_MI-10050,TPL,S,0,9.811591458,10,0,10,10,10,10,8,74.76
MIR9-0904,2014,1,NRS_MI-10050,TPL,S,0,9.732585473,10,0,10,10,10,10,8,74.67
NRS18_MI_10008,2018,1,NRS_MI-10050,TPL,S,0,9.619228353,10,0,10,10,10,10,8,74.52
FW08MI025,2009,1,NRS_MI-10051,UMW,S,6.272844568,0.243661157,10,10,10,10,10,10,8,83.15
MIS9-0926,2014,1,NRS_MI-10051,UMW,S,6.306628914,0.348621488,10,10,10,10,10,10,8,83.32
NRS18_MI_10004,2019,1,NRS_MI-10051,UMW,S,7.145737772,4.310443802,10,10,10,10,10,10,8,89.32
FW08MI026,2008,1,NRS_MI-10052,UMW,T,0,0,0,0,0,10,10,10,8,37.50
MIR9-0905,2014,1,NRS_MI-10052,UMW,T,0,0,0.721153846,0,9.469879518,10,10,10,8,50.24
NRS18_MI_10009,2019,1,NRS_MI-10052,UMW,T,0,0,0,0,0,0,10,10,8,25.00
FW08MI028,2008,1,NRS_MI-10054,TPL,T,0,10,7.076832151,0,10,10,10,10,8,71.35
MIR9-0906,2014,1,NRS_MI-10054,TPL,T,0,10,9.850275808,0,10,10,10,10,8,74.81
NRS18_MI_10010,2018,1,NRS_MI-10054,TPL,T,0,10,8.733175729,0,10,10,10,10,8,73.42
FW08MI029,2009,1,NRS_MI-10055,UMW,S,10,10,10,10,7.614457831,10,10,10,8,97.02
MIS9-0927,2013,1,NRS_MI-10055,UMW,S,10,8.504555372,10,10,10,10,10,10,8,98.13
NRS18_MI_10005,2018,1,NRS_MI-10055,UMW,S,9.675635265,10,10,10,7.060240964,10,10,10,8,95.92
FW08MI030,2008,1,NRS_MI-10056,UMW,T,0,0,0,0,10,10,10,10,8,50.00
MIR9-0907,2014,1,NRS_MI-10056,UMW,T,0,0,0,0,10,0,10,10,8,37.50
NRS18_MI_10011,2019,1,NRS_MI-10056,UMW,T,0,0,1.844230769,0,10,10,10,10,8,52.31
FW08MI031,2009,1,NRS_MI-10057,UMW,S,10,10,10,0,10,10,8.5,10,8,85.63
MIS9-0928,2013,1,NRS_MI-10057,UMW,S,10,10,10,0,10,10,10,10,8,87.50
NRS18_MI_10006,2019,1,NRS_MI-10057,UMW,S,10,10,10,9.307228916,10,10,10,10,8,99.13
FW08MI032,2009,1,NRS_MI-10058,UMW,S,10,10,10,10,10,10,10,10,8,100.00
MIS9-0929,2013,1,NRS_MI-10058,UMW,S,10,10,9.134615385,7.34939759,10,10,10,10,8,95.61
NRS18_MI_10007,2018,1,NRS_MI-10058,UMW,S,10,10,10,10,10,10,10,10,8,100.00
FW08MI033,2008,1,NRS_MI-10059,UMW,T,0,0,5.579927885,0,7.662650602,10,10,10,8,54.05
MIR9-0908,2014,1,NRS_MI-10059,UMW,T,0,0,4.807692308,0,6.722891566,10,10,10,8,51.91
NRS18_MI_10012,2019,1,NRS_MI-10059,UMW,T,0,0,0,0,0,10,10,10,8,37.50
FW08MI034,2008,1,NRS_MI-10060,UMW,S,9.439144847,10,10,10,10,10,10,10,8,99.30
MIR9-0909,2014,1,NRS_MI-10060,UMW,S,9.354291142,10,10,10,10,10,10,10,8,99.19
FW08MI035,2009,1,NRS_MI-10061,UMW,T,8.692746518,0,1.775841346,10,10,10,10,10,8,75.59
MIS9-0930,2013,1,NRS_MI-10061,UMW,T,0,0,9.134615385,10,3.518072289,0,10,10,8,53.32
NRS18_MI_10062,2018,1,NRS_MI-10061,UMW,T,0,0,9.098317308,2.921686747,7.228915663,10,7.55,10,8,58.50
FW08MI036,2008,1,NRS_MI-10062,TPL,S,0,9.63991692,9.965090623,0,0,10,10,10,8,62.01
MIR9-0910,2014,1,NRS_MI-10062,TPL,S,0,9.617865342,10,0,10,10,10,10,8,74.52
FW08MI037,2008,1,NRS_MI-10063,TPL,T,10,10,10,10,10,10,10,10,8,100.00
FW08MI038,2008,1,NRS_MI-10064,UMW,S,0,0,10,0,8.554216867,10,10,10,8,60.69
FW08MI039,2009,1,NRS_MI-10065,UMW,R,10,10,10,0,10,10,10,10,8,87.50
FW08MI041,2008,1,NRS_MI-10067,UMW,S,6.076423955,10,10,9.668674699,7.325301205,10,10,10,8,91.34
FW08MI042,2008,1,NRS_MI-10068,UMW,S,0.450937604,4.407661157,9.197716346,10,6.674698795,0,10,10,8,63.41
FW08MI043,2009,1,NRS_MI-10069,UMW,R,10,10,10,0,10,10,10,10,8,87.50
MIS9-0932,2013,1,NRS_MI-10069,UMW,R,10,10,8.653846154,0,10,0,10,10,8,73.32
FW08MI044,2008,1,NRS_MI-10070,UMW,S,0,0,2.862668269,0,0,10,10,10,8,41.08
FW08MI045,2009,1,NRS_MI-10071,UMW,S,4.960754875,0,10,10,10,10,10,10,8,81.20
FW08MI046,2008,1,NRS_MI-10072,UMW,S,0,3.702190083,10,10,8.168674699,10,,10,7,74.10
FW08MI047,2008,1,NRS_MI-10073,UMW,S,10,10,10,10,1.759036145,10,10,10,8,89.70
FW08MI048,2008,1,NRS_MI-10074,UMW,R,10,10,10,1.024096386,7.614457831,10,10,10,8,85.80
FW08MI050,2008,1,NRS_MI-10076,UMW,S,10,10,10,10,10,10,10,10,8,100.00
FW08MI052,2009,1,NRS_MI-10078,TPL,T,0,10,10,10,10,0,10,10,8,75.00
MIS9-0933,2013,1,NRS_MI-10078,TPL,T,0,10,10,10,10,10,10,10,8,87.50
FW08MI053,2009,1,NRS_MI-10079,UMW,T,0,0,0,0,0,0,0,10,8,12.50
MIS9-0934,2013,1,NRS_MI-10079,UMW,T,0,10,0,0.63253012,0,0,10,10,8,38.29
FW08MI054,2009,1,NRS_MI-10080,UMW,S,4.473631755,0,5.955216346,10,0.746987952,10,10,10,8,63.97
MIS9-0935,2013,1,NRS_MI-10080,UMW,S,0,0,4.567307692,10,1.927710843,0,10,10,8,45.62
FW08MI055,2009,1,NRS_MI-10081,UMW,S,10,10,10,10,10,10,5,10,8,93.75
MIS9-0936,2013,1,NRS_MI-10081,UMW,R,10,10,10,9.036144578,10,10,10,10,8,98.80
FW08MI057,2008,1,NRS_MI-10083,UMW,S,2.61942117,6.52407438,10,8.644578313,2.024096386,10,10,10,8,74.77
FW08MI058,2008,1,NRS_MI-10084,UMW,T,0,0,0,0,1.542168675,0,10,10,8,26.93
FW08MI063,2009,1,NRS_MI-10085,UMW,S,10,10,8.989783654,10,10,10,10,10,8,98.74
MIS9-0937,2013,1,NRS_MI-10085,UMW,S,10,10,6.490384615,10,10,10,10,10,8,95.61
FW08MI077,2009,1,NRS_MI-10088,TPL,T,0,10,10,0,10,10,10,10,8,75.00
MIS9-0938,2013,1,NRS_MI-10088,TPL,T,0,9.921200296,10,0,10,10,10,10,8,74.90
FW08MI079,2009,1,NRS_MI-10089,UMW,R,10,10,10,8.524096386,10,,10,10,7,97.89
FW08MI080,2009,1,NRS_MI-10090,UMW,S,10,0,10,6.596385542,10,10,7.5,10,8,80.12
FW08RMI9002,2008,1,NRS_MI-10091,UMW,S,4.010079109,7.780157025,10,10,10,10,10,10,8,89.74
FW08RMI9004,2008,1,NRS_MI-10092,UMW,S,0.003098607,5.09592562,10,7.289156627,10,10,10,10,8,77.99
FW08RMI9105,2008,1,NRS_MI-10093,UMW,S,10,10,10,10,10,10,10,10,8,100.00
FW08RMI9106,2008,1,NRS_MI-10094,UMW,S,10,10,10,10,10,10,0.5,10,8,88.13
FW08RMI9110,2008,1,NRS_MI-10095,UMW,S,8.10348468,9.767520661,10,10,10,10,10,10,8,97.34
FW08RMI9201,2009,1,NRS_MI-10096,UMW,R,6.822822284,0,10,10,10,10,10,10,8,83.53
MILS-1055,2014,1,NRS_MI-10097,TPL,S,0,9.736723186,10,0,10,10,10,10,8,74.67
NRS18_MI_10013,2018,1,NRS_MI-10097,TPL,S,0,9.946610724,10,10,9.176470588,10,10,10,8,86.40
NRS18_MI_10013,2018,2,NRS_MI-10097,TPL,S,0,9.968986829,10,10,7.87254902,10,10,10,8,84.80
MILS-1056,2013,1,NRS_MI-10098,UMW,S,3.29903649,0,0.240384615,0,10,10,10,10,8,54.42
MILS-1057,2013,1,NRS_MI-10099,UMW,S,10,10,8.173076923,10,10,0,10,10,8,85.22
NRS18_MI_10019,2019,1,NRS_MI-10099,UMW,S,10,10,10,10,10,10,10,10,8,100.00
MILS-1058,2013,1,NRS_MI-10100,UMW,S,10,4.574565289,10,10,10,10,10,10,8,93.22
MILS-1059,2013,1,NRS_MI-10101,UMW,S,0,0,0,0.63253012,0.120481928,10,10,10,8,38.44
NRS18_MI_10075,2019,1,NRS_MI-10101,UMW,S,0,1.145287603,9.549038462,10,0,10,10,10,8,63.37
MILS-1060,2013,1,NRS_MI-10102,UMW,R,10,10,10,10,10,10,10,10,8,100.00
MILS-1061,2013,1,NRS_MI-10103,TPL,S,0,10,10,10,10,10,10,10,8,87.50
NRS18_MI_10077,2019,1,NRS_MI-10103,TPL,S,0,10,10,10,10,10,9.25,10,8,86.56
MIRM-1001,2014,1,NRS_MI-10104,UMW,S,9.738489861,10,10,10,10,10,10,10,8,99.67
NRS18_MI_10014,2019,1,NRS_MI-10104,UMW,S,9.088730474,10,10,10,9.903614458,10,10,10,8,98.74
NRS18_MI_10014,2019,2,NRS_MI-10104,UMW,S,9.086373426,10,10,10,10,10,10,10,8,98.86
MIRM-1002,2014,1,NRS_MI-10105,UMW,R,10,10,0,10,0,10,10,10,8,75.00
NRS18_MI_10024,2019,1,NRS_MI-10105,UMW,S,10,10,8.330528846,10,0,10,10,10,8,85.41
MIRM-1003,2014,1,NRS_MI-10106,UMW,T,0,0,0,0,10,0,10,10,8,37.50
NRS18_MI_10025,2019,1,NRS_MI-10106,UMW,T,0,0,2.205288462,0,0,10,10,10,8,40.26
MIRO-1019,2014,1,NRS_MI-10107,UMW,R,10,9.257344628,10,10,5.855421687,10,10,10,8,93.89
NRS18_MI_10021,2019,1,NRS_MI-10107,UMW,R,10,8.515739669,10,10,3.734939759,10,10,10,8,90.31
MIRO-1021,2014,1,NRS_MI-10109,UMW,T,0,0,6.490384615,0,10,0,10,10,8,45.61
NRS18_MI_10022,2018,1,NRS_MI-10109,UMW,T,0,0,10,0,10,10,10,10,8,62.50
MIRO-1022,2014,1,NRS_MI-10110,UMW,T,0,0,1.201923077,0,8.457831325,0,10,10,8,37.07
NRS18_MI_10023,2019,1,NRS_MI-10110,UMW,T,0,0,2.691586538,0,4.506024096,10,10,10,8,46.50
MIRO-1023,2014,1,NRS_MI-10111,UMW,S,9.46271532,10,10,10,10,0,10,10,8,86.83
MIRO-1024,2014,1,NRS_MI-10112,UMW,S,0.51693493,2.385023967,2.163461538,0,10,10,10,10,8,56.33
MIRO-1025,2014,1,NRS_MI-10113,UMW,T,0,0,10,10,10,10,10,10,8,75.00
MISS-1132,2013,1,NRS_MI-10114,TPL,T,0,10,1.820330969,2.116716123,10,0,6.75,10,8,50.86
NRS18_MI_10015,2018,1,NRS_MI-10114,TPL,T,7.242621069,10,8.358865248,8.674579624,4.754901961,10,0,10,8,73.79
MISS-1133,2013,1,NRS_MI-10115,UMW,R,10,10,9.615384615,10,0,10,10,10,8,87.02
