UID,SAMPLE_ID,DATE_COL,SITE_ID,VISIT_NO,dD (vsmow),d18O (vsmow),d-excess,LAT_DD83,LON_DD83
14380,550041,7/29/2009,FW08ROR9003,1,-102.89,-14.09,9.82,44.64874805,-121.6449268
14381,548881,7/30/2009,FW08ROR9004,1,-103.46,-14,8.5,45.34630766,-120.9389554
14382,545331,8/4/2009,FW08ROR9007,1,-94.89,-13.1,9.9,43.29360077,-122.5402546
13760,541231,5/29/2009,FW08ROR9099,1,-114.11,-14.21,-0.43,42.97872647,-117.7087394
15529,545821,9/1/2009,FW08RPA9001,1,-60.2,-9.43,15.28,41.3426605,-78.0668691
15530,545691,9/8/2009,FW08RPA9002,1,-49.73,-7.49,10.18,40.34874539,-77.63707884
15531,545681,9/9/2009,FW08RPA9003,1,-46.89,-7.13,10.16,40.46805906,-77.23190762
15142,547961,7/10/2009,FW08RRI91,1,-39.06,-6.37,11.88,41.43766077,-71.72253704
13612,550981,7/22/2009,FW08RSD9036,1,-40.73,-5.88,6.27,45.31190194,-97.86872113
14823,541011,9/1/2009,FW08RSD9040,1,-79.6,-10.93,7.87,45.46338808,-97.04392558
13613,552581,7/24/2009,FW08RSDP04R052,1,-68.76,-8.45,-1.13,45.73477454,-100.6147527
15371,554811,9/19/2009,FW08RTN9004,1,-28.47,-4.79,9.89,35.66345391,-89.8122908
15372,548071,7/17/2009,FW08RTN9005,1,-10.04,-1.36,0.81,36.47512101,-89.30960017
15374,552561,7/18/2009,FW08RTNECO65E08,1,-29.65,-5.31,12.79,35.62479921,-88.69903917
15373,555161,9/22/2009,FW08RTNECO65J05,1,-33.75,-5.53,10.51,35.03471457,-88.15218803
15258,549051,7/13/2009,FW08RTX10341,1,-17.52,-3.31,8.99,30.69598996,-93.81186799
15263,548991,7/16/2009,FW08RTX11237,1,-20.16,-3.46,7.54,30.42558194,-95.12499382
15259,551761,7/24/2009,FW08RTX11553,1,-0.16,2.55,-20.54,33.30487282,-100.5289924
15260,546981,8/11/2009,FW08RTX12162,1,-21.92,-2.99,1.97,31.32718566,-100.7455599
15261,540821,7/18/2009,FW08RTX12209,1,-25.54,-3.91,5.71,30.49763684,-99.40268507
15262,547261,7/22/2009,FW08RTX13110,1,-45.91,-6.45,5.68,30.46093119,-101.8260704
15256,547391,8/12/2009,FW08RTX9001,1,-35.8,-6.27,14.35,30.74403823,-101.6737946
15257,551501,7/20/2009,FW08RTX9010,1,-11.31,-1.23,-1.51,29.66629344,-99.54482106
16131,553401,8/12/2009,FW08RUT90340,1,-95.65,-13.82,14.94,37.26667741,-113.3688966
16128,544451,8/13/2009,FW08RUT90520,1,-111.37,-14.66,5.87,37.768486,-112.8997826
16130,543431,8/11/2009,FW08RUT90790,1,-87.76,-11.69,5.78,37.30041889,-113.2468235
15193,540111,6/3/2009,FW08RUT9089,1,-106.56,-14.86,12.3,38.47985267,-109.3975269
15194,540081,6/2/2009,FW08RUT9100,1,-81.57,-10.94,5.92,37.38800049,-109.688429
15195,540041,5/26/2009,FW08RUT9106,1,-84.21,-10.57,0.34,37.02631316,-112.9449957
15196,549011,7/28/2009,FW08RUT9122,1,-116.8,-15.74,9.11,40.53674,-109.6074683
15198,545461,8/26/2009,FW08RUT94520,1,-103.98,-14.32,10.6,37.97772281,-111.6554867
15199,535611,8/25/2009,FW08RUT94590,1,-100.3,-13.54,8.05,37.86413427,-111.6365898
16129,543591,8/24/2009,FW08RUT95790,1,-93.5,-12.2,4.1,37.98310949,-109.5165727
16139,552261,8/25/2009,FW08RUT95820,1,-104.19,-14.25,9.83,37.93778996,-109.6370015
16134,553881,8/25/2009,FW08RUT95821,1,-106.7,-14.41,8.6,38.60838087,-109.5319016
16133,553851,9/24/2009,FW08RUT95825,1,-126.58,-17.3,11.86,39.85672603,-111.6149425
16140,553831,8/26/2009,FW08RUT98755,1,-108.88,-14.84,9.84,38.64942245,-109.2130665
16132,555461,10/8/2009,FW08RUT99066,1,-118.62,-16.26,11.43,39.25738616,-111.5516577
15197,555431,8/24/2009,FW08RUT99260,1,-106.6,-14.53,9.68,38.05296536,-111.4551865
15649,541781,6/30/2009,FW08RVA9005,1,-45.5,-7.07,11.04,32.81828708,-79.98198079
15650,552751,9/28/2009,FW08RVA9017,1,-35.65,-6.23,14.23,37.34013217,-76.70386714
14887,550171,9/29/2009,FW08RVA9026,1,-22.79,-3.56,5.72,36.55849722,-76.92781885
15651,541641,7/22/2009,FW08RVA9089,1,-37.21,-5.92,10.11,37.64370449,-78.04606771
15962,555221,10/21/2009,FW08RVA9215,1,-43.65,-7.36,15.22,36.90510688,-81.72063271
14238,550681,7/23/2009,FW08RWA9901,1,-69.06,-9.7,8.54,48.00463838,-124.3704277
14239,550051,7/25/2009,FW08RWA9902,1,-110.61,-14.29,3.69,48.58549099,-121.3960594
14240,540551,7/27/2009,FW08RWA9903,1,-112.5,-15.18,8.93,47.69195678,-120.7109271
15107,544511,7/8/2009,FW08RWI9029,1,-68.49,-8.47,-0.74,46.25977572,-90.62791899
13751,550891,6/15/2009,FW08RWI9044,1,-62.51,-8.78,7.7,44.01207682,-89.78829777
13750,540781,6/16/2009,FW08RWI9055,1,-53.56,-7.81,8.89,42.85418358,-88.39892387
15108,544591,7/9/2009,FW08RWI9067,1,-68.28,-8.65,0.89,46.0946336,-89.72516082
15109,544501,7/10/2009,FW08RWI9071,1,-60.98,-7.46,-1.28,45.92217164,-90.00250271
15110,544211,7/11/2009,FW08RWI9074,1,-68.14,-8.66,1.16,46.0921729,-89.26150264
15111,544391,7/13/2009,FW08RWI9100,1,-73.95,-10.36,8.92,45.4800089,-88.53708886
12146,528221,9/3/2008,FW08RWI9225,1,-47.76,-6.63,5.29,42.89706733,-88.69353574
12168,528141,9/4/2008,FW08RWI9226,1,-49.23,-6.72,4.51,43.00961079,-88.83345192
15112,550001,8/26/2009,FW08RWI9302,1,-60.4,-8.18,5.08,45.92169397,-92.66158698
15114,543541,8/19/2009,FW08RWI9303,1,-58.73,-7.63,2.3,45.47094601,-91.2526698
15115,543551,8/18/2009,FW08RWI9304,1,-59.27,-7.32,-0.67,45.87502905,-90.69371246
15116,544631,8/15/2009,FW08RWI9306,1,-43.68,-5.99,4.26,42.8346351,-89.17211495
15117,544621,8/17/2009,FW08RWI9307,1,-62.81,-7.59,-2.06,45.73784894,-89.52281402
15965,544681,8/11/2009,FW08RWV9001,1,-49.67,-7.55,10.73,38.21701435,-81.11405585
15963,548261,7/23/2009,FW08RWV9020,1,-47.32,-6.9,7.88,39.58527954,-78.29735672
15964,543501,8/18/2009,FW08RWV9035,1,-37.24,-6.15,11.94,37.8335845,-81.05166995
14567,551941,7/10/2009,FW08RWY9906,1,-131.06,-17.3,7.33,43.55211793,-110.800577
14568,547401,7/6/2009,FW08RWY9907,1,-122.03,-16.46,9.62,41.40188197,-106.7382022
15205,543681,6/16/2009,FW08SC001,2,-29.84,-5.54,14.5,34.74262377,-83.23697625
15205,534041,6/16/2009,FW08SC001,2,-31.82,-5.8,14.6,34.74262377,-83.23697625
15204,535731,6/8/2009,FW08SC001,1,-30.18,-5.99,17.74,34.74262377,-83.23697625
15207,551961,6/16/2009,FW08SC002,2,-15.22,-2.89,7.89,33.88390721,-78.78474118
15207,551951,6/16/2009,FW08SC002,2,-13.96,-2.84,8.8,33.88390721,-78.78474118
15206,545051,6/2/2009,FW08SC002,1,-15.55,-3.04,8.8,33.88390721,-78.78474118
15208,551811,6/14/2009,FW08SC003,1,-30.12,-5.07,10.45,33.90909471,-79.4402992
15209,551291,6/18/2009,FW08SC003,2,-27.69,-4.87,11.29,33.90909471,-79.4402992
15209,545241,6/18/2009,FW08SC003,2,-27.77,-4.94,11.72,33.90909471,-79.4402992
15210,551801,6/13/2009,FW08SC004,1,-26.13,-4.19,7.39,34.12622084,-80.65031399
15211,544111,6/15/2009,FW08SC005,1,-27.39,-4.77,10.75,34.5704837,-81.77745202
15212,540921,6/9/2009,FW08SC006,1,-24.31,-4.05,8.07,33.82362461,-80.0680311
15213,534161,6/14/2009,FW08SC006,2,-18.92,-3.6,9.84,33.82362461,-80.0680311
15213,543811,6/14/2009,FW08SC006,2,-18.98,-3.65,10.25,33.82362461,-80.0680311
15214,546961,6/5/2009,FW08SC007,1,-22.11,-3.76,7.97,34.03051233,-79.72312445
13614,544131,6/18/2009,FW08SC008,1,-28.68,-4.7,8.91,34.95063268,-80.92319021
15215,545041,6/19/2009,FW08SC010,1,-21.42,-3.93,9.98,33.77314216,-79.23670098
15216,535801,6/7/2009,FW08SC011,1,-28.22,-5.14,12.86,34.76919749,-83.01151149
15217,545011,6/12/2009,FW08SC012,1,-24.65,-3.96,7.01,33.8932798,-80.62454681
15218,541761,6/9/2009,FW08SC013,1,-28.03,-5.48,15.8,34.64299314,-82.45397174
15219,545031,6/3/2009,FW08SC014,1,-26.11,-4.62,10.89,33.56170854,-79.08678599
15220,545021,6/8/2009,FW08SC015,1,-17.49,-3.26,8.6,33.61109176,-82.16242838
15221,541851,6/11/2009,FW08SC016,1,-24.24,-4.14,8.89,33.47844467,-81.31216787
15234,541771,6/7/2009,FW08SC018,1,-19.84,-3.04,4.44,33.49951013,-80.10986646
15235,551821,6/15/2009,FW08SC019,1,-19.39,-3,4.62,34.2426576,-79.7319277
15236,541751,6/12/2009,FW08SC020,1,-28.3,-4.82,10.23,34.13963432,-81.13951333
15237,541881,6/10/2009,FW08SC021,1,-24.42,-4.41,10.82,34.16664832,-81.7738521
15238,546951,6/20/2009,FW08SC022,1,-18.74,-3.78,11.47,33.76763343,-80.07378961
15239,549961,6/28/2009,FW08SC023,1,-31.32,-5.43,12.13,34.47655148,-79.73242182
15240,543691,6/17/2009,FW08SC024,1,-26.79,-4.66,10.45,34.82652981,-80.81526796
15241,545071,6/17/2009,FW08SC026,1,-26.76,-4.47,9.04,33.44769486,-79.17217303
15242,549971,6/29/2009,FW08SC030,1,-14.83,-2.74,7.08,33.90001733,-78.85695184
13607,552571,7/23/2009,FW08SD001,1,-66.98,-8.3,-0.59,45.40522735,-98.05885552
11878,525081,8/1/2008,FW08SD004,1,-41.54,-3.86,-10.7,43.6967828,-102.1639264
11879,522661,9/16/2008,FW08SD005,2,-32.51,-1.54,-20.15,43.41349596,-98.87786433
11879,530111,9/16/2008,FW08SD005,2,-32.44,-1.6,-19.66,43.41349596,-98.87786433
11880,524031,8/19/2008,FW08SD005,1,-39.13,-3.72,-9.35,43.41349596,-98.87786433
13608,544581,7/10/2009,FW08SD006,1,-61.77,-5.34,-19.01,45.42562414,-102.3501296
11881,522761,8/22/2008,FW08SD009,1,-99.55,-12.47,0.24,43.52786911,-101.7975957
11882,523871,9/11/2008,FW08SD010,1,-63.35,-7.27,-5.23,45.7710672,-101.2769944
14784,548631,8/25/2009,FW08SD011,1,-109.36,-13.5,-1.39,44.72564473,-103.970097
11883,533661,7/29/2008,FW08SD012,1,-32.42,-3.85,-1.6,43.2870233,-102.8174619
11883,528741,7/29/2008,FW08SD012,1,-72.6,-10.56,11.91,43.2870233,-102.8174619
13609,540881,7/9/2009,FW08SD014,1,-84.16,-9.8,-5.75,45.15361622,-102.5972291
14785,540831,8/26/2009,FW08SD015,1,-105.49,-12.7,-3.87,45.33701201,-103.3447206
11884,522251,8/7/2008,FW08SD016,1,-61.62,-7.28,-3.34,45.68732336,-101.8394667
14787,544381,7/7/2009,FW08SD017,1,-103.74,-13.51,4.36,44.47407591,-103.2200598
14787,552091,7/7/2009,FW08SD017,1,-104.12,-13.67,5.2,44.47407591,-103.2200598
14786,540961,8/18/2009,FW08SD017,2,-102.36,-13.58,6.31,44.47407591,-103.2200598
13610,530081,6/16/2009,FW08SD018,1,-76.51,-8.94,-5.03,44.11269572,-100.9509769
11896,525721,7/30/2008,FW08SD019,1,-91.53,-11.38,-0.51,43.38208938,-102.3896031
11887,523551,9/19/2008,FW08SD020,1,-122.49,-15.64,2.66,43.82175326,-99.45185123
11888,527831,8/29/2008,FW08SD021,1,-127.42,-16.85,7.41,44.28504443,-103.7937273
11889,523581,9/10/2008,FW08SD022,1,-54.2,-5.14,-13.08,45.50981053,-101.0847823
11895,531921,9/9/2008,FW08SD023,1,-52.18,-3.69,-22.62,45.65635515,-100.85083
11890,524761,8/28/2008,FW08SD025,1,-78.47,-10.15,2.7,43.78581882,-103.0622408
14788,552081,9/3/2009,FW08SD026,1,-51.34,-6.8,3.1,42.99859143,-97.00441624
11891,531011,8/6/2008,FW08SD027,1,-63.49,-6.65,-10.3,45.72849972,-101.9843776
11892,528531,9/4/2008,FW08SD029,1,-48.21,-5.22,-6.48,45.00143744,-98.63765863
13611,541041,6/17/2009,FW08SD031,1,-72.13,-8.79,-1.79,44.04386154,-101.4511151
14789,541191,8/27/2009,FW08SD032,1,-69.42,-8.52,-1.29,44.80319838,-102.5440453
14790,540971,8/13/2009,FW08SD034,1,-57.78,-6.8,-3.38,43.42244243,-103.9918042
14791,544261,7/13/2009,FW08SD035,1,-62.26,-5.9,-15.07,44.59102841,-101.4489637
14792,552591,7/8/2009,FW08SD036,1,-106.91,-12.64,-5.76,44.8171498,-103.6938849
14793,541161,7/14/2009,FW08SD037,1,-59.01,-7.37,-0.04,43.24111525,-99.18715776
14794,523591,7/30/2009,FW08SD038,1,-56.87,-5.63,-11.81,43.81008693,-100.8971399
11893,530071,9/24/2008,FW08SD039,1,-59.33,-5.77,-13.15,45.76411077,-100.6831275
14795,553941,9/15/2009,FW08SD040,1,-69.41,-7.35,-10.63,45.25933104,-100.9108892
11898,530961,8/26/2008,FW08SD041,1,-97.98,-12.81,4.51,44.15643022,-103.2286962
14796,548051,7/28/2009,FW08SD042,2,-92.35,-11.42,-1.02,42.85420158,-97.28015821
14797,543961,6/24/2009,FW08SD042,1,-94.48,-11.71,-0.84,42.85420158,-97.28015821
11897,527781,9/12/2008,FW08SD043,1,-90.37,-9.92,-11,45.62072484,-102.3781605
11899,528621,8/20/2008,FW08SD046,1,-91.39,-10.91,-4.08,43.6071459,-102.9969674
11900,523281,9/3/2008,FW08SD049,1,-53.53,-6.3,-3.16,45.35231501,-96.70890655
14798,548621,9/10/2009,FW08SD050,1,-68.67,-8.21,-2.95,43.73020928,-100.4410128
11901,530821,8/27/2008,FW08SD052,1,-59.96,-6.31,-9.47,44.39508619,-102.8050839
11902,524961,8/21/2008,FW08SD054,1,-87.85,-10.5,-3.82,43.64222528,-101.8385385
14800,552361,8/5/2009,FW08SD056,1,-99.36,-11.7,-5.79,45.5168255,-104.0118867
11921,523541,9/18/2008,FW08SD057,1,-53.68,-5.43,-10.24,44.04587612,-99.15812818
11904,523611,7/31/2008,FW08SD058,1,-75.13,-9.37,-0.19,43.48729998,-102.4814225
14801,540841,8/26/2009,FW08SD060,1,-75.41,-7.86,-12.54,45.10777476,-102.8961217
11920,530241,9/17/2008,FW08SD061,1,-45.46,-2.41,-26.15,43.91601196,-99.81948746
11908,534301,9/17/2008,FW08SD063,1,-100.79,-12.28,-2.56,44.5204035,-101.9940786
14802,556521,9/17/2009,FW08SD063,1,-95.7,-11.81,-1.23,44.5204035,-101.9940786
14803,541001,9/2/2009,FW08SD065,1,-74.62,-9.37,0.32,43.07013263,-98.80039803
14804,555911,9/16/2009,FW08SD067,1,-63.92,-7.25,-5.9,44.75803488,-101.9992788
14805,541151,7/16/2009,FW08SD070,1,-83.21,-10.76,2.88,43.12664563,-101.7196057
11919,531691,9/25/2008,FW08SD071,1,-60.32,-8.03,3.9,45.56322755,-101.5487176
14806,544241,8/4/2009,FW08SD072,1,-96.57,-10.99,-8.69,45.94132831,-103.0026083
14808,547851,7/29/2009,FW08SD075,2,-49.63,-5.26,-7.54,44.34478317,-100.3712667
14807,551991,6/25/2009,FW08SD075,1,-74.95,-9.16,-1.65,44.34478317,-100.3712667
14807,551451,6/25/2009,FW08SD075,1,-75.15,-9.31,-0.65,44.34478317,-100.3712667
14809,548481,8/12/2009,FW08SD078,1,-81.73,-9.78,-3.49,43.25297812,-103.7145704
14810,540981,8/19/2009,FW08SD084,1,-85.52,-10.33,-2.89,43.89471607,-102.6490336
14811,544221,7/21/2009,FW08SD085,1,-56.03,-7.86,6.88,43.90549254,-96.48497483
14812,540941,6/10/2009,FW08SD089,1,-85.19,-10.37,-2.26,43.78523575,-102.7990709
14814,540951,8/4/2009,FW08SD091,1,-88.86,-9.35,-14.09,45.79515224,-102.3503282
14815,552781,8/5/2009,FW08SD092,1,-67.81,-6.77,-13.61,45.90932765,-103.4290444
14818,552381,8/14/2009,FW08SD094,1,-98.21,-12.02,-2.06,43.45583867,-103.1810317
14819,550971,7/30/2009,FW08SD095,1,-52.48,-4.72,-14.75,44.01584907,-101.72602
14817,550951,6/23/2009,FW08SD097,1,-54.04,-7.45,5.6,44.05554719,-96.98758644
14816,540991,8/19/2009,FW08SD098,1,-80.34,-9.3,-5.92,43.37384277,-103.9128333
14820,541031,6/11/2009,FW08SD100,1,-110.45,-13.71,-0.75,44.04301543,-103.7701047
14821,548611,9/11/2009,FW08SD105,1,-91.25,-11.39,-0.1,44.37458714,-103.177335
14822,541051,9/3/2009,FW08SD165,1,-60.42,-6.88,-5.34,43.67917456,-99.50952398
12467,534931,10/5/2008,FW08TN002,2,-34.15,-5.71,11.51,36.37562986,-84.25585243
12467,534921,10/5/2008,FW08TN002,2,-34.1,-5.73,11.74,36.37562986,-84.25585243
12466,533741,9/9/2008,FW08TN002,1,-33.87,-5.77,12.3,36.37562986,-84.25585243
15356,543211,7/7/2009,FW08TN003,1,-31.08,-5.25,10.9,36.54258907,-83.76627429
12469,534811,10/7/2008,FW08TN004,2,-40.16,-6.25,9.86,36.45872528,-82.42141579
12469,534941,10/7/2008,FW08TN004,2,-40.06,-6.29,10.23,36.45872528,-82.42141579
12468,533751,9/11/2008,FW08TN004,1,-38.46,-6.09,10.24,36.45872528,-82.42141579
12465,534801,10/2/2008,FW08TN005,1,-33.38,-5.66,11.89,36.31967155,-87.67491152
12470,533591,9/12/2008,FW08TN006,1,-49.12,-8.03,15.16,36.52332745,-81.95672963
12471,533321,9/14/2008,FW08TN007,1,-32.99,-5.6,11.8,35.39696378,-84.27655869
15357,543201,7/14/2009,FW08TN009,1,-8.67,-2.49,11.28,36.18743206,-89.09896774
12473,527541,10/4/2008,FW08TN010,2,-28.91,-4.89,10.23,36.60637345,-85.50504067
12473,527001,10/4/2008,FW08TN010,2,-29.15,-4.99,10.75,36.60637345,-85.50504067
12472,532461,9/23/2008,FW08TN010,1,-29.5,-5.14,11.63,36.60637345,-85.50504067
12475,530751,10/6/2008,FW08TN011,2,-29.72,-4.82,8.87,35.95144947,-83.55065947
12475,527651,10/6/2008,FW08TN011,2,-29.69,-4.84,9.05,35.95144947,-83.55065947
12474,532141,9/4/2008,FW08TN011,1,-32.03,-5.25,10,35.95144947,-83.55065947
15358,547931,7/9/2009,FW08TN012,1,-32.27,-5.12,8.7,35.1040099,-85.3609047
12476,530761,9/29/2008,FW08TN013,1,-24.65,-4.1,8.17,35.67241402,-87.26333295
12477,533471,9/13/2008,FW08TN014,1,-33.08,-5.73,12.78,35.67847269,-84.89154319
12478,532891,9/7/2008,FW08TN015,1,-38.41,-6.29,11.94,36.12507575,-83.18162259
15359,550701,7/20/2009,FW08TN016,1,-12.51,-2.66,8.75,35.21055873,-88.92372526
12479,527561,9/28/2008,FW08TN018,1,-22.67,-3.71,6.98,36.19969329,-86.6729338
12480,532971,9/5/2008,FW08TN019,1,-27.07,-3.83,3.56,35.82909924,-83.48463899
12481,533461,9/27/2008,FW08TN024,1,-28.39,-4.73,9.46,35.06898411,-86.96136076
12482,534891,10/1/2008,FW08TN025,1,-30.83,-5.28,11.41,35.90159547,-87.84312679
12483,528901,9/3/2008,FW08TN027,1,-30.74,-5.02,9.39,35.95221355,-83.79580497
15360,535041,7/12/2009,FW08TN028,1,-27.91,-5.11,12.94,35.50011678,-88.63773221
12484,533481,9/30/2008,FW08TN029,1,-29.55,-4.9,9.65,35.76148187,-87.49864065
12485,533491,9/25/2008,FW08TN030,1,-27.26,-3.69,2.26,35.54916085,-86.95243048
12486,523301,9/6/2008,FW08TN031,1,-44.34,-6.61,8.57,36.22266757,-82.97198856
15363,550731,7/19/2009,FW08TN032,1,-16.77,-3.39,10.33,35.35103573,-89.02884356
15364,550721,7/15/2009,FW08TN033,1,-28.25,-4.81,10.21,36.18485784,-89.38176934
12487,533771,9/10/2008,FW08TN035,1,-40.82,-6.75,13.14,36.49377313,-83.61879405
15365,556711,9/21/2009,FW08TN037,1,-38.25,-6.22,11.53,35.10422261,-89.77036769
15366,523831,7/8/2009,FW08TN039,1,-33.12,-5.58,11.49,35.75372373,-84.31074126
15367,530741,7/11/2009,FW08TN040,1,-27.11,-4.4,8.12,35.14419345,-86.34868717
15368,555131,9/20/2009,FW08TN044,1,-34.87,-5.46,8.85,35.12102357,-89.21058068
15369,555891,9/24/2009,FW08TN051,1,-31.05,-5.47,12.68,36.40331428,-84.04829983
15370,556241,9/28/2009,FW08TN068,1,-31.83,-5.15,9.4,36.42498764,-88.78780414
15243,547221,7/17/2009,FW08TX001,1,-20.6,-3.68,8.84,30.68545325,-95.20209676
15243,522591,7/17/2009,FW08TX001,1,-20.71,-3.78,9.5,30.68545325,-95.20209676
12331,525051,8/25/2008,FW08TX001,1,-20.83,-4.04,11.5,30.68545325,-95.20209676
15244,534101,7/10/2009,FW08TX002,1,-4.27,-0.31,-1.78,33.02550094,-96.9194025
15244,543661,7/10/2009,FW08TX002,1,-4.2,-0.47,-0.42,33.02550094,-96.9194025
12332,531621,9/2/2008,FW08TX002,1,-10.41,-1.68,2.99,33.02550094,-96.9194025
11139,521051,7/2/2008,FW08TX003,1,-18.39,-3.18,7.07,30.28718756,-98.89560053
11140,532261,7/9/2008,FW08TX004,1,-21.29,-3.61,7.6,32.28043629,-97.97061693
16069,522541,8/28/2008,FW08TX005,1,-15.54,-2.72,6.18,28.36601622,-97.5698797
15245,543671,7/12/2009,FW08TX006,1,-19.36,-2.98,4.5,31.95655713,-94.58712139
15246,549031,7/14/2009,FW08TX009,1,-11.82,-1.43,-0.42,29.88779749,-94.36480134
11144,523201,7/6/2008,FW08TX010,1,-9.39,-1.16,-0.12,30.5975647,-98.06989927
11145,521361,6/30/2008,FW08TX011,1,-17.5,-3.38,9.51,33.06838281,-94.46843757
1317,557061,10/13/2009,FW08TX012,2,-29.99,-4.08,2.66,35.7675098,-101.322332
1317,557051,10/13/2009,FW08TX012,2,-31.35,-4.29,2.99,35.7675098,-101.322332
1318,533581,6/24/2009,FW08TX012,1,-32.72,-4.54,3.61,35.7675098,-101.322332
12333,531051,8/26/2008,FW08TX013,1,-23.91,-3.69,5.63,30.95941066,-95.83093747
12334,530251,8/28/2008,FW08TX014,1,-36.13,-5.1,4.65,31.59065264,-98.1271693
1329,534221,7/8/2009,FW08TX015,1,-2.62,-0.32,-0.05,33.10875253,-99.44199414
1328,557041,10/14/2009,FW08TX015,2,-28.32,-4.12,4.61,33.10875253,-99.44199414
1328,557091,10/14/2009,FW08TX015,2,-28.14,-4.1,4.64,33.10875253,-99.44199414
11146,521141,7/5/2008,FW08TX017,1,-28.01,-4.94,11.47,31.54151415,-97.41663635
12340,524771,8/24/2008,FW08TX019,1,-16.01,-3.08,8.64,30.61815112,-94.293034
1335,526061,8/19/2009,FW08TX022,1,-14.05,-1.1,-5.21,26.04501756,-97.79640606
1332,534261,10/1/2009,FW08TX023,1,-41.52,-4.65,-4.34,29.77151273,-101.7318191
12341,524601,8/21/2008,FW08TX025,1,-11.96,-2.66,9.32,29.9104657,-95.49178123
1417,522061,7/30/2008,FW08TX028,1,-6.34,0,-6.35,33.05565818,-97.25305842
1327,523791,8/20/2009,FW08TX030,1,-12.24,-1.06,-3.75,25.84893298,-97.43996032
11151,532381,7/8/2008,FW08TX031,1,-5.35,0.14,-6.47,30.87365616,-97.62101278
12342,524931,9/3/2008,FW08TX032,1,-25.8,-4.26,8.27,33.75841057,-97.29398271
1326,534241,6/25/2009,FW08TX033,1,-39.74,-5.31,2.72,35.97240799,-100.8243878
16068,522891,8/14/2008,FW08TX035,1,0.71,1.36,-10.16,29.15720913,-97.38375315
16150,526021,5/27/2009,FW08TX037,1,-7.22,-1.33,3.44,30.57972977,-94.99791387
1325,530381,8/18/2009,FW08TX038,1,-14.83,-0.96,-7.12,26.23519886,-98.54719295
16070,526091,10/14/2008,FW08TX042,1,-14.86,-1.76,-0.78,28.30210559,-98.05815385
16149,526071,8/12/2008,FW08TX043,1,-20.89,-3.54,7.4,29.23892737,-98.45168452
11153,521151,6/28/2008,FW08TX045,1,-12.98,-2.9,10.22,32.46103578,-94.70198008
1324,545551,9/17/2009,FW08TX046,1,-12.2,0.81,-18.64,31.77034478,-103.7792891
12338,522561,8/27/2008,FW08TX047,1,-35.5,-5.1,5.27,31.53465945,-96.58774516
1338,522071,7/23/2009,FW08TX050,1,-32.81,-4.19,0.73,28.95042062,-100.6493658
1337,534411,7/9/2009,FW08TX052,1,-20.16,-2.77,2.02,34.56294962,-100.6273496
16148,522091,7/22/2008,FW08TX053,1,-6.75,-0.95,0.87,31.93453423,-95.43335985
1331,522631,9/10/2008,FW08TX055,1,-9.5,-0.95,-1.89,31.76247549,-100.1404814
16155,521401,7/24/2008,FW08TX057,1,-7.27,-1.44,4.25,30.88168517,-93.57254343
1320,526161,5/12/2009,FW08TX059,1,-7.5,-1.92,7.86,31.55041499,-97.09174208
1319,521591,8/27/2009,FW08TX061,1,-8.63,-1.62,4.34,33.29423969,-94.05901694
1333,549211,9/2/2009,FW08TX062,1,-67.74,-7.65,-6.52,31.12116421,-105.6636175
1334,526171,6/2/2009,FW08TX063,1,-10.23,-1.85,4.58,30.47115358,-96.13823899
1323,549301,10/15/2009,FW08TX064,1,-31.99,-4.86,6.9,32.92485108,-99.50661948
1330,534231,6/23/2009,FW08TX065,1,-60.39,-7.45,-0.82,35.45113932,-102.0050532
1322,553371,8/7/2009,FW08TX066,1,-20.04,-3.04,4.3,29.44390726,-99.99400813
15247,551591,8/13/2009,FW08TX067,1,-11.99,-1.47,-0.21,31.13181739,-99.32020981
1336,549821,9/16/2009,FW08TX068,1,10.22,3.4,-16.97,32.24997622,-101.3757954
12339,531861,8/30/2008,FW08TX088,1,-18.72,-2.46,0.93,30.51303846,-98.51028269
15248,552001,7/19/2009,FW08TX104,1,6.65,2.8,-15.79,30.65449651,-97.92735569
15249,549081,7/14/2009,FW08TX118,1,-0.82,1.26,-10.91,28.87839635,-96.28716757
15251,548981,7/11/2009,FW08TX124,1,-6.08,-0.67,-0.71,32.77924102,-96.55448832
15252,549041,7/25/2009,FW08TX156,1,-3.26,0.41,-6.5,33.48298305,-97.17612334
15253,534401,8/15/2009,FW08TX165,1,14.36,4.08,-18.31,31.51609563,-95.11218312
15254,545841,8/16/2009,FW08TX168,1,8.99,3.1,-15.83,33.94285725,-98.46428004
15255,551581,8/18/2009,FW08TX172,1,-1.52,0.54,-5.84,32.49662391,-97.35226928
12243,525531,7/2/2008,FW08UT001,1,-111.68,-14.12,1.26,41.27422296,-112.1538854
12244,522331,8/27/2008,FW08UT001,2,-116.49,-15.14,4.62,41.27422296,-112.1538854
12244,531811,8/27/2008,FW08UT001,2,-116.56,-15.23,5.32,41.27422296,-112.1538854
12245,525651,7/9/2008,FW08UT003,1,-95.62,-13,8.34,37.55193806,-113.4090686
15149,540021,7/1/2009,FW08UT004,1,-120.54,-16.46,11.11,39.84468028,-113.8170572
12247,531651,9/9/2008,FW08UT005,1,-100.61,-13.63,8.45,38.18237181,-111.1541118
12248,533441,9/24/2008,FW08UT007,1,-93.06,-11.57,-0.5,38.33325837,-112.185427
12249,522471,9/3/2008,FW08UT008,1,-115.62,-15.24,6.33,40.89493585,-110.423116
