PUBLICATION_DATE,UID,SITE_ID,VISIT_NO,YEAR,DATE_COL,AGGR_ECO9_2015,SAMPLE_TYPE,BENT_SAMPLE_TYPE,BENT_MMI_COND,OE_COND,SAMPLED_BENT,MMI_BENT,OE_SCORE,COMP_PT,DIVS_PT,FEED_PT,HABT_PT,RICH_PT,TOLR_PT,BURRPTAX,CHIRPTAX,CLNGNTAX,CLNGPTAX,DOM5PIND,EPHENTAX,EPHEPTAX,EPT_NTAX,EPT_PIND,EPT_PTAX,HPRIME,INTLNTAX,NOINPIND,NTOLNTAX,NTOLPTAX,SCRPNTAX,SHRDNTAX,STOLPTAX,TOLRPTAX
9/2/2015,12186,FW08RIL2ICE01,1,2008,8-Jul-08,TPL,BENT,BERWW,Good,O/E>0.9,YES,55.43,1.113243348,4.98,9.89,2.5,7.06,5,3.83,,,15,,,6,,,40.33,,3.15,,,,,3,,22.22,
9/2/2015,12190,FW08KS008,1,2008,9-Sep-08,SPL,BENT,BERWW,Good,O/E<0.8,YES,54.38,0.753761096,6.79,5.21,5.71,6.06,6,2.86,17.24,,,,,,,10,45,,2.26,3,,,,5,,,
9/2/2015,12192,FW08KS021,1,2008,15-Sep-08,SPL,BENT,BERWW,Poor,O/E<0.9,YES,18.13,0.810985973,0.49,5.31,1.43,0.89,1.33,1.43,33.33,,,,,,,3,3.9,,2.28,2,,,,2,,,
9/2/2015,12193,FW08KS022,1,2008,7-Oct-08,SPL,BENT,BERWW,Good,O/E<0.8,YES,51.23,0.605583941,10,3.74,2.86,8.04,4.67,1.43,11.11,,,,,,,8,73.37,,1.95,2,,,,3,,,
9/2/2015,12194,FW08RIL2AK07,1,2008,9-Jul-08,SAP,BENT,BERWW,Poor,O/E<0.5,YES,28.87,0.387579086,10,4.03,0,1.29,2,0,22.22,,,,,,44.44,9,,,2.61,,,,,2,,,33.33
9/2/2015,12195,FW08KS018,1,2008,19-Aug-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,68.02,1.403532818,4.98,10,5,6.47,9,5.36,,,14,,,10,,,40.33,,3.22,,,,,5,,17.78,
9/2/2015,12196,FW08KS038,1,2008,6-Oct-08,SPL,BENT,BERWW,Good,O/E>0.9,YES,37.18,1.455299646,2.04,6.92,2.86,1.45,3.33,5.71,31.58,,,,,,,6,14,,2.62,5,,,,3,,,
9/2/2015,12197,FW08KS040,1,2008,22-Sep-08,SPL,BENT,BERWW,Good,O/E>0.9,YES,61.23,1.144766671,8.32,7.73,7.14,5.36,5.33,2.86,19.44,,,,,,,9,55,,2.79,3,,,,6,,,
9/2/2015,12199,FW08KS042,1,2008,29-Sep-08,SPL,BENT,BERWW,Poor,O/E<0.8,YES,16.82,0.652433395,0,3.08,1.43,5.58,0,0,18.75,,,,,,,0,0,,1.81,0,,,,2,,,
9/2/2015,12200,FW08KS043,1,2008,2-Sep-08,TPL,BENT,BELGB,Good,O/E>0.9,YES,63.42,1.205434572,2.59,10,10,6.47,5,3.99,,,14,,,6,,,21.33,,3.27,,,,,9,,21.74,
9/2/2015,12205,FW08WY008,1,2008,26-Aug-08,XER,BENT,BERWW,Good,O/E>0.9,YES,70.83,1.217095989,9.79,6.11,4.29,7.37,7.06,7.88,,,,52.63,63.21,,,13,,,,,4,,,3,,,10.53
9/2/2015,12206,FW08WY011,1,2008,29-Aug-08,SPL,BENT,BERWW,Poor,O/E<0.8,YES,19.98,0.784877487,0.87,4.88,2.86,0.52,0,2.86,34.48,,,,,,,1,6.33,,2.19,3,,,,3,,,
9/2/2015,12207,FW08WY013,1,2008,16-Jul-08,NPL,BENT,BERWW,Fair,O/E<0.8,YES,47.82,0.54547517,10,6.09,0,4.81,5.71,2.08,21.43,,,,,4,,,,50,2.3,,,9,,0,,,
9/2/2015,12208,FW08WY014,1,2008,23-Sep-08,XER,BENT,BERWW,Fair,O/E<0.8,YES,43.47,0.59551891,9.69,0.99,5.71,3.51,2.35,3.83,,,,33.33,87.59,,,5,,,,,4.33,,,4,,,23.81
9/2/2015,12210,FW08WY020,1,2008,24-Sep-08,XER,BENT,BERWW,Poor,O/E<0.5,YES,19.05,0.137985391,10,0,1.43,0,0,0,,,,14.29,99.17,,,0,,,,,0.83,,,1,,,57.14
9/2/2015,12212,FW08WY026,1,2008,16-Jul-08,NPL,BENT,BERWW,Poor,O/E>0.9,YES,24.52,1.250234056,1.23,2.69,0,7.28,1.43,2.08,14.29,,,,,1,,,,9.52,1.63,,,9,,1,,,
9/2/2015,12214,FW08WY030,1,2008,14-Jul-08,NPL,BENT,BERWW,Poor,O/E>0.9,YES,25.73,1.073906393,2.99,3.05,2,2.04,2.86,2.5,29.41,,,,,2,,,,17.65,1.7,,,10,,2,,,
9/2/2015,12215,FW08WY031,1,2008,27-Aug-08,WMT,BENT,BERWW,Poor,O/E<0.9,YES,10.97,0.801117173,0,3.23,0,0,0,3.35,,,,26.09,68.84,,,4,,17.39,,,,,,0,,,17.39
9/2/2015,12216,FW08WY032,1,2008,16-Jun-08,NPL,BENT,BERWW,Fair,O/E<0.9,YES,45.05,0.892741384,0.03,7.61,6,9.46,1.43,2.5,8,,,,,1,,,,4,2.6,,,10,,4,,,
9/2/2015,12217,FW08WY034,1,2008,7-Aug-08,NPL,BENT,BERWW,Good,O/E<0.8,YES,81.63,0.70841559,6.85,6.55,6,10,10,9.58,3.23,,,,,7,,,,35.48,2.39,,,27,,4,,,
9/2/2015,12218,FW08WY038,1,2008,30-Sep-08,NPL,BENT,BERWW,Fair,O/E<0.8,YES,45.17,0.631109735,8.09,4.06,0,8.16,4.29,2.5,11.76,,,,,3,,,,41.18,1.9,,,10,,0,,,
9/2/2015,12219,FW08WY042,1,2008,15-Jul-08,WMT,BENT,BERWW,Poor,O/E<0.8,YES,4.9,0.695362883,0.34,0,1.43,1.17,0,0,,,,32,82.63,,,5,,20,,,,,,2,,,40
9/2/2015,12224,FW08WY050,1,2008,6-Aug-08,NPL,BENT,BERWW,Good,O/E<0.9,YES,67.07,0.876074807,9.1,4.47,6,5.02,8.57,7.08,20.83,,,,,6,,,,45.83,1.98,,,21,,4,,,
9/2/2015,12228,FW08WY043,1,2008,2-Oct-08,SPL,BENT,BERWW,Good,O/E>0.9,YES,60.73,1.346125384,9.18,5.64,4.29,7.71,5.33,4.29,12.12,,,,,,,9,60.67,,2.35,4,,,,4,,,
9/2/2015,12229,FW08WY046,1,2008,20-Jun-08,NPL,BENT,BERWW,Fair,O/E>0.9,YES,47.18,1.070778536,3.33,7.56,4,8.24,1.43,3.75,11.54,,,,,1,,,,19.23,2.59,,,13,,3,,,
9/2/2015,12236,FW08WY051,1,2008,28-Aug-08,XER,BENT,BERWW,Good,O/E>0.9,YES,69.13,1.064537126,9.79,8.59,2.86,5.08,7.65,7.51,,,,41.18,51.4,,,14,,,,,4,,,2,,,11.76
9/2/2015,12237,FW08WY055,1,2008,25-Aug-08,XER,BENT,BERWW,Fair,O/E<0.8,YES,49.28,0.782502378,10,2.57,4.29,3.84,2.35,6.52,,,,35,80.09,,,5,,,,,1,,,3,,,15
9/2/2015,12238,FW08WY058,1,2008,18-Jun-08,NPL,BENT,BERWW,Poor,O/E>0.9,YES,29.58,1.235022662,0.77,7.51,0,4.53,2.86,2.08,22.22,,,,,2,,,,7.41,2.58,,,9,,1,,,
9/2/2015,12239,FW08WY061,1,2008,1-Oct-08,NPL,BENT,BERWW,Fair,O/E>0.9,YES,44,1.223130066,2.55,7.41,4,3.57,4.29,4.58,25,,,,,3,,,,15.62,2.56,,,15,,3,,,
9/2/2015,12241,FW08UT022,1,2008,20-Aug-08,XER,BENT,BELGB,Good,O/E>0.9,YES,59.95,0.959247551,10,6.52,1.43,5.41,5.88,6.73,,,,42.86,61.26,,,11,,,,,2.67,,,1,,,14.29
9/2/2015,12242,FW08UT054,1,2008,19-Aug-08,XER,BENT,BELGB,Good,O/E>0.9,YES,78.13,1.157614167,7.86,7.4,7.14,5.66,8.82,10,,,,44.12,57.09,,,16,,,,,10.33,,,5,,,2.94
9/2/2015,12243,FW08UT001,1,2008,2-Jul-08,XER,BENT,BERWW,Poor,O/E<0.5,YES,17.9,0.272633945,0,6.45,4.29,0,0,0,,,,4.76,61.59,,,0,,,,,53,,,3,,,61.9
9/2/2015,12244,FW08UT001,2,2008,27-Aug-08,XER,BENT,BERWW,Poor,O/E<0.8,YES,11.42,0.54526789,0,1.14,5.71,0,0,0,,,,10.53,86.87,,,1,,,,,58.67,,,4,,,57.89
9/2/2015,12245,FW08UT003,1,2008,9-Jul-08,XER,BENT,BERWW,Poor,O/E>0.9,YES,37.15,1.157649869,2.96,4.63,4.29,2.46,3.53,4.42,,,,28.12,70.28,,,7,,,,,26.33,,,3,,,21.88
9/2/2015,12247,FW08UT005,1,2008,9-Sep-08,XER,BENT,BERWW,Fair,O/E<0.8,YES,56.17,0.704815119,10,0,2.86,9.15,2.94,8.75,,,,61.54,96.96,,,6,,,,,0.33,,,2,,,7.69
9/2/2015,12248,FW08UT007,1,2008,24-Sep-08,WMT,BENT,BERWW,Poor,O/E<0.8,YES,5.57,0.74467019,3.34,0,0,0,0,0,,,,26.67,94.69,,,5,,33.33,,,,,,1,,,53.33
9/2/2015,12249,FW08UT008,1,2008,3-Sep-08,WMT,BENT,BERWW,Good,O/E>0.9,YES,66.38,1.198220467,5.72,8.52,7.14,6.83,7.06,4.56,,,,56.1,46.77,,,18,,43.9,,,,,,6,,,14.63
9/2/2015,12250,FW08UT009,1,2008,10-Jul-08,XER,BENT,BERWW,Poor,O/E>0.9,YES,40,1.320774199,0.51,5.95,4.29,4.34,3.53,5.38,,,,37.5,64,,,7,,,,,34.33,,,3,,,18.75
9/2/2015,12251,FW08UT010,1,2008,17-Sep-08,XER,BENT,BERWW,Good,O/E>0.9,YES,65.57,1.155073191,9.28,2.55,5.71,10,7.06,4.74,,,,75,80.14,,,13,,,,,5.67,,,4,,,20.83
9/2/2015,12252,FW08UT011,1,2008,15-Jul-08,XER,BENT,BERWW,Good,O/E>0.9,YES,59.92,0.945953225,6.12,4.89,5.71,8.51,4.71,6.01,,,,58.33,69.04,,,9,,,,,16,,,4,,,16.67
9/2/2015,12253,FW08UT012,1,2008,5-Aug-08,WMT,BENT,BERWW,Poor,O/E<0.8,YES,12.43,0.663498117,0.73,0,2.86,3.87,0,0,,,,43.48,83.52,,,5,,21.74,,,,,,3,,,26.09
9/2/2015,12254,FW08UT013,1,2008,13-Aug-08,WMT,BENT,BERWW,Fair,O/E>0.9,YES,45.77,1.24845905,3.49,7.83,5.71,3.52,6.47,0.44,,,,42,49.65,,,17,,34,,,,,,5,,,24
9/2/2015,12255,FW08UT021,1,2008,7-Aug-08,WMT,BENT,BERWW,Poor,O/E<0.9,YES,7.7,0.801833885,0,3.19,1.43,0,0,0,,,,20,69.01,,,2,,8,,,,,,2,,,56
9/2/2015,12256,FW08UT026,1,2008,15-Sep-08,XER,BENT,BERWW,Good,O/E>0.9,YES,58.57,1.029627516,9.82,3.61,5.71,7.27,2.94,5.79,,,,52.17,75.1,,,6,,,,,3.92,,,4,,,17.39
9/2/2015,12257,FW08UT028,1,2008,25-Jun-08,WMT,BENT,BERWW,Good,O/E>0.9,YES,59.18,1.41161116,5.84,6.07,8.57,6.7,5.88,2.45,,,,55.56,56.98,,,16,,44.44,,,,,,7,,,19.44
9/2/2015,12258,FW08UT032,1,2008,4-Sep-08,WMT,BENT,BERWW,Good,O/E>0.9,YES,60.02,1.241560595,6.23,7.98,7.14,4.5,7.06,3.1,,,,46.15,49.03,,,18,,46.15,,,,,,6,,,17.95
9/2/2015,12259,FW08UT051,1,2008,16-Sep-08,XER,BENT,BERWW,Poor,O/E<0.5,YES,39.87,0.443207143,10,0.48,0,6.84,0.59,6.01,,,,50,90,,,2,,,,,0,,,0,,,16.67
9/2/2015,12260,FW08UT053,1,2008,23-Sep-08,WMT,BENT,BERWW,Poor,O/E<0.8,YES,30.93,0.780577601,5.59,4.37,1.43,3.05,4.12,0,,,,40,64.06,,,13,,43.33,,,,,,2,,,26.67
9/2/2015,12262,FW08UT041,1,2008,11-Jul-08,XER,BENT,BERWW,Poor,O/E<0.5,YES,12.72,0.319914342,0,0,4.29,0.59,1.18,1.57,,,,18.75,93.17,,,3,,,,,86.33,,,3,,,31.25
9/2/2015,12263,FW08UT059,1,2008,16-Jul-08,XER,BENT,BERWW,Fair,O/E<0.9,YES,45.18,0.872962406,0.31,3.58,8.57,6.52,2.94,5.19,,,,48.39,75.26,,,6,,,,,35,,,6,,,19.35
9/2/2015,12264,FW08UT067,1,2008,10-Sep-08,XER,BENT,BERWW,Fair,O/E<0.8,YES,46.07,0.73218944,9.69,2.18,2.86,6.84,4.12,1.95,,,,50,81.94,,,8,,,,,4.33,,,2,,,30
9/2/2015,12266,FW08UT080,1,2008,24-Jun-08,XER,BENT,BERWW,Poor,O/E>0.9,YES,38.15,1.181132811,3.06,6.86,2.86,2.79,5.29,2.03,,,,29.73,59.64,,,10,,,,,26,,,2,,,29.73
9/2/2015,12267,FW08UT099,1,2008,12-Aug-08,WMT,BENT,BERWW,Poor,O/E>0.9,YES,35.53,0.926492266,3.88,0,5.71,6.24,2.35,3.14,,,,53.57,82.64,,,10,,35.71,,,,,,5,,,17.86
9/2/2015,12274,FW08NM002,2,2008,19-Sep-08,WMT,BENT,BERWW,Poor,O/E<0.5,YES,10.05,0.454864943,0,3.17,2.86,0,0,0,,,,25,69.1,,,4,,14.29,,,,,,3,,,35.71
9/2/2015,12275,FW08ND079,1,2008,1-Oct-08,TPL,BENT,BELGB,Poor,O/E<0.5,YES,0.95,0.236248911,0,0.57,0,0,0,0,,,2,,,0,,,0,,1.51,,,,,0,,33.33,
9/2/2015,12276,FW08OH038,1,2008,9-Sep-08,NAP,BENT,BERWW,Poor,O/E<0.9,YES,13.12,0.804397975,1.8,1.82,1.11,1.14,1.43,0.57,,,,33.33,69.1,,,6,,18.18,,,,,48.48,4,,,
9/2/2015,12290,FW08VA007,1,2008,21-Aug-08,SAP,BENT,BERWW,Good,O/E>0.9,YES,69.6,1.175715655,4.72,9.14,7.78,7.38,9,3.74,9.09,,,,,,16.36,23,,,3.32,,,,,10,,,18.18
9/2/2015,12291,FW08VA022,1,2008,19-Aug-08,SAP,BENT,BELGB,Good,O/E>0.9,YES,63.12,1.149590124,7.04,7.41,8.89,6.56,6.5,1.47,10.87,,,,,,21.74,18,,,3.08,,,,,11,,,23.91
9/2/2015,12292,FW08VA026,1,2008,3-Sep-08,SAP,BENT,BELGB,Poor,O/E<0.5,YES,7.33,0.385803127,3.61,0.79,0,0,0,0,31.03,,,,,,13.79,5,,,2.16,,,,,2,,,37.93
9/2/2015,12293,FW08VA026,2,2008,7-Oct-08,SAP,BENT,BELGB,Poor,O/E<0.5,YES,26.07,0.462963752,4.48,5.11,2.22,1.83,2,0,21.05,,,,,,15.79,9,,,2.76,,,,,5,,,34.21
9/2/2015,12294,FW08VA001,1,2008,2-Sep-08,SAP,BENT,BERWW,Fair,O/E<0.8,YES,39.4,0.748298702,1.66,9.14,3.33,3.01,6.5,0,18.52,,,,,,9.26,18,,,3.32,,,,,6,,,27.78
9/2/2015,12295,FW08VA001,2,2008,18-Sep-08,SAP,BENT,BERWW,Fair,O/E<0.8,YES,35.47,0.748298702,0,8.85,2.22,2.52,4.5,3.19,19.57,,,,,,4.35,14,,,3.28,,,,,5,,,19.57
9/2/2015,12296,FW08VA005,1,2008,12-Aug-08,SAP,BENT,BERWW,Good,O/E>0.9,YES,68.03,0.949001061,3.93,10,8.89,6.36,9,2.64,11.29,,,,,,14.52,23,,,3.52,,,,,11,,,20.97
9/2/2015,12297,FW08VA006,1,2008,23-Sep-08,SAP,BENT,BERWW,Fair,O/E<0.8,YES,40.4,0.71333855,7.25,3.24,3.33,2.58,3.5,4.34,19.44,,,,,,22.22,12,,,2.5,,,,,6,,,16.67
9/2/2015,12300,FW08VA008,1,2008,28-Aug-08,SAP,BENT,BERWW,Poor,O/E<0.8,YES,21.23,0.617032076,0,8.99,2.22,0,0.5,1.03,33.33,,,,,,2.08,6,,,3.3,,,,,5,,,25
9/2/2015,12302,FW08VA018,1,2008,15-Sep-08,SAP,BENT,BERWW,Good,O/E>0.9,YES,52.28,1.15081465,6.84,8.78,5.56,4.69,5.5,0,14.89,,,,,,21.28,16,,,3.27,,,,,8,,,27.66
9/2/2015,12305,FW08VA030,1,2008,22-Sep-08,SAP,BENT,BERWW,Fair,O/E<0.9,YES,38.33,0.803199767,2.26,7.99,5.56,4.69,2.5,0,14.89,,,,,,10.64,10,,,3.16,,,,,8,,,29.79
9/2/2015,12306,FW08VA034,1,2008,4-Sep-08,SAP,BENT,BERWW,Good,O/E>0.9,YES,68.33,1.191111361,6.45,9.71,7.78,8.16,7.5,1.4,7.41,,,,,,20.37,20,,,3.4,,,,,10,,,24.07
9/2/2015,12307,FW08VA037,1,2008,30-Sep-08,SAP,BENT,BERWW,Good,O/E>0.9,YES,63.83,1.176817399,2.87,10,10,6,6,3.43,12.07,,,,,,12.07,17,,,3.55,,,,,13,,,18.97
9/2/2015,12308,FW08VA042,1,2008,2-Oct-08,SAP,BENT,BERWW,Poor,O/E<0.8,YES,27.67,0.761866465,3.66,4.89,0,0,1.5,6.55,27.78,,,,,,13.89,8,,,2.73,,,,,1,,,11.11
9/2/2015,12320,FW08VA014,1,2008,8-Sep-08,SAP,BENT,BERWW,Good,O/E>0.9,YES,54.05,1.260053586,4.48,10,7.78,3.46,5.5,1.21,17.54,,,,,,15.79,16,,,3.44,,,,,10,,,24.56
9/2/2015,12324,FW08VA010,1,2008,27-Aug-08,SAP,BENT,BERWW,Good,O/E<0.9,YES,45.15,0.866860938,3.26,9.86,5.56,3.01,4,1.4,18.52,,,,,,12.96,13,,,3.42,,,,,8,,,24.07
9/2/2015,12331,FW08TX001,1,2008,25-Aug-08,CPL,BENT,BERWW,Poor,O/E<0.8,YES,39.72,0.773269876,9.68,0,0,3.52,5,5.63,,,,28.57,,,,9,,,1.33,,3,,,,0,,25
9/2/2015,12332,FW08TX002,1,2008,2-Sep-08,SPL,BENT,BERWW,Fair,O/E<0.9,YES,27.68,0.807979089,3.48,4.5,1.43,6.53,0.67,0,15.79,,,,,,,2,23.42,,2.11,1,,,,2,,,
9/2/2015,12333,FW08TX013,1,2008,26-Aug-08,CPL,BENT,BERWW,Poor,O/E<0.5,YES,27.12,0.463952915,5.84,1.89,0,5.73,0,2.81,,,,37.5,,,,0,,,1.94,,30.77,,,,1,,37.5
9/2/2015,12334,FW08TX014,1,2008,28-Aug-08,SPL,BENT,BERWW,Good,O/E<0.9,YES,67.87,0.889976902,6.22,8.63,10,7.68,5.33,2.86,12.2,,,,,,,9,41.33,,2.98,3,,,,8,,,
9/2/2015,12338,FW08TX047,1,2008,27-Aug-08,SPL,BENT,BERWW,Poor,O/E<0.5,YES,18.62,0.270135,1.17,0,0,10,0,0,0,,,,,,,1,8.33,,0.92,0,,,,0,,,
9/2/2015,12339,FW08TX088,1,2008,30-Aug-08,SPL,BENT,BERWW,Fair,O/E<0.8,YES,28.77,0.577067935,0,5.07,4.29,7.9,0,0,11.54,,,,,,,1,0.34,,2.23,1,,,,4,,,
9/2/2015,12340,FW08TX019,1,2008,24-Aug-08,CPL,BENT,BERWW,Fair,O/E<0.8,YES,52.12,0.651784484,8.68,7.1,2.5,2.08,3.75,7.16,,,,22.73,,,,7,,,2.82,,10.26,,,,3,,18.18
9/2/2015,12341,FW08TX025,1,2008,21-Aug-08,CPL,BENT,BERWW,Poor,O/E<0.8,YES,29.43,0.58313029,7.67,0,1.25,2.64,1.88,4.22,,,,25,,,,4,,,1.35,,17.57,,,,2,,31.25
9/2/2015,12342,FW08TX032,1,2008,3-Sep-08,SPL,BENT,BERWW,Fair,O/E>0.9,YES,34.63,1.325309296,2.48,8.44,4.29,3.57,2,0,25,,,,,,,4,16.9,,2.94,1,,,,4,,,
9/2/2015,12345,FW08VT001,1,2008,8-Jul-08,NAP,BENT,BERWW,Good,O/E>0.9,YES,61.18,1.067627933,6.87,5.85,3.33,3.88,8.1,8.68,,,,44.68,53.38,,,20,,42.55,,,,,80.85,6,,,
9/2/2015,12346,FW08VT002,1,2008,15-Jul-08,NAP,BENT,BERWW,Good,O/E<0.9,YES,55.03,0.892279483,4.3,8.68,6.67,2.21,6.19,4.97,,,,37.74,42.36,,,16,,30.19,,,,,66.04,9,,,
9/2/2015,12347,FW08VT006,1,2008,22-Sep-08,NAP,BENT,BELGB,Poor,O/E<0.5,YES,24.17,0.48208621,4.2,0.93,5.56,0,3.81,0,,,,18.92,72.57,,,11,,29.73,,,,,43.24,8,,,
9/2/2015,12348,FW08VT006,2,2008,12-Oct-08,NAP,BENT,BELGB,Poor,O/E<0.8,YES,24.72,0.771337937,4.73,0,6.67,0.1,3.33,0,,,,29.03,84.59,,,10,,32.26,,,,,45.16,9,,,
9/2/2015,12349,FW08VT009,1,2008,4-Oct-08,NAP,BENT,BELGB,Good,O/E>0.9,YES,70.02,1.11598756,10,4.83,3.33,5.74,10,8.11,,,,52.38,57.35,,,25,,59.52,,,,,78.57,6,,,
9/2/2015,12351,FW08VT011,1,2008,23-Sep-08,NAP,BENT,BELGB,Poor,O/E<0.8,YES,11.77,0.554970464,0.99,0,3.33,0,0,2.74,,,,23.81,78.15,,,3,,14.29,,,,,57.14,6,,,
9/2/2015,12352,FW08VT011,2,2008,8-Oct-08,NAP,BENT,BELGB,Fair,O/E>0.9,YES,42.45,1.01744585,5.53,2.72,5.56,3.16,4.76,3.74,,,,41.67,65.58,,,13,,36.11,,,,,61.11,8,,,
9/2/2015,12353,FW08VT013,1,2008,6-Oct-08,NAP,BENT,BELGB,Fair,O/E>0.9,YES,50.55,1.070310892,7.12,3.04,3.33,3.66,8.57,4.61,,,,43.75,64.36,,,21,,43.75,,,,,64.58,6,,,
9/2/2015,12354,FW08VT014,1,2008,1-Oct-08,NAP,BENT,BELGB,Good,O/E>0.9,YES,67.52,1.199810521,7.85,6.85,7.78,2.75,10,5.28,,,,40,49.48,,,26,,47.27,,,,,67.27,10,,,
9/2/2015,12355,FW08VT016,1,2008,7-Oct-08,NAP,BENT,BELGB,Good,O/E<0.9,YES,59.57,0.856252471,10,0,4.44,6.34,7.14,7.82,,,,54.84,82.18,,,18,,58.06,,,,,77.42,7,,,
9/2/2015,12356,FW08VT018,1,2008,2-Oct-08,NAP,BENT,BELGB,Good,O/E<0.5,YES,56.2,0.49474739,8,6.94,3.33,4.69,4.29,6.47,,,,48,49.15,,,12,,48,,,,,72,6,,,
9/2/2015,12357,FW08VT022,1,2008,10-Oct-08,NAP,BENT,BELGB,Good,O/E<0.9,YES,70.1,0.869477865,9.75,2.15,6.67,6.1,9.05,8.34,,,,53.85,67.83,,,22,,56.41,,,,,79.49,9,,,
9/2/2015,12358,FW08VT010,1,2008,31-Jul-08,NAP,BENT,BERWW,Good,O/E>0.9,YES,55.57,0.947279595,8.08,2.06,3.33,6.34,5.71,7.82,,,,54.84,68.15,,,15,,48.39,,,,,77.42,6,,,
9/2/2015,12359,FW08WA007,1,2008,16-Jul-08,WMT,BENT,BERWW,Good,O/E>0.9,YES,57.53,1.171649309,4.54,8.04,7.14,4.33,6.47,4,,,,45.45,48.78,,,17,,38.64,,,,,,6,,,15.91
9/2/2015,12360,FW08WA009,1,2008,6-Aug-08,WMT,BENT,BERWW,Poor,O/E<0.9,YES,23.18,0.861808215,3,0.26,2.86,2.2,0.59,5,,,,36.36,81.23,,,7,,31.82,,,,,,3,,,13.64
9/2/2015,12361,FW08WA046,1,2008,17-Sep-08,WMT,BENT,BERWW,Good,O/E>0.9,YES,67.35,1.139810254,6.82,7.32,10,4.54,8.24,3.49,,,,46.34,51.77,,,20,,48.78,,,,,,9,,,17.07
9/2/2015,12362,FW08WA032,1,2008,22-Jul-08,XER,BENT,BELGB,Poor,O/E<0.8,YES,41.57,0.635084372,0,7.48,10,3.34,4.12,0,,,,32.5,56.68,,,8,,,,,46.67,,,8,,,37.5
9/2/2015,12365,FW08LA006,1,2008,22-Jul-08,CPL,BENT,BERWW,Good,O/E>0.9,YES,62.6,1.015296931,7.26,10,5,5.97,5,4.33,,,,38.46,,,,9,,,3.38,,20.54,,,,5,,30.77
9/2/2015,12368,FW08LA011,2,2008,6-Aug-08,CPL,BENT,BELGB,Poor,O/E<0.8,YES,25.6,0.70527291,3.9,4.62,2.5,0.59,1.25,2.5,,,,16.67,,,,3,,,2.4,,44.78,,,,3,,38.89
9/2/2015,12370,FW08LA013,1,2008,20-Jul-08,CPL,BENT,BELGB,Poor,O/E<0.5,YES,12.67,0.34483954,0,3.31,0,0,1.88,2.41,,,,10.71,,,,4,,,2.18,,87.67,,,,1,,39.29
9/2/2015,12371,FW08LA014,1,2008,14-Jul-08,CPL,BENT,BELGB,Fair,O/E>0.9,YES,52.88,1.023397308,2.58,8.88,7.5,2.49,5.62,4.66,,,,24.39,,,,10,,,3.12,,54.33,,,,7,,29.27
9/2/2015,12374,FW08LA017,1,2008,29-Jul-08,CPL,BENT,BELGB,Poor,O/E<0.5,YES,23.27,0.456761472,1.96,5.15,3.75,2.08,0,1.02,,,,22.73,,,,1,,,2.49,,58.82,,,,4,,45.45
9/2/2015,12375,FW08LA018,1,2008,12-Jul-08,CPL,BENT,BELGB,Poor,O/E<0.8,YES,28.38,0.688291145,1.57,3.14,6.25,0,1.25,4.82,,,,14.29,,,,3,,,2.15,,61.67,,,,6,,28.57
9/2/2015,12377,FW08LA022,1,2008,11-Jul-08,CPL,BENT,BELGB,Poor,O/E<0.5,YES,0,0.093464802,0,0,0,0,0,0,,,,0,,,,0,,,0.56,,100,,,,0,,50
9/2/2015,12381,FW08LA029,1,2008,18-Jul-08,CPL,BENT,BELGB,Poor,O/E<0.5,YES,10.42,0.323234662,0,0,2.5,0,0,3.75,,,,11.11,,,,1,,,0.81,,97,,,,3,,33.33
9/2/2015,12382,FW08LA030,1,2008,5-Aug-08,CPL,BENT,BELGB,Poor,O/E<0.8,YES,20.9,0.701154398,0.44,2.54,5,1.84,1.25,1.47,,,,21.74,,,,3,,,2.05,,69.82,,,,5,,43.48
9/2/2015,12384,FW08LA032,1,2008,1-Aug-08,CPL,BENT,BELGB,Poor,O/E<0.9,YES,35.67,0.899959051,2.03,8.34,3.75,2.02,1.88,3.38,,,,22.5,,,,4,,,3.03,,58.33,,,,4,,35
9/2/2015,12385,FW08LA033,1,2008,2-Aug-08,CPL,BENT,BELGB,Poor,O/E<0.5,YES,9.15,0.112668548,5.49,0,0,0,0,0,,,,0,,,,0,,,1.1,,33.33,,,,1,,66.67
9/2/2015,12387,FW08LA037,1,2008,19-Jul-08,CPL,BENT,BELGB,Poor,O/E<0.8,YES,35.7,0.691029037,4.38,6.57,5,0.59,1.88,3,,,,16.67,,,,4,,,2.73,,41.33,,,,5,,36.67
9/2/2015,12390,FW08LA045,1,2008,31-Jul-08,CPL,BENT,BELGB,Poor,O/E<0.9,YES,30.12,0.809889314,6.13,2.96,3.75,1.1,0.62,3.51,,,,18.75,,,,2,,,2.12,,28.67,,,,4,,34.38
9/2/2015,12398,FW08RLA900,1,2008,9-Aug-08,CPL,BENT,BELGB,Poor,O/E<0.9,YES,40.08,0.839951694,2.9,7.87,3.75,2.08,4.38,3.07,,,,22.73,,,,8,,,2.95,,52,,,,4,,36.36
9/2/2015,12402,FW08NM001,2,2008,17-Sep-08,WMT,BENT,BERWW,Fair,O/E>0.9,YES,47.1,1.306479994,2.43,8.77,7.14,3.97,3.53,2.42,,,,43.9,45.73,,,12,,29.27,,,,,,6,,,19.51
9/2/2015,12405,FW08VT005,2,2008,8-Sep-08,NAP,BENT,,,Not Assessed,SAMPLE_LOST,,,,,,,,,,,,,,,,,,,,,,,,,,,
