"lhs","op","rhs","label","est.std","se","z","pvalue","ci.lower","ci.upper"
"Lpt01_XCMGW","~","W1_HAG","ha3",-0.367512289114054,0.0621612973850853,-5.91223646503609,3.37493544222411e-09,-0.489346193221105,-0.245678385007003
"Lpt01_XCMGW","~","L_STRM_POWER","sp3",0.181422987452167,0.0439833809342594,4.12480767959458,3.71044671270138e-05,0.0952171449027127,0.267628830001621
"Lpt01_XCMGW","~","PSUMPY_SY_WS_sc","p3",0.181428611437929,0.0345645564336959,5.24897843795444,1.52944974018965e-07,0.113683325686283,0.249173897189575
"L_STRM_POWER","~","L_NABD_NrmStorWs_ratio","d2",-0.201077554638947,0.0506324324043801,-3.97131927285311,7.14757128896792e-05,-0.300315298601191,-0.101839810676703
"L_STRM_POWER","~","W1_HAG","ha4",-0.283307115938571,0.0457589096140005,-6.19129953769461,5.96702021127271e-10,-0.372992930753835,-0.193621301123306
"L_STRM_POWER","~","asin_PCTNATTERR_WsRp100","rn2",0.229445362641206,0.0448464482786204,5.11624379294691,3.11680159459371e-07,0.141547939180572,0.317342786101841
"LQLow_kmcl","~","asin_PCTURB_WS","u4",-0.111463401457766,0.0415671208019571,-2.68152807573139,0.00732867645066348,-0.192933461170628,-0.0299933417449046
"LQLow_kmcl","~","PSUMPY_SY_WS_sc","p4",0.353458357385768,0.0374829561731621,9.42984207950079,0,0.279993113252277,0.426923601519259
"LQLow_kmcl","~","asin_PCTNATTERR_WsRp100","rn3",-0.18203880912435,0.0523420321276232,-3.47787049384122,0.000505414048727948,-0.28462730697213,-0.0794503112765702
"LQLow_kmcl","~","W1_HAG","ha5",-0.304699171098397,0.0513557094011671,-5.93311191007463,2.97246094405068e-09,-0.405354511925189,-0.204043830271604
"LQLow_kmcl","~","drought_mean","ph2",-0.155966266944739,0.0301774093393035,-5.16831200422517,2.36217731819366e-07,-0.215112902396497,-0.0968196314929818
"LQbkf_kmcl","~","PSUMPY_SY_WS_sc","p5",0.358607873473705,0.0355703843924996,10.0816417814512,0,0.28889120114816,0.42832454579925
"LQbkf_kmcl","~","L_NABD_NrmStorWs_ratio","d3",-0.209362538156423,0.0276064135754088,-7.58383690748292,3.35287353436797e-14,-0.263470114506542,-0.155254961806304
"LQbkf_kmcl","~","W1_HAG","ha6",-0.280808907494024,0.0433381789879582,-6.47948100385226,9.20385989644501e-11,-0.365750177465973,-0.195867637522076
"evap_index_sc","~","LQLow_kmcl","l3",-0.202370953458172,0.0841797845065,-2.40403268604882,0.0162153233639548,-0.367360299317255,-0.0373816075990892
"evap_index_sc","~","LQbkf_kmcl","b2",-0.204856049696945,0.0696974254513271,-2.93921975410707,0.0032903968553466,-0.341460493396711,-0.0682516059971787
"evap_index_sc","~","PSUMPY_SY_WS_sc","p6",-0.164528482631784,0.0451103001108809,-3.64724868217178,0.00026506335930665,-0.252943046180904,-0.0761139190826641
