,O,E,OoverE,Onull,Enull,OoverE.null,BC,BC.null
154081,2,13.64539038,0.146569643,2,12.1559322,0.164528723,0.77603645,0.752394636
154082,12,12.84465079,0.934241047,11,12.1559322,0.904907975,0.321136366,0.329234373
154133,19,14.37864424,1.321404139,17,12.1559322,1.398494144,0.213031977,0.213114754
154182,7,11.88902778,0.588778169,8,12.1559322,0.658114891,0.46825867,0.441305079
154200,6,15.04901545,0.398697179,6,12.1559322,0.493586168,0.549588909,0.523525019
154201,16,13.55855466,1.180066784,15,12.1559322,1.233965421,0.274115008,0.255773312
154280,20,16.86722516,1.185731489,12,12.1559322,0.987172337,0.283840271,0.333146225
154281,26,24.09248827,1.079174542,12,12.1559322,0.987172337,0.294382802,0.309851249
154301,10,13.14274371,0.760876132,9,12.1559322,0.740379253,0.391944315,0.421246595
154341,13,16.2687019,0.799080349,12,12.1559322,0.987172337,0.402855098,0.29216952
154380,18,24.16213396,0.744967312,11,12.1559322,0.904907975,0.43184575,0.321329234
154450,14,15.03520255,0.931148081,13,12.1559322,1.069436698,0.318833289,0.304406414
154451,15,13.14503891,1.141114918,15,12.1559322,1.233965421,0.265153115,0.247284983
154454,13,12.48857132,1.040951736,12,12.1559322,0.987172337,0.281134202,0.308447937
154456,8,12.3506901,0.647737085,7,12.1559322,0.57585053,0.413649048,0.446469651
154561,10,12.84709402,0.778386146,5,12.1559322,0.411321807,0.439312521,0.614305473
154562,13,13.41983195,0.968715558,9,12.1559322,0.740379253,0.342324717,0.420605672
154700,15,17.93616189,0.836299321,12,12.1559322,0.987172337,0.322808689,0.301992703
154760,11,13.4801227,0.816016311,8,12.1559322,0.658114891,0.443051699,0.474268416
154918,6,9.821437003,0.610908566,5,12.1559322,0.411321807,0.443493127,0.583876704
154941,13,12.65909141,1.026929941,10,12.1559322,0.822643614,0.316871842,0.361383109
154942,15,12.65498553,1.185303608,12,12.1559322,0.987172337,0.285295373,0.294695481
154960,10,20.41228543,0.489901047,6,12.1559322,0.493586168,0.546781886,0.538461538
155051,6,14.05964791,0.426753219,5,12.1559322,0.411321807,0.557441121,0.553447935
155070,17,17.10326977,0.993961987,9,12.1559322,0.740379253,0.297741568,0.417080596
155240,7,12.34546576,0.567009794,6,12.1559322,0.493586168,0.475696932,0.517176998
155281,13,16.22310451,0.801326281,10,12.1559322,0.822643614,0.411126469,0.381578947
155340,13,14.48161631,0.897689852,12,12.1559322,0.987172337,0.31885242,0.300589391
155390,17,13.52566953,1.256869389,12,12.1559322,0.987172337,0.263760374,0.298624754
155433,11,12.4271526,0.88515852,11,12.1559322,0.904907975,0.345076153,0.349729176
155574,26,20.77830688,1.251305034,15,12.1559322,1.233965421,0.247161824,0.241043565
155711,7,18.14940964,0.385687476,8,12.1559322,0.658114891,0.567966711,0.428187016
1000009,22,18.39383816,1.196052711,12,12.1559322,0.987172337,0.237636144,0.303676677
1000014,25,22.59486291,1.106446191,9,12.1559322,0.740379253,0.26845735,0.388239064
1000017,12,14.70232925,0.816197202,9,12.1559322,0.740379253,0.386215528,0.382150296
1000023,5,13.39868355,0.37317099,5,12.1559322,0.411321807,0.570428246,0.56174669
1000024,10,13.62542594,0.73392201,10,12.1559322,0.822643614,0.384867405,0.352815177
1000025,7,11.80868887,0.592783846,6,12.1559322,0.493586168,0.437282094,0.5
1000030,6,12.08599625,0.496442319,6,12.1559322,0.493586168,0.470935844,0.51493652
1000031,7,14.26911198,0.490570122,6,12.1559322,0.493586168,0.523597856,0.534353996
1000032,17,16.43671549,1.034269895,13,12.1559322,1.069436698,0.263306647,0.282845978
1000033,13,13.69215018,0.949449125,11,12.1559322,0.904907975,0.308966598,0.31078905
1000034,19,17.10503489,1.110784054,14,12.1559322,1.15170106,0.286418413,0.253758424
1000035,23,22.00128644,1.045393417,13,12.1559322,1.069436698,0.2962398,0.271526748
1000039,8,12.08599625,0.661923091,8,12.1559322,0.658114891,0.395784402,0.43592331
1000040,15,14.74035108,1.01761484,13,12.1559322,1.069436698,0.312910726,0.296860261
1000063,13,12.39929889,1.048446377,13,12.1559322,1.069436698,0.275916828,0.28985312
1000066,7,12.48067957,0.560866895,6,12.1559322,0.493586168,0.479589352,0.528379388
1000069,4,13.004385,0.307588556,4,12.1559322,0.329057446,0.63784422,0.621485522
1000075,12,13.05569912,0.919138829,12,12.1559322,0.987172337,0.306103381,0.292730845
1000081,10,12.304915,0.812683387,8,12.1559322,0.658114891,0.351934324,0.38950555
1000092,12,13.32624629,0.90047863,10,12.1559322,0.822643614,0.385690783,0.396572827
1000096,15,13.07880791,1.146893517,13,12.1559322,1.069436698,0.274060278,0.273413287
1000121,5,11.87592878,0.421019702,5,12.1559322,0.411321807,0.518459501,0.553447935
1000133,6,13.64182514,0.439823846,6,12.1559322,0.493586168,0.532742769,0.495892457
1000134,8,13.6139753,0.587631447,8,12.1559322,0.658114891,0.452634012,0.434241507
1430310,19,18.14940964,1.046866007,14,12.1559322,1.15170106,0.268994956,0.252980819
1430312,14,11.59918309,1.206981552,14,12.1559322,1.15170106,0.262145205,0.251944012
1430317,12,13.05569912,0.919138829,10,12.1559322,0.822643614,0.296856442,0.331701346
10048,5,12.21938329,0.409185953,6,7.693617021,0.779867257,0.57380756,0.422622747
10059,8,8.516232704,0.939382504,8,7.693617021,1.039823009,0.336811314,0.317245119
10074,6,8.265964314,0.725868123,6,7.693617021,0.779867257,0.405258727,0.384089497
10076,13,9.623110131,1.350914603,12,7.693617021,1.559734513,0.243707225,0.218668971
10094,7,8.133181046,0.860671853,7,7.693617021,0.909845133,0.32774775,0.344338257
10150,8,10.15220292,0.788006314,5,7.693617021,0.649889381,0.385725871,0.412671807
10152,10,10.65632486,0.93840983,9,7.693617021,1.169800885,0.293899402,0.280652562
10153,3,8.571034526,0.350016091,3,7.693617021,0.389933628,0.659752652,0.630720255
10154,4,7.251473292,0.551612043,5,7.693617021,0.649889381,0.46112487,0.462286289
10155,7,7.328594792,0.955162647,7,7.693617021,0.909845133,0.302507016,0.343179844
10156,4,7.672548969,0.521339129,5,7.693617021,0.649889381,0.51388719,0.487763996
10161,10,9.481566286,1.054678067,11,7.693617021,1.429756637,0.317092823,0.233781015
10162,4,8.286572973,0.482708595,5,7.693617021,0.649889381,0.531070094,0.461615823
10163,4,8.796984138,0.454701286,4,7.693617021,0.519911504,0.548829758,0.517467249
10166,9,11.30641632,0.796008191,7,7.693617021,0.909845133,0.328649437,0.346655083
10177,10,9.772583458,1.023270872,9,7.693617021,1.169800885,0.295339008,0.273515167
10179,6,9.406302433,0.637870198,4,7.693617021,0.519911504,0.455984708,0.519650655
10189,9,8.46274934,1.063484175,8,7.693617021,1.039823009,0.300797402,0.293383948
10196,1,9.816587992,0.101868389,1,7.693617021,0.129977876,0.883002078,0.869799315
10206,5,4.266712728,1.171862349,6,7.693617021,0.779867257,0.205368951,0.353635799
10207,6,9.174372345,0.653995693,6,7.693617021,0.779867257,0.451406208,0.389061529
10208,7,7.15616181,0.978177993,6,7.693617021,0.779867257,0.391841418,0.432566812
10213,7,11.42454042,0.612716113,5,7.693617021,0.649889381,0.470883346,0.440160912
10214,5,7.932532101,0.63031576,5,7.693617021,0.649889381,0.438848342,0.462286289
10215,7,7.423314743,0.94297497,7,7.693617021,0.909845133,0.310091645,0.343179844
10216,11,9.82487582,1.119607026,7,7.693617021,0.909845133,0.265248058,0.370402549
10217,11,7.826442122,1.405491771,10,7.693617021,1.299778761,0.223959178,0.249158249
10218,7,9.765448399,0.716812963,7,7.693617021,0.909845133,0.45908338,0.423110339
10220,7,6.725028638,1.040887761,8,7.693617021,1.039823009,0.261092642,0.294468547
10222,3,7.859248222,0.381715899,3,7.693617021,0.389933628,0.600233781,0.590927179
10229,7,10.81358754,0.647333734,7,7.693617021,0.909845133,0.470883599,0.366348103
10231,9,8.53734207,1.054192268,9,7.693617021,1.169800885,0.279916409,0.266377772
10235,9,8.025467787,1.121429958,9,7.693617021,1.169800885,0.243027063,0.267907214
10239,3,6.175523408,0.485788783,3,7.693617021,0.389933628,0.535488927,0.600477517
10241,6,7.674809193,0.781778393,7,7.693617021,0.909845133,0.447344719,0.40978859
10244,9,10.6479286,0.845234819,8,7.693617021,1.039823009,0.365850628,0.331887202
10245,8,8.465642943,0.944996151,8,7.693617021,1.039823009,0.331217212,0.349240781
10263,8,12.22882154,0.654192228,8,7.693617021,1.039823009,0.422911598,0.346529284
10268,12,9.256664619,1.296363268,12,7.693617021,1.559734513,0.249937373,0.218668971
10269,1,7.672548969,0.130334782,2,7.693617021,0.259955752,0.869011587,0.738366989
10271,8,11.85629016,0.674747319,8,7.693617021,1.039823009,0.375366615,0.353036876
10272,13,14.60156912,0.890315273,7,7.693617021,0.909845133,0.336302459,0.368085723
10275,7,8.049564944,0.869612215,7,7.693617021,0.909845133,0.375511364,0.370981755
10283,6,8.529324648,0.703455461,7,7.693617021,0.909845133,0.41760493,0.373877787
10287,12,11.53870975,1.039977628,10,7.693617021,1.299778761,0.298065175,0.253006253
10290,14,14.46654013,0.9677504,8,7.693617021,1.039823009,0.307778493,0.307483731
10294,4,9.164930598,0.436446295,2,7.693617021,0.259955752,0.623152371,0.704126427
10304,14,9.764059706,1.433829823,12,7.693617021,1.559734513,0.221593292,0.218668971
10306,10,11.28498228,0.886133425,8,7.693617021,1.039823009,0.323628351,0.320498915
10308,17,13.72445583,1.238664776,8,7.693617021,1.039823009,0.254131064,0.311822126
10312,8,11.52446804,0.694175208,7,7.693617021,0.909845133,0.416604854,0.387199537
10313,8,7.210903323,1.109431044,8,7.693617021,1.039823009,0.310073258,0.343817787
10314,8,7.146805845,1.119381186,7,7.693617021,0.909845133,0.312411694,0.366348103
10316,6,9.406302433,0.637870198,6,7.693617021,0.779867257,0.440752956,0.43691734
10323,7,7.213825166,0.970358976,7,7.693617021,0.909845133,0.345499774,0.369244136
10334,12,13.22361382,0.907467517,8,7.693617021,1.039823009,0.323765095,0.313449024
10338,2,10.17963576,0.196470684,1,7.693617021,0.129977876,0.757531291,0.805188448
10353,10,10.31012852,0.969920014,8,7.693617021,1.039823009,0.333339314,0.325921909
10355,10,9.74410269,1.026261762,9,7.693617021,1.169800885,0.273926996,0.304104002
10356,9,7.977938785,1.128110937,9,7.693617021,1.169800885,0.265168196,0.282182004
10360,5,9.918487663,0.504109111,7,7.693617021,0.909845133,0.435197076,0.32406603
10404,10,11.42923097,0.874949507,9,7.693617021,1.169800885,0.301156092,0.26484833
10406,4,6.681181451,0.598696507,7,7.693617021,0.909845133,0.470513543,0.392991602
10411,12,9.82487582,1.221389483,7,7.693617021,0.909845133,0.224598732,0.326962062
10414,2,8.225307519,0.243152003,3,7.693617021,0.389933628,0.73611381,0.623557501
10415,7,8.447810923,0.82861703,5,7.693617021,0.649889381,0.393894939,0.424740194
10419,14,12.03298279,1.163468796,9,7.693617021,1.169800885,0.247354576,0.268926842
10421,10,10.09244484,0.990840193,10,7.693617021,1.299778761,0.317452465,0.287157287
10422,18,15.7348444,1.143957928,11,7.693617021,1.429756637,0.250244245,0.251991805
10423,11,15.4798826,0.710599704,7,7.693617021,0.909845133,0.383990516,0.339704605
10424,10,9.092856127,1.099764459,10,7.693617021,1.299778761,0.323465097,0.313131313
10427,15,11.59702637,1.293435017,11,7.693617021,1.429756637,0.212932419,0.233781015
10432,8,11.07335635,0.72245485,6,7.693617021,0.779867257,0.450815101,0.397762585
10434,13,11.89809627,1.092611768,7,7.693617021,0.909845133,0.312793119,0.358239212
10435,5,9.056035245,0.552117993,4,7.693617021,0.519911504,0.512040309,0.536390102
10437,11,8.925384658,1.23243988,11,7.693617021,1.429756637,0.274714609,0.233781015
10438,13,14.51126831,0.895855532,9,7.693617021,1.169800885,0.331005758,0.29084884
10442,3,8.179807476,0.366756798,4,7.693617021,0.519911504,0.602381659,0.534934498
10443,12,9.153661666,1.310950791,10,7.693617021,1.299778761,0.256466975,0.263588264
10461,6,7.188285682,0.834691367,6,7.693617021,0.779867257,0.346619459,0.372902424
10462,5,8.910401661,0.561141932,3,7.693617021,0.389933628,0.542383347,0.648229208
10465,7,10.85514439,0.64485554,8,7.693617021,1.039823009,0.440089672,0.316160521
10470,14,9.79100646,1.429883644,11,7.693617021,1.429756637,0.227768207,0.231049397
10471,11,13.20460905,0.83304246,8,7.693617021,1.039823009,0.348233107,0.306941432
10473,14,11.99228269,1.167417444,10,7.693617021,1.299778761,0.258549701,0.249158249
10476,6,7.183792927,0.835213384,6,7.693617021,0.779867257,0.384026535,0.417029211
10480,5,8.877494012,0.563222008,5,7.693617021,0.649889381,0.47581469,0.433456252
10482,16,13.39300291,1.194653665,11,7.693617021,1.429756637,0.242738037,0.233781015
10487,11,8.896052011,1.236503562,10,7.693617021,1.299778761,0.285814652,0.246272246
10494,6,7.158996008,0.838106348,7,7.693617021,0.909845133,0.393955212,0.384303504
10498,3,8.490449736,0.353338173,3,7.693617021,0.389933628,0.5922548,0.573418225
10500,10,13.73220251,0.728215302,7,7.693617021,0.909845133,0.340208198,0.358239212
10507,3,9.815704263,0.30563268,2,7.693617021,0.259955752,0.6867782,0.713784021
10512,12,14.96126485,0.802071224,6,7.693617021,0.779867257,0.322026139,0.382224984
10518,12,9.772583458,1.227925047,9,7.693617021,1.169800885,0.272410789,0.289829212
10528,7,8.029160928,0.871822107,7,7.693617021,0.909845133,0.346924164,0.369823342
10531,5,9.303402038,0.537437808,5,7.693617021,0.649889381,0.534376081,0.519275897
10532,9,10.9846001,0.819328871,8,7.693617021,1.039823009,0.367792134,0.290130152
10540,6,10.08889764,0.59471314,5,7.693617021,0.649889381,0.476144333,0.473684211
10543,8,8.571034526,0.933376242,7,7.693617021,0.909845133,0.343360401,0.368664929
10545,7,8.049564944,0.869612215,7,7.693617021,0.909845133,0.349209656,0.36518969
10547,8,11.15003661,0.717486434,5,7.693617021,0.649889381,0.401755284,0.492457258
10548,13,12.86358791,1.010604514,8,7.693617021,1.039823009,0.296097498,0.303687636
10559,3,8.11832948,0.369534152,3,7.693617021,0.389933628,0.593662372,0.561480302
10580,9,9.295469932,0.968213556,7,7.693617021,0.909845133,0.322108528,0.36692731
10584,4,8.490449736,0.471117564,5,7.693617021,0.649889381,0.524330009,0.471672813
10587,10,8.653370441,1.155619081,8,7.693617021,1.039823009,0.261170335,0.286876356
10588,5,9.501550426,0.526229907,3,7.693617021,0.389933628,0.505183489,0.586947871
10597,14,17.26881205,0.81071008,8,7.693617021,1.039823009,0.303927356,0.305314534
10598,3,7.210181187,0.41607831,3,7.693617021,0.389933628,0.592105641,0.610823717
10599,5,7.645324809,0.653994451,4,7.693617021,0.519911504,0.507416802,0.545851528
10606,6,6.488524934,0.9247094,6,7.693617021,0.779867257,0.369407493,0.405220634
10607,8,10.77352271,0.742561205,8,7.693617021,1.039823009,0.404998349,0.334056399
10613,6,9.485541784,0.632541624,8,7.693617021,1.039823009,0.46171312,0.343817787
10618,2,7.608396238,0.262867487,2,7.693617021,0.259955752,0.66217436,0.671641791
10621,7,6.535065837,1.071144526,6,7.693617021,0.779867257,0.352537254,0.418893723
10622,12,9.198052881,1.304623941,10,7.693617021,1.299778761,0.230982096,0.251563252
10623,13,13.96027139,0.931213988,10,7.693617021,1.299778761,0.264564431,0.25012025
10627,10,11.85133686,0.843786664,8,7.693617021,1.039823009,0.329557352,0.311822126
10629,3,6.055428983,0.495423199,4,7.693617021,0.519911504,0.492695805,0.515283843
10639,5,8.992833171,0.555998305,6,7.693617021,0.779867257,0.446539015,0.417029211
10643,11,10.88580309,1.010490444,6,7.693617021,0.779867257,0.337566654,0.432566812
10647,10,9.743730481,1.026300965,9,7.693617021,1.169800885,0.321589363,0.29084884
10653,8,9.179946206,0.871464802,6,7.693617021,0.779867257,0.375304961,0.434431324
10664,9,7.319347227,1.22961785,8,7.693617021,1.039823009,0.267449488,0.327006508
10666,4,6.056165008,0.660483985,7,7.693617021,0.909845133,0.393499357,0.368664929
10667,4,7.093197399,0.563920581,3,7.693617021,0.389933628,0.546753778,0.602865101
10674,16,12.9642613,1.234162104,9,7.693617021,1.169800885,0.261837664,0.29084884
10687,10,10.28012058,0.972751236,7,7.693617021,0.909845133,0.36414241,0.399942079
10692,13,12.41917615,1.046768308,9,7.693617021,1.169800885,0.299531351,0.29084884
10693,9,10.70793172,0.840498449,7,7.693617021,0.909845133,0.402857031,0.314219519
10701,8,11.78481706,0.678839557,6,7.693617021,0.779867257,0.390955308,0.362958359
10706,11,11.78481706,0.933404391,9,7.693617021,1.169800885,0.326968445,0.27912312
10719,13,11.49278062,1.131144884,9,7.693617021,1.169800885,0.301407758,0.286260515
10720,5,9.755609179,0.512525657,5,7.693617021,0.649889381,0.506219949,0.420046933
10727,5,10.62887958,0.470416469,6,7.693617021,0.779867257,0.473682277,0.366687383
10746,7,9.169592251,0.763392723,8,7.693617021,1.039823009,0.385317815,0.312906725
10748,9,8.767892324,1.02647246,7,7.693617021,0.909845133,0.27151487,0.368664929
10752,8,9.38134643,0.852756058,10,7.693617021,1.299778761,0.370890607,0.292448292
10753,8,13.81752663,0.57897482,5,7.693617021,0.649889381,0.479934611,0.461615823
10754,5,9.507725705,0.52588812,4,7.693617021,0.519911504,0.524922881,0.540029112
10757,6,10.69312439,0.561108221,5,7.693617021,0.649889381,0.496664745,0.424069728
10761,7,9.172186168,0.763176834,5,7.693617021,0.649889381,0.376060995,0.417365069
10767,6,9.755609179,0.615030788,6,7.693617021,0.779867257,0.433099503,0.353635799
10776,13,10.23408824,1.2702646,11,7.693617021,1.429756637,0.253843227,0.233781015
10777,4,9.500153697,0.42104582,2,7.693617021,0.259955752,0.586081985,0.731343284
10778,8,9.501653697,0.841958701,7,7.693617021,0.909845133,0.360357964,0.376194613
10779,11,9.74410269,1.128887939,9,7.693617021,1.169800885,0.252305776,0.297986235
10780,11,11.04839044,0.995620136,8,7.693617021,1.039823009,0.311514071,0.302060738
10781,6,8.269150461,0.725588442,5,7.693617021,0.649889381,0.408181635,0.420046933
10787,11,8.974217708,1.22573358,7,7.693617021,0.909845133,0.227595232,0.32406603
10793,9,8.385542635,1.073275802,9,7.693617021,1.169800885,0.311294263,0.301045119
10797,14,14.47394141,0.967255539,6,7.693617021,0.779867257,0.369301497,0.428837787
10803,7,9.743777433,0.718407214,5,7.693617021,0.649889381,0.451581659,0.461615823
10806,9,12.01222983,0.749236414,7,7.693617021,0.909845133,0.399763073,0.407471764
10810,8,8.925384658,0.896319913,7,7.693617021,0.909845133,0.359141498,0.326962062
10815,11,11.36900322,0.967543045,8,7.693617021,1.039823009,0.32333155,0.331344902
10816,10,13.47952085,0.741866132,7,7.693617021,0.909845133,0.389601141,0.373298581
10834,10,9.192351525,1.087860921,8,7.693617021,1.039823009,0.276385088,0.30856833
10842,4,7.378726691,0.542098951,6,7.693617021,0.779867257,0.524865849,0.431323804
10843,14,9.80146641,1.428357698,8,7.693617021,1.039823009,0.274545558,0.330260304
10844,8,8.294253528,0.964523205,8,7.693617021,1.039823009,0.273750333,0.290130152
10848,9,11.7045072,0.768934552,8,7.693617021,1.039823009,0.363776681,0.359544469
10849,7,9.517234442,0.735507782,6,7.693617021,0.779867257,0.382097733,0.377252952
10858,11,10.80670186,1.017886876,8,7.693617021,1.039823009,0.306174204,0.344360087
10859,9,11.29000182,0.797165505,7,7.693617021,0.909845133,0.388040999,0.437011295
10878,5,8.366019221,0.597655811,7,7.693617021,0.909845133,0.492492526,0.395887634
10882,9,10.25116032,0.877949395,7,7.693617021,0.909845133,0.362679505,0.332754127
10892,7,7.784547232,0.899217359,5,7.693617021,0.649889381,0.420902158,0.499832384
10893,7,7.282038592,0.961269281,7,7.693617021,0.909845133,0.349928571,0.368085723
10896,4,11.15279127,0.35865461,4,7.693617021,0.519911504,0.584530057,0.518922853
10897,10,8.474062637,1.180071523,8,7.693617021,1.039823009,0.263303028,0.302603037
10898,11,8.978491458,1.225150133,8,7.693617021,1.039823009,0.228387785,0.286876356
10899,6,7.452499729,0.805098989,7,7.693617021,0.909845133,0.38421715,0.405734144
10908,6,8.581582663,0.69917173,5,7.693617021,0.649889381,0.431468888,0.475025142
10912,7,7.76241834,0.901780823,6,7.693617021,0.779867257,0.400651531,0.44313238
10914,5,6.831841123,0.731867136,5,7.693617021,0.649889381,0.426495923,0.481059336
10916,12,11.2561051,1.066088127,6,7.693617021,0.779867257,0.301207413,0.420758235
10919,5,7.727755662,0.647018387,6,7.693617021,0.779867257,0.488893223,0.457426973
10922,9,10.21424118,0.881122723,6,7.693617021,0.779867257,0.370833374,0.411435674
10924,9,8.488452016,1.06026399,8,7.693617021,1.039823009,0.29667674,0.302603037
10925,10,12.51722087,0.79889938,8,7.693617021,1.039823009,0.363606515,0.354663774
10926,9,12.04005687,0.747504775,5,7.693617021,0.649889381,0.393746019,0.494468656
10927,9,9.664439114,0.931249077,7,7.693617021,0.909845133,0.362790313,0.384303504
10931,5,11.77097163,0.42477377,5,7.693617021,0.649889381,0.490159385,0.449547435
10932,8,10.46691157,0.764313326,7,7.693617021,0.909845133,0.398445738,0.328699681
10933,6,10.71724349,0.559845449,4,7.693617021,0.519911504,0.477042252,0.544395924
10939,3,9.231504623,0.32497411,3,7.693617021,0.389933628,0.701405161,0.702347791
10940,10,8.934613808,1.119242557,10,7.693617021,1.299778761,0.283486274,0.286676287
10941,7,9.211784459,0.759896199,6,7.693617021,0.779867257,0.422459305,0.423244251
10943,11,11.60335084,0.948002017,7,7.693617021,0.909845133,0.386747673,0.436432088
10944,10,11.49321056,0.8700789,9,7.693617021,1.169800885,0.308682369,0.291868468
10947,2,9.136267607,0.218907773,1,7.693617021,0.129977876,0.736773596,0.805188448
10951,9,10.89050225,0.826408167,6,7.693617021,0.779867257,0.429695798,0.436295836
10952,7,10.25467107,0.682615752,6,7.693617021,0.779867257,0.446560912,0.457426973
10953,7,10.54244989,0.663982288,7,7.693617021,0.909845133,0.450084666,0.425427165
10954,10,8.367426628,1.195110569,7,7.693617021,0.909845133,0.278981668,0.370402549
10957,9,10.50500957,0.856734108,7,7.693617021,0.909845133,0.367943725,0.428902404
10960,10,9.677169392,1.033360025,9,7.693617021,1.169800885,0.279651269,0.280652562
10965,7,11.68720433,0.598945633,5,7.693617021,0.649889381,0.516022685,0.540060342
10967,11,10.56987433,1.040693546,8,7.693617021,1.039823009,0.274150097,0.305314534
10968,11,10.22197331,1.07611316,7,7.693617021,0.909845133,0.352914159,0.407471764
10971,12,10.10491757,1.187540613,8,7.693617021,1.039823009,0.329972883,0.355748373
10972,4,9.63312422,0.415233927,3,7.693617021,0.389933628,0.567990874,0.582968563
10974,5,10.40602512,0.480490864,3,7.693617021,0.389933628,0.549630016,0.596498209
10984,7,11.30479978,0.619206013,5,7.693617021,0.649889381,0.449239795,0.498491452
10986,7,10.80420147,0.6478961,4,7.693617021,0.519911504,0.475512701,0.540029112
10987,8,10.23216736,0.78184804,5,7.693617021,0.649889381,0.431482136,0.494468656
10995,11,9.103009255,1.208391609,7,7.693617021,0.909845133,0.274505904,0.343179844
10998,12,9.77096818,1.22812804,9,7.693617021,1.169800885,0.265736378,0.268926842
11006,8,10.08889764,0.792950854,8,7.693617021,1.039823009,0.342768162,0.290130152
11007,8,10.85514439,0.73697776,9,7.693617021,1.169800885,0.39862893,0.267907214
11009,10,11.51583962,0.868369162,7,7.693617021,0.909845133,0.316275445,0.398783666
11010,9,11.07951358,0.812310029,5,7.693617021,0.649889381,0.394661867,0.496480054
11013,9,11.16129844,0.806357795,6,7.693617021,0.779867257,0.376233243,0.377252952
11014,10,11.78481706,0.848549447,8,7.693617021,1.039823009,0.373219028,0.341106291
11015,12,10.22084923,1.174070738,7,7.693617021,0.909845133,0.255079517,0.363452071
11018,7,11.74068822,0.596217178,6,7.693617021,0.779867257,0.443080933,0.426973275
11019,6,10.75331542,0.557967452,6,7.693617021,0.779867257,0.521649216,0.461155998
11035,11,10.48400007,1.049217848,7,7.693617021,0.909845133,0.297297419,0.339704605
11036,9,8.981098331,1.002104606,10,7.693617021,1.299778761,0.334903826,0.275613276
11037,9,9.894859386,0.909563203,7,7.693617021,0.909845133,0.338256078,0.372140168
11038,7,7.370499094,0.949732157,5,7.693617021,0.649889381,0.368932567,0.475695608
11039,7,8.66335183,0.808001353,5,7.693617021,0.649889381,0.362119049,0.465638619
11040,7,10.32105312,0.678225363,5,7.693617021,0.649889381,0.460437391,0.496480054
11047,7,10.98059029,0.637488497,5,7.693617021,0.649889381,0.487779989,0.485082132
11057,6,11.36133382,0.528107007,5,7.693617021,0.649889381,0.523364639,0.481059336
11058,12,10.94019192,1.096872897,7,7.693617021,0.909845133,0.323593909,0.382565885
11066,5,8.443435585,0.592176011,4,7.693617021,0.519911504,0.531345183,0.5713246
11071,7,9.509397258,0.736113952,4,7.693617021,0.519911504,0.460421428,0.529112082
11075,10,9.973223266,1.002684863,7,7.693617021,0.909845133,0.322273409,0.382565885
11076,11,10.38749256,1.058965861,7,7.693617021,0.909845133,0.339296565,0.388937156
11080,8,8.542866511,0.936453823,8,7.693617021,1.039823009,0.373037,0.352494577
11082,9,9.211127522,0.97707908,6,7.693617021,0.779867257,0.350037025,0.420136731
11086,14,11.29402692,1.239593291,8,7.693617021,1.039823009,0.315589379,0.355748373
11088,8,8.891031535,0.899783109,9,7.693617021,1.169800885,0.393956879,0.339790976
11089,2,9.290733531,0.215268256,1,7.693617021,0.129977876,0.766770805,0.816935879
11090,1,8.992833171,0.111199661,4,7.693617021,0.519911504,0.818848222,0.57496361
11091,10,8.237898426,1.213901833,8,7.693617021,1.039823009,0.212928859,0.314533623
11092,5,7.694455776,0.649818538,6,7.693617021,0.779867257,0.435431775,0.388440025
11093,5,8.629308825,0.579420681,6,7.693617021,0.779867257,0.507399683,0.438160348
11095,5,11.74261582,0.425799505,4,7.693617021,0.519911504,0.538606947,0.467248908
11099,7,9.422902219,0.742870916,5,7.693617021,0.649889381,0.376866612,0.429433456
11100,12,11.96799283,1.002674397,8,7.693617021,1.039823009,0.3214492,0.353036876
11109,13,9.295469932,1.398530692,10,7.693617021,1.299778761,0.213625976,0.247715248
11110,10,9.717784599,1.029041125,7,7.693617021,0.909845133,0.344275822,0.388937156
11111,7,7.991471042,0.87593385,5,7.693617021,0.649889381,0.310928733,0.401944351
11112,6,7.957576749,0.753998383,6,7.693617021,0.779867257,0.389435047,0.415164699
11115,13,11.9940916,1.083866994,9,7.693617021,1.169800885,0.266210606,0.27912312
11116,5,11.29850076,0.44253659,4,7.693617021,0.519911504,0.571307834,0.542212518
11118,6,7.31462082,0.820274919,6,7.693617021,0.779867257,0.415181757,0.449347421
11119,5,9.199621662,0.543500612,4,7.693617021,0.519911504,0.494308719,0.498544396
11120,3,7.910261359,0.37925422,3,7.693617021,0.389933628,0.617079762,0.615598886
11121,8,7.896035559,1.013166663,7,7.693617021,0.909845133,0.280434017,0.328699681
11122,12,9.119979048,1.315792497,11,7.693617021,1.429756637,0.2411857,0.231049397
11124,11,9.772654034,1.125589831,8,7.693617021,1.039823009,0.29137933,0.317245119
11126,8,6.651849799,1.202672977,9,7.693617021,1.169800885,0.286083776,0.320418047
11142,10,9.632030035,1.038202743,7,7.693617021,0.909845133,0.302105036,0.338546192
11144,10,11.57327513,0.864059645,7,7.693617021,0.909845133,0.320470605,0.344338257
11147,6,7.986964179,0.751224103,4,7.693617021,0.519911504,0.400788716,0.521106259
11148,11,11.10650677,0.990410417,9,7.693617021,1.169800885,0.331294765,0.294927352
11149,10,11.5522882,0.865629374,8,7.693617021,1.039823009,0.357671535,0.310737527
11154,8,7.042765252,1.135917458,11,7.693617021,1.429756637,0.283616346,0.233781015
11156,7,8.335151224,0.839816797,7,7.693617021,0.909845133,0.387074331,0.395308427
11157,12,12.51873127,0.958563591,9,7.693617021,1.169800885,0.300599546,0.31684935
