,O,E,OoverE,Onull,Enull,OoverE.null,BC,BC.null
139380,12,10.46535409,1.146640611,8,7.693617021,1.039823009,0.224901074,0.306941432
139420,9,11.43676391,0.786935891,5,7.693617021,0.649889381,0.335548552,0.401944351
139560,7,8.315393629,0.841812223,7,7.693617021,0.909845133,0.309952079,0.32406603
139570,9,10.44152305,0.86194322,9,7.693617021,1.169800885,0.351819292,0.267907214
139721,3,6.626332527,0.452739126,4,7.693617021,0.519911504,0.600316056,0.564774381
139872,9,10.43797723,0.862236025,8,7.693617021,1.039823009,0.360790973,0.302603037
139875,8,6.990999705,1.144328471,7,7.693617021,0.909845133,0.324155025,0.373298581
139940,8,12.58828247,0.635511637,5,7.693617021,0.649889381,0.497237274,0.489104928
140022,7,12.32938288,0.567749422,6,7.693617021,0.779867257,0.466983189,0.40770665
140100,11,11.90960471,0.923624274,9,7.693617021,1.169800885,0.270302703,0.30257456
140110,7,9.948914464,0.703594349,6,7.693617021,0.779867257,0.370186265,0.382224984
140230,14,10.86838325,1.288140073,9,7.693617021,1.169800885,0.229766441,0.286260515
140280,1,7.702504711,0.129827899,2,7.693617021,0.259955752,0.805352744,0.708516242
140300,14,11.37866828,1.230372453,10,7.693617021,1.299778761,0.28216804,0.25974026
140351,14,10.90489936,1.283826612,8,7.693617021,1.039823009,0.288144523,0.356290672
140450,11,8.485392257,1.296345492,9,7.693617021,1.169800885,0.293461944,0.329594698
140460,9,10.20435993,0.881975945,7,7.693617021,0.909845133,0.364977439,0.338546192
140461,7,10.22599952,0.684529663,6,7.693617021,0.779867257,0.402189818,0.357364823
140463,6,9.300855547,0.645101945,4,7.693617021,0.519911504,0.420000052,0.475982533
140491,12,9.778190837,1.227220884,9,7.693617021,1.169800885,0.272167523,0.299005863
140520,11,10.8631308,1.012599425,9,7.693617021,1.169800885,0.334641837,0.306653072
140540,12,9.321810801,1.287303535,11,7.693617021,1.429756637,0.238403126,0.245162759
140641,14,10.4314923,1.342089856,10,7.693617021,1.299778761,0.248105298,0.262626263
140710,11,10.8833619,1.010717102,8,7.693617021,1.039823009,0.347375444,0.32483731
140760,10,9.903815193,1.009711894,9,7.693617021,1.169800885,0.3017604,0.282182004
140770,7,10.067657,0.695295837,7,7.693617021,0.909845133,0.446141996,0.356501593
140810,11,12.45500451,0.883179126,9,7.693617021,1.169800885,0.286754301,0.280652562
140861,9,9.748974891,0.923173985,6,7.693617021,0.779867257,0.338994862,0.392790553
140920,7,7.923110736,0.883491375,7,7.693617021,0.909845133,0.303729095,0.31074428
140921,10,8.34271234,1.198650941,9,7.693617021,1.169800885,0.229641722,0.282182004
140922,10,10.63978,0.939869057,7,7.693617021,0.909845133,0.329489819,0.35534318
140950,8,11.69204023,0.684226178,7,7.693617021,0.909845133,0.403268238,0.31074428
140970,6,8.330707848,0.720226913,7,7.693617021,0.909845133,0.342174749,0.32406603
140990,3,9.300532697,0.322562169,3,7.693617021,0.389933628,0.60647079,0.587743733
141011,5,8.670903239,0.576641194,7,7.693617021,0.909845133,0.481635553,0.384882711
141022,11,10.56081483,1.041586296,9,7.693617021,1.169800885,0.305639652,0.280652562
141070,11,11.41772485,0.963414353,7,7.693617021,0.909845133,0.348004193,0.337387779
141100,4,8.347443062,0.479188653,4,7.693617021,0.519911504,0.540845849,0.543668122
141101,10,9.020978694,1.108527172,8,7.693617021,1.039823009,0.297953099,0.331887202
141181,2,10.39299027,0.192437398,2,7.693617021,0.259955752,0.746867124,0.714661984
141201,4,10.81494074,0.369858707,4,7.693617021,0.519911504,0.653097729,0.601892285
141220,13,10.78105226,1.205819217,9,7.693617021,1.169800885,0.239840644,0.267907214
141221,17,11.94788646,1.422845794,10,7.693617021,1.299778761,0.223025594,0.250601251
141240,8,9.544662902,0.83816475,7,7.693617021,0.909845133,0.338198008,0.326962062
141260,8,6.824807628,1.172194212,9,7.693617021,1.169800885,0.257732952,0.287789957
141262,4,5.956996435,0.671479334,5,7.693617021,0.649889381,0.442790543,0.495809588
141320,11,9.409169969,1.169072302,8,7.693617021,1.039823009,0.308707601,0.330260304
141340,9,9.627511199,0.934821037,7,7.693617021,0.909845133,0.335524134,0.346655083
141390,13,12.18201707,1.067146756,9,7.693617021,1.169800885,0.299836802,0.303084374
141391,4,10.47819,0.381745321,4,7.693617021,0.519911504,0.593119104,0.502183406
141392,8,10.34456608,0.773352883,8,7.693617021,1.039823009,0.380097166,0.302603037
141460,2,7.842207986,0.255030216,2,7.693617021,0.259955752,0.698021933,0.69095698
141461,2,8.280420174,0.241533637,1,7.693617021,0.129977876,0.743988415,0.816935879
141480,9,7.234347514,1.244065202,9,7.693617021,1.169800885,0.245916508,0.2673974
141510,10,9.802695135,1.020127614,7,7.693617021,0.909845133,0.321177259,0.372719374
141540,4,7.825098526,0.511175672,4,7.693617021,0.519911504,0.512106667,0.495633188
141610,10,6.661525942,1.501157556,11,7.693617021,1.429756637,0.200370246,0.233781015
141680,8,11.63815906,0.687393939,6,7.693617021,0.779867257,0.473926303,0.411435674
141681,12,12.64493313,0.948996715,8,7.693617021,1.039823009,0.302697998,0.327006508
141683,4,10.47550119,0.381843305,4,7.693617021,0.519911504,0.587921564,0.517467249
141720,7,8.481683623,0.825307841,8,7.693617021,1.039823009,0.363973331,0.313449024
141840,3,8.399141302,0.35717937,3,7.693617021,0.389933628,0.633618049,0.596498209
141900,9,12.97189279,0.693807769,8,7.693617021,1.039823009,0.343961994,0.318872017
141901,6,10.54544026,0.568966288,7,7.693617021,0.909845133,0.425246924,0.328699681
141902,13,13.30950632,0.97674547,9,7.693617021,1.169800885,0.314058837,0.280652562
141903,10,9.944753388,1.005555353,7,7.693617021,0.909845133,0.28655513,0.33217492
141905,2,8.211062189,0.243573846,2,7.693617021,0.259955752,0.721902793,0.726075505
141930,9,11.43676391,0.786935891,7,7.693617021,0.909845133,0.355895916,0.359976832
142060,6,9.938404738,0.603718621,3,7.693617021,0.389933628,0.513055733,0.632311978
142063,13,10.4224,1.247313479,10,7.693617021,1.299778761,0.271695471,0.286195286
142070,9,8.852613732,1.016648899,7,7.693617021,0.909845133,0.275188427,0.32406603
142240,8,8.576484735,0.932783098,8,7.693617021,1.039823009,0.31988287,0.290130152
142271,11,11.47383466,0.958703025,9,7.693617021,1.169800885,0.263242568,0.295946979
142291,6,10.22252141,0.586939343,7,7.693617021,0.909845133,0.436849862,0.33217492
142300,10,10.63718954,0.940097943,7,7.693617021,0.909845133,0.347305702,0.355922386
142301,10,10.48010313,0.954189084,9,7.693617021,1.169800885,0.31493276,0.267907214
142302,6,11.01041949,0.544938365,4,7.693617021,0.519911504,0.555573087,0.572780204
142304,12,12.86377852,0.932851882,8,7.693617021,1.039823009,0.289877735,0.366052061
142331,10,7.817224692,1.279226374,8,7.693617021,1.039823009,0.247665781,0.302603037
142332,14,12.02039065,1.164687605,10,7.693617021,1.299778761,0.25983242,0.262626263
142333,7,7.131500334,0.981560635,5,7.693617021,0.649889381,0.377823345,0.498491452
142335,6,8.455460559,0.709600613,5,7.693617021,0.649889381,0.434988457,0.446195106
142380,10,9.388826621,1.065095821,9,7.693617021,1.169800885,0.311782009,0.271985725
142381,12,9.47744413,1.266164151,9,7.693617021,1.169800885,0.216985588,0.270456283
142382,5,5.979841592,0.836142551,4,7.693617021,0.519911504,0.372580199,0.489810771
142421,5,11.57687076,0.431895639,4,7.693617021,0.519911504,0.542044801,0.537117904
142423,5,5.374804897,0.930266325,7,7.693617021,0.909845133,0.281364461,0.328699681
142442,8,10.20435993,0.783978618,6,7.693617021,0.779867257,0.3924342,0.383467993
142444,9,9.293524393,0.968416245,10,7.693617021,1.299778761,0.316540964,0.274651275
142460,10,7.646486647,1.307790161,9,7.693617021,1.169800885,0.281418803,0.292888096
142570,14,10.58852537,1.322185999,10,7.693617021,1.299778761,0.250411011,0.274651275
142610,4,8.006039705,0.499622803,3,7.693617021,0.389933628,0.522338416,0.548746518
142623,8,12.03978425,0.664463734,6,7.693617021,0.779867257,0.451294536,0.391547545
142650,5,6.43129351,0.777448579,8,7.693617021,1.039823009,0.396019034,0.327006508
142680,9,10.57992964,0.850667283,9,7.693617021,1.169800885,0.352610004,0.266377772
142690,5,6.790515286,0.736321146,6,7.693617021,0.779867257,0.402590848,0.432566812
142691,1,8.732110364,0.114519854,1,7.693617021,0.129977876,0.836832305,0.816935879
142850,7,11.54795389,0.60616799,6,7.693617021,0.779867257,0.443416346,0.358607831
142880,15,10.24968554,1.463459531,11,7.693617021,1.429756637,0.234498819,0.233781015
