SITE_ID,YEAR,VISIT_NO,EPT_RICH,UNIQUE_ID,MMI_BENT
NRS18_NM_11094,2019,1,13,NRS_NM-10323,32.40
NRS18_NM_11246,2019,1,4,NRS_NM-10326,22.95
NRS18_NM_11252,2019,1,2,NRS_NM-10332,23.87
NRS18_NM_11401,2019,1,4,NRS_NM-10340,36.75
NRS18_NM_11401,2019,2,5,NRS_NM-10340,42.78
NRS18_NM_11409,2019,1,5,NRS_NM-10348,46.45
NRS18_NM_11409,2019,2,5,NRS_NM-10348,37.35
NRS18_NM_11434,2019,1,6,NRS_NM-10373,34.90
NRS18_NM_11437,2019,1,8,NRS_NM-10376,38.47
NRS18_NM_11545,2019,1,15,NRS_NM-10378,51.17
NRS18_NM_11701,2019,1,8,NRS_NM-10386,52.98
FW08NV003,2008,1,3,NRS_NV-10003,29.00
FW08NV003,2008,2,2,NRS_NV-10003,16.00
FW08NV008,2008,1,15,NRS_NV-10014,64.02
FW08NV011,2008,1,5,NRS_NV-10056,35.77
FW08NV009,2008,1,5,NRS_NV-10070,34.43
FW08NV005,2008,1,7,NRS_NV-10076,30.54
FW08NV004,2008,1,14,NRS_NV-10117,51.37
FW08NV004,2008,2,13,NRS_NV-10117,54.39
FW08NV012,2008,1,4,NRS_NV-10120,15.40
FW08NV006,2008,1,7,NRS_NV-10163,50.47
FW08NV010,2008,1,7,NRS_NV-10174,38.29
FW08NV014,2008,1,12,NRS_NV-10280,49.68
NVS9-0921,2013,1,7,NRS_NV-10280,36.60
NVS9-0921,2013,2,5,NRS_NV-10280,31.75
NRS18_NV_10001,2018,1,5,NRS_NV-10280,35.90
NRS18_NV_10001,2018,2,7,NRS_NV-10280,45.42
FW08NV015,2008,1,1,NRS_NV-10281,23.41
FW08NV019,2008,1,14,NRS_NV-10285,63.00
FW08NV019,2008,2,9,NRS_NV-10285,47.93
FW08NV020,2009,1,4,NRS_NV-10286,16.32
NVR9-0902,2014,1,4,NRS_NV-10286,14.50
NRS18_NV_10004,2019,1,2,NRS_NV-10286,10.87
FW08NV022,2008,1,5,NRS_NV-10288,32.13
FW08NV026,2008,1,7,NRS_NV-10292,41.81
FW08NV028,2008,1,9,NRS_NV-10294,69.45
FW08NV029,2008,1,15,NRS_NV-10295,70.83
NVS9-0924,2014,1,8,NRS_NV-10295,48.73
NRS18_NV_10003,2018,1,10,NRS_NV-10295,43.08
FW08NV031,2008,1,1,NRS_NV-10297,12.96
NVR9-0905,2013,1,4,NRS_NV-10297,45.02
NRS18_NV_10005,2018,1,14,NRS_NV-10297,56.95
FW08NV032,2008,1,6,NRS_NV-10298,56.44
FW08NV033,2008,1,5,NRS_NV-10299,20.69
FW08NV034,2008,1,7,NRS_NV-10300,40.72
FW08NV035,2008,1,1,NRS_NV-10301,7.06
FW08NV037,2008,1,14,NRS_NV-10303,61.18
NVS9-0926,2013,1,15,NRS_NV-10303,60.80
NVS9-0926,2013,2,10,NRS_NV-10303,49.07
FW08NV038,2008,1,1,NRS_NV-10304,9.80
FW08NV039,2008,1,4,NRS_NV-10305,44.15
FW08NV040,2008,1,9,NRS_NV-10306,50.53
NVR9-0910,2013,1,8,NRS_NV-10306,41.65
NVR9-0910,2013,2,3,NRS_NV-10306,9.77
NRS18_NV_10002,2018,1,7,NRS_NV-10306,47.83
NRS18_NV_10002,2018,2,5,NRS_NV-10306,43.23
FW08NV041,2008,1,3,NRS_NV-10307,30.32
FW08NV049,2008,1,6,NRS_NV-10315,30.00
FW08NV050,2008,1,10,NRS_NV-10316,38.84
FW08NV051,2008,1,9,NRS_NV-10317,52.43
FW08NV053,2008,1,18,NRS_NV-10319,65.76
FW08NV054,2008,1,5,NRS_NV-10320,36.38
FW08NV056,2008,1,7,NRS_NV-10322,35.69
FW08NV057,2008,1,6,NRS_NV-10323,36.53
FW08NV058,2008,1,12,NRS_NV-10324,59.56
FW08NV062,2008,1,5,NRS_NV-10328,43.33
NVR9-0917,2014,1,9,NRS_NV-10328,46.92
NRS18_NV_10006,2018,1,6,NRS_NV-10328,51.33
FW08NV063,2008,1,5,NRS_NV-10329,35.47
FW08NV065,2008,1,13,NRS_NV-10331,67.77
FW08NV066,2008,1,5,NRS_NV-10332,28.73
FW08NV069,2008,1,14,NRS_NV-10335,68.12
FW08NV069,2008,2,14,NRS_NV-10335,71.37
NVR9-0920,2013,1,13,NRS_NV-10335,70.22
NVR9-0920,2013,2,17,NRS_NV-10335,79.82
NVLS-1046,2013,1,3,NRS_NV-10339,35.22
NRS18_NV_10007,2018,1,5,NRS_NV-10339,51.47
NVLS-1048,2013,1,4,NRS_NV-10341,49.63
NRS18_NV_10010,2019,1,3,NRS_NV-10341,39.88
NRS18_NV_10010,2019,2,3,NRS_NV-10341,27.00
NVLS-1067,2013,1,10,NRS_NV-10360,54.08
NRS18_NV_10011,2019,1,11,NRS_NV-10360,62.38
NVLS-1069,2014,1,1,NRS_NV-10362,36.25
NVLS-1072,2014,1,5,NRS_NV-10365,42.93
NVLS-1074,2014,1,7,NRS_NV-10367,43.33
NVRM-1001,2013,1,4,NRS_NV-10390,18.55
NRS18_NV_10008,2018,1,2,NRS_NV-10390,27.90
NVRM-1006,2013,1,7,NRS_NV-10395,39.45
NRS18_NV_10014,2018,1,13,NRS_NV-10395,63.22
NVRM-1007,2013,1,14,NRS_NV-10396,55.40
NVRO-1020,2013,1,5,NRS_NV-10398,34.22
NRS18_NV_10012,2018,1,6,NRS_NV-10398,35.07
NRS18_NV_10012,2018,2,5,NRS_NV-10398,35.28
NVRO-1024,2013,1,7,NRS_NV-10402,37.18
NRS18_NV_10013,2018,1,14,NRS_NV-10402,69.68
NVRO-1027,2013,1,14,NRS_NV-10405,65.43
NVRO-1041,2014,1,10,NRS_NV-10419,45.90
NVSS-1104,2013,1,12,NRS_NV-10427,60.20
NRS18_NV_10009,2018,1,13,NRS_NV-10427,49.42
NRS18_NV_10016,2018,1,13,NRS_NV-10465,31.97
NRS18_NV_10022,2019,1,14,NRS_NV-10471,75.05
NRS18_NV_10024,2018,1,8,NRS_NV-10473,45.20
NRS18_NV_10025,2019,1,9,NRS_NV-10474,34.15
NRS18_NV_10026,2018,1,11,NRS_NV-10475,48.85
NRS18_NV_10188,2019,1,11,NRS_NV-10480,55.03
NRS18_NV_10192,2019,1,13,NRS_NV-10484,57.27
NRS18_NV_10195,2018,1,10,NRS_NV-10487,41.85
NRS18_NV_10405,2019,1,11,NRS_NV-10558,38.45
NRS18_NV_10495,2019,1,10,NRS_NV-10569,30.77
NRS18_NV_10638,2018,1,11,NRS_NV-10573,48.93
NRS18_NV_10936,2019,1,10,NRS_NV-10575,62.85
FW08NY003,2008,1,1,NRS_NY-10008,6.83
FW08NY003,2009,1,0,NRS_NY-10008,0.00
FW08NY014,2008,1,13,NRS_NY-10009,39.68
FW08NY004,2008,1,16,NRS_NY-10012,60.11
FW08NY009,2009,1,5,NRS_NY-10013,16.58
FW08NY008,2008,1,19,NRS_NY-10017,63.70
FW08NY002,2008,1,8,NRS_NY-10025,21.63
FW08NY002,2008,2,0,NRS_NY-10025,0.56
FW08NY011,2009,1,15,NRS_NY-10026,41.41
FW08NY016,2008,1,12,NRS_NY-10028,44.63
FW08NY015,2008,1,23,NRS_NY-10031,79.62
FW08NY017,2008,1,16,NRS_NY-10038,52.64
FW08NY017,2008,2,10,NRS_NY-10038,40.32
NYR9-0901,2013,1,10,NRS_NY-10038,33.43
NYR9-0901,2013,2,17,NRS_NY-10038,54.63
NRS18_NY_10002,2018,1,12,NRS_NY-10038,51.72
FW08NY018,2008,1,0,NRS_NY-10039,1.85
NYS9-0923,2013,1,1,NRS_NY-10039,2.80
NYS9-0923,2013,2,2,NRS_NY-10039,0.00
FW08NY019,2008,1,14,NRS_NY-10040,51.36
FW08NY019,2008,2,23,NRS_NY-10040,69.76
NYR9-0902,2013,1,21,NRS_NY-10040,70.03
NYR9-0902,2013,2,16,NRS_NY-10040,46.63
FW08NY021,2008,1,10,NRS_NY-10042,35.34
NYR9-0903,2013,1,4,NRS_NY-10042,8.33
NRS18_NY_10012,2019,1,2,NRS_NY-10042,0.55
NRS18_NY_10012,2019,2,0,NRS_NY-10042,2.45
FW08NY022,2008,1,3,NRS_NY-10043,15.63
NYS9-0924,2013,1,5,NRS_NY-10043,15.08
NYS9-0924,2013,2,6,NRS_NY-10043,18.92
NRS18_NY_10068,2019,1,2,NRS_NY-10043,4.98
NRS18_NY_10068,2019,2,6,NRS_NY-10043,17.43
FW08NY023,2008,1,16,NRS_NY-10044,52.89
NYR9-0904,2013,1,1,NRS_NY-10044,24.23
NRS18_NY_10013,2019,1,18,NRS_NY-10044,61.75
FW08NY024,2008,1,25,NRS_NY-10045,74.85
NYS9-0925,2013,1,29,NRS_NY-10045,81.62
FW08NY025,2008,1,4,NRS_NY-10046,17.88
NYR9-0905,2014,1,6,NRS_NY-10046,23.07
NRS18_NY_10014,2018,1,4,NRS_NY-10046,10.70
FW08NY027,2008,1,4,NRS_NY-10048,18.09
NYR9-0906,2013,1,7,NRS_NY-10048,30.25
NRS18_NY_10015,2018,1,1,NRS_NY-10048,3.70
FW08NY028,2008,1,4,NRS_NY-10049,7.72
NYR9-0907,2014,1,10,NRS_NY-10049,30.80
NRS18_NY_10016,2019,1,3,NRS_NY-10049,2.97
FW08NY030,2008,1,9,NRS_NY-10051,18.22
NYR9-0908,2013,1,8,NRS_NY-10051,29.98
NRS18_NY_10017,2018,1,7,NRS_NY-10051,41.58
FW08NY032,2008,1,8,NRS_NY-10053,13.03
NYR9-0909,2013,1,15,NRS_NY-10053,47.70
NRS18_NY_10018,2018,1,10,NRS_NY-10053,25.75
FW08NY034,2008,1,6,NRS_NY-10055,17.82
NYR9-0910,2013,1,5,NRS_NY-10055,15.18
NRS18_NY_10019,2018,1,5,NRS_NY-10055,15.92
FW08NY035,2008,1,21,NRS_NY-10056,69.39
NYR9-0911,2013,1,11,NRS_NY-10056,38.82
NRS18_NY_10020,2018,1,18,NRS_NY-10056,59.92
FW08NY037,2008,1,2,NRS_NY-10058,0.55
NYR9-0912,2013,1,1,NRS_NY-10058,0.17
FW08NY039,2008,1,8,NRS_NY-10060,27.41
NYR9-0913,2013,1,10,NRS_NY-10060,38.55
FW08NY040,2008,1,12,NRS_NY-10061,31.70
NYR9-0914,2014,1,12,NRS_NY-10061,50.03
FW08NY041,2008,1,26,NRS_NY-10062,74.09
NYS9-0926,2013,1,21,NRS_NY-10062,80.15
NRS18_NY_10004,2019,1,18,NRS_NY-10062,54.75
FW08NY042,2008,1,6,NRS_NY-10063,18.74
NYR9-0915,2013,1,1,NRS_NY-10063,10.37
FW08NY044,2008,1,4,NRS_NY-10065,21.75
NYR9-0916,2014,1,11,NRS_NY-10065,35.20
FW08NY046,2009,1,1,NRS_NY-10067,4.85
NYS9-0927,2013,1,10,NRS_NY-10067,26.25
FW08NY047,2009,1,12,NRS_NY-10068,41.01
FW08NY048,2009,1,10,NRS_NY-10069,24.40
FW08NY049,2009,1,4,NRS_NY-10070,23.55
FW08NY050,2008,1,3,NRS_NY-10071,11.23
FW08NY051,2009,1,7,NRS_NY-10072,30.15
FW08NY052,2009,1,11,NRS_NY-10073,38.56
FW08NY053,2009,1,3,NRS_NY-10074,27.26
FW08NY055,2009,1,17,NRS_NY-10075,54.49
NYS9-0929,2013,1,8,NRS_NY-10075,44.82
FW08NY064,2008,1,4,NRS_NY-10077,3.80
NYS9-0930,2013,1,3,NRS_NY-10077,1.03
NRS18_NY_10007,2018,1,3,NRS_NY-10077,1.33
FW08NY065,2008,1,1,NRS_NY-10078,16.42
NYS9-0931,2013,1,9,NRS_NY-10078,47.37
FW08NY066,2008,1,1,NRS_NY-10079,0.00
NYS9-0932,2013,1,2,NRS_NY-10079,1.03
NRS18_NY_10009,2018,1,2,NRS_NY-10079,2.40
FW08NY076,2009,1,13,NRS_NY-10081,50.08
NYS9-0933,2013,1,10,NRS_NY-10081,42.37
NRS18_NY_10010,2018,1,12,NRS_NY-10081,51.43
FW08NY077,2008,1,12,NRS_NY-10082,38.39
NYS9-0934,2013,1,15,NRS_NY-10082,36.30
FW08NY081,2009,1,17,NRS_NY-10083,47.55
NYS9-0935,2013,1,21,NRS_NY-10083,62.80
FW08NY084,2009,1,25,NRS_NY-10084,66.45
NYS9-0936,2013,1,29,NRS_NY-10084,76.55
NRS18_NY_10071,2019,1,19,NRS_NY-10084,68.77
FW08NY088,2009,1,19,NRS_NY-10085,62.80
NYS9-0937,2013,1,16,NRS_NY-10085,49.72
NRS18_NY_10072,2019,1,21,NRS_NY-10085,57.72
FW08RNY9001,2009,1,10,NRS_NY-10086,25.27
FW08RNY9003,2009,1,6,NRS_NY-10087,31.93
FW08RNY9004,2008,1,5,NRS_NY-10088,18.00
FW08RNY9005,2008,1,7,NRS_NY-10089,27.48
FW08RNY9006,2009,1,15,NRS_NY-10090,45.80
FW08RNY9007,2008,1,7,NRS_NY-10091,8.96
NYLS-1115,2013,1,2,NRS_NY-10092,6.80
NRS18_NY_10021,2018,1,4,NRS_NY-10092,18.65
NRS18_NY_10021,2018,2,3,NRS_NY-10092,15.85
NYLS-1116,2014,1,9,NRS_NY-10093,39.83
NRS18_NY_10028,2019,1,15,NRS_NY-10093,45.17
NYLS-1117,2013,1,11,NRS_NY-10094,44.13
NYLS-1118,2013,1,16,NRS_NY-10095,63.05
NYLS-1119,2013,1,27,NRS_NY-10096,79.78
NYLS-1120,2013,1,8,NRS_NY-10097,21.88
NRS18_NY_10032,2018,1,15,NRS_NY-10097,45.88
NYLS-1121,2013,1,13,NRS_NY-10098,49.45
NYLS-1122,2013,1,17,NRS_NY-10099,49.20
NYLS-1123,2013,1,11,NRS_NY-10100,29.82
NYLS-1124,2013,1,23,NRS_NY-10101,78.88
NRS18_NY_10089,2019,1,12,NRS_NY-10101,46.48
NYLS-1125,2013,1,20,NRS_NY-10102,65.67
NRS18_NY_10090,2019,1,18,NRS_NY-10102,63.95
NYRM-1001,2013,1,8,NRS_NY-10103,13.40
NRS18_NY_10022,2018,1,12,NRS_NY-10103,49.62
NYRM-1002,2014,1,15,NRS_NY-10104,57.75
NRS18_NY_10038,2018,1,7,NRS_NY-10104,21.27
NYRM-1003,2013,1,7,NRS_NY-10105,22.43
NRS18_NY_10039,2019,1,4,NRS_NY-10105,8.48
NRS18_NY_10039,2019,2,3,NRS_NY-10105,3.92
NYRM-1004,2014,1,0,NRS_NY-10106,0.00
NRS18_NY_10040,2019,1,1,NRS_NY-10106,7.38
NYRM-1005,2013,1,17,NRS_NY-10107,53.47
NRS18_NY_10041,2018,1,14,NRS_NY-10107,52.35
NYRM-1006,2014,1,26,NRS_NY-10108,69.45
NRS18_NY_10042,2019,1,19,NRS_NY-10108,55.15
NYRM-1007,2013,1,11,NRS_NY-10109,21.93
NYRM-1008,2014,1,5,NRS_NY-10110,8.83
NYRO-1049,2013,1,13,NRS_NY-10111,34.67
NRS18_NY_10033,2018,1,7,NRS_NY-10111,32.13
NYRO-1050,2013,1,14,NRS_NY-10112,50.98
NRS18_NY_10034,2019,1,16,NRS_NY-10112,49.12
NYRO-1051,2013,1,8,NRS_NY-10113,16.60
NRS18_NY_10035,2018,1,3,NRS_NY-10113,19.08
NYRO-1052,2013,1,9,NRS_NY-10114,28.80
NRS18_NY_10036,2018,1,8,NRS_NY-10114,24.87
NYRO-1053,2013,1,3,NRS_NY-10115,5.60
NYRO-1054,2013,1,12,NRS_NY-10116,31.13
NRS18_NY_10091,2019,1,3,NRS_NY-10116,6.98
NYRO-1055,2013,1,3,NRS_NY-10117,8.15
NYRO-1056,2013,1,14,NRS_NY-10118,41.90
NYRO-1057,2013,1,16,NRS_NY-10119,62.52
NYRO-1058,2013,1,5,NRS_NY-10120,18.02
NYRO-1060,2014,1,3,NRS_NY-10122,12.27
NYSS-1236,2013,1,12,NRS_NY-10123,45.47
NYSS-1237,2013,1,6,NRS_NY-10124,35.08
NYSS-1238,2013,1,4,NRS_NY-10125,18.80
NRS18_NY_10025,2018,1,2,NRS_NY-10125,14.05
NYSS-1239,2014,1,4,NRS_NY-10126,7.20
NRS18_NY_10026,2018,1,7,NRS_NY-10126,17.52
NYSS-1241,2013,1,18,NRS_NY-10128,48.10
NRS18_NY_10027,2018,1,17,NRS_NY-10128,55.10
NYSS-1242,2013,1,25,NRS_NY-10129,71.65
NYSS-1245,2013,1,14,NRS_NY-10132,60.47
NYSS-1249,2013,1,4,NRS_NY-10136,25.77
NRS18_NY_10080,2019,1,4,NRS_NY-10136,24.47
NYSS-1251,2013,1,11,NRS_NY-10138,44.98
NRS18_NY_10081,2019,1,12,NRS_NY-10138,47.62
NYSS-1252,2013,1,11,NRS_NY-10139,39.57
NYSS-1253,2013,1,9,NRS_NY-10140,38.75
NYSS-1255,2013,1,10,NRS_NY-10142,27.20
NYSS-1258,2014,1,21,NRS_NY-10145,64.63
NYRF-0001,2014,1,14,NRS_NY-10146,52.18
NYRF-0002,2014,1,17,NRS_NY-10147,69.05
NYRF-0003,2014,1,12,NRS_NY-10148,31.92
NYRF-0004,2014,1,25,NRS_NY-10149,62.55
NYRF-0005,2014,1,0,NRS_NY-10150,7.23
NYRF-0006,2014,1,3,NRS_NY-10151,6.37
NRS18_NY_10043,2019,1,9,NRS_NY-10152,49.40
NRS18_NY_10051,2019,1,4,NRS_NY-10160,10.87
NRS18_NY_10054,2019,1,16,NRS_NY-10163,51.67
NRS18_NY_10055,2019,1,10,NRS_NY-10164,28.25
NRS18_NY_10061,2018,1,5,NRS_NY-10170,18.70
NRS18_NY_10063,2019,1,5,NRS_NY-10172,23.30
NRS18_NY_10064,2018,1,10,NRS_NY-10173,44.57
NRS18_NY_10065,2018,1,7,NRS_NY-10174,41.55
NRS18_NY_10066,2018,1,14,NRS_NY-10175,49.20
NRS18_NY_10250,2019,1,14,NRS_NY-10178,53.32
NRS18_NY_10251,2019,1,14,NRS_NY-10179,48.27
NRS18_NY_10255,2019,1,16,NRS_NY-10183,53.58
NRS18_NY_10259,2019,1,16,NRS_NY-10187,51.47
NRS18_NY_10260,2019,1,9,NRS_NY-10188,20.87
NRS18_NY_10268,2019,1,6,NRS_NY-10196,12.60
NRS18_NY_10272,2019,1,3,NRS_NY-10200,2.02
NRS18_NY_10279,2019,1,16,NRS_NY-10207,45.63
NRS18_NY_10283,2019,1,5,NRS_NY-10211,19.25
NRS18_NY_10284,2019,1,2,NRS_NY-10212,0.75
NRS18_NY_10286,2019,1,7,NRS_NY-10214,30.08
NRS18_NY_10290,2019,1,12,NRS_NY-10218,41.03
NRS18_NY_10399,2019,1,5,NRS_NY-10219,17.42
NRS18_NY_10402,2019,1,2,NRS_NY-10222,8.68
NRS18_NY_10549,2018,1,4,NRS_NY-10223,38.50
NRS18_NY_10700,2019,1,7,NRS_NY-10225,26.57
NRS18_NY_10702,2019,1,22,NRS_NY-10227,61.05
NRS18_NY_10704,2019,1,1,NRS_NY-10229,9.85
NRS18_NY_10707,2019,1,6,NRS_NY-10232,22.58
NRS18_NY_11299,2019,1,12,NRS_NY-10233,29.15
FW08OH005,2008,1,7,NRS_OH-10009,35.33
FW08OH003,2008,1,2,NRS_OH-10011,8.92
FW08OH004,2008,1,6,NRS_OH-10012,56.37
FW08OH002,2009,1,3,NRS_OH-10015,21.78
FW08OH002,2009,2,10,NRS_OH-10015,60.97
FW08OH007,2008,1,4,NRS_OH-10020,9.49
FW08OH008,2009,1,6,NRS_OH-10027,34.40
FW08OH008,2009,2,11,NRS_OH-10027,51.71
FW08OH006,2009,1,5,NRS_OH-10030,26.37
FW08OH001,2009,1,1,NRS_OH-10031,0.00
FW08OH011,2009,1,1,NRS_OH-10034,8.76
OHS9-0914,2013,1,3,NRS_OH-10034,19.60
OHS9-0914,2013,2,2,NRS_OH-10034,25.52
NRS18_OH_10001,2018,1,4,NRS_OH-10034,20.48
NRS18_OH_10001,2018,2,7,NRS_OH-10034,30.75
FW08OH012,2008,1,8,NRS_OH-10035,27.06
FW08OH012,2008,2,8,NRS_OH-10035,21.15
OHR9-0901,2014,1,7,NRS_OH-10035,20.47
OHR9-0901,2014,2,13,NRS_OH-10035,38.38
FW08OH013,2009,1,4,NRS_OH-10036,9.10
OHS9-0915,2013,1,6,NRS_OH-10036,19.45
OHS9-0915,2013,2,5,NRS_OH-10036,19.87
FW08OH015,2009,1,8,NRS_OH-10038,16.87
OHS9-0916,2013,1,4,NRS_OH-10038,12.78
FW08OH017,2008,1,13,NRS_OH-10040,42.26
FW08OH017,2008,2,9,NRS_OH-10040,33.63
OHR9-0902,2013,1,7,NRS_OH-10040,27.52
OHR9-0902,2013,2,10,NRS_OH-10040,34.38
NRS18_OH_10037,2018,1,14,NRS_OH-10040,45.00
NRS18_OH_10037,2018,2,13,NRS_OH-10040,31.02
FW08OH018,2008,1,7,NRS_OH-10041,32.95
OHR9-0903,2013,1,9,NRS_OH-10041,36.92
NRS18_OH_10007,2018,1,4,NRS_OH-10041,20.93
FW08OH019,2008,1,14,NRS_OH-10042,68.98
OHR9-0904,2013,1,12,NRS_OH-10042,66.07
NRS18_OH_10008,2018,1,12,NRS_OH-10042,66.17
FW08OH020,2009,1,0,NRS_OH-10043,2.08
FW08OH021,2008,1,7,NRS_OH-10044,14.31
OHR9-0905,2013,1,0,NRS_OH-10044,0.00
NRS18_OH_10009,2018,1,8,NRS_OH-10044,24.92
FW08OH022,2009,1,8,NRS_OH-10045,40.14
OHS9-0918,2013,1,9,NRS_OH-10045,39.70
NRS18_OH_10004,2018,1,12,NRS_OH-10045,40.65
FW08OH023,2008,1,13,NRS_OH-10046,24.23
OHR9-0906,2014,1,11,NRS_OH-10046,19.45
NRS18_OH_10010,2019,1,11,NRS_OH-10046,25.88
FW08OH024,2008,1,16,NRS_OH-10047,77.23
OHR9-0907,2013,1,5,NRS_OH-10047,42.53
FW08OH025,2009,1,1,NRS_OH-10048,8.69
OHS9-0919,2013,1,1,NRS_OH-10048,0.00
NRS18_OH_10005,2018,1,6,NRS_OH-10048,25.82
FW08OH026,2009,1,6,NRS_OH-10049,10.98
OHS9-0920,2013,1,2,NRS_OH-10049,11.95
NRS18_OH_10006,2018,1,3,NRS_OH-10049,6.85
FW08OH027,2008,1,3,NRS_OH-10050,15.13
OHR9-0908,2013,1,6,NRS_OH-10050,13.90
FW08OH028,2008,1,12,NRS_OH-10051,79.74
OHS9-0921,2013,1,12,NRS_OH-10051,81.77
NRS18_OH_10038,2018,1,14,NRS_OH-10051,74.67
FW08OH029,2009,1,9,NRS_OH-10052,36.57
OHS9-0922,2013,1,10,NRS_OH-10052,34.05
FW08OH030,2009,1,0,NRS_OH-10053,3.70
OHS9-0923,2013,1,2,NRS_OH-10053,0.55
FW08OH031,2008,1,5,NRS_OH-10054,40.48
FW08OH032,2008,1,12,NRS_OH-10055,71.40
FW08OH033,2008,1,10,NRS_OH-10056,43.51
FW08OH035,2008,1,15,NRS_OH-10058,78.36
FW08OH036,2009,1,0,NRS_OH-10059,2.08
FW08OH037,2009,1,7,NRS_OH-10060,28.62
FW08OH038,2008,1,6,NRS_OH-10061,13.13
FW08OH040,2009,1,2,NRS_OH-10062,35.87
FW08OH044,2009,1,3,NRS_OH-10063,34.23
FW08OH050,2009,1,6,NRS_OH-10065,35.37
FW08ROH9019,2008,1,18,NRS_OH-10066,88.66
OHLS-1068,2013,1,3,NRS_OH-10068,12.65
NRS18_OH_10011,2018,1,4,NRS_OH-10068,23.90
NRS18_OH_10011,2018,2,10,NRS_OH-10068,32.20
OHLS-1069,2013,1,9,NRS_OH-10069,34.63
NRS18_OH_10015,2018,1,9,NRS_OH-10069,44.05
OHLS-1070,2013,1,11,NRS_OH-10070,42.50
NRS18_OH_10016,2019,1,8,NRS_OH-10070,29.17
OHLS-1071,2013,1,2,NRS_OH-10071,2.82
OHLS-1073,2013,1,1,NRS_OH-10073,8.18
OHLS-1074,2013,1,11,NRS_OH-10074,42.68
OHRM-1001,2013,1,6,NRS_OH-10075,44.53
NRS18_OH_10012,2018,1,6,NRS_OH-10075,39.97
NRS18_OH_10012,2018,2,5,NRS_OH-10075,37.37
OHRM-1002,2013,1,4,NRS_OH-10076,6.07
NRS18_OH_10019,2018,1,4,NRS_OH-10076,9.00
OHRM-1003,2014,1,14,NRS_OH-10077,75.53
NRS18_OH_10020,2018,1,9,NRS_OH-10077,57.92
OHRM-1004,2013,1,11,NRS_OH-10078,65.33
OHRM-1005,2013,1,1,NRS_OH-10079,9.95
OHRO-1031,2013,1,1,NRS_OH-10080,8.32
OHRO-1032,2013,1,1,NRS_OH-10081,0.00
OHRO-1033,2013,1,3,NRS_OH-10082,18.32
NRS18_OH_10049,2018,1,3,NRS_OH-10082,20.13
OHRO-1034,2014,1,12,NRS_OH-10083,63.27
NRS18_OH_10050,2018,1,7,NRS_OH-10083,62.45
OHRO-1035,2013,1,7,NRS_OH-10084,19.02
OHRO-1036,2013,1,3,NRS_OH-10085,17.77
OHSS-1122,2013,1,0,NRS_OH-10086,12.38
OHSS-1123,2013,1,2,NRS_OH-10087,24.60
NRS18_OH_10014,2018,1,1,NRS_OH-10087,20.93
OHSS-1124,2013,1,2,NRS_OH-10088,13.80
NRS18_OH_10043,2018,1,3,NRS_OH-10088,19.73
OHSS-1125,2013,1,4,NRS_OH-10089,36.37
OHSS-1127,2013,1,10,NRS_OH-10091,49.45
OHRF-0001,2013,1,8,NRS_OH-10092,39.98
OHRF-0002,2013,1,5,NRS_OH-10093,47.43
OHRF-0003,2013,1,13,NRS_OH-10094,79.18
NRS18_OH_10021,2018,1,11,NRS_OH-10095,26.97
NRS18_OH_10022,2018,1,4,NRS_OH-10096,11.93
NRS18_OH_10023,2018,1,2,NRS_OH-10097,20.97
NRS18_OH_10024,2018,1,3,NRS_OH-10098,26.60
NRS18_OH_10025,2018,1,13,NRS_OH-10099,49.02
NRS18_OH_10026,2018,1,4,NRS_OH-10100,6.87
NRS18_OH_10028,2018,1,9,NRS_OH-10102,62.30
NRS18_OH_10029,2018,1,4,NRS_OH-10103,43.73
NRS18_OH_10030,2018,1,3,NRS_OH-10104,7.17
NRS18_OH_10031,2019,1,6,NRS_OH-10105,22.75
NRS18_OH_10032,2018,1,5,NRS_OH-10106,45.75
NRS18_OH_10033,2018,1,0,NRS_OH-10107,11.73
NRS18_OH_10034,2018,1,3,NRS_OH-10108,1.32
NRS18_OH_10035,2018,1,2,NRS_OH-10109,25.32
NRS18_OH_10658,2019,1,9,NRS_OH-10113,32.47
FW08OK014,2008,1,6,NRS_OK-10016,33.85
FW08OK013,2009,1,1,NRS_OK-10017,31.71
FW08OK003,2009,1,4,NRS_OK-10018,24.29
FW08OK003,2009,2,3,NRS_OK-10018,32.59
FW08OK011,2008,1,6,NRS_OK-10022,40.35
FW08OK011,2008,2,12,NRS_OK-10022,52.77
FW08OK002,2008,1,4,NRS_OK-10024,36.81
FW08OK002,2008,2,11,NRS_OK-10024,62.51
FW08OK012,2008,1,4,NRS_OK-10031,31.27
FW08OK005,2009,1,5,NRS_OK-10032,24.61
FW08OK005,2009,2,2,NRS_OK-10032,11.32
FW08OK010,2008,1,4,NRS_OK-10037,13.74
FW08OK007,2008,1,6,NRS_OK-10040,39.62
FW08OK006,2009,1,3,NRS_OK-10041,44.27
FW08OK009,2009,1,1,NRS_OK-10042,5.86
FW08OK017,2009,1,2,NRS_OK-10047,19.62
OKR9-0901,2013,1,2,NRS_OK-10047,24.40
OKR9-0901,2013,2,1,NRS_OK-10047,13.52
NRS18_OK_10050,2018,1,4,NRS_OK-10047,25.03
NRS18_OK_10050,2018,2,7,NRS_OK-10047,37.90
FW08OK018,2009,1,7,NRS_OK-10048,34.72
OKR9-0902,2013,1,3,NRS_OK-10048,29.28
OKR9-0902,2013,2,4,NRS_OK-10048,29.10
