UID,DATE_COL,SITE_ID,VISIT_NO,OE_SCORE
11670,7/31/2008,FW08MS094,1,0
11671,7/17/2008,FW08MO214,1,0.794828349
11672,8/24/2008,FW08MS127,1,0
11673,8/26/2008,FW08MS139,1,0.113982265
11674,7/29/2008,FW08MS147,1,0.799881209
11675,8/14/2008,FW08MS191,1,0.323650917
11676,8/27/2008,FW08MS203,1,0
11677,8/11/2008,FW08MS211,1,0.323563086
11702,7/27/2008,FW08MS238,1,0.342806232
11703,9/29/2008,FW08TN017,1,0.340487837
11704,10/1/2008,FW08TN049,1,0
11708,7/15/2008,FW08TN081,1,0.907836668
11710,9/11/2008,FW08TN097,1,0
11711,9/28/2008,FW08TN177,1,0.341492803
11712,9/8/2008,FW08TN261,1,0.227901643
11713,9/7/2008,FW08TN285,1,0.341805319
11718,7/11/2008,FW08MA001,1,0.8237654
11719,10/16/2008,FW08MA001,2,0.697032261
11720,8/7/2008,FW08MA002,1,0.364680603
11721,10/14/2008,FW08MA002,2,0.291744482
11722,7/20/2008,FW08MA004,1,0.755082721
11723,10/15/2008,FW08MA004,2,0.629235601
11724,8/6/2008,FW08MA006,1,0.435556714
11726,7/23/2008,FW08MA007,1,0.442812553
11727,7/17/2008,FW08MA013,1,0.485935385
11728,7/15/2008,FW08MA017,1,0.896823957
11732,8/8/2008,FW08MA018,1,0.364719409
11733,9/27/2008,FW08RNY9004,1,0.64455229
11734,10/9/2008,FW08RNY9005,1,0.637867511
11735,9/28/2008,FW08RNY9007,1,0.62826384
11737,9/14/2008,FW08NY064,1,0.20009102
11738,9/23/2008,FW08NY034,1,0.466698248
11739,9/16/2008,FW08NY030,1,0.785213352
11740,9/3/2008,FW08NY002,1,0.537493194
11741,10/8/2008,FW08NY002,2,0.358328796
11742,8/7/2008,FW08NY003,1,0.605296591
11743,8/30/2008,FW08NY004,1,1.307340683
11747,8/1/2008,FW08NY008,1,1.061522353
11750,8/31/2008,FW08NY014,1,0.561637669
11751,8/3/2008,FW08NY015,1,1.061036284
11764,7/29/2008,FW08NY016,1,0.659425164
11765,10/5/2008,FW08NY019,2,1.101283933
11766,9/30/2008,FW08NY017,1,0.684018839
11767,10/2/2008,FW08NY019,1,0.943957657
11768,7/14/2008,FW08KY209,1,0.680783989
11769,8/6/2008,FW08NY018,1,0.178916669
11770,10/8/2008,FW08NY017,2,0.752420723
11773,8/5/2008,FW08NY022,1,0.352639409
11774,9/29/2008,FW08NY021,1,0.576734178
11775,9/25/2008,FW08NY023,1,1.092518173
11776,9/2/2008,FW08NY024,1,1.106392277
11777,9/30/2008,FW08NY025,1,0.528086258
11778,10/7/2008,FW08NY027,1,0.434937045
11780,9/23/2008,FW08NY028,1,0.405735351
11781,9/15/2008,FW08NY032,1,0.742225355
11783,9/26/2008,FW08NY035,1,1.109100602
11784,9/25/2008,FW08NY037,1,0.508357955
11785,10/7/2008,FW08NY039,1,0.595083617
11786,10/1/2008,FW08NY040,1,0.823604413
11787,8/28/2008,FW08NY041,1,1.278362907
11788,10/4/2008,FW08NY042,1,0.39195179
11789,10/6/2008,FW08NY050,1,0.313319607
11790,8/26/2008,FW08NY044,1,0.601334226
11791,9/8/2008,FW08NY065,1,0.657954057
11792,9/9/2008,FW08NY066,1,0.188198924
11794,10/4/2008,FW08NY077,1,0.683678293
11798,8/13/2008,FW08CT009,1,0.558035128
11799,8/14/2008,FW08CT020,1,0.639954037
11806,8/19/2008,FW08ME001,1,0.900371648
11807,9/9/2008,FW08ME001,2,0.973548566
11808,8/27/2008,FW08ME002,1,9.53E-02
11813,9/10/2008,FW08ME002,2,1.143191391
11814,9/20/2008,FW08ME003,1,0.56920462
11815,9/16/2008,FW08ME004,1,0.987299508
11816,8/22/2008,FW08ME005,1,0.501766607
11818,9/8/2008,FW08ME005,2,0.390262917
11819,8/28/2008,FW08ME006,1,0.918362628
11820,9/3/2008,FW08ME007,1,1.074995504
11821,8/20/2008,FW08ME008,1,0.632768628
11823,8/29/2008,FW08ME009,1,0.899023202
11824,8/25/2008,FW08ME010,1,1.14734007
11825,9/2/2008,FW08ME011,1,1.134341676
11828,8/28/2008,FW08ME013,1,0.393129331
11831,8/26/2008,FW08ME016,1,1.321371212
11832,8/21/2008,FW08ME017,1,1.069582973
11833,9/4/2008,FW08ME018,1,0.398921869
11835,8/24/2008,FW08ME020,1,0.827297034
11836,9/11/2008,FW08ME013,2,0.943510394
11837,9/5/2008,FW08ME021,1,0.866539409
11838,9/12/2008,FW08ME022,1,0.729786387
11840,9/18/2008,FW08ME027,1,0.87173559
11845,9/15/2008,FW08ME026,1,0.675618787
11878,8/1/2008,FW08SD004,1,0.101552778
11879,9/16/2008,FW08SD005,2,0.791322471
11880,8/19/2008,FW08SD005,1,0.904368538
11881,8/22/2008,FW08SD009,1,0.84893101
11882,9/11/2008,FW08SD010,1,0.574392678
11883,7/29/2008,FW08SD012,1,0
11884,8/7/2008,FW08SD016,1,0.663910337
11887,9/19/2008,FW08SD020,1,0.888001457
11888,8/29/2008,FW08SD021,1,0.819511705
11889,9/10/2008,FW08SD022,1,0.838498532
11890,8/28/2008,FW08SD025,1,0.963063215
11891,8/6/2008,FW08SD027,1,1.22161671
11892,9/4/2008,FW08SD029,1,0.833223389
11893,9/24/2008,FW08SD039,1,1.330837994
11895,9/9/2008,FW08SD023,1,0.852582892
11896,7/30/2008,FW08SD019,1,0.237484818
11897,9/12/2008,FW08SD043,1,0.938854965
11898,8/26/2008,FW08SD041,1,0.660662469
11899,8/20/2008,FW08SD046,1,1.18371711
11900,9/3/2008,FW08SD049,1,1.012440328
11901,8/27/2008,FW08SD052,1,0.576654057
11902,8/21/2008,FW08SD054,1,0.633193718
11904,7/31/2008,FW08SD058,1,0.499710379
11910,9/3/2008,FW08PA035,1,0.479190685
11919,9/25/2008,FW08SD071,1,0.544727765
11920,9/17/2008,FW08SD061,1,0.948800036
11921,9/18/2008,FW08SD057,1,1.131814976
11935,6/24/2008,FW08CA001,2,1.002442643
11936,7/29/2008,FW08CA004,1,0.471210058
11937,9/16/2008,FW08CA004,2,0.235605029
11938,7/31/2008,FW08CA006,1,0.935550125
11939,7/23/2008,FW08CA007,1,0.996056828
11940,9/3/2008,FW08CA010,1,0.911059761
11941,8/21/2008,FW08CA011,1,0.850769756
11942,7/22/2008,FW08CA012,1,0.901044788
11943,9/9/2008,FW08CA013,1,0.982043067
11944,7/24/2008,FW08CA016,1,0.991475078
11945,8/19/2008,FW08CA017,1,0.298211512
11946,9/23/2008,FW08CA075,1,1.074343981
11957,7/1/2008,FW08ND026,1,1.035930415
11959,9/23/2008,FW08ND049,2,0.883491375
11960,9/30/2008,FW08ND043,2,0.655548793
11961,9/18/2008,FW08ND007,1,1.024787607
11962,9/19/2008,FW08RND9033,1,1.209870763
11963,9/21/2008,FW08RND9138,1,1.390367998
11971,9/26/2008,FW08RND010458,1,1.18900456
11972,9/28/2008,FW08RND010456,1,1.006499289
11974,9/24/2008,FW08RND010460,1,0.992043058
11975,8/20/2008,FW08ND001,1,0.994130086
11979,9/11/2008,FW08ND003,1,1.043281888
11980,9/6/2008,FW08ND004,1,1.191192516
11981,7/30/2008,FW08ND005,1,1.107838467
11982,9/3/2008,FW08ND005,2,0.765695396
11983,8/6/2008,FW08ND006,1,0.630604483
11984,9/29/2008,FW08ND006,2,1.471410461
11985,7/21/2008,FW08ND010,1,1.034882057
11986,8/19/2008,FW08ND012,1,1.03900598
11987,7/31/2008,FW08ND013,1,0.781557606
11988,7/9/2008,FW08ND015,1,1.198043628
11989,7/17/2008,FW08ND017,1,0.94076691
12013,9/10/2008,FW08ND029,1,0.473068754
12014,9/12/2008,FW08ND031,1,0.683549818
12015,7/23/2008,FW08ND021,1,0.71869243
12016,6/23/2008,FW08ND032,1,0.662754761
12017,7/8/2008,FW08ND033,1,1.008652824
12018,6/30/2008,FW08ND034,1,0.988472928
12019,9/17/2008,FW08ND035,1,0.53747494
12020,8/5/2008,FW08ND036,1,0.69787943
12021,9/16/2008,FW08ND039,1,0.600966448
12022,7/7/2008,FW08ND040,1,1.006321018
12023,6/25/2008,FW08ND028,1,1.48198116
12024,8/13/2008,FW08ND022,1,0.991052251
12027,8/12/2008,FW08ND024,1,0.836846232
12028,9/15/2008,FW08ND027,1,0.359292587
12029,9/7/2008,FW08ND043,1,0.764806925
12030,6/26/2008,FW08ND044,1,0.686373364
12031,9/8/2008,FW08ND049,1,0.883491375
12032,7/29/2008,FW08ND052,1,1.195479488
12033,9/14/2008,FW08ND055,1,0.471424845
12034,6/17/2008,FW08ND056,1,1.163410885
12035,8/7/2008,FW08ND057,1,0.94607998
12036,8/21/2008,FW08ND060,1,1.233425097
12037,9/10/2008,FW08ND061,1,0.828896159
12041,9/13/2008,FW08ND063,1,0.790953058
12060,8/14/2008,FW08NE021,1,0.115545339
12061,7/24/2008,FW08NE037,1,1.053674029
12062,8/11/2008,FW08NE001,1,0.448792304
12063,8/19/2008,FW08NE010,1,0.923069216
12064,7/29/2008,FW08NE012,1,0.434874647
12065,9/16/2008,FW08NE013,1,0.378071959
12066,8/22/2008,FW08NE014,1,0.733054651
12067,7/22/2008,FW08NE017,1,0.110748569
12068,8/19/2008,FW08NE027,1,0.207196254
12069,7/30/2008,FW08NE024,1,0.212608066
12070,8/12/2008,FW08NE026,1,0
12071,8/21/2008,FW08NE030,1,0.122777193
12072,7/28/2008,FW08NE040,1,0.652428909
12073,8/13/2008,FW08NE045,1,0.612552453
12074,7/31/2008,FW08NE056,1,0.153037228
