UID,DATE_COL,SITE_ID,VISIT_NO,OE_SCORE
15234,6/7/2009,FW08SC018,1,0.555767651
15235,6/15/2009,FW08SC019,1,1.150854637
15236,6/12/2009,FW08SC020,1,0.462264716
15237,6/10/2009,FW08SC021,1,0.547161623
15238,6/20/2009,FW08SC022,1,0.603333212
15239,6/28/2009,FW08SC023,1,9.38E-02
15240,6/17/2009,FW08SC024,1,0.43018592
15241,6/17/2009,FW08SC026,1,0.821207339
15242,6/29/2009,FW08SC030,1,1.080854591
15243,7/17/2009,FW08TX001,1,1.15763561
15244,7/10/2009,FW08TX002,1,0.868181657
15245,7/12/2009,FW08TX006,1,0.29271405
15246,7/14/2009,FW08TX009,1,1.186733846
15247,8/13/2009,FW08TX067,1,0.389767597
15248,7/19/2009,FW08TX104,1,1.066405769
15249,7/15/2009,FW08TX118,1,0.315410534
15250,7/22/2009,FW08TX119,1,1.134405433
15251,7/11/2009,FW08TX124,1,0.747431215
15252,7/25/2009,FW08TX156,1,0.667248369
15253,8/15/2009,FW08TX165,1,0.541033349
15255,8/18/2009,FW08TX172,1,0.445154921
15256,8/12/2009,FW08RTX9001,1,1.074031259
15257,7/20/2009,FW08RTX9010,1,0.903794876
15258,7/13/2009,FW08RTX10341,1,1.264571094
15259,7/24/2009,FW08RTX11553,1,0.286466944
15260,8/11/2009,FW08RTX12162,1,1.018259138
15261,7/18/2009,FW08RTX12209,1,0.935467602
15262,7/22/2009,FW08RTX13110,1,0.652356843
15263,7/16/2009,FW08RTX11237,1,1.256053582
15264,10/7/2009,FW08MS053,2,0
15265,9/28/2009,FW08MS052,1,0.958369085
15271,7/20/2009,FW08MN001,1,1.01431371
15272,8/27/2009,FW08MN001,2,1.290944722
15273,8/10/2009,FW08MN002,1,1.041023761
15274,9/11/2009,FW08MN002,2,1.041023761
15275,8/14/2009,FW08MN004,1,1.066662174
15279,8/20/2009,FW08MN009,1,1.115260949
15280,7/14/2009,FW08MN016,1,1.083071983
15281,8/23/2009,FW08MN016,2,0.637834211
15282,9/21/2009,FW08MN023,1,0.759721795
15285,7/13/2009,FW08MN032,1,0.888002014
15286,8/26/2009,FW08MN039,1,0.888152301
15287,8/8/2009,FW08MN041,1,1.159189535
15288,7/11/2009,FW08MN043,1,1.30231145
15290,7/9/2009,FW08MN045,1,0.709547561
15291,9/22/2009,FW08MN047,1,0.844800202
15292,8/21/2009,FW08MN050,1,1.303267056
15296,7/22/2009,FW08MN056,1,1.052108841
15297,8/9/2009,FW08MN057,1,1.223929705
15299,9/17/2009,FW08MN060,1,0.973632658
15300,8/6/2009,FW08MN061,1,1.189264787
15303,7/23/2009,FW08MN065,1,1.188880933
15304,7/21/2009,FW08MN068,1,0.449596818
15305,8/25/2009,FW08MN070,1,1.125310102
15306,8/24/2009,FW08MN076,1,1.058028136
15307,9/22/2009,FW08KY007,1,0.758823496
15311,9/18/2009,FW08KY009,1,1.23322726
15312,9/27/2009,FW08KY056,1,0.594989518
15313,9/18/2009,FW08MN080,1,1.198781813
15315,9/23/2009,FW08MN093,1,0.870841721
15317,9/15/2009,FW08MN119,1,1.232120192
15319,9/12/2009,FW08RMN9018,1,0.822459247
15325,8/15/2009,FW08RMN9038,1,0.821381163
15326,7/10/2009,FW08RMN9064,1,1.052047378
15327,9/16/2009,FW08RMN9075,1,1.247082712
15328,7/17/2009,FW08RMN9083,1,0.878841843
15329,8/18/2009,FW08RMN9087,1,0.748434786
15330,7/16/2009,FW08RMN9093,1,0.924219471
15331,9/19/2009,FW08RMN9100,1,0.780126556
15340,9/15/2009,FW08MA003,1,0.811356921
15341,9/2/2009,FW08MA005,1,0.699558398
15343,7/29/2009,FW08MA009,1,1.013847519
15344,9/11/2009,FW08MA009,2,1.070172381
15346,10/2/2009,FW08MA012,1,0.557604837
15348,7/28/2009,FW08MA015,1,0.621682438
15349,8/11/2009,FW08MA016,1,1.057850213
15350,9/18/2009,FW08MA019,1,0.956877129
15351,8/31/2009,FW08MA021,1,0.680221809
15352,10/5/2009,FW08MA020,1,0.612113598
15354,9/17/2009,FW08MA023,1,0.64180952
15355,8/20/2009,FW08MA026,1,0.554084265
15356,7/7/2009,FW08TN003,1,0.96229617
15357,7/14/2009,FW08TN009,1,0.236305928
15358,7/9/2009,FW08TN012,1,0.439373328
15359,7/20/2009,FW08TN016,1,0.471788126
15360,7/12/2009,FW08TN028,1,1.123014048
15362,9/17/2009,FW08VT019,1,0.957764725
15363,7/19/2009,FW08TN032,1,0.376904642
15364,7/15/2009,FW08TN033,1,0.381834402
15365,9/21/2009,FW08TN037,1,0.664181989
15366,7/8/2009,FW08TN039,1,0.500035422
15367,7/11/2009,FW08TN040,1,0.673854139
15368,9/20/2009,FW08TN044,1,0.562117781
15369,9/24/2009,FW08TN051,1,0.657160229
15370,9/28/2009,FW08TN068,1,0.891683012
15371,9/19/2009,FW08RTN9004,1,0.7669912
15372,7/17/2009,FW08RTN9005,1,0.823858379
15373,9/22/2009,FW08RTNECO65J05,1,0.809845931
15374,7/18/2009,FW08RTNECO65E08,1,0.874598578
15383,8/19/2009,FW08RI001,1,0.995703203
15384,9/21/2009,FW08RI001,2,1.066824861
15386,9/23/2009,FW08RI003,2,0.274673612
15387,9/13/2009,FW08RI004,1,0.998072203
15388,10/4/2009,FW08RI004,2,0.85549046
15389,8/30/2009,FW08RI003,1,0.274673612
15390,8/25/2009,FW08RI005,1,0.42514551
15392,8/23/2009,FW08RI006,1,0.441540727
15393,9/15/2009,FW08RI007,1,0.642513554
15394,9/22/2009,FW08RI008,1,0.797338069
15395,8/26/2009,FW08RI009,1,0.442797338
15396,8/24/2009,FW08RI010,1,0.810377171
15397,9/14/2009,FW08RI011,1,0.571123159
15398,8/15/2009,FW08RI012,1,0.345598549
15399,8/27/2009,FW08RI013,1,0.564400554
15400,10/11/2009,FW08RI016,1,0.501235343
15401,8/17/2009,FW08RI017,1,0.749367137
15402,9/20/2009,FW08RI017,2,0.695840913
15403,8/16/2009,FW08MN005,1,0.887755229
15404,9/14/2009,FW08MN006,1,0.744076578
15405,8/12/2009,FW08MN008,1,0.966020162
15406,9/20/2009,FW08MN010,1,1.113684181
15407,8/13/2009,FW08MN011,1,1.416953505
15408,8/5/2009,FW08MN053,1,0.7625198
15409,6/11/2009,FW08NC001,1,0.709199886
15410,6/27/2009,FW08NC001,2,1.200184423
15411,6/12/2009,FW08NC002,1,1.103089262
15412,6/28/2009,FW08NC002,2,1.060662752
15413,6/16/2009,FW08NC003,1,0.729729476
15419,6/20/2009,FW08NC008,1,1.068739992
15420,6/7/2009,FW08NC010,1,0.556236379
15421,6/3/2009,FW08NC011,1,0.927297684
15422,6/13/2009,FW08NC012,1,1.089469349
15423,6/4/2009,FW08NC013,1,0.721293711
15425,6/16/2009,FW08NC015,1,0.59974724
15428,6/23/2009,FW08AR001,1,0.988545401
15429,7/8/2009,FW08AR002,1,0.886137636
15430,6/14/2009,FW08AR069,1,1.041868309
15431,5/19/2009,FW08AR112,1,0.315493098
15432,7/22/2009,FW08AR145,1,0.636851238
15433,6/1/2009,FW08AR146,1,0.988716041
15434,5/27/2009,FW08AR148,1,0.532950454
15435,6/15/2009,FW08AR153,1,0.717702388
15439,6/6/2009,FW08NC023,1,1.01629972
15440,6/19/2009,FW08NC026,1,0.728149018
15443,6/23/2009,FW08NC035,1,0.443633049
15444,6/4/2009,FW08NC036,1,0.518582098
15445,6/22/2009,FW08NC037,1,0.937931109
15447,6/14/2009,FW08NC040,1,0.931557109
15449,6/21/2009,FW08NC044,1,1.044091346
15451,6/8/2009,FW08NC046,1,0.613723303
15460,6/13/2009,FW08NC061,1,0.313845884
15461,7/10/2009,FW08NC079,1,0.249206699
15462,7/14/2009,FW08NC083,1,0.76024788
15463,6/24/2009,FW08NC086,1,1.059501995
15465,7/11/2009,FW08NC096,1,0.510826394
15467,6/25/2009,FW08NC102,1,0.679188238
15469,7/14/2009,FW08NC116,1,0.527906429
15470,7/16/2009,FW08NC117,1,0.716771317
15472,7/17/2009,FW08NC120,1,0.618173985
15474,7/13/2009,FW08NC139,1,0.672749612
15475,7/15/2009,FW08NC145,1,0.873299316
15476,7/15/2009,FW08NC158,1,0.993812805
15477,6/25/2009,FW08RNC9040,1,0.282787158
15478,6/10/2009,FW08RNC9085,1,0.704886111
15479,6/9/2009,FW08RNC9102,1,1.035255755
15483,7/28/2008,FW08WA029,1,0.824223582
15484,8/20/2008,FW08WA001,1,1.142819729
15485,10/6/2009,FW08WA122,1,0.783181485
15486,8/26/2009,FW08IN001,2,1.214528617
15497,6/23/2009,FW08NJ004,1,0.614799119
15498,8/13/2009,FW08NJ004,2,0.819732158
15499,7/7/2009,FW08NJ005,1,0.218263017
15500,8/11/2009,FW08NJ005,2,0.509280373
15501,7/9/2009,FW08NJ007,1,0.337873929
15502,7/8/2009,FW08NJ011,1,0.495226765
15504,7/13/2009,FW08NJ013,1,0.868579408
15505,7/16/2009,FW08NJ016,1,0.911945774
15506,7/14/2009,FW08RNJ9001,1,0.626781433
15507,7/15/2009,FW08RNJ9002,1,0.95600181
15509,5/20/2009,FW08AR124,1,0.863848212
15510,8/17/2009,FW08CO023,1,0.881654428
15511,8/4/2009,FW08CO032,1,9.76E-02
15513,8/10/2009,FW08CO046,1,1.26225515
15514,8/13/2009,FW08CO047,1,0.363035557
15515,9/16/2009,FW08CO049,1,0.560328305
15517,10/6/2009,FW08CO055,1,0.829261829
15518,9/23/2009,FW08CO059,1,0.496480643
15519,8/20/2009,FW08CO062,1,0.801810281
15520,6/9/2009,FW08CO066,1,0.684910955
15521,9/2/2009,FW08CO083,1,1.022208573
15522,6/30/2009,FW08CO125,1,1.104564681
15523,9/8/2009,FW08CO143,1,0.628599795
15524,8/5/2009,FW08PA010,1,0.949841556
15525,8/4/2009,FW08PA017,1,0.870888809
15526,8/25/2009,FW08PA019,1,0.991628266
15527,8/26/2009,FW08PA021,1,1.111976779
15528,8/10/2009,FW08PA038,1,0.853473423
15529,9/1/2009,FW08RPA9001,1,0.963152471
15530,9/8/2009,FW08RPA9002,1,0.583650172
15531,9/9/2009,FW08RPA9003,1,1.048283875
15533,9/21/2009,FW08CO054,1,0.634416571
15535,8/21/2009,FW08NY003,1,0.330059382
15536,6/12/2009,FW08NY009,1,0.735540603
15537,6/13/2009,FW08NY011,1,0.781898656
15538,6/11/2009,FW08NY046,1,0.359672769
15539,7/17/2009,FW08NY047,1,0.80814779
15540,6/10/2009,FW08NY048,1,0.636141985
15541,8/23/2009,FW08NY049,1,0.402996108
15542,6/16/2009,FW08NY051,1,0.421231696
15543,7/20/2009,FW08NY052,1,0.671362781
15544,8/20/2009,FW08NY053,1,0.398047349
15545,6/22/2009,FW08NY055,1,0.994331582
15546,8/24/2009,FW08NY076,1,1.144616325
15547,6/17/2009,FW08NY081,1,1.126195772
15548,7/21/2009,FW08NY084,1,0.922776527
15549,8/14/2009,FW08NY088,1,0.927633041
15550,8/18/2009,FW08RNY9003,1,0.653016728
15551,8/17/2009,FW08RNY9006,1,0.766106224
15552,6/20/2009,FW08RNY9001,1,0.921652702
15564,9/10/2009,FW08PA015,1,0.646235301
15565,9/23/2009,FW08PA015,2,0.718039223
15566,9/16/2009,FW08PA020,1,0.451866745
15567,7/20/2009,FW08OH001,1,0.242365466
15568,7/15/2009,FW08OH002,1,0.20843741
15569,8/25/2009,FW08OH002,2,0.972707914
15570,9/1/2009,FW08OH006,1,0.674313222
15571,7/14/2009,FW08OH008,1,0.464915299
15572,9/10/2009,FW08OH008,2,0.723201577
15573,7/21/2009,FW08OH011,1,0.624162579
15574,7/8/2009,FW08OH013,1,0.324762027
15575,9/16/2009,FW08OH015,1,0.426812897
15576,8/18/2009,FW08OH020,1,0.353214074
15577,8/26/2009,FW08OH022,1,0.989303663
15578,7/21/2009,FW08OH025,1,0.20700274
15579,9/15/2009,FW08OH026,1,0.527655731
15580,6/29/2009,FW08OH029,1,0.772683518
15581,8/4/2009,FW08OH030,1,0.150755906
15582,8/18/2009,FW08OH036,1,0.374613254
15583,8/5/2009,FW08OH037,1,0.4155296
15584,8/24/2009,FW08OH040,1,0.972660488
15585,7/6/2009,FW08OH044,1,1.012803426
15586,9/15/2009,FW08OH050,1,0.61244933
15587,9/24/2009,FW08OR003,1,1.08737312
15588,7/13/2009,FW08OR012,1,1.082917838
15593,7/28/2009,FW08OR023,1,0.994743932
15594,9/1/2009,FW08OR023,2,1.350009622
15595,9/14/2009,FW08OR025,1,0.552878644
15596,7/14/2009,FW08OR026,1,1.100509116
15604,7/27/2009,FW08OR028,1,0.482228915
15605,8/31/2009,FW08OR028,2,0.482228915
15606,9/23/2009,FW08OR030,1,0.298704445
15608,9/16/2009,FW08OR041,1,1.007386942
15609,9/22/2009,FW08OR046,1,0.398598788
15610,7/6/2009,FW08OR055,1,1.151023031
15611,7/15/2009,FW08OR056,1,0.490133589
15613,8/26/2009,FW08OR061,1,1.227650568
15614,9/11/2009,FW08OR064,1,0.329620368
15615,8/25/2009,FW08OR065,1,0.716468808
15616,7/8/2009,FW08OR066,1,1.089685717
15618,9/2/2009,FW08OR071,1,0.229655457
15620,8/24/2009,FW08OR074,1,0.511421908
15630,6/8/2009,FW08VA003,1,0.565755446
15631,6/29/2009,FW08VA004,1,0.726815449
15632,6/11/2009,FW08VA009,1,1.230763124
15633,6/24/2009,FW08VA017,1,1.092126935
15634,7/16/2009,FW08VA019,1,0.811097223
15635,6/25/2009,FW08VA020,1,0.528523278
15636,8/4/2009,FW08VA021,1,1.262358364
15637,8/27/2009,FW08VA025,1,0.789578412
15638,9/1/2009,FW08VA032,1,1.263405994
15639,8/26/2009,FW08VA033,1,0.934977589
15640,7/15/2009,FW08VA035,1,0.985398943
15641,5/28/2009,FW08VA036,1,0.940287584
15642,8/20/2009,FW08VA038,1,1.000186505
15643,9/10/2009,FW08VA038,2,1.077123928
15644,6/9/2009,FW08VA039,1,0.909985016
15645,7/23/2009,FW08VA044,1,0.788746161
15646,9/3/2009,FW08VA045,1,0.981053875
15647,7/21/2009,FW08VA047,1,1.068469388
15648,9/2/2009,FW08VA048,1,0.697861861
15649,6/30/2009,FW08RVA9005,1,0.978033362
15650,9/28/2009,FW08RVA9017,1,1.029985211
15651,7/22/2009,FW08RVA9089,1,0.76186339
15652,7/17/2009,FW08FL007,1,0.689503849
15653,7/18/2009,FW08FL023,1,0.909908729
15654,8/6/2009,FW08FL033,1,0.395070482
15655,8/7/2009,FW08FL081,1,8.49E-02
15656,7/15/2009,FW08FL083,1,0.557187913
15657,7/10/2009,FW08FL091,1,0.241051865
15658,7/14/2009,FW08FL095,1,0.120474905
15659,8/8/2009,FW08FL096,1,0
15661,8/8/2009,FW08FL124,1,8.23E-02
15662,7/19/2009,FW08RFL9046,1,0.706874611
15663,8/24/2009,FW08GA002,1,0.263581519
15664,7/25/2009,FW08GA008,1,0.883760539
15665,8/2/2009,FW08GA008,2,1.148888701
15666,7/31/2009,FW08GA009,1,0.823923295
15667,7/12/2009,FW08GA010,1,1.128007999
15668,7/26/2009,FW08GA012,1,1.353348317
15669,8/2/2009,FW08GA024,1,0.662196986
15670,7/28/2009,FW08GA025,1,1.046796855
15671,7/23/2009,FW08GA028,1,0.549592675
15672,7/30/2009,FW08GA029,1,1.257493126
15673,8/4/2009,FW08GA030,1,0.719303235
15674,10/2/2009,FW08GA071,1,0.744327608
15675,9/16/2009,FW08GA081,1,0.793955572
15676,8/19/2009,FW08GA095,1,8.81E-02
15677,7/11/2009,FW08RGA9005,1,1.01857109
15678,8/1/2009,FW08RGA9007,1,0.849808421
15682,8/4/2009,FW08OR057,1,1.335406318
15683,11/16/2009,FW08GA002,2,0.263581519
15684,10/9/2009,FW08GA041,1,9.38E-02
15685,9/14/2009,FW08GA044,1,0.168826007
15686,11/9/2009,FW08GA054,1,0.669415731
15687,10/29/2009,FW08GA064,1,0.880845292
15688,11/6/2009,FW08GA069,1,0.357248596
15689,11/5/2009,FW08GA091,1,0.219874269
15690,11/19/2009,FW08GA095,2,0.264243389
15691,10/22/2009,FW08GA113,1,0.783884287
15692,10/8/2009,FW08GA115,1,0.66691923
15693,11/12/2009,FW08GA123,1,0.524662186
15694,11/30/2009,FW08GA133,1,0.266657335
15695,11/20/2009,FW08GA155,1,0.126176176
15731,5/31/2009,FW08RFL9030,1,0.531202204
15758,6/2/2009,FW08FL005,2,0.76551081
15759,6/3/2009,FW08FL006,2,0.479227585
15760,6/25/2009,FW08FL009,1,0.529488289
15761,6/13/2009,FW08FL010,1,0.338455884
15762,6/14/2009,FW08FL015,1,0.81167968
15763,6/26/2009,FW08FL026,1,0.853597835
15764,6/18/2009,FW08FL031,1,0.701803656
15765,6/22/2009,FW08FL048,2,0.851793784
15766,8/5/2009,FW08FL064,2,0.477766921
15767,6/10/2009,FW08FL075,1,0.66142256
15768,7/7/2009,FW08RFL9013,1,1.147479757
15769,5/29/2009,FW08RFL9028,1,0.943269839
15773,8/27/2009,FW08GA059,1,0.972334218
15774,5/25/2009,FW08RFL9037,1,0.172613006
15775,6/24/2009,FW08RFL9051,1,0.876021613
15782,7/9/2009,FW08WA030,1,0.179384731
15783,9/25/2009,FW08WA036,1,0.111286114
15784,7/14/2009,FW08WA017,1,0.784975168
15785,6/28/2009,FW08GA006,2,1.128117531
15786,5/14/2009,FW08GA020,1,8.58E-02
15787,5/15/2009,FW08GA022,1,0.758825964
15788,6/30/2009,FW08RGA9006,1,0.896334561
15789,5/15/2009,FW08RGA9004,1,1.046437883
15792,6/22/2009,FW08NC021,2,1.092543005
15796,10/12/2009,FW08AZ077,1,0.736690461
15797,10/16/2009,FW08AZ007,1,1.034915607
15798,10/15/2009,FW08AZ073,1,0.589084112
15799,10/13/2009,FW08AZ057,1,0.589084112
15800,10/11/2009,FW08AZ013,1,0.737237673
15801,10/19/2009,FW08AZ045,1,0.70739926
15802,10/25/2009,FW08AZ098,1,0.55498931
15803,10/24/2009,FW08AZ034,1,0.776985033
15804,10/14/2009,FW08AZ009,1,0.706900934
15805,10/20/2009,FW08AZ109,1,0.825299137
15806,10/9/2009,FW08AZ093,1,0.589114601
15839,8/13/2008,FW08WA006,1,1.230138498
15844,9/9/2008,FW08WA040,1,0.99261667
15845,9/27/2009,FW08WA016,1,0.335345229
15846,8/21/2008,FW08WA001,2,1.27191765
15847,7/9/2008,FW08WA015,1,1.208854548
15849,7/29/2008,FW08WA033,1,0.980653791
15850,6/4/2009,FW08WA041,1,0.355817407
15851,10/14/2009,FW08WA109,1,0.753313022
15884,9/21/2009,FW08PA003,1,0.573789215
15961,7/9/2009,FW08RMD9052,1,1.125644807
15962,10/21/2009,FW08RVA9215,1,0.556636243
15963,7/23/2009,FW08RWV9020,1,1.303042161
15964,8/18/2009,FW08RWV9035,1,0.874832429
15965,8/11/2009,FW08RWV9001,1,0.92682557
15966,9/1/2009,FW08PA014,1,0.927087251
15967,7/14/2009,FW08PA013,1,0.685772805
15968,7/15/2009,FW08PA006,1,0.94033384
15969,9/2/2009,FW08PA030,1,0.742680107
15971,9/3/2008,FW08WA015,2,1.162353444
16068,8/14/2008,FW08TX035,1,0.792202053
16069,8/28/2008,FW08TX005,1,1.043610394
16070,10/13/2008,FW08TX042,1,0.924847836
16128,8/13/2009,FW08RUT90520,1,1.02019853
16129,8/24/2009,FW08RUT95790,1,1.31064551
16130,8/11/2009,FW08RUT90790,1,0.870508376
16131,8/12/2009,FW08RUT90340,1,1.331319505
16132,10/8/2009,FW08RUT99066,1,0.786038601
16133,9/24/2009,FW08RUT95825,1,0.953535006
16134,8/25/2009,FW08RUT95821,1,0.842845766
16139,8/25/2009,FW08RUT95820,1,1.063645739
16140,8/26/2009,FW08RUT98755,1,0.761536268
16148,7/22/2008,FW08TX053,1,0.714689363
16149,8/12/2008,FW08TX043,1,1.188837777
16150,5/27/2009,FW08TX037,1,0.492551588
16155,7/23/2008,FW08TX057,1,0.742870916
1002013,4/30/2013,KSRS-1288,1,0.409185953
1002014,5/6/2013,AZR9-0903,1,0.279837816
1002015,5/7/2013,AZSS-1115,1,1.263744136
1002016,5/6/2013,KSR9-0910,1,0.939382504
1002017,5/8/2013,AZLS-1055,1,1.32908917
1002018,5/13/2013,KSRS-1270,1,0.725868123
1002019,5/14/2013,KSS9-0933,1,1.350914603
1002020,5/20/2013,AZR9-0903,2,0.279837816
1002021,5/21/2013,KYRM-1006,1,0.493663102
1002022,5/21/2013,KSR9-0902,1,0.860671853
1002023,5/22/2013,KYRM-1002,1,0.538082076
1002024,5/21/2013,GAS9-0921,1,0.600774125
1002025,5/23/2013,GAS9-0915,1,0.419024904
1002026,5/29/2013,PARM-1005,1,0.519596583
1002027,5/28/2013,OHRM-1002,1,0.30537884
1002028,5/29/2013,PARM-1001,1,0.427861145
1002029,6/2/2013,NJS9-0908,1,0.347799868
1002030,6/3/2013,CARM-1007,1,0.225447522
1002031,5/27/2013,AZR9-0902,1,0.735991287
1002032,5/30/2013,AZR9-0901,1,0.763844541
1002033,6/4/2013,CARM-1003,1,0.19523375
1002034,6/4/2013,NJRO-1019,1,0.308842648
1002035,6/4/2013,TXR9-0907,1,0.788006314
1002036,6/4/2013,GAS9-0916,1,0.93840983
1002037,6/5/2013,NES9-0934,1,0.350016091
1002038,6/5/2013,KSRS-1261,1,0.551612043
1002039,6/5/2013,KSRS-1277,1,0.955162647
1002040,6/3/2013,OKR9-0901,1,0.521339129
1002041,6/5/2013,PALS-1091,1,1.213144964
1002042,6/5/2013,NJLS-1043,1,0.685182851
1002043,6/5/2013,DELS-1036,1,1.054678067
1002044,6/4/2013,NES9-0923,1,0.482708595
1002045,6/3/2013,NES9-0930,1,0.454701286
1002046,6/5/2013,WVRF-0001,1,1.001752253
1002047,6/4/2013,OKS9-0935,1,0.796008191
1002048,6/6/2013,PAS9-0918,1,0.913427456
1002049,6/6/2013,MDS9-0914,1,1.023270872
1002050,6/6/2013,NJR9-0901,1,0.661073246
1002051,6/6/2013,TXS9-0926,1,0.637870198
1002052,6/7/2013,NJSS-1082,1,0.506655426
1002053,6/9/2013,NJRO-1020,1,0.211434138
1002054,6/6/2013,MNSS-1171,1,1.063484175
1002056,6/10/2013,PAS9-0923,1,0.859302279
1002057,6/11/2013,NJS9-0909,1,0.397556362
1002058,6/10/2013,NER9-0904,1,0.101868389
1002059,6/8/2013,AZRM-1002,1,0.253408979
1002060,6/11/2013,MDRM-1003,1,0.63810124
1002061,6/10/2013,NVRM-1001,1,0.673146736
1002062,6/11/2013,OKR9-0909,1,1.171862349
1002063,6/10/2013,OKS9-0931,1,0.653995693
1002064,6/11/2013,NELS-1074,1,0.978177993
1002065,6/11/2013,PALS-1090,1,1.230014179
1002066,6/10/2013,KSRS-1340,1,0.612716113
1002067,6/11/2013,NDSS-1103,1,0.63031576
1002068,6/12/2013,TXSS-1216,1,0.94297497
1002069,6/11/2013,TXS9-0928,1,1.119607026
1002070,6/11/2013,KSR9-0906,1,1.405491771
1002071,6/12/2013,WIRF-0011,1,0.716812963
1002072,6/12/2013,PAS9-0922,1,1.074700044
1002073,6/11/2013,MNS9-0933,1,1.040887761
1002074,6/12/2013,NJR9-0902,1,0.457850542
1002075,6/12/2013,OKRO-1089,1,0.381715899
1002076,6/11/2013,VTR9-0901,1,0.596597239
1002078,6/13/2013,WIRF-0006,1,0.647333734
1002079,6/12/2013,NDLS-1055,1,1.054192268
1002080,6/11/2013,COS9-0934,1,0.945336196
1002081,5/29/2013,CAR9-0902,1,0.630797325
1002082,6/13/2013,TXS9-0936,1,1.121429958
1002083,6/12/2013,MNS9-0934,1,0.485788783
1002084,6/13/2013,MNSS-1175,1,0.781778393
1002085,6/13/2013,COR9-0903,1,0.845234819
1002086,6/14/2013,COS9-0926,1,0.944996151
1002088,6/16/2013,COS9-0929,1,0.557819146
1002089,6/17/2013,VTRS-1007,1,1.058963241
1002090,6/17/2013,MDRO-1018,1,0.994825542
1002091,6/18/2013,MORF-0009,1,0.654192228
1002092,6/18/2013,GAS9-0922,1,0.840819464
1002093,6/18/2013,NDR9-0907,1,1.296363268
1002094,6/18/2013,OKR9-0901,2,0.130334782
1002095,6/18/2013,MNR9-0912,1,0.674747319
1002096,6/18/2013,MIRF-0004,1,0.890315273
1002097,6/18/2013,MDRO-1015,1,0.842427894
1002098,6/18/2013,KYS9-0919,1,0.466622719
1002099,6/17/2013,KSR9-0904,1,0.869612215
1002100,6/18/2013,OKR9-0905,1,0.703455461
1002101,6/19/2013,MORF-0004,1,1.039977628
1002102,6/18/2013,OHS9-0919,1,0.143295943
1002103,6/19/2013,ALSS-1063,1,0.770644633
1002104,6/19/2013,MIRF-0003,1,0.9677504
1002105,6/19/2013,OHS9-0914,1,0.678386607
1002106,6/19/2013,SDSS-1190,1,0.436446295
1002107,6/19/2013,NHR9-0903,1,0.667831206
1002108,6/19/2013,CTSS-1077,1,0.400696
1002109,6/18/2013,OHLS-1071,1,0.112520589
1002110,6/18/2013,COS9-0924,1,0.998519258
1002111,6/19/2013,GAS9-0919,1,1.098154027
1002112,6/20/2013,NDSS-1106,1,1.433829823
1002113,6/20/2013,UTRF-0004,1,1.097050622
1002114,6/20/2013,OHSS-1125,1,0.886133425
1002115,6/20/2013,OHRO-1031,1,0.587057334
1002116,6/20/2013,MIRF-0002,1,1.238664776
1002117,6/20/2013,MORF-0005,1,0.694175208
1002118,6/19/2013,MIS9-0923,1,1.109431044
1002119,6/20/2013,MISS-1136,1,1.119381186
1002120,6/20/2013,TXS9-0926,2,0.637870198
1002121,6/21/2013,MDRO-1014,1,0.837619642
1002122,6/20/2013,ALS9-0918,1,0.740671585
1002123,6/21/2013,ALSS-1064,1,0.936441757
1002124,6/20/2013,MNS9-0929,1,0.970358976
1002125,6/18/2013,NVS9-0921,1,0.546810489
1002126,6/20/2013,NVR9-0920,1,0.783825144
1002127,6/19/2013,OHS9-0922,1,0.854716276
1002128,6/19/2013,WASS-1140,1,0.129028801
1002129,6/19/2013,COS9-0925,1,0.534358796
1002130,6/21/2013,MIRF-0005,1,0.907467517
1002131,6/20/2013,WAS9-0919,1,0.496590617
1002132,6/23/2013,OHR9-0907,1,0.196470684
1002133,6/23/2013,OHRO-1035,1,0.842873468
1002134,6/20/2013,COS9-0922,1,0.979916372
1002135,6/20/2013,OHS9-0915,1,0.478432741
1002136,6/24/2013,OHRM-1001,1,0.969920014
1002137,6/24/2013,PAR9-0910,1,0.707658689
1002138,6/24/2013,NDS9-0938,1,1.026261762
1002139,6/24/2013,KSRS-1269,1,1.128110937
1002140,6/24/2013,VTRF-0002,1,0.890434794
1002141,6/24/2013,VTRS-1004,1,0.858329829
1002142,6/24/2013,ARS9-0946,1,0.504109111
1002143,6/24/2013,ALS9-0916,1,0.17996344
1002144,6/24/2013,OHRO-1036,1,0.79887206
1002146,6/24/2013,DESS-1085,1,0.520319155
1002161,6/25/2013,KSRF-0004,1,0.874949507
1002162,6/25/2013,MNSS-1169,1,0.598696507
1002164,6/24/2013,COS9-0920,1,0.889184808
1002165,6/25/2013,TXS9-0928,2,1.221389483
1002166,6/25/2013,OKR9-0913,1,0.243152003
1002167,6/25/2013,MTS9-0934,1,0.82861703
1002168,6/25/2013,UTRO-1035,1,0.664436837
1002169,6/25/2013,NVSS-1104,1,0.593132456
1002170,6/25/2013,KYS9-0924,1,0.437333931
1002171,6/25/2013,KSRS-1336,1,1.163468796
1002172,6/25/2013,ARRM-1004,1,0.521906988
1002173,6/25/2013,NDR9-0910,1,0.990840193
1002174,6/25/2013,WIRF-0008,1,1.143957928
1002175,6/25/2013,OKS9-0939,1,0.710599704
1002176,6/25/2013,SDS9-0938,1,1.099764459
1002177,6/25/2013,ALR9-0904,1,0.793601138
1002178,6/26/2013,KSRF-0002,1,1.293435017
1002179,6/25/2013,WALS-1070,1,0.699532216
