UID,O,E,OoverE,Onull,Enull,OoverE.null,BC,BC.null
2012836,5,6.637390648,0.753308079,8,7.693617021,1.039823009,0.400391965,0.344360087
2012837,18,15.12962309,1.189718997,13,9.059375,1.434977578,0.158991818,0.178637201
2012838,12,9.015463144,1.331046426,8,9.059375,0.883063125,0.208973185,0.327349331
2012839,6,11.96493858,0.501465174,6,9.059375,0.662297344,0.509001563,0.443868022
2012840,8,9.858236686,0.811504152,7,7.693617021,0.909845133,0.384421482,0.343179844
2012841,4,7.664701253,0.521872917,3,9.059375,0.331148672,0.517149061,0.659497279
2012842,7,10.33722131,0.677164568,6,12.1559322,0.493586168,0.421588255,0.523898432
2012843,7,8.820441553,0.793611063,6,9.059375,0.662297344,0.367200098,0.4521685
2012845,15,14.21968455,1.054875721,11,9.059375,1.214211797,0.240958548,0.252843122
2012846,10,10.06089739,0.993947121,11,9.059375,1.214211797,0.302956146,0.238354884
2012847,1,10.37504692,0.096385106,1,7.693617021,0.129977876,0.888377477,0.87567303
2012848,7,11.34479317,0.617023148,7,9.059375,0.772680235,0.410768276,0.349484335
2012849,19,15.5985705,1.218060335,16,12.1559322,1.316229782,0.268601844,0.220804238
2012850,11,9.923184541,1.10851511,7,7.693617021,0.909845133,0.305675357,0.389516363
2012851,10,14.53231089,0.688121805,8,12.1559322,0.658114891,0.435203766,0.432896065
2012852,9,8.411211392,1.070000453,8,7.693617021,1.039823009,0.346904438,0.362798265
2012853,19,19.8398082,0.957670549,12,12.1559322,0.987172337,0.316231821,0.30171204
2012855,15,15.11789673,0.992201512,11,12.1559322,0.904907975,0.314522427,0.327770458
2012856,11,10.89409898,1.009720953,8,7.693617021,1.039823009,0.327700365,0.302603037
2012857,2,7.889564544,0.253499415,3,7.693617021,0.389933628,0.733253671,0.636291285
2012858,5,6.049503774,0.826514072,5,7.693617021,0.649889381,0.400067664,0.466979551
2012859,9,10.28133597,0.875372619,11,12.1559322,0.904907975,0.288085907,0.353242571
2012860,12,8.523537154,1.407866216,11,7.693617021,1.429756637,0.233684872,0.233781015
2012861,9,8.768375836,1.026415857,9,9.059375,0.993446016,0.253240516,0.297975428
2012862,9,11.13774946,0.808062709,6,7.693617021,0.779867257,0.382953215,0.392169049
2012863,11,13.9207492,0.790187356,11,12.1559322,0.904907975,0.306032991,0.314595228
2012864,13,13.30534809,0.977050725,5,12.1559322,0.411321807,0.317083832,0.553447935
2012865,11,10.49666031,1.047952365,7,7.693617021,0.909845133,0.327278944,0.361714451
2012866,8,8.984378059,0.890434479,6,9.059375,0.662297344,0.312293369,0.427889604
2012867,4,6.646633657,0.601808405,4,9.059375,0.441531563,0.451918031,0.598947117
2012868,11,8.675857841,1.267886151,11,9.059375,1.214211797,0.22628132,0.215921483
2012869,15,13.86844014,1.081592439,14,12.1559322,1.15170106,0.227541738,0.259460861
2012870,15,11.04858942,1.357639372,10,7.693617021,1.299778761,0.244317667,0.251563252
2012871,13,16.54999935,0.78549852,11,12.1559322,0.904907975,0.356862602,0.304933392
2012872,14,14.29992968,0.979025794,11,9.059375,1.214211797,0.224148734,0.216700421
2012873,12,10.26639054,1.168862606,11,12.1559322,0.904907975,0.281590146,0.32894159
2012874,15,15.78732492,0.950129301,13,12.1559322,1.069436698,0.275674059,0.270179221
2012875,17,16.58228793,1.025190255,12,9.059375,1.324594688,0.218893908,0.196765099
2012876,5,7.893438981,0.633437468,4,7.693617021,0.519911504,0.450653535,0.50727802
2012877,10,10.33800308,0.9673048,9,7.693617021,1.169800885,0.322753802,0.267907214
2012878,5,7.757997824,0.644496185,4,7.693617021,0.519911504,0.476188852,0.517467249
2012879,6,8.15400918,0.735834345,5,7.693617021,0.649889381,0.463569447,0.52866242
2012880,4,6.496401142,0.615725524,4,7.693617021,0.519911504,0.439158569,0.471615721
2012881,7,9.045577438,0.773858833,7,9.059375,0.772680235,0.349067788,0.369527145
2012883,6,8.498901118,0.705973621,6,9.059375,0.662297344,0.437792716,0.461506537
2012884,6,13.40417143,0.447621849,5,12.1559322,0.411321807,0.52984238,0.553447935
2012885,5,7.733079861,0.646572917,5,9.059375,0.551914453,0.416912867,0.520337853
2012886,3,13.77632225,0.217764941,1,12.1559322,0.082264361,0.777816186,0.905179078
2012887,8,13.50442493,0.592398421,5,12.1559322,0.411321807,0.459612939,0.530922743
2012888,6,9.416170891,0.637201689,6,9.059375,0.662297344,0.409122974,0.431002283
2012889,13,16.37400718,0.793941266,11,12.1559322,0.904907975,0.384066978,0.335675597
2012890,6,12.90159943,0.465058618,3,7.693617021,0.389933628,0.527689205,0.566255472
2012891,4,10.51683487,0.38034257,4,7.693617021,0.519911504,0.605278262,0.516739447
2012893,4,10.17678137,0.39305158,3,7.693617021,0.389933628,0.574245832,0.548746518
2012894,4,8.280837002,0.483042958,2,9.059375,0.220765781,0.558179077,0.729867194
2012895,9,12.52203213,0.718733182,9,12.1559322,0.740379253,0.38207772,0.402980292
2012896,10,8.661564023,1.1545259,8,7.693617021,1.039823009,0.246366127,0.302603037
2012897,11,9.733944852,1.130065987,8,7.693617021,1.039823009,0.283031,0.290130152
2012898,9,9.008761308,0.999027468,6,9.059375,0.662297344,0.314132484,0.414193816
2012899,6,10.37907423,0.578086241,5,7.693617021,0.649889381,0.467339974,0.430103922
2012900,5,7.306772915,0.684296619,3,9.059375,0.331148672,0.411757798,0.659497279
2012901,8,9.426158689,0.848702028,6,9.059375,0.662297344,0.336804885,0.431002283
2012902,10,7.810632346,1.28030607,9,7.693617021,1.169800885,0.251951897,0.270456283
2012903,8,14.22752194,0.56229047,6,12.1559322,0.493586168,0.433191125,0.51493652
2012904,9,9.005121386,0.999431281,5,9.059375,0.551914453,0.321297044,0.538119582
2012905,3,10.50467797,0.285587051,1,9.059375,0.110382891,0.72794612,0.882882883
2012906,3,15.67417213,0.191397668,2,12.1559322,0.164528723,0.784015342,0.791187739
2012907,6,9.3093298,0.64451471,2,9.059375,0.220765781,0.450094495,0.735235942
2012908,23,19.37380669,1.187169892,11,9.059375,1.214211797,0.269412717,0.228228696
2012909,9,13.51115562,0.666116227,7,12.1559322,0.57585053,0.416739931,0.446469651
2012912,8,8.533859775,0.937442167,7,7.693617021,0.909845133,0.319501654,0.356501593
2012913,12,15.51657355,0.773366617,11,12.1559322,0.904907975,0.393916869,0.325720978
2012914,3,8.74492885,0.343055964,2,7.693617021,0.259955752,0.603425663,0.666374012
2012915,6,10.73052837,0.559152336,5,7.693617021,0.649889381,0.490869569,0.437479048
2012916,9,7.808246066,1.15262761,8,7.693617021,1.039823009,0.299678218,0.334598698
2012917,15,12.93312741,1.159812281,11,9.059375,1.214211797,0.209796215,0.221218258
2012918,14,13.29948605,1.052672257,8,9.059375,0.883063125,0.340856227,0.328631618
2012919,5,8.209454184,0.609053889,5,9.059375,0.551914453,0.442376331,0.476772616
2012920,2,15.14238846,0.13207956,2,12.1559322,0.164528723,0.829177178,0.794061303
2012921,4,14.65099372,0.273019024,3,12.1559322,0.246793084,0.665679004,0.661373295
2012922,10,9.268385902,1.078936517,8,7.693617021,1.039823009,0.330433259,0.336225597
2012923,7,6.60293098,1.060135267,6,9.059375,0.662297344,0.234516491,0.42207927
2012924,7,8.419267067,0.831426292,5,9.059375,0.551914453,0.355848701,0.498777506
2012925,4,13.056972,0.306349742,4,12.1559322,0.329057446,0.638737161,0.63659253
2012926,4,6.124701442,0.653093059,6,7.693617021,0.779867257,0.469653284,0.421379739
2012927,9,10.74426233,0.83765639,7,9.059375,0.772680235,0.340457667,0.344230395
2012928,10,10.89597193,0.917770353,6,7.693617021,0.779867257,0.362145724,0.417029211
2012929,4,10.24139936,0.390571626,5,7.693617021,0.649889381,0.586634642,0.471672813
2012930,5,7.851473002,0.636823179,3,9.059375,0.331148672,0.446059928,0.659497279
2012931,9,13.51073182,0.666137121,4,12.1559322,0.329057446,0.449414879,0.603021402
2012932,12,9.585303939,1.251916483,9,7.693617021,1.169800885,0.229316772,0.307672699
2012934,9,12.87498039,0.699030191,7,12.1559322,0.57585053,0.405334442,0.488940011
2012935,2,7.709056087,0.259435134,2,9.059375,0.220765781,0.696054528,0.729867194
2012936,7,7.906982158,0.885293512,6,7.693617021,0.779867257,0.352592733,0.416407707
2012937,7,10.38319668,0.674166176,7,7.693617021,0.909845133,0.420172828,0.374456994
2012938,10,12.92154,0.773901563,8,12.1559322,0.658114891,0.381472765,0.43020518
2012939,10,15.59563593,0.641205017,10,12.1559322,0.822643614,0.438113133,0.363525092
2012940,12,14.67370821,0.817789193,11,12.1559322,0.904907975,0.335227509,0.31078905
2012941,13,10.35231245,1.25575808,9,7.693617021,1.169800885,0.266265164,0.273515167
2012942,7,13.59892857,0.514746435,6,12.1559322,0.493586168,0.478216818,0.504854369
2012943,11,12.14013764,0.906085279,12,12.1559322,0.987172337,0.320873705,0.327252315
2012944,7,8.740534496,0.800866355,5,7.693617021,0.649889381,0.396888302,0.460274891
2012945,9,9.261021338,0.971815059,4,9.059375,0.441531563,0.300428265,0.564249821
2012946,6,7.702816793,0.778935831,6,7.693617021,0.779867257,0.394815487,0.398384089
2012947,5,9.11106926,0.548783009,3,9.059375,0.331148672,0.464663695,0.62606893
2012948,6,15.01354127,0.399639225,5,12.1559322,0.411321807,0.557728735,0.553447935
2012949,12,9.216653868,1.301990958,9,7.693617021,1.169800885,0.268988847,0.286770329
2012950,17,12.79591497,1.328548997,15,12.1559322,1.233965421,0.224176371,0.233553863
2012952,15,13.94051387,1.076000508,12,12.1559322,0.987172337,0.279069926,0.30171204
2012953,9,9.435443841,0.953850201,8,9.059375,0.883063125,0.268567536,0.319472431
2012954,13,10.63454723,1.222430981,8,7.693617021,1.039823009,0.282244532,0.345986985
2012956,6,7.910501403,0.758485423,7,7.693617021,0.909845133,0.412130562,0.400521286
2012958,14,14.21512147,0.984866716,13,12.1559322,1.069436698,0.231939983,0.295512734
2012961,9,10.5848378,0.850272831,8,7.693617021,1.039823009,0.352711989,0.30856833
2012962,8,11.17067688,0.71616072,10,12.1559322,0.822643614,0.358656386,0.368115055
2012963,8,8.937315845,0.895123339,3,9.059375,0.331148672,0.36423837,0.659497279
2012964,5,8.010691864,0.624165813,5,7.693617021,0.649889381,0.453511032,0.477707006
2012965,2,9.822656835,0.2036109,3,7.693617021,0.389933628,0.717414003,0.59172304
2012966,18,16.10003095,1.118010273,12,9.059375,1.324594688,0.167982884,0.211900876
2012967,9,11.48272761,0.783785901,7,9.059375,0.772680235,0.374813653,0.377505351
2012969,5,7.717574275,0.647871964,3,9.059375,0.331148672,0.469653762,0.654314589
2012970,5,8.121525368,0.615647895,3,9.059375,0.331148672,0.4786277,0.622181912
2012971,3,7.253757505,0.413578755,1,9.059375,0.110382891,0.611629411,0.813917366
2012972,5,11.95859766,0.418109225,5,12.1559322,0.411321807,0.585838142,0.600474215
2012973,2,10.30223082,0.194132711,2,7.693617021,0.259955752,0.817221764,0.784021071
2012974,7,9.106592259,0.768673923,6,7.693617021,0.779867257,0.399970658,0.383467993
2012975,7,11.94357328,0.586089258,6,12.1559322,0.493586168,0.427180014,0.51493652
2012976,4,9.243509684,0.432736064,4,7.693617021,0.519911504,0.552522714,0.544395924
2012977,9,9.098430341,0.989181613,6,7.693617021,0.779867257,0.353922474,0.410192666
2012978,9,8.968669222,1.003493359,4,9.059375,0.441531563,0.29967162,0.542234984
2012979,9,11.15457195,0.806844049,7,7.693617021,0.909845133,0.382592295,0.328699681
2012980,5,10.70392543,0.467118351,2,9.059375,0.220765781,0.554344807,0.729867194
2012981,4,14.69551691,0.272191855,5,12.1559322,0.411321807,0.714166828,0.640387275
2012982,10,9.312348416,1.073842983,9,7.693617021,1.169800885,0.34333604,0.359163905
2012983,2,12.24226531,0.163368458,3,7.693617021,0.389933628,0.769873902,0.618782332
2012984,10,14.43095427,0.692954867,8,12.1559322,0.658114891,0.379201146,0.442314161
2012985,17,15.37355881,1.105794709,12,9.059375,1.324594688,0.261018205,0.205074937
2012986,4,7.765053843,0.515128431,5,7.693617021,0.649889381,0.496780018,0.456922561
2012987,8,14.11482665,0.566779897,8,12.1559322,0.658114891,0.452837093,0.408341742
2012988,11,8.849952692,1.242944497,7,7.693617021,0.909845133,0.287769669,0.35534318
2012989,12,13.50224059,0.888741385,9,9.059375,0.993446016,0.322015437,0.272884582
2012990,11,11.66760707,0.942781149,9,9.059375,0.993446016,0.312463585,0.286900848
2012991,8,9.180065954,0.871453434,6,7.693617021,0.779867257,0.368978952,0.372902424
2012992,2,7.185427616,0.278341124,2,9.059375,0.220765781,0.699373598,0.773947443
2012993,13,12.02043757,1.081491412,11,12.1559322,0.904907975,0.273010228,0.31781584
2012994,10,10.37509271,0.963846809,9,7.693617021,1.169800885,0.318160855,0.280652562
2012995,6,9.167898127,0.654457534,7,7.693617021,0.909845133,0.411316038,0.348971908
2012999,6,16.66839862,0.359962594,6,12.1559322,0.493586168,0.613277371,0.523898432
2013000,8,8.283262689,0.965803005,3,9.059375,0.331148672,0.351071247,0.659497279
2013001,11,9.476135333,1.160810775,7,9.059375,0.772680235,0.288615195,0.42226114
2013002,13,9.609374885,1.352845545,11,7.693617021,1.429756637,0.251407075,0.233781015
2013003,10,8.057076063,1.241145041,8,7.693617021,1.039823009,0.242063501,0.302060738
2013006,16,13.40634194,1.193465009,12,9.059375,1.324594688,0.246741019,0.196765099
2013007,7,7.369150803,0.949905924,8,7.693617021,1.039823009,0.314428256,0.313449024
2013008,4,6.126679109,0.652882243,5,7.693617021,0.649889381,0.433643277,0.463627221
2013009,4,8.17724404,0.489162361,4,7.693617021,0.519911504,0.537306094,0.526200873
2013010,9,12.24136787,0.735211954,8,12.1559322,0.658114891,0.385176146,0.422132526
2013011,6,13.49532112,0.444598535,6,12.1559322,0.493586168,0.523625421,0.517176998
2013012,7,12.87948762,0.543499882,5,7.693617021,0.649889381,0.493325341,0.453570231
2013013,5,5.978163055,0.836377321,6,7.693617021,0.779867257,0.353010467,0.387818521
2013014,11,14.98632908,0.734002299,10,12.1559322,0.822643614,0.370908801,0.358935129
2013015,11,9.29876006,1.182953418,9,7.693617021,1.169800885,0.271282829,0.302064746
2013016,3,7.016010887,0.427593407,3,7.693617021,0.389933628,0.64242012,0.635495424
2013017,15,13.23722054,1.133168399,12,12.1559322,0.987172337,0.238061606,0.312657873
2013018,15,14.21143679,1.05548793,11,9.059375,1.214211797,0.19494872,0.233681259
2013019,17,14.73985459,1.153335666,12,12.1559322,0.987172337,0.268511767,0.285152961
2013020,8,8.3477664,0.958340185,4,9.059375,0.441531563,0.314484033,0.542234984
2013021,5,6.026193937,0.8297111,6,7.693617021,0.779867257,0.371390423,0.41081417
2013022,7,6.564191563,1.066391791,7,7.693617021,0.909845133,0.323798481,0.366348103
2013023,12,9.655422313,1.242824976,8,7.693617021,1.039823009,0.276795092,0.302603037
2013024,2,14.71967262,0.135872587,2,12.1559322,0.164528723,0.797285682,0.75862069
2013025,3,5.365015136,0.559178292,3,7.693617021,0.389933628,0.488314754,0.566255472
2013026,1,8.06448888,0.124000419,1,7.693617021,0.129977876,0.882613796,0.87567303
2013027,5,7.684279763,0.650679069,3,9.059375,0.331148672,0.45615365,0.659497279
2013028,4,10.22420859,0.391228325,2,7.693617021,0.259955752,0.612520006,0.661106234
2013029,6,10.22420859,0.586842487,4,7.693617021,0.519911504,0.515813789,0.5356623
2013030,2,10.262,0.194893783,2,7.693617021,0.259955752,0.726046909,0.661106234
2013031,16,12.09142108,1.323252237,10,7.693617021,1.299778761,0.250103698,0.262626263
2013032,6,10.29733578,0.582674988,4,12.1559322,0.329057446,0.451275718,0.626521192
2013033,11,14.26515821,0.771109569,9,12.1559322,0.740379253,0.35906819,0.370293222
2013036,5,9.447676195,0.52923067,5,7.693617021,0.649889381,0.510729142,0.48709353
2013037,3,7.668863577,0.39119225,1,7.693617021,0.129977876,0.675176024,0.805188448
2013038,8,8.059955233,0.992561344,6,7.693617021,0.779867257,0.301132534,0.382224984
2013039,12,9.634952127,1.245465451,10,7.693617021,1.299778761,0.26971183,0.262626263
2013040,10,8.563482093,1.167749274,10,7.693617021,1.299778761,0.269863265,0.247715248
2013041,12,15.9498222,0.752359484,11,12.1559322,0.904907975,0.378474153,0.314595228
2013043,15,13.80519384,1.086547583,8,9.059375,0.883063125,0.259854073,0.322952922
2013044,18,16.60496935,1.084012841,13,9.059375,1.434977578,0.140156031,0.178637201
2013045,8,8.889088205,0.89997982,4,9.059375,0.441531563,0.335254253,0.542234984
2013046,10,10.66201207,0.937909274,9,7.693617021,1.169800885,0.335210421,0.321437675
2013047,9,11.00450861,0.817846604,7,7.693617021,0.909845133,0.38236353,0.366348103
2013048,7,13.50442493,0.518348618,7,12.1559322,0.57585053,0.502602211,0.481507698
2013049,9,13.9207492,0.646516928,9,12.1559322,0.740379253,0.394657832,0.394327832
2013050,7,13.77632225,0.508118195,5,12.1559322,0.411321807,0.502610138,0.553447935
2013051,5,6.403006945,0.780883114,7,7.693617021,0.909845133,0.403472427,0.407471764
2013052,6,12.1437318,0.494082058,5,12.1559322,0.411321807,0.530134352,0.585062241
2013053,7,9.154758645,0.764629661,6,7.693617021,0.779867257,0.38323889,0.395898073
2013054,10,10.33404753,0.967675054,7,7.693617021,0.909845133,0.341434474,0.368664929
2013055,3,8.029011612,0.373644995,3,7.693617021,0.389933628,0.629314937,0.620374055
2013056,3,6.063415322,0.49477066,5,7.693617021,0.649889381,0.485130941,0.477707006
2013057,4,19.03948145,0.210089755,3,12.1559322,0.246793084,0.748869136,0.694922836
2013058,7,12.21059886,0.573272456,8,12.1559322,0.658114891,0.417287772,0.418096199
2013059,4,8.02776619,0.498270615,3,7.693617021,0.389933628,0.561366344,0.620374055
2013060,12,11.93191158,1.005706413,7,9.059375,0.772680235,0.312879892,0.377699942
2013061,6,12.15109108,0.493782819,5,12.1559322,0.411321807,0.486900056,0.553447935
2013062,11,14.08557454,0.780940811,9,12.1559322,0.740379253,0.327445731,0.384713988
2013063,7,10.35341416,0.676105475,6,12.1559322,0.493586168,0.406666789,0.516056759
2013071,12,9.78415989,1.226472189,8,7.693617021,1.039823009,0.296307384,0.353036876
2013072,12,18.69856665,0.641760421,11,12.1559322,0.904907975,0.451858877,0.333626116
2013073,11,12.28256374,0.895578499,5,7.693617021,0.649889381,0.3692768,0.443513242
2013074,2,7.809771509,0.256089438,1,7.693617021,0.129977876,0.722593546,0.816935879
2013075,8,13.23243546,0.604575025,8,7.693617021,1.039823009,0.441673352,0.344360087
2013076,4,7.938269834,0.503888137,3,9.059375,0.331148672,0.53187667,0.676341021
2013077,6,11.96295205,0.501548445,5,12.1559322,0.411321807,0.540654501,0.611144043
2013078,5,13.42290951,0.372497482,3,12.1559322,0.246793084,0.571603867,0.661373295
2013079,10,12.45953539,0.802598146,5,12.1559322,0.411321807,0.410238404,0.593360996
2013080,1,7.985516613,0.125226713,1,7.693617021,0.129977876,0.859390171,0.838472834
2013081,8,8.35569731,0.957430565,7,7.693617021,0.909845133,0.352887602,0.347234289
2013082,13,10.26639054,1.266267823,11,12.1559322,0.904907975,0.256170512,0.332454985
2013083,10,9.71826824,1.028989914,6,7.693617021,0.779867257,0.320313703,0.40149161
2013084,9,10.42924311,0.862958117,8,12.1559322,0.658114891,0.347516379,0.43020518
2013085,6,8.945053547,0.670761776,6,7.693617021,0.779867257,0.424157402,0.377874456
2013086,11,9.800735929,1.122364696,9,7.693617021,1.169800885,0.272175961,0.26484833
2013087,8,9.20352247,0.869232408,8,7.693617021,1.039823009,0.352029494,0.357375271
2013088,11,8.420673627,1.306308793,8,9.059375,0.883063125,0.200178432,0.335226232
2013089,5,13.5554174,0.368856218,5,12.1559322,0.411321807,0.604005232,0.557004545
2013090,2,10.25477217,0.195031149,2,7.693617021,0.259955752,0.785512236,0.724319579
2013091,5,7.170757883,0.697276366,4,7.693617021,0.519911504,0.410776204,0.467248908
2013092,18,16.54245516,1.088109342,16,12.1559322,1.316229782,0.230996807,0.229231881
2013093,4,7.170757883,0.557821093,3,7.693617021,0.389933628,0.497963389,0.566255472
2013094,11,10.18018171,1.080530812,9,9.059375,0.993446016,0.277614459,0.294687662
2013095,4,14.90235858,0.268413888,5,12.1559322,0.411321807,0.671636236,0.559375617
2013096,12,13.61589368,0.881322981,10,12.1559322,0.822643614,0.346013683,0.371175031
2013097,10,8.651761116,1.15583404,9,7.693617021,1.169800885,0.272823094,0.296456793
2013098,10,8.196049475,1.220100004,8,9.059375,0.883063125,0.225371237,0.310313244
2013099,3,7.814177495,0.383917565,3,9.059375,0.331148672,0.570022245,0.659497279
2013100,2,8.436713666,0.23705913,2,9.059375,0.220765781,0.73091116,0.792314213
2013101,4,8.33327892,0.480003134,3,9.059375,0.331148672,0.521742656,0.659497279
2013102,1,8.426802427,0.118668974,1,9.059375,0.110382891,0.852336342,0.882882883
2013103,3,8.434658317,0.355675344,3,9.059375,0.331148672,0.599006963,0.659497279
2013104,8,8.493388777,0.941909079,7,7.693617021,0.909845133,0.332845476,0.343179844
2013105,19,18.34834525,1.035515723,8,12.1559322,0.658114891,0.337346157,0.456104945
2013106,5,12.1263324,0.412325824,5,12.1559322,0.411321807,0.525953595,0.553447935
2013107,9,7.116641928,1.264641399,9,7.693617021,1.169800885,0.266335631,0.285240887
2013108,17,11.97247917,1.419923122,11,7.693617021,1.429756637,0.252533596,0.251991805
2013109,13,15.95869915,0.814602737,10,12.1559322,0.822643614,0.353463694,0.394736842
2013110,6,9.529195934,0.62964389,5,9.059375,0.551914453,0.429582035,0.514114248
2013111,7,13.42399603,0.521454266,5,12.1559322,0.411321807,0.495564773,0.56174669
2013112,0,10.48541616,0,0,7.693617021,0,1,1
2013113,12,10.60939759,1.131072702,7,7.693617021,0.909845133,0.319490811,0.377932233
2013114,8,7.042681019,1.135931044,7,7.693617021,0.909845133,0.333710613,0.384303504
2013115,6,8.323182119,0.720878135,5,7.693617021,0.649889381,0.449856236,0.448876969
2013116,8,13.21247235,0.605488495,9,12.1559322,0.740379253,0.424813491,0.412273674
2013117,17,13.20321804,1.287564891,12,9.059375,1.324594688,0.125707862,0.19275857
2013118,11,12.74685777,0.862957774,11,9.059375,1.214211797,0.286705193,0.240691697
2013119,11,12.63307844,0.870729969,10,9.059375,1.103828907,0.355309694,0.285292671
2013120,15,20.91932963,0.717040185,5,12.1559322,0.411321807,0.438280898,0.556214187
2013121,8,10.63540044,0.75220487,9,7.693617021,1.169800885,0.363550558,0.282182004
2013122,7,8.89037307,0.787368533,6,7.693617021,0.779867257,0.423911568,0.388440025
2013123,7,10.34118581,0.676904963,7,12.1559322,0.57585053,0.38593541,0.471951867
2013124,2,14.12004045,0.141642654,2,12.1559322,0.164528723,0.788518643,0.792624521
2013125,11,10.27704228,1.070346867,12,9.059375,1.324594688,0.301010812,0.202255528
2013127,13,10.63454723,1.222430981,9,7.693617021,1.169800885,0.26075135,0.289829212
2013128,13,8.523537154,1.525188401,12,7.693617021,1.559734513,0.207979888,0.218668971
2013129,15,17.02822617,0.880890343,7,12.1559322,0.57585053,0.395845046,0.472659706
2013130,0,5.547068965,0,2,7.693617021,0.259955752,1,0.776119403
2013131,11,10.73172546,1.024998267,7,7.693617021,0.909845133,0.338572084,0.421951926
2013132,7,8.639431205,0.810238525,6,7.693617021,0.779867257,0.357779332,0.399005594
2013133,6,13.48006786,0.445101617,5,12.1559322,0.411321807,0.529867923,0.553447935
2013134,10,7.596320906,1.316426744,10,7.693617021,1.299778761,0.28615056,0.26984127
2013135,11,9.301446462,1.182611763,9,7.693617021,1.169800885,0.270825595,0.296456793
2013136,4,10.31169981,0.387908887,2,7.693617021,0.259955752,0.610099064,0.661106234
2013137,7,8.643450783,0.809861729,6,7.693617021,0.779867257,0.379665352,0.408328154
2013138,21,15.24223456,1.377750743,15,12.1559322,1.233965421,0.236109311,0.237298714
2013139,14,13.30534809,1.052208474,7,12.1559322,0.57585053,0.283335307,0.459210759
2013140,3,12.88459575,0.232836176,4,12.1559322,0.329057446,0.702470053,0.662190516
2013141,13,10.750515,1.209244395,9,7.693617021,1.169800885,0.296551329,0.297476421
2013142,7,11.88774096,0.588841902,5,7.693617021,0.649889381,0.508912468,0.519275897
2013143,3,14.11735474,0.2125044,3,12.1559322,0.246793084,0.732691248,0.732050995
2013144,9,8.532314413,1.05481345,7,7.693617021,0.909845133,0.308545337,0.347813496
2013145,7,8.990786547,0.778574818,5,7.693617021,0.649889381,0.391055128,0.510559839
2013146,6,17.41677363,0.344495492,4,12.1559322,0.329057446,0.651531274,0.62736047
2013151,9,17.43197452,0.516292632,9,12.1559322,0.740379253,0.511114997,0.407787214
2013152,10,9.415688317,1.062057246,9,7.693617021,1.169800885,0.328524565,0.297476421
2013153,8,7.474146046,1.070356393,7,7.693617021,0.909845133,0.269651241,0.363452071
2013154,8,11.20996848,0.713650535,9,7.693617021,1.169800885,0.390224354,0.282182004
2013155,11,16.69563587,0.65885481,9,12.1559322,0.740379253,0.375367287,0.360679378
2013156,15,14.6111245,1.026615029,13,12.1559322,1.069436698,0.277415098,0.28149845
2013157,9,11.47060106,0.784614507,9,12.1559322,0.740379253,0.353415936,0.390802756
2013158,7,8.194189081,0.85426391,6,7.693617021,0.779867257,0.392132585,0.403356122
2013159,5,8.331497284,0.600132225,3,9.059375,0.331148672,0.448943501,0.597045867
2013160,13,14.27598359,0.910620268,10,9.059375,1.103828907,0.313881727,0.254959829
2013161,4,11.31506322,0.353511061,4,12.1559322,0.329057446,0.564719779,0.611833823
2013162,6,8.545621805,0.702113917,4,7.693617021,0.519911504,0.470665732,0.564046579
2013163,8,7.94939156,1.006366329,8,7.693617021,1.039823009,0.308815096,0.334598698
2013164,6,6.527614418,0.919171939,7,7.693617021,0.909845133,0.325626917,0.338546192
2013165,11,12.65051774,0.869529629,11,12.1559322,0.904907975,0.317836783,0.346508564
2013166,19,18.08525639,1.050579521,10,12.1559322,0.822643614,0.339834526,0.384026928
2013167,15,11.54578374,1.299175555,11,7.693617021,1.429756637,0.257185373,0.233781015
2013168,4,8.473695404,0.472049066,3,9.059375,0.331148672,0.498093139,0.630992485
2013169,3,8.000522404,0.374975514,4,7.693617021,0.519911504,0.593985959,0.534206696
2013172,1,8.926248116,0.112029151,2,7.693617021,0.259955752,0.84198382,0.715539947
2013173,14,13.24052093,1.057360211,13,12.1559322,1.069436698,0.304965282,0.304945425
2013174,3,9.078770268,0.330441228,4,7.693617021,0.519911504,0.670379834,0.588064047
2013175,12,13.58376781,0.883407326,11,12.1559322,0.904907975,0.270729407,0.309910701
2013176,20,17.70472409,1.129642004,12,9.059375,1.324594688,0.283419475,0.202255528
2013177,10,14.28262992,0.700151166,8,12.1559322,0.658114891,0.396063715,0.451059536
2013178,7,11.36603266,0.615870129,6,12.1559322,0.493586168,0.429829917,0.521657954
2013179,6,7.823157008,0.766953801,6,7.693617021,0.779867257,0.388269391,0.385954009
2013180,8,9.528022124,0.839628613,5,7.693617021,0.649889381,0.364330901,0.452899765
2013181,11,12.64252545,0.870079324,10,12.1559322,0.822643614,0.337170819,0.360771114
2013182,15,15.37355881,0.975701214,11,9.059375,1.214211797,0.290895844,0.215765696
2013183,6,10.06340193,0.596219851,4,9.059375,0.441531563,0.439027316,0.511366356
2013184,9,9.253302316,0.972625739,7,7.693617021,0.909845133,0.311705865,0.342021431
2013185,8,15.39059011,0.519798133,7,12.1559322,0.57585053,0.490888418,0.439037339
2013186,8,8.314687319,0.962152838,6,7.693617021,0.779867257,0.358919238,0.390304537
2013187,17,13.37640865,1.270894187,15,12.1559322,1.233965421,0.19754209,0.233553863
2013188,4,10.51683487,0.38034257,4,7.693617021,0.519911504,0.576622954,0.500727802
2013189,5,8.636589591,0.578932222,5,7.693617021,0.649889381,0.483644637,0.456252095
