UNIQUE_ID,IND_DOMAIN,DSGN_CYCLE,WGT_TP,SITE_ID
NRS_AL-10031,CORE,2008-09,82.35681396,FW08AL012
NRS_AL-10031,CORE,2013-14,82.35681396,ALR9-0901
NRS_AL-10031,CORE,2018-19,82.35681396,NRS18_AL_10002
NRS_AL-10032,CORE,2008-09,1779.048842,FW08AL013
NRS_AL-10032,CORE,2013-14,1779.048842,ALS9-0916
NRS_AL-10033,CORE,2008-09,124.8458103,FW08AL014
NRS_AL-10033,CORE,2013-14,124.8458103,ALR9-0902
NRS_AL-10034,CORE,2008-09,124.8458103,FW08AL015
NRS_AL-10034,CORE,2013-14,124.8458103,ALR9-0903
NRS_AL-10034,CORE,2018-19,124.8458103,NRS18_AL_10006
NRS_AL-10035,CORE,2008-09,1487.253794,FW08AL016
NRS_AL-10035,CORE,2013-14,1487.253794,ALS9-0917
NRS_AL-10037,CORE,2008-09,1779.048842,FW08AL018
NRS_AL-10037,CORE,2013-14,1779.048842,ALS9-0918
NRS_AL-10038,CORE,2008-09,4047.051336,FW08AL019
NRS_AL-10038,CORE,2013-14,4047.051336,ALS9-0919
NRS_AL-10038,CORE,2018-19,4047.051336,NRS18_AL_10004
NRS_AL-10039,CORE,2008-09,82.35681396,FW08AL020
NRS_AL-10039,CORE,2013-14,82.35681396,ALR9-0904
NRS_AL-10039,CORE,2018-19,82.35681396,NRS18_AL_10007
NRS_AL-10040,CORE,2008-09,124.8458103,FW08AL021
NRS_AL-10040,CORE,2013-14,124.8458103,ALR9-0905
NRS_AL-10040,CORE,2018-19,124.8458103,NRS18_AL_10008
NRS_AL-10041,CORE,2008-09,124.8458103,FW08AL022
NRS_AL-10041,CORE,2013-14,124.8458103,ALR9-0906
NRS_AL-10042,CORE,2008-09,124.8458103,FW08AL023
NRS_AL-10043,CORE,2008-09,82.35681396,FW08AL024
NRS_AL-10044,CORE,2008-09,124.8458103,FW08AL025
NRS_AL-10045,CORE,2008-09,124.8458103,FW08AL026
NRS_AL-10046,CORE,2008-09,4047.051336,FW08AL027
NRS_AL-10046,CORE,2013-14,4047.051336,ALS9-0920
NRS_AL-10046,CORE,2018-19,4047.051336,NRS18_AL_10005
NRS_AL-10047,CORE,2008-09,82.35681396,FW08AL028
NRS_AL-10048,CORE,2008-09,82.35681396,FW08AL029
NRS_AL-10049,CORE,2008-09,974.759622,FW08AL030
NRS_AL-10049,CORE,2013-14,974.759622,ALS9-0921
NRS_AL-10050,CORE,2008-09,82.35681396,FW08AL031
NRS_AL-10051,CORE,2008-09,974.759622,FW08AL032
NRS_AL-10051,CORE,2013-14,974.759622,ALS9-0922
NRS_AL-10051,CORE,2018-19,974.759622,NRS18_AL_10031
NRS_AL-10052,CORE,2008-09,1779.048842,FW08AL033
NRS_AL-10052,CORE,2013-14,1779.048842,ALS9-0923
NRS_AL-10053,CORE,2008-09,124.8458103,FW08AL034
NRS_AL-10054,CORE,2008-09,124.8458103,FW08AL035
NRS_AL-10055,CORE,2008-09,4047.051336,FW08AL036
NRS_AL-10057,CORE,2008-09,1779.048842,FW08AL046
NRS_AL-10058,CORE,2008-09,4047.051336,FW08AL047
NRS_AL-10061,CORE,2008-09,4047.051336,FW08AL051
NRS_AL-10067,CORE,2013-14,974.759622,ALLS-1037
NRS_AL-10067,CORE,2018-19,974.759622,NRS18_AL_10009
NRS_AL-10069,CORE,2013-14,974.759622,ALLS-1039
NRS_AL-10069,CORE,2018-19,974.759622,NRS18_AL_10013
NRS_AL-10071,CORE,2013-14,974.759622,ALLS-1041
NRS_AL-10071,CORE,2018-19,974.759622,NRS18_AL_10014
NRS_AL-10072,CORE,2013-14,1487.253794,ALLS-1042
NRS_AL-10073,CORE,2013-14,124.8458103,ALRM-1001
NRS_AL-10073,CORE,2018-19,124.8458103,NRS18_AL_10010
NRS_AL-10074,CORE,2013-14,124.8458103,ALRM-1002
NRS_AL-10074,CORE,2018-19,124.8458103,NRS18_AL_10017
NRS_AL-10075,CORE,2013-14,82.35681396,ALRM-1003
NRS_AL-10075,CORE,2018-19,82.35681396,NRS18_AL_10018
NRS_AL-10077,CORE,2013-14,124.8458103,ALRO-1020
NRS_AL-10077,CORE,2018-19,124.8458103,NRS18_AL_10015
NRS_AL-10078,CORE,2013-14,82.35681396,ALRO-1021
NRS_AL-10078,CORE,2018-19,82.35681396,NRS18_AL_10016
NRS_AL-10080,CORE,2013-14,124.8458103,ALRO-1023
NRS_AL-10083,CORE,2013-14,1779.048842,ALSS-1063
NRS_AL-10084,CORE,2013-14,1779.048842,ALSS-1064
NRS_AL-10085,CORE,2013-14,1779.048842,ALSS-1065
NRS_AL-10086,CORE,2013-14,4047.051336,ALSS-1066
NRS_AL-10091,CORE,2018-19,4047.051336,NRS18_AL_10019
NRS_AL-10092,CORE,2018-19,4047.051336,NRS18_AL_10020
NRS_AL-10094,CORE,2018-19,974.759622,NRS18_AL_10022
NRS_AL-10095,CORE,2018-19,1487.253794,NRS18_AL_10023
NRS_AL-10097,CORE,2018-19,82.35681396,NRS18_AL_10025
NRS_AL-10101,CORE,2018-19,4047.051336,NRS18_AL_10039
NRS_AL-10102,CORE,2018-19,1779.048842,NRS18_AL_10188
NRS_AL-10103,CORE,2018-19,1779.048842,NRS18_AL_10189
NRS_AL-10105,CORE,2018-19,1779.048842,NRS18_AL_10191
NRS_AL-10106,CORE,2018-19,124.8458103,NRS18_AL_10638
NRS_AL-10107,CORE,2018-19,124.8458103,NRS18_AL_10938
NRS_AL-10108,CORE,2018-19,82.35681396,NRS18_AL_11088
NRS_AR-10057,CORE,2008-09,106.7312004,FW08AR010
NRS_AR-10057,CORE,2013-14,106.7312004,ARR9-0901
NRS_AR-10057,CORE,2018-19,106.7312004,NRS18_AR_10002
NRS_AR-10059,CORE,2008-09,106.7312004,FW08AR012
NRS_AR-10059,CORE,2013-14,106.7312004,ARR9-0902
NRS_AR-10060,CORE,2008-09,2417.249841,FW08AR013
NRS_AR-10061,CORE,2008-09,106.7312004,FW08AR014
NRS_AR-10061,CORE,2013-14,106.7312004,ARR9-0903
NRS_AR-10061,CORE,2018-19,106.7312004,NRS18_AR_10006
NRS_AR-10063,CORE,2008-09,115.1583705,FW08AR016
NRS_AR-10063,CORE,2013-14,115.1583705,ARR9-0904
NRS_AR-10063,CORE,2018-19,115.1583705,NRS18_AR_10007
NRS_AR-10064,CORE,2008-09,106.7312004,FW08AR017
NRS_AR-10064,CORE,2013-14,106.7312004,ARR9-0905
NRS_AR-10064,CORE,2018-19,106.7312004,NRS18_AR_10008
NRS_AR-10066,CORE,2008-09,115.1583705,FW08AR019
NRS_AR-10066,CORE,2013-14,115.1583705,ARR9-0906
NRS_AR-10067,CORE,2008-09,323.8809517,FW08AR020
NRS_AR-10067,CORE,2013-14,323.8809517,ARS9-0944
NRS_AR-10067,CORE,2018-19,323.8809517,NRS18_AR_10001
NRS_AR-10069,CORE,2008-09,106.7312004,FW08AR022
NRS_AR-10069,CORE,2013-14,106.7312004,ARR9-0907
NRS_AR-10071,CORE,2008-09,106.7312004,FW08AR024
NRS_AR-10071,CORE,2013-14,106.7312004,ARR9-0908
NRS_AR-10072,CORE,2008-09,634.5586134,FW08AR025
NRS_AR-10072,CORE,2013-14,634.5586134,ARS9-0945
NRS_AR-10073,CORE,2008-09,106.7312004,FW08AR026
NRS_AR-10073,CORE,2013-14,106.7312004,ARR9-0909
NRS_AR-10074,CORE,2008-09,682.2555588,FW08AR027
NRS_AR-10074,CORE,2013-14,682.2555588,ARS9-0946
NRS_AR-10075,CORE,2008-09,106.7312004,FW08AR028
NRS_AR-10077,CORE,2008-09,106.7312004,FW08AR030
NRS_AR-10078,CORE,2008-09,115.1583705,FW08AR031
NRS_AR-10079,CORE,2008-09,115.1583705,FW08AR032
NRS_AR-10082,CORE,2008-09,1979.905382,FW08AR035
NRS_AR-10083,CORE,2008-09,106.7312004,FW08AR036
NRS_AR-10084,CORE,2008-09,106.7312004,FW08AR037
NRS_AR-10088,CORE,2008-09,115.1583705,FW08AR041
NRS_AR-10089,CORE,2008-09,106.7312004,FW08AR042
NRS_AR-10090,CORE,2008-09,106.7312004,FW08AR043
NRS_AR-10091,CORE,2008-09,1979.905382,FW08AR044
NRS_AR-10099,CORE,2008-09,106.7312004,FW08AR052
NRS_AR-10100,CORE,2008-09,106.7312004,FW08AR053
NRS_AR-10104,CORE,2008-09,115.1583705,FW08AR057
NRS_AR-10107,CORE,2008-09,115.1583705,FW08AR060
NRS_AR-10108,CORE,2008-09,106.7312004,FW08AR067
NRS_AR-10109,CORE,2008-09,323.8809517,FW08AR069
NRS_AR-10109,CORE,2013-14,323.8809517,ARS9-0949
NRS_AR-10109,CORE,2018-19,323.8809517,NRS18_AR_10004
NRS_AR-10110,CORE,2008-09,323.8809517,FW08AR070
NRS_AR-10110,CORE,2013-14,323.8809517,ARS9-0950
NRS_AR-10111,CORE,2008-09,682.2555588,FW08AR072
NRS_AR-10112,CORE,2008-09,1979.905382,FW08AR073
NRS_AR-10115,CORE,2008-09,106.7312004,FW08AR078
NRS_AR-10116,CORE,2008-09,634.5586134,FW08AR080
NRS_AR-10117,CORE,2008-09,682.2555588,FW08AR084
NRS_AR-10120,CORE,2008-09,106.7312004,FW08AR087
NRS_AR-10121,CORE,2008-09,2417.249841,FW08AR088
NRS_AR-10123,CORE,2008-09,2417.249841,FW08AR093
NRS_AR-10124,CORE,2008-09,2417.249841,FW08AR094
NRS_AR-10125,CORE,2008-09,323.8809517,FW08AR099
NRS_AR-10127,CORE,2008-09,1979.905382,FW08AR111
NRS_AR-10128,CORE,2008-09,323.8809517,FW08AR112
NRS_AR-10129,CORE,2008-09,323.8809517,FW08AR114
NRS_AR-10131,CORE,2008-09,682.2555588,FW08AR116
NRS_AR-10133,CORE,2008-09,2417.249841,FW08AR122
NRS_AR-10134,CORE,2008-09,323.8809517,FW08AR124
NRS_AR-10135,CORE,2008-09,323.8809517,FW08AR133
NRS_AR-10137,CORE,2008-09,682.2555588,FW08AR141
NRS_AR-10138,CORE,2008-09,1979.905382,FW08AR142
NRS_AR-10140,CORE,2008-09,2417.249841,FW08AR145
NRS_AR-10141,CORE,2008-09,323.8809517,FW08AR146
NRS_AR-10142,CORE,2008-09,1979.905382,FW08AR147
NRS_AR-10143,CORE,2008-09,1979.905382,FW08AR148
NRS_AR-10144,CORE,2008-09,682.2555588,FW08AR151
NRS_AR-10145,CORE,2008-09,323.8809517,FW08AR153
NRS_AR-10146,CORE,2008-09,2417.249841,FW08AR161
NRS_AR-10151,CORE,2008-09,1979.905382,FW08AR177
NRS_AR-10152,CORE,2008-09,323.8809517,FW08AR179
NRS_AR-10157,CORE,2008-09,634.5586134,FW08AR188
NRS_AR-10159,CORE,2008-09,323.8809517,FW08AR192
NRS_AR-10162,CORE,2008-09,106.7312004,FW08AR205
NRS_AR-10167,CORE,2008-09,682.2555588,FW08AR218
NRS_AR-10172,CORE,2008-09,1979.905382,FW08AR236
NRS_AR-10179,CORE,2008-09,1979.905382,FW08AR255
NRS_AR-10186,CORE,2008-09,106.7312004,FW08AR274
NRS_AR-10187,CORE,2008-09,1979.905382,FW08AR276
NRS_AR-10195,CORE,2008-09,682.2555588,FW08AR303
NRS_AR-10197,CORE,2008-09,323.8809517,FW08AR307
NRS_AR-10200,CORE,2008-09,682.2555588,FW08AR311
NRS_AR-10202,CORE,2008-09,323.8809517,FW08AR320
NRS_AR-10203,CORE,2013-14,1848.171017,ARLS-1045
NRS_AR-10203,CORE,2018-19,1848.171017,NRS18_AR_10009
NRS_AR-10204,CORE,2013-14,1848.171017,ARLS-1046
NRS_AR-10205,CORE,2013-14,634.5586134,ARLS-1047
NRS_AR-10205,CORE,2018-19,634.5586134,NRS18_AR_10014
NRS_AR-10206,CORE,2013-14,634.5586134,ARLS-1048
NRS_AR-10206,CORE,2018-19,634.5586134,NRS18_AR_10034
NRS_AR-10207,CORE,2013-14,106.7312004,ARRM-1001
NRS_AR-10207,CORE,2018-19,106.7312004,NRS18_AR_10010
NRS_AR-10208,CORE,2013-14,106.7312004,ARRM-1002
NRS_AR-10209,CORE,2013-14,106.7312004,ARRM-1003
NRS_AR-10209,CORE,2018-19,106.7312004,NRS18_AR_10018
NRS_AR-10210,CORE,2013-14,115.1583705,ARRM-1004
NRS_AR-10211,CORE,2013-14,106.7312004,ARRM-1005
NRS_AR-10212,CORE,2013-14,115.1583705,ARRO-1021
NRS_AR-10212,CORE,2018-19,115.1583705,NRS18_AR_10015
NRS_AR-10213,CORE,2013-14,115.1583705,ARRO-1022
NRS_AR-10213,CORE,2018-19,115.1583705,NRS18_AR_10016
NRS_AR-10214,CORE,2013-14,106.7312004,ARRO-1023
NRS_AR-10215,CORE,2013-14,106.7312004,ARRO-1024
NRS_AR-10217,CORE,2013-14,323.8809517,ARSS-1090
NRS_AR-10218,CORE,2013-14,682.2555588,ARSS-1091
NRS_AR-10219,CORE,2018-19,106.7312004,NRS18_AR_10017
NRS_AR-10222,CORE,2018-19,1848.171017,NRS18_AR_10021
NRS_AR-10223,CORE,2018-19,634.5586134,NRS18_AR_10022
NRS_AR-10225,CORE,2018-19,106.7312004,NRS18_AR_10024
NRS_AR-10226,CORE,2018-19,115.1583705,NRS18_AR_10025
NRS_AR-10227,CORE,2018-19,106.7312004,NRS18_AR_10026
NRS_AR-10228,CORE,2018-19,115.1583705,NRS18_AR_10027
NRS_AR-10229,CORE,2018-19,682.2555588,NRS18_AR_10039
NRS_AR-10230,CORE,2018-19,682.2555588,NRS18_AR_10040
NRS_AR-10236,CORE,2018-19,682.2555588,NRS18_AR_10046
NRS_AR-10238,CORE,2018-19,323.8809517,NRS18_AR_10190
NRS_AR-10239,CORE,2018-19,323.8809517,NRS18_AR_10191
NRS_AR-10240,CORE,2018-19,323.8809517,NRS18_AR_10192
NRS_AR-10241,CORE,2018-19,634.5586134,NRS18_AR_10489
NRS_AZ-10422,CORE,2008-09,44.38021596,FW08AZ009
NRS_AZ-10422,CORE,2013-14,44.38021596,AZR9-0901
NRS_AZ-10422,CORE,2018-19,44.38021596,NRS18_AZ_10004
NRS_AZ-10426,CORE,2008-09,44.38021596,FW08AZ013
NRS_AZ-10426,CORE,2013-14,44.38021596,AZR9-0902
NRS_AZ-10426,CORE,2018-19,44.38021596,NRS18_AZ_10005
NRS_AZ-10432,CORE,2008-09,44.38021596,FW08AZ019
NRS_AZ-10432,CORE,2013-14,44.38021596,AZR9-0903
NRS_AZ-10432,CORE,2018-19,44.38021596,NRS18_AZ_10001
NRS_AZ-10435,CORE,2008-09,44.38021596,FW08AZ022
NRS_AZ-10435,CORE,2013-14,44.38021596,AZR9-0904
NRS_AZ-10437,CORE,2008-09,44.38021596,FW08AZ024
NRS_AZ-10441,CORE,2008-09,17.58607487,FW08AZ028
NRS_AZ-10447,CORE,2008-09,44.38021596,FW08AZ034
NRS_AZ-10457,CORE,2008-09,17.58607487,FW08AZ044
NRS_AZ-10458,CORE,2008-09,44.38021596,FW08AZ045
NRS_AZ-10461,CORE,2008-09,106.2911156,FW08AZ048
NRS_AZ-10463,CORE,2008-09,44.38021596,FW08AZ050
NRS_AZ-10470,CORE,2008-09,44.38021596,FW08AZ057
NRS_AZ-10475,CORE,2008-09,44.38021596,FW08AZ062
NRS_AZ-10475,CORE,2013-14,44.38021596,AZR9-0913
NRS_AZ-10475,CORE,2018-19,44.38021596,NRS18_AZ_10002
NRS_AZ-10486,CORE,2008-09,44.38021596,FW08AZ073
NRS_AZ-10487,CORE,2008-09,91.14158381,FW08AZ074
NRS_AZ-10488,CORE,2008-09,44.38021596,FW08AZ075
NRS_AZ-10490,CORE,2008-09,44.38021596,FW08AZ077
NRS_AZ-10500,CORE,2008-09,44.38021596,FW08AZ087
NRS_AZ-10503,CORE,2008-09,203.8653265,FW08AZ090
NRS_AZ-10506,CORE,2008-09,44.38021596,FW08AZ093
NRS_AZ-10511,CORE,2008-09,44.38021596,FW08AZ098
NRS_AZ-10513,CORE,2008-09,203.8653265,FW08AZ100
NRS_AZ-10520,CORE,2008-09,44.38021596,FW08AZ107
NRS_AZ-10522,CORE,2008-09,44.38021596,FW08AZ109
NRS_AZ-10547,CORE,2008-09,44.38021596,FW08AZ134
NRS_AZ-10552,CORE,2008-09,44.38021596,FW08AZ139
NRS_AZ-10568,CORE,2008-09,44.38021596,FW08AZ155
NRS_AZ-10584,CORE,2008-09,195.4024774,FW08AZ171
NRS_AZ-10584,CORE,2013-14,195.4024774,AZS9-0929
NRS_AZ-10584,CORE,2018-19,195.4024774,NRS18_AZ_10003
NRS_AZ-10607,CORE,2008-09,203.8653265,FW08AZ194
NRS_AZ-10612,CORE,2008-09,195.4024774,FW08AZ260
NRS_AZ-10619,CORE,2013-14,91.14158381,AZLS-1048
NRS_AZ-10619,CORE,2018-19,91.14158381,NRS18_AZ_10006
NRS_AZ-10625,CORE,2013-14,91.14158381,AZLS-1054
NRS_AZ-10625,CORE,2018-19,91.14158381,NRS18_AZ_10010
NRS_AZ-10626,CORE,2013-14,195.4024774,AZLS-1055
NRS_AZ-10626,CORE,2018-19,195.4024774,NRS18_AZ_10011
NRS_AZ-10634,CORE,2013-14,91.14158381,AZLS-1063
NRS_AZ-10643,CORE,2013-14,91.14158381,AZLS-1072
NRS_AZ-10654,CORE,2013-14,195.4024774,AZLS-1083
NRS_AZ-10655,CORE,2013-14,44.38021596,AZRM-1001
NRS_AZ-10655,CORE,2018-19,44.38021596,NRS18_AZ_10007
NRS_AZ-10656,CORE,2013-14,44.38021596,AZRM-1002
NRS_AZ-10656,CORE,2018-19,44.38021596,NRS18_AZ_10014
NRS_AZ-10657,CORE,2013-14,44.38021596,AZRM-1003
NRS_AZ-10657,CORE,2018-19,44.38021596,NRS18_AZ_10015
NRS_AZ-10658,CORE,2013-14,44.38021596,AZRM-1004
NRS_AZ-10662,CORE,2013-14,44.38021596,AZRO-1028
NRS_AZ-10662,CORE,2018-19,44.38021596,NRS18_AZ_10012
NRS_AZ-10665,CORE,2013-14,106.2911156,AZRO-1031
NRS_AZ-10665,CORE,2018-19,106.2911156,NRS18_AZ_10013
NRS_AZ-10670,CORE,2013-14,188.8470426,AZSS-1106
NRS_AZ-10670,CORE,2018-19,188.8470426,NRS18_AZ_10008
NRS_AZ-10675,CORE,2013-14,188.8470426,AZSS-1111
NRS_AZ-10675,CORE,2018-19,188.8470426,NRS18_AZ_10009
NRS_AZ-10679,CORE,2013-14,188.8470426,AZSS-1115
NRS_AZ-10680,CORE,2013-14,243.9682672,AZSS-1116
NRS_AZ-10685,CORE,2013-14,243.9682672,AZSS-1121
NRS_AZ-10689,CORE,2013-14,243.9682672,AZSS-1125
NRS_AZ-10690,CORE,2018-19,188.8470426,NRS18_AZ_10016
NRS_AZ-10694,CORE,2018-19,91.14158381,NRS18_AZ_10020
NRS_AZ-10695,CORE,2018-19,106.2911156,NRS18_AZ_10021
NRS_AZ-10698,CORE,2018-19,106.2911156,NRS18_AZ_10024
NRS_AZ-10701,CORE,2018-19,44.38021596,NRS18_AZ_10027
NRS_AZ-10721,CORE,2018-19,243.9682672,NRS18_AZ_10456
NRS_AZ-10722,CORE,2018-19,243.9682672,NRS18_AZ_10457
NRS_AZ-10729,CORE,2018-19,195.4024774,NRS18_AZ_10843
NRS_AZ-10730,CORE,2018-19,44.38021596,NRS18_AZ_12037
NRS_AZ-10731,CORE,2018-19,44.38021596,NRS18_AZ_12038
NRS_AZ-10733,CORE,2018-19,44.38021596,NRS18_AZ_12837
NRS_AZ-10740,CORE,2018-19,44.38021596,NRS18_AZ_12844
NRS_CA-10779,CORE,2008-09,259.9480507,FW08CA017
NRS_CA-10779,CORE,2013-14,259.9480507,CAS9-0914
NRS_CA-10779,CORE,2018-19,259.9480507,NRS18_CA_10001
NRS_CA-10782,CORE,2008-09,151.8048668,FW08CA020
NRS_CA-10782,CORE,2013-14,151.8048668,CAR9-0901
NRS_CA-10782,CORE,2018-19,151.8048668,NRS18_CA_10002
NRS_CA-10784,CORE,2008-09,290.8421468,FW08CA022
NRS_CA-10784,CORE,2013-14,290.8421468,CAR9-0902
NRS_CA-10784,CORE,2018-19,290.8421468,NRS18_CA_10011
NRS_CA-10793,CORE,2008-09,84.38352112,FW08CA031
NRS_CA-10793,CORE,2013-14,84.38352112,CAR9-0903
NRS_CA-10797,CORE,2008-09,84.38352112,FW08CA035
NRS_CA-10797,CORE,2013-14,84.38352112,CAR9-0904
NRS_CA-10797,CORE,2018-19,84.38352112,NRS18_CA_10012
NRS_CA-10798,CORE,2008-09,692.0332192,FW08CA036
NRS_CA-10798,CORE,2013-14,692.0332192,CAS9-0915
NRS_CA-10800,CORE,2008-09,84.38352112,FW08CA038
NRS_CA-10802,CORE,2008-09,151.8048668,FW08CA040
NRS_CA-10802,CORE,2013-14,151.8048668,CAR9-0906
NRS_CA-10802,CORE,2018-19,151.8048668,NRS18_CA_10013
NRS_CA-10806,CORE,2008-09,151.8048668,FW08CA044
NRS_CA-10808,CORE,2008-09,698.0194651,FW08CA046
NRS_CA-10808,CORE,2013-14,698.0194651,CAS9-0916
NRS_CA-10816,CORE,2008-09,259.9480507,FW08CA054
NRS_CA-10816,CORE,2013-14,259.9480507,CAS9-0917
NRS_CA-10816,CORE,2018-19,259.9480507,NRS18_CA_10004
NRS_CA-10818,CORE,2008-09,151.8048668,FW08CA056
NRS_CA-10818,CORE,2013-14,151.8048668,CAR9-0908
NRS_CA-10818,CORE,2018-19,151.8048668,NRS18_CA_10014
NRS_CA-10821,CORE,2008-09,151.8048668,FW08CA059
NRS_CA-10821,CORE,2013-14,151.8048668,CAR9-0909
NRS_CA-10821,CORE,2018-19,151.8048668,NRS18_CA_10015
NRS_CA-10823,CORE,2008-09,84.38352112,FW08CA061
NRS_CA-10823,CORE,2013-14,84.38352112,CAR9-0910
NRS_CA-10823,CORE,2018-19,84.38352112,NRS18_CA_10016
NRS_CA-10825,CORE,2008-09,151.8048668,FW08CA063
NRS_CA-10825,CORE,2013-14,151.8048668,CAR9-0911
NRS_CA-10829,CORE,2008-09,84.38352112,FW08CA067
NRS_CA-10829,CORE,2013-14,84.38352112,CAR9-0912
NRS_CA-10829,CORE,2018-19,84.38352112,NRS18_CA_10018
NRS_CA-10830,CORE,2008-09,151.8048668,FW08CA068
NRS_CA-10830,CORE,2013-14,151.8048668,CAR9-0913
NRS_CA-10830,CORE,2018-19,151.8048668,NRS18_CA_10065
NRS_CA-10833,CORE,2008-09,692.0332192,FW08CA075
NRS_CA-10833,CORE,2013-14,692.0332192,CAS9-0918
NRS_CA-10833,CORE,2018-19,692.0332192,NRS18_CA_10005
NRS_CA-10844,CORE,2008-09,290.8421468,FW08CA097
NRS_CA-10844,CORE,2013-14,290.8421468,CAS9-0919
NRS_CA-10844,CORE,2018-19,290.8421468,NRS18_CA_10006
NRS_CA-10845,CORE,2008-09,692.0332192,FW08CA102
NRS_CA-10845,CORE,2013-14,692.0332192,CAS9-0920
NRS_CA-10845,CORE,2018-19,692.0332192,NRS18_CA_10007
NRS_CA-10849,CORE,2008-09,698.0194651,FW08CA116
NRS_CA-10849,CORE,2013-14,698.0194651,CAS9-0921
NRS_CA-10849,CORE,2018-19,698.0194651,NRS18_CA_10008
NRS_CA-10855,CORE,2008-09,698.0194651,FW08CA132
NRS_CA-10858,CORE,2008-09,692.0332192,FW08CA139
NRS_CA-10858,CORE,2013-14,692.0332192,CAS9-0923
NRS_CA-10858,CORE,2018-19,692.0332192,NRS18_CA_10009
NRS_CA-10859,CORE,2008-09,290.8421468,FW08CA145
NRS_CA-10859,CORE,2013-14,290.8421468,CAS9-0924
NRS_CA-10859,CORE,2018-19,290.8421468,NRS18_CA_10010
NRS_CA-10864,CORE,2008-09,290.8421468,FW08CA155
NRS_CA-10864,CORE,2013-14,290.8421468,CAS9-0925
NRS_CA-10864,CORE,2018-19,290.8421468,NRS18_CA_10059
NRS_CA-10869,CORE,2008-09,692.0332192,FW08CA168
NRS_CA-10869,CORE,2013-14,692.0332192,CAS9-0926
NRS_CA-10871,CORE,2008-09,698.0194651,FW08CA170
NRS_CA-10871,CORE,2013-14,698.0194651,CAS9-0927
NRS_CA-10881,CORE,2008-09,259.9480507,FW08CA199
NRS_CA-10881,CORE,2013-14,259.9480507,CAS9-0928
NRS_CA-10885,CORE,2008-09,692.0332192,FW08CA207
NRS_CA-10885,CORE,2013-14,692.0332192,CAS9-0929
NRS_CA-10890,CORE,2008-09,692.0332192,FW08CA222
NRS_CA-10890,CORE,2013-14,692.0332192,CAS9-0930
NRS_CA-10895,CORE,2013-14,259.9480507,CALS-1087
NRS_CA-10895,CORE,2018-19,259.9480507,NRS18_CA_10019
NRS_CA-10897,CORE,2013-14,84.38352112,CALS-1089
NRS_CA-10897,CORE,2018-19,84.38352112,NRS18_CA_10025
NRS_CA-10906,CORE,2013-14,698.0194651,CALS-1098
NRS_CA-10906,CORE,2018-19,698.0194651,NRS18_CA_10026
NRS_CA-10907,CORE,2013-14,259.9480507,CALS-1099
NRS_CA-10907,CORE,2018-19,259.9480507,NRS18_CA_10027
NRS_CA-10910,CORE,2013-14,259.9480507,CALS-1102
NRS_CA-10910,CORE,2018-19,259.9480507,NRS18_CA_10028
NRS_CA-10914,CORE,2013-14,698.0194651,CALS-1106
NRS_CA-10916,CORE,2013-14,259.9480507,CALS-1108
NRS_CA-10923,CORE,2013-14,259.9480507,CALS-1115
NRS_CA-10924,CORE,2013-14,698.0194651,CALS-1116
NRS_CA-10928,CORE,2013-14,698.0194651,CALS-1120
NRS_CA-10930,CORE,2013-14,84.38352112,CARM-1002
NRS_CA-10930,CORE,2018-19,84.38352112,NRS18_CA_10020
NRS_CA-10931,CORE,2013-14,84.38352112,CARM-1003
NRS_CA-10931,CORE,2018-19,84.38352112,NRS18_CA_10033
NRS_CA-10932,CORE,2013-14,151.8048668,CARM-1004
NRS_CA-10932,CORE,2018-19,151.8048668,NRS18_CA_10034
NRS_CA-10934,CORE,2013-14,84.38352112,CARM-1006
NRS_CA-10934,CORE,2018-19,84.38352112,NRS18_CA_10035
NRS_CA-10935,CORE,2013-14,84.38352112,CARM-1007
NRS_CA-10935,CORE,2018-19,84.38352112,NRS18_CA_10036
NRS_CA-10938,CORE,2013-14,84.38352112,CARM-1010
NRS_CA-10939,CORE,2013-14,84.38352112,CARM-1011
NRS_CA-10940,CORE,2013-14,151.8048668,CARM-1012
NRS_CA-10942,CORE,2013-14,84.38352112,CARM-1014
NRS_CA-10946,CORE,2013-14,84.38352112,CARO-1040
NRS_CA-10946,CORE,2018-19,84.38352112,NRS18_CA_10029
NRS_CA-10948,CORE,2013-14,84.38352112,CARO-1042
NRS_CA-10948,CORE,2018-19,84.38352112,NRS18_CA_10030
NRS_CA-10949,CORE,2013-14,84.38352112,CARO-1043
NRS_CA-10949,CORE,2018-19,84.38352112,NRS18_CA_10031
NRS_CA-10953,CORE,2013-14,84.38352112,CARO-1047
NRS_CA-10953,CORE,2018-19,84.38352112,NRS18_CA_10032
NRS_CA-10954,CORE,2013-14,84.38352112,CARO-1048
NRS_CA-10956,CORE,2013-14,84.38352112,CARO-1050
NRS_CA-10957,CORE,2013-14,84.38352112,CARO-1051
NRS_CA-10966,CORE,2013-14,151.8048668,CARO-1060
NRS_CA-11009,CORE,2013-14,692.0332192,CASS-1181
NRS_CA-11009,CORE,2018-19,692.0332192,NRS18_CA_10021
NRS_CA-11011,CORE,2013-14,692.0332192,CASS-1183
NRS_CA-11011,CORE,2018-19,692.0332192,NRS18_CA_10022
NRS_CA-11043,CORE,2013-14,290.8421468,CASS-1215
NRS_CA-11054,CORE,2013-14,692.0332192,CASS-1226
NRS_CA-11054,CORE,2018-19,692.0332192,NRS18_CA_10024
NRS_CA-11076,CORE,2013-14,692.0332192,CASS-1248
