UNIQUE_ID,IND_DOMAIN,DSGN_CYCLE,WGT_TP,SITE_ID
NRS_IA-10156,CORE,2018-19,107.8176555,NRS18_IA_10507
NRS_IA-10157,CORE,2018-19,155.2254615,NRS18_IA_10656
NRS_IA-10159,CORE,2018-19,155.2254615,NRS18_IA_10658
NRS_IA-10160,CORE,2018-19,155.2254615,NRS18_IA_10659
NRS_ID-10192,CORE,2008-09,332.6470859,FW08ID008
NRS_ID-10194,CORE,2008-09,1016.794394,FW08ID010
NRS_ID-10194,CORE,2013-14,1016.794394,IDS9-0920
NRS_ID-10194,CORE,2018-19,1016.794394,NRS18_ID_10001
NRS_ID-10197,CORE,2008-09,79.16277314,FW08ID013
NRS_ID-10197,CORE,2013-14,79.16277314,IDR9-0901
NRS_ID-10197,CORE,2018-19,79.16277314,NRS18_ID_10002
NRS_ID-10198,CORE,2008-09,53.80298209,FW08ID014
NRS_ID-10198,CORE,2013-14,53.80298209,IDR9-0902
NRS_ID-10198,CORE,2018-19,53.80298209,NRS18_ID_10009
NRS_ID-10200,CORE,2008-09,79.16277314,FW08ID016
NRS_ID-10200,CORE,2013-14,79.16277314,IDR9-0903
NRS_ID-10201,CORE,2008-09,53.80298209,FW08ID017
NRS_ID-10201,CORE,2013-14,53.80298209,IDR9-0904
NRS_ID-10201,CORE,2018-19,53.80298209,NRS18_ID_10010
NRS_ID-10203,CORE,2008-09,53.80298209,FW08ID019
NRS_ID-10203,CORE,2013-14,53.80298209,IDR9-0905
NRS_ID-10203,CORE,2018-19,53.80298209,NRS18_ID_10011
NRS_ID-10204,CORE,2008-09,53.80298209,FW08ID020
NRS_ID-10204,CORE,2013-14,53.80298209,IDR9-0906
NRS_ID-10204,CORE,2018-19,53.80298209,NRS18_ID_10012
NRS_ID-10205,CORE,2008-09,53.80298209,FW08ID021
NRS_ID-10205,CORE,2013-14,53.80298209,IDR9-0907
NRS_ID-10205,CORE,2018-19,53.80298209,NRS18_ID_10013
NRS_ID-10207,CORE,2008-09,53.80298209,FW08ID023
NRS_ID-10207,CORE,2013-14,53.80298209,IDR9-0908
NRS_ID-10208,CORE,2008-09,353.0449869,FW08ID024
NRS_ID-10208,CORE,2013-14,353.0449869,IDS9-0921
NRS_ID-10210,CORE,2008-09,53.80298209,FW08ID026
NRS_ID-10210,CORE,2013-14,53.80298209,IDR9-0909
NRS_ID-10210,CORE,2018-19,53.80298209,NRS18_ID_10014
NRS_ID-10213,CORE,2008-09,53.80298209,FW08ID029
NRS_ID-10213,CORE,2013-14,53.80298209,IDR9-0910
NRS_ID-10213,CORE,2018-19,53.80298209,NRS18_ID_10049
NRS_ID-10216,CORE,2008-09,79.16277314,FW08ID032
NRS_ID-10216,CORE,2013-14,79.16277314,IDR9-0911
NRS_ID-10217,CORE,2008-09,53.80298209,FW08ID033
NRS_ID-10217,CORE,2013-14,53.80298209,IDR9-0912
NRS_ID-10218,CORE,2008-09,353.0449869,FW08ID034
NRS_ID-10218,CORE,2013-14,353.0449869,IDS9-0922
NRS_ID-10218,CORE,2018-19,353.0449869,NRS18_ID_10003
NRS_ID-10220,CORE,2008-09,1016.794394,FW08ID036
NRS_ID-10220,CORE,2013-14,1016.794394,IDS9-0923
NRS_ID-10221,CORE,2008-09,53.80298209,FW08ID037
NRS_ID-10221,CORE,2013-14,53.80298209,IDR9-0913
NRS_ID-10226,CORE,2008-09,53.80298209,FW08ID042
NRS_ID-10228,CORE,2008-09,332.6470859,FW08ID044
NRS_ID-10228,CORE,2013-14,332.6470859,IDS9-0924
NRS_ID-10229,CORE,2008-09,53.80298209,FW08ID045
NRS_ID-10231,CORE,2008-09,53.80298209,FW08ID047
NRS_ID-10232,CORE,2008-09,79.16277314,FW08ID048
NRS_ID-10233,CORE,2008-09,53.80298209,FW08ID049
NRS_ID-10236,CORE,2008-09,1016.794394,FW08ID053
NRS_ID-10236,CORE,2013-14,1016.794394,IDS9-0925
NRS_ID-10236,CORE,2018-19,1016.794394,NRS18_ID_10006
NRS_ID-10237,CORE,2008-09,332.6470859,FW08ID057
NRS_ID-10237,CORE,2013-14,332.6470859,IDS9-0926
NRS_ID-10237,CORE,2018-19,332.6470859,NRS18_ID_10007
NRS_ID-10241,CORE,2008-09,1016.794394,FW08ID061
NRS_ID-10241,CORE,2013-14,1016.794394,IDS9-0927
NRS_ID-10241,CORE,2018-19,1016.794394,NRS18_ID_10008
NRS_ID-10245,CORE,2008-09,1016.794394,FW08ID071
NRS_ID-10245,CORE,2013-14,1016.794394,IDS9-0928
NRS_ID-10249,CORE,2008-09,1016.794394,FW08ID078
NRS_ID-10249,CORE,2013-14,1016.794394,IDS9-0929
NRS_ID-10251,CORE,2008-09,1016.794394,FW08ID085
NRS_ID-10255,CORE,2013-14,620.697582,IDLS-1063
NRS_ID-10255,CORE,2018-19,620.697582,NRS18_ID_10015
NRS_ID-10256,CORE,2013-14,332.6470859,IDLS-1064
NRS_ID-10256,CORE,2018-19,332.6470859,NRS18_ID_10020
NRS_ID-10257,CORE,2013-14,620.697582,IDLS-1065
NRS_ID-10257,CORE,2018-19,620.697582,NRS18_ID_10021
NRS_ID-10260,CORE,2013-14,620.697582,IDLS-1068
NRS_ID-10260,CORE,2018-19,620.697582,NRS18_ID_10022
NRS_ID-10266,CORE,2013-14,620.697582,IDLS-1074
NRS_ID-10269,CORE,2013-14,620.697582,IDLS-1077
NRS_ID-10273,CORE,2013-14,620.697582,IDLS-1081
NRS_ID-10274,CORE,2013-14,620.697582,IDLS-1082
NRS_ID-10275,CORE,2013-14,620.697582,IDLS-1083
NRS_ID-10278,CORE,2013-14,620.697582,IDLS-1086
NRS_ID-10279,CORE,2013-14,79.16277314,IDRM-1001
NRS_ID-10279,CORE,2018-19,79.16277314,NRS18_ID_10016
NRS_ID-10280,CORE,2013-14,53.80298209,IDRM-1002
NRS_ID-10280,CORE,2018-19,53.80298209,NRS18_ID_10026
NRS_ID-10281,CORE,2013-14,53.80298209,IDRM-1003
NRS_ID-10281,CORE,2018-19,53.80298209,NRS18_ID_10027
NRS_ID-10283,CORE,2013-14,53.80298209,IDRM-1005
NRS_ID-10283,CORE,2018-19,53.80298209,NRS18_ID_10028
NRS_ID-10284,CORE,2013-14,53.80298209,IDRM-1006
NRS_ID-10284,CORE,2018-19,53.80298209,NRS18_ID_10080
NRS_ID-10285,CORE,2013-14,53.80298209,IDRM-1007
NRS_ID-10287,CORE,2013-14,53.80298209,IDRM-1009
NRS_ID-10288,CORE,2013-14,53.80298209,IDRM-1010
NRS_ID-10289,CORE,2013-14,53.80298209,IDRM-1011
NRS_ID-10291,CORE,2013-14,53.80298209,IDRM-1013
NRS_ID-10296,CORE,2013-14,53.80298209,IDRM-1018
NRS_ID-10297,CORE,2013-14,53.80298209,IDRM-1019
NRS_ID-10299,CORE,2013-14,53.80298209,IDRM-1021
NRS_ID-10300,CORE,2013-14,53.80298209,IDRM-1022
NRS_ID-10301,CORE,2013-14,79.16277314,IDRM-1023
NRS_ID-10302,CORE,2013-14,79.16277314,IDRM-1024
NRS_ID-10303,CORE,2013-14,53.80298209,IDRO-1025
NRS_ID-10303,CORE,2018-19,53.80298209,NRS18_ID_10023
NRS_ID-10307,CORE,2013-14,79.16277314,IDRO-1029
NRS_ID-10307,CORE,2018-19,79.16277314,NRS18_ID_10024
NRS_ID-10308,CORE,2013-14,79.16277314,IDRO-1030
NRS_ID-10308,CORE,2018-19,79.16277314,NRS18_ID_10025
NRS_ID-10309,CORE,2013-14,79.16277314,IDRO-1031
NRS_ID-10311,CORE,2013-14,53.80298209,IDRO-1033
NRS_ID-10312,CORE,2013-14,53.80298209,IDRO-1034
NRS_ID-10314,CORE,2013-14,79.16277314,IDRO-1036
NRS_ID-10317,CORE,2013-14,79.16277314,IDRO-1039
NRS_ID-10318,CORE,2013-14,79.16277314,IDRO-1040
NRS_ID-10319,CORE,2013-14,53.80298209,IDRO-1041
NRS_ID-10324,CORE,2013-14,53.80298209,IDRO-1046
NRS_ID-10325,CORE,2013-14,79.16277314,IDRO-1047
NRS_ID-10327,CORE,2013-14,53.80298209,IDRO-1049
NRS_ID-10328,CORE,2013-14,53.80298209,IDRO-1050
NRS_ID-10329,CORE,2013-14,79.16277314,IDRO-1051
NRS_ID-10330,CORE,2013-14,79.16277314,IDRO-1052
NRS_ID-10333,CORE,2013-14,79.16277314,IDRO-1055
NRS_ID-10334,CORE,2013-14,79.16277314,IDRO-1056
NRS_ID-10336,CORE,2013-14,53.80298209,IDRO-1058
NRS_ID-10341,CORE,2013-14,1016.794394,IDSS-1111
NRS_ID-10345,CORE,2013-14,353.0449869,IDSS-1115
NRS_ID-10345,CORE,2018-19,353.0449869,NRS18_ID_10018
NRS_ID-10358,CORE,2013-14,1016.794394,IDSS-1128
NRS_ID-10358,CORE,2018-19,1016.794394,NRS18_ID_10019
NRS_ID-10359,CORE,2013-14,1016.794394,IDSS-1129
NRS_ID-10359,CORE,2018-19,1016.794394,NRS18_ID_10053
NRS_ID-10362,CORE,2013-14,1016.794394,IDSS-1132
NRS_ID-10373,CORE,2013-14,1016.794394,IDSS-1143
NRS_ID-10377,CORE,2013-14,1016.794394,IDSS-1147
NRS_ID-10377,CORE,2018-19,1016.794394,NRS18_ID_10056
NRS_ID-10378,CORE,2013-14,1016.794394,IDSS-1148
NRS_ID-10378,CORE,2018-19,1016.794394,NRS18_ID_10057
NRS_ID-10390,CORE,2018-19,620.697582,NRS18_ID_10035
NRS_ID-10391,CORE,2018-19,332.6470859,NRS18_ID_10036
NRS_ID-10392,CORE,2018-19,53.80298209,NRS18_ID_10037
NRS_ID-10396,CORE,2018-19,53.80298209,NRS18_ID_10041
NRS_ID-10397,CORE,2018-19,79.16277314,NRS18_ID_10042
NRS_ID-10402,CORE,2018-19,1016.794394,NRS18_ID_10095
NRS_ID-10417,CORE,2018-19,1016.794394,NRS18_ID_10110
NRS_ID-10424,CORE,2018-19,1016.794394,NRS18_ID_10117
NRS_ID-10427,CORE,2018-19,1016.794394,NRS18_ID_10120
NRS_ID-10431,CORE,2018-19,353.0449869,NRS18_ID_10245
NRS_ID-10466,CORE,2018-19,353.0449869,NRS18_ID_10280
NRS_ID-10478,CORE,2018-19,332.6470859,NRS18_ID_10542
NRS_ID-10483,CORE,2018-19,332.6470859,NRS18_ID_10547
NRS_ID-10484,CORE,2018-19,79.16277314,NRS18_ID_10842
NRS_ID-10485,CORE,2018-19,79.16277314,NRS18_ID_10843
NRS_ID-10489,CORE,2018-19,79.16277314,NRS18_ID_10847
NRS_ID-10490,CORE,2018-19,53.80298209,NRS18_ID_10992
NRS_ID-10491,CORE,2018-19,79.16277314,NRS18_ID_11142
NRS_IL-10034,CORE,2008-09,951.7420789,FW08IL008
NRS_IL-10035,CORE,2008-09,139.057005,FW08IL009
NRS_IL-10035,CORE,2013-14,139.057005,ILR9-0901
NRS_IL-10035,CORE,2018-19,139.057005,NRS18_IL_10002
NRS_IL-10036,CORE,2008-09,951.7420789,FW08IL010
NRS_IL-10036,CORE,2013-14,951.7420789,ILS9-0919
NRS_IL-10036,CORE,2018-19,951.7420789,NRS18_IL_10001
NRS_IL-10037,CORE,2008-09,139.057005,FW08IL011
NRS_IL-10037,CORE,2013-14,139.057005,ILR9-0902
NRS_IL-10038,CORE,2008-09,27.86051441,FW08IL012
NRS_IL-10038,CORE,2013-14,27.86051441,ILR9-0903
NRS_IL-10038,CORE,2018-19,27.86051441,NRS18_IL_10008
NRS_IL-10039,CORE,2008-09,139.057005,FW08IL013
NRS_IL-10039,CORE,2013-14,139.057005,ILR9-0904
NRS_IL-10039,CORE,2018-19,139.057005,NRS18_IL_10009
NRS_IL-10043,CORE,2008-09,139.057005,FW08IL017
NRS_IL-10043,CORE,2013-14,139.057005,ILR9-0905
NRS_IL-10043,CORE,2018-19,139.057005,NRS18_IL_10010
NRS_IL-10044,CORE,2008-09,139.057005,FW08IL018
NRS_IL-10044,CORE,2013-14,139.057005,ILR9-0906
NRS_IL-10044,CORE,2018-19,139.057005,NRS18_IL_10011
NRS_IL-10046,CORE,2008-09,951.7420789,FW08IL020
NRS_IL-10046,CORE,2013-14,951.7420789,ILS9-0920
NRS_IL-10046,CORE,2018-19,951.7420789,NRS18_IL_10003
NRS_IL-10047,CORE,2008-09,911.7564244,FW08IL021
NRS_IL-10047,CORE,2013-14,911.7564244,ILS9-0921
NRS_IL-10047,CORE,2018-19,911.7564244,NRS18_IL_10004
NRS_IL-10048,CORE,2008-09,139.057005,FW08IL022
NRS_IL-10048,CORE,2013-14,139.057005,ILR9-0907
NRS_IL-10048,CORE,2018-19,139.057005,NRS18_IL_10012
NRS_IL-10049,CORE,2008-09,951.7420789,FW08IL023
NRS_IL-10049,CORE,2013-14,951.7420789,ILS9-0922
NRS_IL-10049,CORE,2018-19,951.7420789,NRS18_IL_10005
NRS_IL-10050,CORE,2008-09,139.057005,FW08IL024
NRS_IL-10051,CORE,2008-09,951.7420789,FW08IL025
NRS_IL-10053,CORE,2008-09,139.057005,FW08IL027
NRS_IL-10053,CORE,2013-14,139.057005,ILR9-0909
NRS_IL-10054,CORE,2008-09,139.057005,FW08IL028
NRS_IL-10055,CORE,2008-09,139.057005,FW08IL029
NRS_IL-10056,CORE,2008-09,139.057005,FW08IL030
NRS_IL-10057,CORE,2008-09,139.057005,FW08IL031
NRS_IL-10058,CORE,2008-09,951.7420789,FW08IL032
NRS_IL-10058,CORE,2013-14,951.7420789,ILS9-0924
NRS_IL-10061,CORE,2008-09,23.77239959,FW08IL035
NRS_IL-10062,CORE,2008-09,139.057005,FW08IL036
NRS_IL-10064,CORE,2008-09,139.057005,FW08IL038
NRS_IL-10066,CORE,2008-09,5933.860811,FW08IL040
NRS_IL-10067,CORE,2008-09,951.7420789,FW08IL041
NRS_IL-10067,CORE,2013-14,951.7420789,ILS9-0926
NRS_IL-10068,CORE,2008-09,5933.860811,FW08IL042
NRS_IL-10069,CORE,2008-09,5933.860811,FW08IL043
NRS_IL-10069,CORE,2013-14,5933.860811,ILS9-0928
NRS_IL-10070,CORE,2008-09,139.057005,FW08IL044
NRS_IL-10071,CORE,2008-09,5933.860811,FW08IL045
NRS_IL-10077,CORE,2013-14,911.7564244,ILLS-1067
NRS_IL-10077,CORE,2018-19,911.7564244,NRS18_IL_10013
NRS_IL-10078,CORE,2013-14,911.7564244,ILLS-1068
NRS_IL-10079,CORE,2013-14,911.7564244,ILLS-1069
NRS_IL-10079,CORE,2018-19,911.7564244,NRS18_IL_10019
NRS_IL-10080,CORE,2013-14,911.7564244,ILLS-1070
NRS_IL-10080,CORE,2018-19,911.7564244,NRS18_IL_10020
NRS_IL-10081,CORE,2013-14,911.7564244,ILLS-1071
NRS_IL-10081,CORE,2018-19,911.7564244,NRS18_IL_10054
NRS_IL-10084,CORE,2013-14,911.7564244,ILLS-1074
NRS_IL-10085,CORE,2013-14,133.2644945,ILLS-1075
NRS_IL-10086,CORE,2013-14,911.7564244,ILLS-1076
NRS_IL-10087,CORE,2013-14,139.057005,ILRM-1001
NRS_IL-10087,CORE,2018-19,139.057005,NRS18_IL_10014
NRS_IL-10088,CORE,2013-14,139.057005,ILRM-1002
NRS_IL-10088,CORE,2018-19,139.057005,NRS18_IL_10024
NRS_IL-10089,CORE,2013-14,139.057005,ILRM-1003
NRS_IL-10089,CORE,2018-19,139.057005,NRS18_IL_10025
NRS_IL-10090,CORE,2013-14,23.77239959,ILRO-1019
NRS_IL-10090,CORE,2018-19,23.77239959,NRS18_IL_10021
NRS_IL-10093,CORE,2013-14,139.057005,ILRO-1022
NRS_IL-10093,CORE,2018-19,139.057005,NRS18_IL_10022
NRS_IL-10094,CORE,2013-14,23.77239959,ILRO-1023
NRS_IL-10094,CORE,2018-19,23.77239959,NRS18_IL_10023
NRS_IL-10095,CORE,2013-14,139.057005,ILRO-1024
NRS_IL-10096,CORE,2013-14,139.057005,ILRO-1025
NRS_IL-10097,CORE,2013-14,139.057005,ILRO-1026
NRS_IL-10098,CORE,2013-14,139.057005,ILRO-1027
NRS_IL-10099,CORE,2013-14,139.057005,ILRO-1028
NRS_IL-10102,CORE,2013-14,951.7420789,ILSS-1117
NRS_IL-10102,CORE,2018-19,951.7420789,NRS18_IL_10015
NRS_IL-10103,CORE,2013-14,558.2704441,ILSS-1118
NRS_IL-10103,CORE,2018-19,558.2704441,NRS18_IL_10016
NRS_IL-10104,CORE,2013-14,951.7420789,ILSS-1119
NRS_IL-10104,CORE,2018-19,951.7420789,NRS18_IL_10017
NRS_IL-10105,CORE,2013-14,211.7436909,ILSS-1120
NRS_IL-10107,CORE,2013-14,558.2704441,ILSS-1122
NRS_IL-10109,CORE,2013-14,211.7436909,ILSS-1124
NRS_IL-10110,CORE,2013-14,951.7420789,ILSS-1125
NRS_IL-10113,CORE,2013-14,951.7420789,ILSS-1128
NRS_IL-10115,CORE,2013-14,951.7420789,ILSS-1130
NRS_IL-10120,CORE,2018-19,120.0185059,NRS18_IL_10026
NRS_IL-10121,CORE,2018-19,558.2704441,NRS18_IL_10027
NRS_IL-10124,CORE,2018-19,5.614868998,NRS18_IL_10030
NRS_IL-10125,CORE,2018-19,133.2644945,NRS18_IL_10031
NRS_IL-10127,CORE,2018-19,911.7564244,NRS18_IL_10033
NRS_IL-10129,CORE,2018-19,190.8629566,NRS18_IL_10035
NRS_IL-10130,CORE,2018-19,27.86051441,NRS18_IL_10036
NRS_IL-10131,CORE,2018-19,53.11366468,NRS18_IL_10037
NRS_IL-10134,CORE,2018-19,139.057005,NRS18_IL_10040
NRS_IL-10135,CORE,2018-19,139.057005,NRS18_IL_10041
NRS_IL-10136,CORE,2018-19,139.057005,NRS18_IL_10042
NRS_IL-10138,CORE,2018-19,139.057005,NRS18_IL_10044
NRS_IL-10139,CORE,2018-19,951.7420789,NRS18_IL_10363
NRS_IL-10140,CORE,2018-19,951.7420789,NRS18_IL_10364
NRS_IL-10142,CORE,2018-19,951.7420789,NRS18_IL_10366
NRS_IL-10144,CORE,2018-19,211.7436909,NRS18_IL_10514
NRS_IL-10150,CORE,2018-19,911.7564244,NRS18_IL_10968
NRS_IL-10153,CORE,2018-19,911.7564244,NRS18_IL_10971
NRS_IL-10155,CORE,2018-19,139.057005,NRS18_IL_11563
NRS_IL-10157,CORE,2018-19,139.057005,NRS18_IL_11565
NRS_IL-10160,CORE,2018-19,23.77239959,NRS18_IL_11715
NRS_IN-10024,CORE,2008-09,95.23502626,FW08IN006
NRS_IN-10024,CORE,2013-14,95.23502626,INR9-0901
NRS_IN-10024,CORE,2018-19,95.23502626,NRS18_IN_10002
NRS_IN-10025,CORE,2008-09,1258.094209,FW08IN007
NRS_IN-10026,CORE,2008-09,68.69655465,FW08IN008
NRS_IN-10026,CORE,2013-14,68.69655465,INR9-0902
NRS_IN-10027,CORE,2008-09,13.30732174,FW08IN009
NRS_IN-10027,CORE,2013-14,13.30732174,INR9-0903
NRS_IN-10027,CORE,2018-19,13.30732174,NRS18_IN_10006
NRS_IN-10028,CORE,2008-09,95.23502626,FW08IN010
NRS_IN-10028,CORE,2013-14,95.23502626,INR9-0904
NRS_IN-10028,CORE,2018-19,95.23502626,NRS18_IN_10007
NRS_IN-10029,CORE,2008-09,95.23502626,FW08IN011
NRS_IN-10030,CORE,2008-09,1258.094209,FW08IN012
NRS_IN-10030,CORE,2013-14,1258.094209,INS9-0918
NRS_IN-10030,CORE,2018-19,1258.094209,NRS18_IN_10001
NRS_IN-10031,CORE,2008-09,13.30732174,FW08IN013
NRS_IN-10032,CORE,2008-09,95.23502626,FW08IN014
NRS_IN-10033,CORE,2008-09,13.30732174,FW08IN015
NRS_IN-10034,CORE,2008-09,1351.908538,FW08IN016
NRS_IN-10034,CORE,2013-14,1351.908538,INS9-0919
NRS_IN-10034,CORE,2018-19,1351.908538,NRS18_IN_10003
NRS_IN-10035,CORE,2008-09,13.30732174,FW08IN017
NRS_IN-10036,CORE,2008-09,378.7992204,FW08IN018
NRS_IN-10036,CORE,2013-14,378.7992204,INS9-0920
NRS_IN-10037,CORE,2008-09,1258.094209,FW08IN019
NRS_IN-10037,CORE,2013-14,1258.094209,INS9-0921
NRS_IN-10037,CORE,2018-19,1258.094209,NRS18_IN_10005
NRS_IN-10038,CORE,2008-09,95.23502626,FW08IN020
NRS_IN-10039,CORE,2008-09,152.9322019,FW08IN021
NRS_IN-10039,CORE,2013-14,152.9322019,INS9-0922
NRS_IN-10039,CORE,2018-19,152.9322019,NRS18_IN_10036
NRS_IN-10040,CORE,2008-09,95.23502626,FW08IN022
NRS_IN-10041,CORE,2008-09,378.7992204,FW08IN023
NRS_IN-10041,CORE,2013-14,378.7992204,INS9-0923
NRS_IN-10042,CORE,2008-09,68.69655465,FW08IN024
NRS_IN-10043,CORE,2008-09,13.30732174,FW08IN025
NRS_IN-10045,CORE,2008-09,1815.577586,FW08IN027
NRS_IN-10045,CORE,2013-14,1815.577586,INS9-0924
NRS_IN-10046,CORE,2008-09,1815.577586,FW08IN028
NRS_IN-10046,CORE,2013-14,1815.577586,INS9-0925
NRS_IN-10047,CORE,2008-09,806.2312326,FW08IN029
NRS_IN-10048,CORE,2008-09,95.23502626,FW08IN030
NRS_IN-10049,CORE,2008-09,378.7992204,FW08IN031
NRS_IN-10049,CORE,2013-14,378.7992204,INS9-0927
NRS_IN-10050,CORE,2008-09,68.69655465,FW08IN032
NRS_IN-10051,CORE,2008-09,13.30732174,FW08IN033
NRS_IN-10052,CORE,2008-09,1258.094209,FW08IN039
NRS_IN-10055,CORE,2013-14,152.9322019,INLS-1043
NRS_IN-10055,CORE,2018-19,152.9322019,NRS18_IN_10008
NRS_IN-10056,CORE,2013-14,378.7992204,INLS-1044
NRS_IN-10056,CORE,2018-19,378.7992204,NRS18_IN_10012
NRS_IN-10057,CORE,2013-14,378.7992204,INLS-1045
NRS_IN-10057,CORE,2018-19,378.7992204,NRS18_IN_10013
NRS_IN-10060,CORE,2013-14,378.7992204,INLS-1048
NRS_IN-10062,CORE,2013-14,95.23502626,INRM-1002
NRS_IN-10062,CORE,2018-19,95.23502626,NRS18_IN_10009
NRS_IN-10063,CORE,2013-14,68.69655465,INRM-1003
NRS_IN-10064,CORE,2013-14,13.30732174,INRM-1004
NRS_IN-10064,CORE,2018-19,13.30732174,NRS18_IN_10017
NRS_IN-10065,CORE,2013-14,95.23502626,INRM-1005
NRS_IN-10065,CORE,2018-19,95.23502626,NRS18_IN_10046
NRS_IN-10066,CORE,2013-14,13.30732174,INRO-1025
NRS_IN-10067,CORE,2013-14,68.69655465,INRO-1026
NRS_IN-10067,CORE,2018-19,68.69655465,NRS18_IN_10015
NRS_IN-10068,CORE,2013-14,95.23502626,INRO-1027
NRS_IN-10070,CORE,2013-14,1258.094209,INSS-1088
NRS_IN-10070,CORE,2018-19,1258.094209,NRS18_IN_10010
NRS_IN-10071,CORE,2013-14,1258.094209,INSS-1089
NRS_IN-10072,CORE,2013-14,1258.094209,INSS-1090
NRS_IN-10072,CORE,2018-19,1258.094209,NRS18_IN_10040
NRS_IN-10074,CORE,2013-14,1258.094209,INSS-1092
NRS_IN-10075,CORE,2013-14,806.2312326,INSS-1093
NRS_IN-10077,CORE,2013-14,1258.094209,INSS-1095
NRS_IN-10080,CORE,2018-19,13.30732174,NRS18_IN_10014
NRS_IN-10082,CORE,2018-19,1258.094209,NRS18_IN_10019
NRS_IN-10084,CORE,2018-19,806.2312326,NRS18_IN_10021
NRS_IN-10088,CORE,2018-19,152.9322019,NRS18_IN_10025
NRS_IN-10089,CORE,2018-19,152.9322019,NRS18_IN_10026
NRS_IN-10090,CORE,2018-19,68.69655465,NRS18_IN_10027
NRS_IN-10091,CORE,2018-19,95.23502626,NRS18_IN_10028
NRS_IN-10093,CORE,2018-19,13.30732174,NRS18_IN_10030
NRS_IN-10095,CORE,2018-19,95.23502626,NRS18_IN_10032
NRS_IN-10096,CORE,2018-19,13.30732174,NRS18_IN_10033
NRS_IN-10103,CORE,2018-19,1351.908538,NRS18_IN_10053
NRS_IN-10104,CORE,2018-19,806.2312326,NRS18_IN_10347
NRS_IN-10106,CORE,2018-19,794.7407264,NRS18_IN_10498
NRS_IN-10109,CORE,2018-19,378.7992204,NRS18_IN_10649
NRS_IN-10110,CORE,2018-19,378.7992204,NRS18_IN_10650
NRS_IN-10111,CORE,2018-19,95.23502626,NRS18_IN_11097
NRS_IN-10112,CORE,2018-19,95.23502626,NRS18_IN_11547
NRS_KS-10035,CORE,2008-09,245.6681805,FW08KS007
NRS_KS-10035,CORE,2013-14,245.6681805,KSR9-0901
NRS_KS-10035,CORE,2018-19,245.6681805,NRS18_KS_10002
NRS_KS-10036,CORE,2008-09,198.1286684,FW08KS008
NRS_KS-10036,CORE,2013-14,198.1286684,KSR9-0902
NRS_KS-10037,CORE,2008-09,198.1286684,FW08KS009
NRS_KS-10037,CORE,2013-14,198.1286684,KSR9-0903
NRS_KS-10038,CORE,2008-09,198.1286684,FW08KS010
NRS_KS-10038,CORE,2013-14,198.1286684,KSR9-0904
NRS_KS-10039,CORE,2008-09,245.6681805,FW08KS011
NRS_KS-10039,CORE,2013-14,245.6681805,KSR9-0905
NRS_KS-10039,CORE,2018-19,245.6681805,NRS18_KS_10009
NRS_KS-10040,CORE,2008-09,245.6681805,FW08KS012
NRS_KS-10040,CORE,2013-14,245.6681805,KSS9-0930
NRS_KS-10040,CORE,2018-19,245.6681805,NRS18_KS_10001
NRS_KS-10043,CORE,2008-09,245.6681805,FW08KS015
NRS_KS-10043,CORE,2013-14,245.6681805,KSR9-0906
NRS_KS-10044,CORE,2008-09,198.1286684,FW08KS016
NRS_KS-10045,CORE,2008-09,198.1286684,FW08KS017
NRS_KS-10045,CORE,2013-14,198.1286684,KSR9-0907
NRS_KS-10046,CORE,2008-09,245.6681805,FW08KS018
NRS_KS-10046,CORE,2013-14,245.6681805,KSR9-0908
NRS_KS-10046,CORE,2018-19,245.6681805,NRS18_KS_10049
NRS_KS-10047,CORE,2008-09,198.1286684,FW08KS019
NRS_KS-10049,CORE,2008-09,198.1286684,FW08KS021
NRS_KS-10049,CORE,2013-14,198.1286684,KSS9-0932
NRS_KS-10050,CORE,2008-09,198.1286684,FW08KS022
NRS_KS-10050,CORE,2013-14,198.1286684,KSR9-0910
NRS_KS-10050,CORE,2018-19,198.1286684,NRS18_KS_10050
NRS_KS-10051,CORE,2008-09,245.6681805,FW08KS023
NRS_KS-10051,CORE,2013-14,245.6681805,KSR9-0911
NRS_KS-10051,CORE,2018-19,245.6681805,NRS18_KS_10051
NRS_KS-10052,CORE,2008-09,198.1286684,FW08KS024
NRS_KS-10052,CORE,2013-14,198.1286684,KSR9-0912
NRS_KS-10053,CORE,2008-09,198.1286684,FW08KS025
NRS_KS-10056,CORE,2008-09,245.6681805,FW08KS028
NRS_KS-10056,CORE,2013-14,245.6681805,KSS9-0933
NRS_KS-10057,CORE,2008-09,198.1286684,FW08KS029
NRS_KS-10059,CORE,2008-09,245.6681805,FW08KS031
NRS_KS-10059,CORE,2013-14,245.6681805,KSS9-0934
NRS_KS-10059,CORE,2018-19,245.6681805,NRS18_KS_10005
NRS_KS-10060,CORE,2008-09,245.6681805,FW08KS032
NRS_KS-10060,CORE,2013-14,245.6681805,KSR9-0915
NRS_KS-10061,CORE,2008-09,198.1286684,FW08KS033
NRS_KS-10064,CORE,2008-09,198.1286684,FW08KS036
NRS_KS-10065,CORE,2008-09,198.1286684,FW08KS037
NRS_KS-10066,CORE,2008-09,198.1286684,FW08KS038
NRS_KS-10066,CORE,2013-14,198.1286684,KSS9-0936
NRS_KS-10066,CORE,2018-19,198.1286684,NRS18_KS_10006
NRS_KS-10067,CORE,2008-09,245.6681805,FW08KS039
NRS_KS-10068,CORE,2008-09,198.1286684,FW08KS040
