SITE_ID,VISIT_NO,PROTOCOL,XDEPTH_CM,SDDEPTH_CM,XWIDTH,XWXD,RP100,RPGT50,XBKF_W,XBKF_H,XINC_H,SINU,XSLOPE,REACHLEN,LSUB_DMM,XEMBED,PCT_FN,PCT_SA,PCT_SAFN,PCT_SFGF,LDCBF_G08,LDMB_BW5,LRBS_BW5,LRBS_G08,RB3,REYP3,RRPW3,PCT_FAST,PCT_POOL,PCT_SLOW,RPMXDEP_CM,RPRAT,RPXDEP_CM,PCT_BDRK,XFC_ALG,XFC_AQM,XFC_LWD,XFC_BRS,XFC_OHV,XFC_BIG,XFC_NAT,XFC_UCB,V1W_MSQ,XCDENBK,XCDENMID,XGB,XGW,XMW,XC,XCS,XCL,XCM,XCMGW,XPCAN,XPCM,XPCMG,QR1,QRVEG1,RDIST1,W1_HALL,W1H_WALL,W1H_LOG,W1_HNOAG,W1_HAG
IASS-1088,1,WADEABLE,34.45,21.96800934,5.2355,1.97957,19.63863359,2,7.212727273,0.835454545,1.321818182,1.038804888,0.298277778,198,-0.734472987,82.27272727,63.80952381,0,63.80952381,71.42857143,1.437482396,1.282987022,-2.017460008,-2.171955383,0.766970455,27.06416895,0.270362768,6,39,94,101.2217222,0.570061933,21.13287745,0,0.054545455,0.004545455,0.054545455,0.188636364,0.068181818,0.188636364,0.5,0.031818182,0.022273338,86.63101604,70.18716578,0.122727273,0.122727273,0.453409091,0.548863636,0.164772727,0.384090909,1.647727273,1.125,0.818181818,0.818181818,0.818181818,0.625970706,0.60625,0.540076097,1.174272727,0,0,0.068181818,1.106090909
MIS9-0927,1,WADEABLE,24.71818182,6.317489657,3.322222222,0.799833333,7.830743896,0,3.618181818,0.340909091,0.340909091,1.399385715,0.33,150,-0.451125835,87.90909091,15.23809524,67.61904762,82.85714286,92.38095238,1.106757041,1.044823399,-1.495949234,-1.557882876,0.382259091,38.59028292,0.105366753,10.47619048,2.857142857,89.52380952,24.68636364,0.316800967,8.799495718,0,0.040909091,0,0.027272727,0.279545455,0.195454545,0.195454545,0.756818182,0.140909091,0.009653099,80.48128342,78.87700535,0.031818182,0.222727273,0.695454545,0.157954545,0.092045455,0.065909091,0.9125,1.076136364,0.727272727,0.727272727,0.727272727,0.761447871,0.584261364,0.083333333,0.090909091,0,0,0.090909091,0
SDRM-1007,1,WADEABLE,29.785,12.79071139,9.125,2.42315,12.21625388,0,11.21818182,0.327272727,0.509090909,1.039496077,0.122727273,435.6,-0.028312007,55.63636364,29.52380952,23.80952381,53.33333333,65.71428571,0.656935682,0.626165265,-0.654477272,-0.685247689,0.406329773,64.23411911,0.098106941,19,2,81,45.359,0.410147856,14.22834276,0.952380952,0,0,0,0,0.040909091,0.040909091,0.081818182,0.013636364,0,19.88795518,0,0.282954545,0,0.018181818,0,0,0,0.164772727,0.018181818,0,0,0,0.249019415,0.108181818,0.488372093,0.954545455,0,0,0,0.954545455
CAS9-0929,1,WADEABLE,10.71333333,12.0431755,1.385,0.1937,7.595794503,1,7.909090909,0.781818182,1.590909091,1.187147568,1.263047619,149,1.450449389,30.09090909,0,3.80952381,3.80952381,29.52380952,1.992949675,1.846790154,-0.396340765,-0.542500286,0.577818485,7399.849428,0.362237595,9.333333333,13.33333333,90.66666667,50.25695238,0.709003843,11.20567704,3.80952381,0,0,0.004545455,0.054545455,0.013636364,0.05,0.122727273,0.031818182,3.81007e-4,92.2459893,88.5026738,0.539772727,0.340909091,0.355681818,0.434090909,0.15,0.284090909,0.803409091,1.130681818,0.954545455,0.954545455,0.954545455,0.713272079,0.608806818,0.359228278,0.560618182,0.227277273,0,0.560618182,0
WIS9-0929,1,WADEABLE,29.9,12.751312070000001,10.81,4.08885,12.86644771,0,12.52727273,0.454545455,1.409090909,1.126199226,0.085339506,356.4,0.568005187,48,12.38095238,26.66666667,39.04761905,53.33333333,0.615271817,0.561384955,0.006620232,-0.04726663,0.489804545,232.1451267,0.155674415,7,3,93,44.34250652,0.430315977,15.72565831,0,0,0,0.004545455,0.040909091,0.086363636,0.109090909,0.277272727,0.036363636,9.00168e-4,79.67914439,52.67379679,0.059090909,0.35,0.469318182,0.220454545,0.070454545,0.15,1.242045455,1.039772727,0.909090909,0.909090909,0.909090909,0.726108902,0.567897727,0.175001031,0.212122727,0,0,0.212122727,0
WAR9-0908,1,BOATABLE,146.5,95.65695231,92.27272727,134.215,63.09883484,5,95.5,0.990909091,4.081818182,NA,0.052191781,4073.505993,2.32028125,NA,0,1,1,NA,1.057867182,0.814536695,1.505744556,1.262414069,1.596340909,18527.3389,1.046322031,37,21,63,356.7594273,43.07087702,87.15552712,NA,0.085,0.3725,0,0.05,0.05,0.045,0.14,0,0,35.96256684,NA,0.093181818,0.477272727,0.471590909,0.189772727,0.106818182,0.082954545,0.846590909,1.138636364,0.545454545,0.545454545,0.545454545,0.448736356,0.612386364,0.651720737,1.871259091,0.272727273,0,1.780345455,0.090913636
OHSS-1127,1,WADEABLE,30.51333333,11.96119939,4.16,1.3785,9.457202998,0,5.5,0.512727273,0.869090909,1.010791671,0.199365079,223.5,1.101387837,26.96363636,7.619047619,9.523809524,17.14285714,39.04761905,1.075787473,0.994651267,0.10673657,0.025600364,0.531609394,1262.340805,0.247272199,23.64864865,12.83783784,76.35135135,44.19761905,0.309936738,11.09545864,0,0,0.05,0,0,0.045454545,0.040909091,0.054545455,0,0,64.97326203,35.82887701,0.107142857,0.098809524,0.107954545,0.077272727,0.036363636,0.040909091,0.201136364,0.279545455,0.363636364,0.227272727,0.227272727,0.349027319,0.225795455,0.725004812,2.636427273,0.272727273,0,2.590972727,0.045454545
IAS9-0924,1,WADEABLE,17.805,5.453612925,11.705,1.9422,3.998272727,0,17.27272727,1.254545455,4.309090909,1.085718185,0.143535354,435.6,-0.670930777,98.36363636,13.33333333,84.76190476,98.0952381,99.04761905,1.636072726,1.13603991,-1.806970687,-2.307003503,0.931187045,23.94611387,0.931187045,0,0,100,27.01288889,0.224558985,5.736652174,0,0.031818182,0,0.009090909,0.05,0.018181818,0.013636364,0.113636364,0.004545455,7.04944e-4,70.32085561,43.04812834,0.351136364,0.142045455,0.196590909,0.411363636,0.125,0.286363636,0.825,0.75,0.772727273,0.772727273,0.772727273,0.560000623,0.4375,0.452290794,0.825786364,0,0,0.121218182,0.704568182
MTS9-0932,1,WADEABLE,17.13333333,9.340441525,1.738095238,0.331047619,8.697007931,0,2.809090909,0.322727273,0.809090909,1.755284985,2.061428571,149,0.004814764,67.27272727,30.47619048,17.14285714,47.61904762,74.28571429,1.656720356,1.72775117,-1.722936406,-1.651905593,0.321139394,252.588525,0.072032791,26.66666667,16,73.33333333,36.45857143,0.507607467,11.26829723,0,0,0,0.111363636,0.15,0.154545455,0.215909091,0.593181818,0.040909091,0.014370887,86.09625668,63.90374332,0.065909091,0.264772727,0.221590909,0.289772727,0.225,0.064772727,0.563636364,0.776136364,0.727272727,0.727272727,0.727272727,0.525261348,0.449261364,0.631289448,1.712154545,0,0.6667,0.6667,1.045454545
ARRO-1024,1,BOATABLE,144.8416667,25.24268621,22.60909091,32.4656,19.26400294,4,30.81818182,1.9,2.708181818,NA,0.007828156,3426.103104,-2.110924375,NA,100,0,100,NA,0.288540759,0.227013035,-2.337937409,-2.399465134,2.176470833,0.310420006,2.176470833,0,0,100,74.10813051,13.3000423,28.58834893,NA,0,0,0.040909091,0.05,0.009090909,0.040909091,0.104545455,0,0.005235,73.26203209,NA,0.793181818,0.075,0.406818182,0.873863636,0.406818182,0.467045455,1.417045455,1.355681818,0.954545455,0.954545455,0.954545455,0.739489295,0.710056818,0.250009375,0.33335,0,0,0,0.33335
MNRM-1002,1,BOATABLE,184.4545455,96.30405179,171.5454545,318.82,68.49527027,8,208.4545455,2.136363636,2.136363636,NA,0.067439978,3972.186376,2.102059991,NA,0,0,0,NA,1.535105862,1.182589448,0.919470543,0.56695413,2.587590909,16223.12168,2.422309219,26.66666667,0,73.33333333,285.6108476,37.13395628,88.90492742,NA,0.03,0.085,0.005,0.025,0.14,0.01,0.2,0,0,73.12834225,NA,0.175,0.540909091,0.414772727,0.5,0.294318182,0.205681818,1.009090909,1.455681818,0.954545455,0.954545455,0.954545455,0.600472087,0.755056818,0.621783223,1.643986364,0.272727273,0,1.643986364,0
KSRF-0006,1,WADEABLE,45.59,22.99147624,7.52,3.6117,28.77435017,2,15.97272727,1.2,2.481818182,1.404732169,0.086190476,277.2,-0.855813634,91.63636364,66.66666667,7.619047619,74.28571429,75.23809524,1.038825751,0.906868032,-1.762681667,-1.894639385,1.076335,13.03339786,0.45361993,3,65,97,76.14666667,0.631154862,31.65178519,0,0,0,0.004545455,0.022727273,0.05,0.027272727,0.1,0.022727273,6.57461e-4,61.76470588,35.82887701,0.293181818,0.053409091,0.213636364,0.55,0.326136364,0.223863636,1.315909091,0.817045455,0.909090909,0.909090909,0.909090909,0.67440683,0.467670455,0,0,0,0,0,0
ILLS-1071,1,WADEABLE,28.81,6.009579894,8.025,2.29975,8.112396152,0,14.78181818,2.145454545,4.036363636,1.035529522,0.027444444,297,-0.392824756,74.13461538,40,0,40,100,1.155824817,0.645661832,-1.038486589,-1.548649573,1.581810455,25.89092712,1.581810455,0,0,100,29.61941667,0.28158265,9.561038322,0,0.090909091,0.077272727,0,0.004545455,0,0,0.004545455,0,0,0.267379679,0,0.004545455,0.036363636,0.056818182,0.077272727,0.075,0.002272727,0.940909091,0.170454545,0.409090909,0.409090909,0.409090909,0.209438378,0.176704545,0.492315503,0.969727273,0,0,0.363654545,0.606072727
MNRM-1006,1,BOATABLE,434.7272727,124.7434732,212.4545455,923.22,139.3892998,2,229.1818182,2.818181818,2.863636364,NA,0.034654838,1600.764624,-0.460409377,NA,0,100,100,NA,1.715399797,1.135959221,-1.596368598,-2.175809174,4.657545455,42.72863571,4.021920123,0,0,100,337.5267717,32.06361978,156.9861605,NA,0.009090909,0,0.004545455,0.013636364,0.045454545,0.040909091,0.1,0,0.005235,60.58823529,NA,0.2425,0.665,0.605,0.3725,0.2875,0.085,1.0275,1.6425,1,1,1,0.535417889,0.839125,0.716538379,2.527814444,0.444444444,0,2.527814444,0
LAS9-0948,1,BOATABLE,381.4987636,53.85349485,51.36363636,189.92088,27.8161182,3,54.36363636,0.522727273,0.581818182,NA,0.005376904,2113.612968,-2.110924375,NA,100,0,100,NA,0.231750399,0.159186112,-2.270110487,-2.342674773,2.819514691,0.292817389,2.819514691,0,0,100,112.1730587,7.291273484,32.81635493,NA,0.081818182,0.434090909,0.040909091,0.072727273,0.254545455,0.040909091,0.377272727,0,0.071233182,19.78609626,NA,0.035,0.11547619,0.119318182,0.465909091,0.245454545,0.220454545,1.084090909,0.695454545,1,1,0.952380952,0.344726122,0.412954545,0.643254428,1.803118182,0.33335,0,1.075809091,0.727309091
MOS9-0932,1,WADEABLE,64.77,26.67418644,6.0315,4.166255,36.00868847,5,8.481818182,1.044,2.49,1.424400619,0.02412037,237.6,-0.191173057,76.90909091,25.71428571,57.14285714,82.85714286,83.80952381,0.552718645,0.339601457,-0.530774514,-0.743891702,1.099605,32.19624314,0.416469059,0,100,100,138.27775,0.55594702,38.74847998,0,0.009090909,0.004545455,0.079545455,0.1575,0.027272727,0.125,0.341590909,0,0.004356715,83.42245989,73.12834225,0.202272727,0.043181818,0.038636364,0.368181818,0.159090909,0.209090909,0.588636364,0.45,0.863636364,0.818181818,0.818181818,0.616481092,0.3025,0.089656428,0.098486364,0.068181818,0,0.098486364,0
NYR9-0906,1,BOATABLE,377.3,58.27234907,86.18181818,329.71,40.86620381,6,91.81818182,0.507272727,1.002727273,NA,0.049682979,3261.320957,-2.110924375,NA,100,0,100,NA,1.300957792,1.11978988,-3.230714255,-3.411882167,2.782177273,0.884178102,2.744859477,0,100,100,195.5197234,10.83122285,48.73792493,NA,0.354545455,0.440909091,0,0,0,0,0.022727273,0,0,12.96791444,NA,0.144318182,0.167045455,0.295454545,0.601136364,0.277272727,0.323863636,1.260227273,1.063636364,1,1,1,0.471412356,0.578636364,0.164559077,0.196972727,0,0,0.196972727,0
WYRF-0006,1,WADEABLE,32.34666667,20.40857389,1.91,0.607575,20.2110021,3,1.918181818,0.184545455,0.491818182,1.236984771,0.294238095,149,-0.438075882,88.54545455,43.80952381,15.23809524,59.04761905,80,0.690489266,0.789971931,-1.228047813,-1.128565148,0.330207879,34.90078535,0.046100218,8.666666667,36,91.33333333,81.90055008,0.62482488,21.82202401,0,0.027272727,0.229545455,0,0,0.215909091,0.098181818,0.318636364,0.068181818,0,82.35294118,27.54010695,0.165909091,0.131818182,0.413636364,0,0,0,0.454545455,0.545454545,0,0,0,0.464795463,0.345454545,0.654452614,1.893959091,0.060609091,0,0.393959091,1.5
INSS-1088,1,WADEABLE,17.24,12.06557839,3.515789474,0.538052632,10.673531090000001,0,7.018181818,0.863636364,1.345454545,1.219438315,0.676,200,1.441113501,33.4,5.714285714,7.619047619,13.33333333,28.57142857,1.766402782,1.626277711,-0.18516421,-0.325289281,0.673423636,5720.038379,0.397439892,33,66,67,35.266,0.619114333,12.73107926,3.80952381,0,0.054545455,0.088636364,0.07,0.165909091,0.336363636,0.713181818,0.036363636,0.00797215,94.65240642,88.10160428,0.105681818,0.268181818,0.384090909,0.410714286,0.220238095,0.19047619,1.011363636,1.044318182,0.904761905,0.857142857,0.857142857,0.633251321,0.569943182,0.531921865,1.136395455,0.159090909,0,0.954568182,0.181827273
SDRO-1072,1,WADEABLE,44.9,15.96840421,3,1.28105,29.94918774,4,5.272727273,1.854545455,5.7,1.109308489,0.067142857,149,-2.076154429,100,98.0952381,0,98.0952381,98.0952381,0.933948381,0.964599717,-3.040754146,-3.01010281,1.497304545,0.816899193,0.889134832,0,20.66666667,100,75.40107143,0.667019772,31.20579702,0,0.1,0.045454545,0,0.004545455,0.09,0,0.094545455,0,0,52.13903743,5.882352941,0.11,0.667045455,0.296590909,NA,NA,NA,0.784090909,0.963636364,NA,NA,NA,0.495301704,0.533636364,0.6,1.5,0,0,0,1.5
SDS9-0941,1,WADEABLE,54.62589928,28.54421269,3.423,2.14602,43.22704822,4,6.063636364,1.736363636,3.036363636,1.077135574,0.098412698,149,-0.60412475,70,53.33333333,10.47619048,63.80952381,71.42857143,1.382630425,1.0959961,-1.70012085,-1.986755175,1.483704709,29.19056315,0.706892562,5.333333333,38.66666667,94.66666667,116.5539683,0.791328816,40.2992305,0,0,0.031818182,0,0.004545455,0.036363636,0,0.040909091,0,0,25.93582888,0.802139037,0.164285714,0.138095238,0.029545455,0,0,0,0.115909091,0.161363636,0,0,0,0.286811073,0.172613636,0.590062366,1.439395455,0,0,0,1.439395455
IARO-1013,1,WADEABLE,66.8271,30.23890378,57.175,35.0161125,22.89606376,5,62.96363636,1.712272727,25.54454545,1.060421795,0.075071963,1910.7,0.757689561,52.94545455,20,10.47619048,30.47619048,34.28571429,1.372793924,1.043612951,-0.28592339,-0.615104362,1.547353423,598.9507644,1.188322704,10,0,90,136.1017778,0.34261645,32.85087409,0,0.009090909,0.013636364,0.004545455,0.068181818,0.036363636,0.113636364,0.25,0.004545455,7.76329e-4,83.95721925,4.411764706,0.380681818,0.138636364,0.482954545,0.738636364,0.2,0.538636364,1.6375,1.360227273,0.818181818,0.818181818,0.818181818,0.726199557,0.712102273,0.371439347,0.590936364,0,0,0.439413636,0.151522727
NDRO-1024,1,WADEABLE,94.6,35.65985883,6.66,7.039125,55.9595995,2,9.244444444,0.5,3.2,1.577075871,0.05,158.4,-0.82848789,84.80769231,53.53535354,10.1010101,63.63636364,90.90909091,0.483673386,0.478986,-1.30747389,-1.312161276,0.9399,9.878837755,0.232762745,7,13,93,124.9118588,0.591539107,52.52856109,0,0,0,0.031818182,0.013636364,0.468181818,0.036363636,0.522727273,0.004545455,0.003361287,53.47593583,2.005347594,0.155681818,0.143181818,0.130681818,0.009090909,0.002272727,0.006818182,0.656818182,0.282954545,0.181818182,0.181818182,0.181818182,0.384257717,0.227329545,0.570637637,1.329035065,0,0.030304545,0.424263636,0.904771429
ORR9-0914,1,BOATABLE,121.8,75.02699851,33.91818182,35.689,36.20497622,5,41.03636364,0.5,2.11,NA,0.142075823,1722.825825,1.947507397,NA,0,1,1,NA,1.279863917,1.120454505,0.827052892,0.66764348,1.1167,10836.86498,0.63175273,63,0,37,745.318214,29.72493943,42.326181,NA,0,0.168181818,0,0,0.068181818,0.063636364,0.131818182,0.063636364,0,37.70053476,NA,0.5125,0.015909091,0.045454545,0.039772727,0.011363636,0.028409091,0.530681818,0.101136364,0.136363636,0.136363636,0.136363636,0.261659114,0.145511364,0.719750578,2.56825,0,0,1.712163636,0.856086364
ORS9-0939,1,WADEABLE,14.68666667,8.764737669,2.657894737,0.356315789,7.651096819,0,3.990909091,0.33,1.645454545,1.063778193,2.26,149,-0.607295711,85.27272727,49.52380952,10.47619048,60,84.76190476,1.733328996,1.674282792,-2.281578502,-2.340624707,0.309963333,63.47191274,0.06349173,39.59731544,16.10738255,60.40268456,39.26,0.520955299,10.00011777,0,0,0.009090909,0.036363636,0.170454545,0.409090909,0.05,0.629545455,0.013636364,0.047613245,91.97860963,86.4973262,0.338636364,0.355681818,0.456818182,0.1875,0.043181818,0.144318182,0.789772727,1,0.818181818,0.818181818,0.818181818,0.6366709,0.55,0.494263337,0.977313636,0,0,0.33335,0.643963636
WISS-1164,1,WADEABLE,31.74,13.59501981,4.415,1.42845,14.19996045,1,5.545454545,0.390909091,1.790909091,1.311004752,0.38047619,149,-0.366304776,96.72727273,7.619047619,81.9047619,89.52380952,95.23809524,1.209281157,1.159090221,-1.525394997,-1.575585934,0.460400909,55.28342843,0.112588816,8.666666667,24.66666667,91.33333333,55.27904762,0.447383757,16.15110005,0,0,0,0.018181818,0.215909091,0.05,0.113636364,0.495454545,0.068181818,0.006433711,97.32620321,94.11764706,0.560227273,0.221590909,0.390909091,0.557954545,0.215909091,0.342045455,1.0125,1.170454545,1,1,1,0.662218153,0.626704545,0.525190787,1.106109091,0,0,0.439409091,0.6667
ILRF-0003,1,WADEABLE,55.29,25.99389789,27,12.48,18.72766862,5,34.27272727,1.263636364,2.036363636,1.037589671,0.1175,1200,0.973296985,50.54545455,3.80952381,25.71428571,29.52380952,49.52380952,1.36693334,1.117673026,-0.144376041,-0.393636356,1.180748636,1075.381498,0.806468668,16,0,84,85.66,0.338717103,25.39779717,3.80952381,0.009090909,0.031818182,0,0.031818182,0.027272727,0.170454545,0.229545455,0,8.58e-5,74.86631016,12.43315508,0.521590909,0.213636364,0.619318182,0.671590909,0.380681818,0.290909091,1.380681818,1.504545455,0.909090909,0.909090909,0.909090909,0.724157398,0.777045455,0.368424075,0.583340909,0,0,0.583340909,0
OHRF-0002,1,WADEABLE,55.59,20.69748191,21.63157895,13.23368421,21.37952014,3,27,1.099090909,1.900909091,1.148907472,0.141203704,594,1.601603863,32.09090909,20.95238095,3.80952381,24.76190476,31.42857143,1.346781731,1.143383605,0.458220258,0.254822131,1.075744091,4781.336479,0.717941487,14,53,86,75.17567636,0.384592915,24.61130807,23.80952381,0,0,0.009090909,0.022727273,0.027272727,0.077272727,0.145454545,0.004545455,0.001452051,98.39572193,58.42245989,0.213095238,0.159090909,0.221590909,0.489772727,0.175,0.314772727,0.713636364,0.870454545,1,1,1,0.569072673,0.491704545,0.619709705,1.62957013,0.030304545,0,1.62957013,0
MOSS-1159,1,WADEABLE,30.41333333,30.63098985,6.395,2.1354,23.27769151,1,10.31818182,0.668181818,2.395454545,1.23101893,0.624142857,149,1.305390255,31.90909091,5.714285714,0,5.714285714,12.38095238,1.481968802,1.498863596,-0.193473342,-0.176578548,0.632004848,3895.474608,0.219367975,34.22818792,39.59731544,65.77181208,100.4428929,0.765377845,25.3166134,0,0,0,0.079545455,0.081818182,0.097727273,0.106818182,0.322727273,0.022727273,9.11273e-4,93.27731092,81.14973262,0.219047619,0.154761905,0.248809524,0.691666667,0.33452381,0.357142857,1.142857143,1.095238095,0.952380952,0.952380952,0.952380952,0.77328675,0.592857143,0.169811321,0.204545455,0,0,0.204545455,0
TXSS-1210,1,WADEABLE,69.95,45.01433554,6.6585,5.14685,51.75299768,4,10.90909091,1.4,7.54,1.409204187,0.083680556,316.8,1.767222815,15.67272727,11.42857143,0.952380952,12.38095238,31.42857143,1.119998142,0.956148923,0.811073891,0.647224673,1.364675,6070.404423,0.726647079,2.06185567,79.3814433,97.93814433,168.0396111,0.739857008,56.92829745,21.9047619,0.35,0.036363636,0.004545455,0.138636364,0.125,0.529545455,0.718181818,0.281818182,0.002481192,84.22459893,64.17112299,0.336363636,0.354545455,0.4625,0.369318182,0.178409091,0.190909091,1.044318182,1.186363636,0.681818182,0.681818182,0.681818182,0.706010719,0.633863636,0.352946886,0.545468182,0.136363636,0,0.545468182,0
NCS9-0921,1,WADEABLE,39.64,23.63720744,6.431052632,2.694436842,19.9841174,2,8.338181818,0.482727273,2.352727273,1.287387896,1.057142857,280,1.166953488,75.18181818,8.571428571,32.38095238,40.95238095,47.61904762,1.64906066,1.69166278,-0.524709292,-0.482107172,0.571432727,3504.860999,0.18914405,3,0,97,97.696,0.504140197,23.27561909,16.19047619,0,0.05,0.004545455,0.040909091,0.177272727,0.186363636,0.472727273,0.004545455,1.67474e-4,96.79144385,88.10160428,0.122727273,0.065909091,0.086363636,0.302272727,0.196590909,0.105681818,0.404545455,0.454545455,0.954545455,0.818181818,0.818181818,0.470841442,0.304545455,0.647062598,1.833363636,0,0,0.560627273,1.272736364
NCRF-0002,1,WADEABLE,18.66666667,11.0997334,4.4475,0.73297,7.586538724,0,5.370909091,0.382727273,0.872727273,1.010385051,2.2375,160,2.643751235,24.18181818,1.904761905,4.761904762,6.666666667,16.19047619,2.053585462,1.866852439,0.776898796,0.590165773,0.370106061,123016.6146,0.247998621,13,0,87,38.739,0.406421717,11.37980809,48.57142857,0.040909091,0.022727273,0.009090909,0.059090909,0.336363636,0.252272727,0.797727273,0.018181818,0.006677175,100,98.82352941,0.125,0.07,0.2025,0.18,0.125,0.055,0.3875,0.4525,1,1,1,0.672118489,0.303625,0,0,0,0,0,0
MTLS-1130,1,WADEABLE,27.91,10.41278837,2.480952381,0.774666667,11.73395396,0,4.727272727,0.392727273,0.613636364,1.541692601,0.7,148.5,-1.587384805,94.18181818,81.9047619,2.857142857,84.76190476,96.19047619,1.232857961,1.42442163,-3.011806435,-2.820242766,0.436687727,4.389525981,0.113375492,10,2,90,43.46,0.420421138,13.6666052,0,0,0.543181818,0,0.004545455,0.463636364,0.088636364,0.661363636,0.031818182,1.65242e-4,93.5828877,53.47593583,0.027272727,0.045454545,0.125,0,0,0,0.622727273,0.130681818,0,0,0,0.328142627,0.158806818,0.763868183,3.234922727,0.196972727,0,1.871281818,1.363640909
KSRS-1303,1,WADEABLE,58.73,41.53028711,10.95263158,6.906315789,43.7648571,5,20.43636364,1.145454545,1.954545455,1.198047825,0.149305556,396,1.621768056,36.36363636,4.901960784,0,4.901960784,18.62745098,1.232960421,1.120455897,0.50131216,0.388807635,1.126290455,5269.860972,0.524893593,10,74,90,157.7069444,0.745187419,48.14134281,0,0,0,0.027272727,0.027272727,0.027272727,0.122727273,0.190909091,0,0.002404977,73.79679144,47.86096257,0.210227273,0.013636364,0.639772727,0.572727273,0.245454545,0.327272727,1.290909091,1.226136364,0.954545455,0.954545455,0.954545455,0.777274875,0.651761364,0.057145551,0.060609091,0,0,0.060609091,0
ALSS-1065,1,WADEABLE,32.95698925,25.20305105,1.39,0.4252,21.62190806,2,2.6,0.311111111,1.188888889,1.078344906,1.490816327,99,-0.343683821,98,1.333333333,89.33333333,90.66666667,93.33333333,1.540739082,1.231251872,-1.574935693,-1.884422903,0.416442652,109.6411967,0.065468531,27.95698925,58.06451613,72.04301075,77.66780612,0.656064421,24.99497069,0,0.035,0.03,0.155,0.345,0.1475,0.185,0.6825,0.025,0.128842269,47.59358289,40.24064171,0.063636364,0.081818182,0.068181818,0.011363636,0.009090909,0.002272727,0.871590909,0.161363636,0.181818182,0.181818182,0.181818182,0.300869986,0.172613636,0.70136125,2.348527273,0,1.5,2.318222727,0.030304545
SDRM-1011,1,WADEABLE,37.85,12.47654365,11.99,4.35835,9.362210397,0,12.68181818,0.309090909,0.7,1.085393139,0.156547619,554.4,-0.098050239,62.33333333,44.54545455,5.454545455,50,58.18181818,0.907219805,0.804007277,-0.902057516,-1.005270045,0.446934091,64.79815665,0.136912546,23,0,77,48.58554365,0.247350341,11.16697385,0,0.004545455,0.279545455,0,0.025,0.058333333,0.013636364,0.10530303,0.013636364,6.39e-5,38.93557423,2.083333333,0.283333333,0.004166667,0.067708333,0.010416667,0,0.010416667,0.214583333,0.082291667,0.041666667,0,0,0.313667231,0.13703125,0.5,1,0,0,0,1
CAS9-0926,1,WADEABLE,33.36,20.93159614,5.48,1.88355,17.24341589,2,12,1.036363636,1.454545455,1.043615935,1.331944444,158.4,1.554482615,26.63636364,0,8.571428571,8.571428571,25.71428571,2.171542974,2.007604805,-0.45312219,-0.617060359,0.890476364,11986.84209,0.52671763,38,30,62,88.477,0.516888965,20.8182704,4.761904762,0,0,0.081818182,0.081818182,0.013636364,0.118181818,0.218181818,0.004545455,0.041067971,88.23529412,77.13903743,0.065909091,0.598863636,0.581818182,0.642045455,0.127272727,0.514772727,1.289772727,1.822727273,1,1,1,0.937051059,0.920227273,0,0,0,0,0,0
OKS9-0934,1,WADEABLE,37.08,21.96860938,10.525,4.21295,18.16319744,2,13.1,0.772727273,2.427272727,1.038643639,0.428125,316.8,0.83776625,70.18181818,13.33333333,40.95238095,54.28571429,58.0952381,1.513733265,1.450073131,-0.612306881,-0.675967015,0.743292727,1192.063532,0.313791832,8,88,92,108.5555,0.489838119,20.66846606,10.47619048,0.004545455,0,0.009090909,0.018181818,0.022727273,0.172727273,0.263636364,0,3.49632e-4,80.48128342,69.51871658,0.248863636,0.314772727,0.147727273,0.653409091,0.496590909,0.156818182,0.835227273,1.115909091,1,0.772727273,0.772727273,0.69881094,0.602159091,0.312510742,0.454568182,0,0,0,0.454568182
INRF-0001,1,WADEABLE,38.91,21.34000606,18.95,7.1805,19.21205491,2,23.60909091,0.527272727,1.281818182,1.145671622,0.080069444,792,1.442232938,40,3.636363636,24.54545455,28.18181818,41.81818182,0.624673541,0.598435268,0.84379767,0.817559397,0.59564227300000006,1856.209613,0.225760236,4,56,96,93.63958333,0.49375623,22.91558357,27.27272727,0.004166667,0.041666667,0.004166667,0.033333333,0.05,0.075,0.166666667,0.008333333,5.09883e-4,82.59803922,59.43627451,0.345833333,0.107291667,0.396875,0.694791667,0.245833333,0.448958333,1.225,1.198958333,0.875,0.875,0.875,0.761338652,0.63953125,0.181822831,0.222229167,0,0,0.222229167,0
WARM-1001,1,BOATABLE,164.1666667,30.20461621,56.38888889,76.41666667,33.89507681,NA,56.33333333,0,0.766666667,NA,0.256772371,1464.044171,2.102059991,NA,0,0,0,NA,1.526544598,1.354798778,0.747261213,0.575515393,1.067083333,20328.30749,NA,41.37931034,0,58.62068966,NA,NA,NA,NA,0.016666667,0.005555556,0.016666667,0.072222222,0.094444444,0.016666667,0.227777778,0,0.007885556,57.72058824,NA,0.375,0.238888889,0.347222222,0.409722222,0.190277778,0.219444444,0.765277778,0.995833333,0.944444444,0.944444444,0.944444444,0.549513632,0.548125,0.511319735,1.046327778,0.092594444,0,1.046327778,0
