"SITE_ID","VISIT_NO","SAMPLE_ID","Chem_Lab_ID","H2O_dD","H2O_d18O","d.excess"
"MORF-0010","1",713200,"1310404",-32.16,-4.3,2.21
"MORF-0011","1",712040,"1310484",-30.77,-4,1.22
"MORF-0012","1",713220,"1310469",-33.93,-4.62,2.99
"MORO-1044","1",727780,"1310838",-22.66,-3.1,2.11
"MORO-1045","1",727760,"1310811",-22.89,-2.94,0.59
"MORO-1055","1",712000,"1310435",-30.62,-4.33,4.03
"MOS9-0930","1",731820,"1310801",-29.78,-4.39,5.37
"MOS9-0932","1",716920,"1310348",-24,-3.12,0.93
"MOS9-0932","2",727820,"1310903",-14.16,-1.13,-5.09
"MOS9-0937","1",713280,"1310561",-35.14,-5.47,8.66
"MOS9-0937","2",713340,"1310788",-32.66,-4.55,3.73
"MOS9-0939","1",713260,"1310540",-25,-3.32,1.52
"MOSS-1159","1",712060,"1310368",-36.09,-5.45,7.52
"MTLS-1130","1",719900,"1310382",-132.03,-16.5,0.01
"MTLS-1131","1",722880,"1310553",-136.44,-18.19,9.06
"MTLS-1133","1",723360,"1310720",-135.53,-17.85,7.29
"MTLS-1140","1",710300,"1310165",-116.73,-14.29,-2.45
"MTR9-0901","1",730800,"1310818",-128.44,-16.7,5.19
"MTR9-0901","2",730880,"1310886",-127.86,-16.67,5.49
"MTR9-0905","1",709080,"1310472",-132.13,-16.92,3.23
"MTR9-0908","1",722900,"1310532",-134.74,-17.03,1.49
"MTR9-0909","1",718120,"1310234",-126.94,-16.71,6.78
"MTR9-0912","1",709060,"1310454",-132.57,-16.89,2.57
"MTR9-0913","1",718060,"1310230",-105.28,-12.18,-7.82
"MTR9-0916","1",709160,"1310497",-122.84,-15.49,1.06
"MTR9-0920","1",709040,"1310312",-130.78,-16.28,-0.54
"MTRM-1003","1",709020,"1310423",-131.93,-16.78,2.32
"MTRM-1004","1",730820,"1310806",-124.57,-16.17,4.82
"MTRM-1007","1",730860,"1310869",-127.8,-16.51,4.3
"MTRM-1008","1",730840,"1310808",-123.46,-15.96,4.22
"MTRM-1009","1",709140,"1310482",-123.85,-15.25,-1.87
"MTRO-1061","1",719480,"1310384",-118.31,-14.11,-5.44
"MTRO-1062","1",726340,"1310607",-132.19,-16.67,1.21
"MTRO-1064","1",726300,"1310904",-129.59,-16.87,5.35
"MTRO-1070","1",719880,"1310411",-134.76,-16.69,-1.21
"MTS9-0923","1",718080,"1310250",-132.47,-17.31,5.99
"MTS9-0923","2",718100,"1310629",-130.62,-16.87,4.37
"MTS9-0924","1",718160,"1310215",-136.59,-18.26,9.48
"MTS9-0928","1",723340,"1310573",-134.93,-17.64,6.2
"MTS9-0931","1",726700,"1310716",-137.71,-17.71,3.94
"MTS9-0932","1",719920,"1310363",-140.21,-18.65,8.99
"MTS9-0934","1",710340,"1310130",-101.82,-9.64,-24.66
"MTS9-0937","1",719860,"1310318",-141.44,-18.26,4.64
"MTS9-0941","1",710320,"1310131",-136.37,-17.9,6.85
"MTS9-0944","1",718020,"1310646",-131.54,-16.31,-1.05
"MTS9-0946","1",723960,"1310666",-131.95,-16.72,1.8
"MTSS-1260","1",730900,"1310757",-146.19,-18.86,4.67
"MTSS-1262","1",726720,"1310727",-137.77,-18.16,7.5
"MTSS-1265","1",723300,"1310683",-123.69,-16.75,10.32
"MTSS-1292","1",723940,"1310657",-124.88,-16,3.14
"NCLS-1037","1",727120,"1310614",-24.81,-4.08,7.81
"NCLS-1038","1",709220,"1310562",-25.67,-4.37,9.26
"NCLS-1039","1",727300,"1310836",-45.92,-7.43,13.53
"NCLS-1040","1",725040,"1310508",-23.53,-4.24,10.39
"NCR9-0901","1",727080,"1310585",-32.24,-5.45,11.38
"NCR9-0903","1",712540,"1310387",-31.37,-5.77,14.78
"NCR9-0905","1",727040,"1310568",-23.7,-4.05,8.72
"NCR9-0907","1",727140,"1310668",-29.58,-4.45,6.01
"NCR9-0907","2",731320,"1310911",-25.5,-4.02,6.7
"NCR9-0908","1",727340,"1310864",-20.95,-3.6,7.85
"NCR9-0909","1",731540,"1310865",-20.78,-3.49,7.16
"NCR9-0915","1",727100,"1310611",-27.15,-4.78,11.06
"NCR9-0915","2",731340,"1310910",-22.74,-3.94,8.74
"NCRF-0001","1",719440,"1310773",-33.14,-6.14,15.99
"NCRF-0002","1",720800,"1310352",-32.19,-5.93,15.26
"NCRF-0003","1",731360,"1310853",-26.18,-4.61,10.67
"NCRF-0004","1",727060,"1310577",-32.32,-5.79,14.02
"NCRF-0005","1",729000,"1310909",-17.36,-3.79,13
"NCRM-1002","1",719520,"1310326",-29.52,-5.11,11.36
"NCRM-1003","1",727220,"1310819",-30.01,-5.5,13.96
"NCRO-1013","1",727260,"1310825",-31.36,-5.64,13.8
"NCRO-1014","1",709200,"1310547",-30.72,-4.8,7.68
"NCRO-1016","1",719500,"1310292",-19.47,-2.9,3.7
"NCS9-0917","1",727200,"1310770",-17.64,-3.09,7.08
"NCS9-0917","2",727400,"1310892",-21.35,-3.65,7.82
"NCS9-0918","1",727160,"1310622",-16.48,-3.34,10.22
"NCS9-0918","2",727360,"1310874",-18.41,-4.6,18.42
"NCS9-0919","1",727240,"1310816",-33.33,-5.95,14.25
"NCS9-0920","1",720700,"1310323",-33.23,-5.41,10.05
"NCS9-0921","1",720820,"1310364",-29.97,-5.44,13.54
"NCS9-0923","1",725060,"1310536",-28.01,-5.32,14.58
"NCS9-0925","1",727380,"1310882",-19.67,-3.86,11.18
"NCS9-0926","1",727320,"1310845",-35.57,-6.5,16.39
"NCSS-1081","1",727180,"1310669",-20.02,-3.82,10.53
"NCSS-1083","1",709180,"1310498",-12.09,-0.95,-4.47
"NCSS-1086","1",719460,"1310790",-37.01,-6.83,17.64
"NCSS-1088","1",727420,"1310906",-29.8,-5.15,11.38
"NDLS-1055","1",708520,"1310052",-115.5,-15.37,7.42
"NDLS-1057","1",721980,"1310399",-68.25,-8.29,-1.95
"NDLS-1059","1",720400,"1310224",-89.41,-10.66,-4.17
"NDR9-0905","1",723400,"1310512",-68.63,-7.15,-11.45
"NDR9-0907","1",711300,"1310071",-88.94,-11.15,0.26
"NDR9-0910","1",713960,"1310138",-75.66,-8.95,-4.08
"NDRM-1001","1",719400,"1310309",-88.17,-10.31,-5.7
"NDRO-1020","1",723420,"1310523",-88.35,-10.25,-6.38
"NDRO-1022","1",719800,"1310310",-74.25,-8.42,-6.92
"NDRO-1024","1",722120,"1310391",-89.83,-11.02,-1.64
"NDS9-0938","1",714000,"1310135",-74.61,-8.96,-2.95
"NDS9-0938","2",719780,"1310293",-79.75,-8.85,-8.92
"NDS9-0940","1",720420,"1310208",-89.29,-10.85,-2.52
"NDS9-0941","1",713980,"1310193",-97.09,-11.6,-4.33
"NDS9-0943","1",720440,"1310199",-92.76,-11.14,-3.61
"NDS9-0943","2",723380,"1310465",-97.45,-11.8,-3.02
"NDSS-1103","1",711280,"1310040",-83.56,-10.84,3.12
"NDSS-1105","1",713940,"1310146",-63.24,-9.06,9.27
"NDSS-1106","1",708500,"1310087",-88.83,-11.8,5.59
"NDSS-1108","1",721960,"1310400",-98.5,-11.74,-4.56
"NDSS-1111","1",722360,"1310402",-128.05,-16.22,1.74
"NELS-1073","1",722300,"",-35.13,-4.96,4.52
"NELS-1074","1",710940,"",-73.07,-8.78,-2.81
"NER9-0902","1",710960,"",-89.53,-10.43,-6.12
"NER9-0904","1",710920,"",-71.66,-8.4,-4.49
"NER9-0905","1",722200,"",-54.52,-7.82,8.04
"NERF-0005","1",723000,"",-70.64,-9.94,8.91
"NERM-1003","1",716380,"",-74.5,-9.21,-0.84
"NERO-1039","1",722140,"",-58.44,-7.71,3.21
"NES9-0921","1",716400,"",-78.97,-10.75,7
"NES9-0921","2",722180,"",-77.93,-10.66,7.32
"NES9-0923","1",710860,"",-59.63,-8.54,8.67
"NES9-0925","1",722320,"",-51.28,-7.58,9.37
"NES9-0926","1",722160,"",-63.81,-8.95,7.83
"NES9-0927","1",710980,"",-79.73,-10.42,3.6
"NES9-0928","1",716340,"",-41.2,-4.37,-6.22
"NES9-0930","1",710880,"",-46.07,-1.69,-32.52
"NES9-0932","1",716360,"",-81.3,-10.87,5.64
"NES9-0934","1",710900,"",-47.12,-6.91,8.15
"NES9-0934","2",716420,"",-46.77,-6.84,7.98
"NESS-1132","1",707480,"",-76.87,-9.1,-4.11
"NHLS-1044","1",706680,"1310756",-58.98,-9.02,13.15
"NHLS-1045","1",729740,"1310805",-55.38,-8.34,11.31
"NHR9-0902","1",706480,"1310403",-59.24,-8.99,12.69
"NHR9-0902","2",729720,"1310697",-61.8,-9.13,11.27
"NHR9-0903","1",706600,"1310093",-69.77,-10.21,11.91
"NHR9-0904","1",706580,"1310544",-51.48,-7.38,7.59
"NHR9-0905","1",706500,"1310325",-63.98,-9.52,12.2
"NHRF-0003","1",729700,"1310902",-55.47,-8.67,13.89
"NHRM-1003","1",706520,"1310452",-63.25,-9.54,13.1
"NHRO-1031","1",706560,"1310519",-50.97,-7.48,8.85
"NHRO-1033","1",706460,"1310288",-54.28,-8.15,10.89
"NHS9-0912","1",715280,"1310175",-48.4,-7.2,9.17
"NHS9-0912","2",715200,"1310470",-42.84,-6.06,5.63
"NHSS-1067","1",715220,"1310652",-55.75,-8.63,13.28
"NHSS-1068","1",715260,"1310619",-52.16,-7.91,11.14
"NHSS-1070","1",715240,"1310262",-62.36,-9.65,14.81
"NJLS-1041","1",720680,"1310264",-38.22,-6.13,10.85
"NJLS-1042","1",720720,"1310265",-43.06,-6.9,12.15
"NJLS-1043","1",706000,"1310028",-41.88,-6.69,11.63
"NJR9-0901","1",706300,"1310036",-55.78,-8.69,13.77
"NJR9-0901","2",706040,"1310201",-51.77,-8.15,13.42
"NJR9-0902","1",708240,"1310057",-48.33,-7.44,11.19
"NJR9-0902","2",709980,"1310257",-41.25,-6.72,12.54
"NJRM-1001","1",707180,"1310221",-55.24,-8.43,12.17
"NJRO-1019","1",707200,"1310026",-38.95,-6.27,11.24
"NJRO-1020","1",706280,"1310038",-49.61,-7.66,11.69
"NJS9-0908","1",707220,"1310019",-43.97,-7.58,16.68
"NJS9-0908","2",706260,"1310227",-43.66,-7.09,13.03
"NJS9-0909","1",707160,"1310049",-42.72,-6.65,10.48
"NJS9-0909","2",706020,"1310202",-41.12,-6.37,9.82
"NJSS-1077","1",714180,"1310551",-43.17,-7.32,15.4
"NJSS-1078","1",722220,"1310388",-44.12,-7.34,14.63
"NJSS-1081","1",713360,"1310239",-43.6,-7.34,15.13
"NJSS-1082","1",707240,"1310033",-41.98,-6.9,13.23
"NJSS-1085","1",721940,"1310772",-45.25,-7.43,14.17
"NJSS-1087","1",719420,"1310253",-34.11,-5.77,12.06
"NVLS-1046","1",707960,"1310169",-117.1,-14.62,-0.18
"NVLS-1048","1",718400,"1310197",-119.72,-15.21,1.97
"NVLS-1067","1",722580,"1310560",-122.98,-16.36,7.88
"NVR9-0905","1",718500,"1310291",-124.91,-14.63,-7.88
"NVR9-0910","1",718540,"1310228",-98.22,-12.16,-0.93
"NVR9-0910","2",722500,"1310473",-97.47,-12.06,-1.01
"NVR9-0920","1",707880,"1310104",-123.95,-15.7,1.64
"NVR9-0920","2",718180,"1310408",-125.03,-15.57,-0.44
"NVRM-1001","1",707980,"1310042",-86.98,-11.2,2.63
"NVRM-1006","1",718520,"1310331",-111.66,-12.64,-10.51
"NVRM-1007","1",722480,"1310503",-96.4,-11.63,-3.38
"NVRO-1020","1",718440,"1310196",-117.9,-14.88,1.16
"NVRO-1024","1",718560,"1310304",-112.07,-12.62,-11.09
"NVRO-1027","1",718420,"1310229",-121.81,-15.13,-0.77
"NVS9-0921","1",707860,"1310105",-121.45,-16.07,7.13
"NVS9-0921","2",705720,"1310409",-120.58,-15.82,5.98
"NVS9-0926","1",707840,"1310154",-124.19,-16.45,7.39
"NVS9-0926","2",718480,"1310410",-120.63,-15.49,3.27
"NVSS-1104","1",707820,"1310125",-126.01,-16.55,6.37
"NYLS-1115","1",736100,"1310913",-44.86,-7.08,11.78
"NYLS-1117","1",728400,"1310813",-47.48,-6.96,8.21
"NYLS-1118","1",728420,"1310648",-62.37,-8.83,8.25
"NYLS-1119","1",721120,"1310447",-79.63,-11.55,12.81
"NYLS-1120","1",729560,"1310785",-47.93,-7.64,13.22
"NYLS-1121","1",721820,"1310580",-66.52,-9.98,13.33
"NYLS-1122","1",721860,"1310499",-65.41,-9.84,13.3
"NYLS-1123","1",721100,"1310320",-69.02,-9.65,8.22
"NYLS-1124","1",715360,"1310347",-63.78,-9.18,9.65
"NYLS-1125","1",713020,"1310243",-63.2,-9.49,12.69
"NYR9-0901","1",714600,"1310762",-52.29,-8.05,12.1
"NYR9-0901","2",729120,"1310856",-58.22,-8.77,11.96
"NYR9-0902","1",714460,"1310742",-55.21,-8.12,9.78
"NYR9-0902","2",728480,"1310847",-54.03,-8.14,11.1
"NYR9-0903","1",714580,"1310775",-58.58,-8.78,11.65
"NYR9-0904","1",728460,"1310823",-51.8,-8.02,12.36
"NYR9-0906","1",714860,"1310375",-59.45,-8.29,6.91
"NYR9-0908","1",715820,"1310763",-58.94,-8.81,11.51
"NYR9-0909","1",715780,"1310747",-58.69,-8.75,11.33
"NYR9-0910","1",714880,"1310582",-54.08,-7.35,4.7
"NYR9-0911","1",715900,"1310774",-51.76,-8.08,12.85
"NYR9-0912","1",729060,"1310798",-56.81,-8.61,12.06
"NYR9-0913","1",728540,"1310833",-55.19,-8.32,11.34
"NYR9-0915","1",714940,"1310734",-61.12,-8.85,9.71
"NYRM-1001","1",728500,"1310848",-53.68,-8.4,13.49
"NYRM-1003","1",728520,"1310815",-57.2,-8.51,10.89
"NYRM-1005","1",715920,"1310767",-51.29,-7.86,11.61
"NYRM-1007","1",729140,"1310895",-56.95,-8.87,13.98
"NYRO-1049","1",714800,"1310300",-64.31,-9.29,10
"NYRO-1050","1",714620,"1310752",-54.59,-8.35,12.22
"NYRO-1051","1",714840,"1310370",-63.53,-9.26,10.55
"NYRO-1052","1",712160,"1310266",-64.94,-9.42,10.41
"NYRO-1053","1",715800,"1310803",-63.76,-9.55,12.6
"NYRO-1054","1",729100,"1310863",-55.66,-8.51,12.44
"NYRO-1055","1",729080,"1310769",-57.86,-8.66,11.42
"NYRO-1056","1",714820,"1310311",-64.57,-9.18,8.91
"NYRO-1057","1",714920,"1310626",-60.71,-8.91,10.61
"NYRO-1058","1",714900,"1310610",-55.75,-7.76,6.29
"NYS9-0923","1",721640,"1310538",-65.18,-9.8,13.24
"NYS9-0923","2",728340,"1310685",-66.69,-9.84,12.02
"NYS9-0924","1",721840,"1310506",-56.27,-8.53,11.95
"NYS9-0924","2",729460,"1310687",-54.59,-8,9.42
"NYS9-0925","1",715400,"1310422",-80.98,-11.79,13.37
"NYS9-0926","1",721700,"1310463",-63.79,-9.58,12.86
"NYS9-0927","1",729580,"1310665",-65.44,-9.49,10.47
"NYS9-0929","1",736060,"1310900",-46.26,-7.56,14.25
"NYS9-0930","1",730300,"1310758",-53.67,-7.43,5.77
"NYS9-0931","1",721880,"1310602",-59.47,-8.97,12.27
"NYS9-0932","1",721660,"1310556",-65.25,-9.72,12.51
"NYS9-0933","1",724260,"1310792",-61.59,-9.55,14.83
"NYS9-0934","1",721900,"1310570",-62.1,-9.34,12.6
"NYS9-0935","1",729540,"1310759",-41.98,-6.28,8.29
"NYS9-0936","1",715320,"1310273",-74.26,-10.71,11.42
"NYS9-0937","1",721680,"1310430",-82.28,-12.17,15.09
"NYSS-1236","1",730280,"1310817",-51.03,-7.8,11.35
"NYSS-1237","1",703400,"1310650",-62.48,-8.79,7.82
"NYSS-1238","1",728440,"1310618",-59.13,-8.58,9.5
"NYSS-1241","1",713140,"1310333",-59.41,-8.79,10.89
"NYSS-1242","1",728360,"1310888",-60.71,-9.2,12.89
"NYSS-1245","1",721920,"1310496",-62.19,-9.58,14.47
"NYSS-1249","1",715340,"1310415",-73.03,-10.79,13.32
"NYSS-1251","1",703360,"1310735",-55.5,-8.35,11.3
"NYSS-1252","1",724280,"1310738",-66.66,-9.56,9.85
"NYSS-1253","1",729600,"1310674",-65.2,-9.65,11.96
"NYSS-1255","1",729620,"1310876",-47.41,-7.17,9.93
"OHLS-1068","1",730400,"1310897",-47.37,-7.63,13.7
"OHLS-1069","1",714320,"1310302",-46.88,-7.01,9.22
"OHLS-1070","1",724180,"1310488",-48.38,-7.14,8.76
"OHLS-1071","1",713160,"1310078",-41.8,-6.43,9.63
"OHLS-1073","1",715940,"1310812",-45.3,-6.54,6.99
"OHLS-1074","1",714300,"1310327",-49.68,-7.53,10.54
"OHR9-0902","1",727000,"1310653",-47.7,-7.52,12.48
"OHR9-0902","2",704240,"1310745",-47.28,-7.18,10.19
"OHR9-0903","1",727020,"1310663",-50.97,-7.66,10.34
"OHR9-0904","1",704200,"1310446",-41.24,-6.34,9.46
"OHR9-0905","1",726960,"1310632",-41.23,-6.51,10.86
"OHR9-0907","1",714560,"1310111",-43.53,-6.57,9.04
"OHR9-0908","1",712940,"1310486",-47.54,-6.92,7.79
"OHRF-0001","1",715480,"1310418",-42.89,-6.52,9.29
"OHRF-0002","1",715520,"1310381",-43.25,-6.76,10.86
"OHRF-0003","1",718800,"1310533",-43.4,-7.28,14.84
"OHRM-1001","1",714480,"1310122",-40.32,-5.68,5.16
"OHRM-1002","1",705140,"1310015",-61.44,-9.3,13
"OHRM-1004","1",703820,"1310492",-45.36,-7.07,11.19
"OHRM-1005","1",714540,"1310180",-41.61,-6.44,9.89
"OHRO-1031","1",712760,"1310099",-52.95,-8.19,12.61
"OHRO-1032","1",712980,"1310445",-46.64,-6.8,7.77
"OHRO-1033","1",714420,"1310335",-40.25,-6.4,10.93
"OHRO-1035","1",714440,"1310112",-48.88,-7.4,10.31
"OHRO-1036","1",713120,"1310116",-52.73,-7.82,9.82
"OHS9-0914","1",714280,"1310089",-51.86,-7.63,9.17
"OHS9-0914","2",713580,"1310233",-49.09,-7.39,10.07
"OHS9-0915","1",713060,"1310101",-46.16,-7.24,11.79
"OHS9-0915","2",714340,"1310212",-53.03,-8.17,12.29
"OHS9-0916","1",714260,"1310287",-42.81,-6.41,8.5
"OHS9-0918","1",724220,"1310494",-47.75,-7.28,10.51
"OHS9-0919","1",714380,"1310086",-49.17,-7.28,9.04
"OHS9-0920","1",714400,"1310155",-32.11,-5.12,8.87
"OHS9-0921","1",715500,"1310396",-41.75,-6.68,11.66
"OHS9-0922","1",713080,"1310090",-43.62,-6.73,10.2
"OHS9-0923","1",714240,"1310231",-38.5,-6.03,9.76
"OHSS-1122","1",714220,"1310349",-42.77,-6.46,8.94
"OHSS-1123","1",715380,"1310188",-52.76,-7.78,9.44
"OHSS-1124","1",713100,"1310172",-24.3,-3.87,6.7
"OHSS-1125","1",704980,"1310103",-42.98,-7.17,14.4
"OHSS-1127","1",715420,"1310355",-46.38,-7.22,11.37
"OKLS-1176","1",709560,"1310528",-17.24,-3.19,8.27
"OKLS-1176","1",716560,"1310296",-19.64,-2.94,3.85
"OKLS-1181","1",716540,"1310306",-16.02,-2.24,1.89
"OKLS-1182","1",725240,"1310598",-5.15,-0.74,0.74
"OKR9-0901","1",705660,"1310020",-19.12,-1.24,-9.2
"OKR9-0901","2",711460,"1310081",-20.72,-1.77,-6.54
"OKR9-0902","1",708360,"1310184",-19.61,-2.2,-2
"OKR9-0902","2",726520,"1310828",-26.1,-3.57,2.44
"OKR9-0905","1",710440,"1310079",-15.06,-1.96,0.61
"OKR9-0906","1",705640,"1310194",-21.1,-2.09,-4.4
"OKR9-0907","1",718620,"1310542",-15.72,-2.96,7.99
"OKR9-0908","1",711520,"1310152",-20.49,-2.78,1.78
"OKR9-0909","1",705600,"1310046",-5.73,1.66,-19
"OKR9-0911","1",708420,"1310151",-17.27,-2.7,4.33
"OKR9-0912","1",716020,"1310451",-11.19,-1.5,0.81
"OKR9-0913","1",711540,"1310134",-11.4,-0.63,-6.34
"OKRF-0001","1",727920,"1310649",1.38,1.29,-8.92
"OKRM-1001","1",709480,"1310647",-7.36,-0.54,-3.01
"OKRM-1002","1",716600,"1310222",-18.03,-2.13,-1.02
"OKRM-1004","1",709460,"1310599",-4.97,-0.39,-1.85
"OKRM-1006","1",708400,"1310289",-19.28,-2.74,2.67
"OKRM-1008","1",716040,"1310218",-17.26,-2.93,6.15
"OKRO-1086","1",718680,"1310587",-11.32,-1.54,0.98
"OKRO-1087","1",709600,"1310513",-18.55,-3.55,9.85
"OKRO-1088","1",716660,"1310279",-17.93,-2.29,0.43
"OKRO-1089","1",711440,"1310064",-11.65,0.53,-15.92
"OKS9-0931","1",711420,"1310044",-33.29,-4.98,6.56
"OKS9-0932","1",716620,"1310204",-18.28,-2.09,-1.54
"OKS9-0932","2",711500,"1310628",-13.39,-2.01,2.73
"OKS9-0933","1",705700,"1310448",-10.4,-2.23,7.45
"OKS9-0934","1",715100,"1310367",-16.31,-2.11,0.58
"OKS9-0935","1",705680,"1310022",-39.33,-6.67,14.02
"OKS9-0936","1",716640,"1310305",-16.76,-1.72,-2.97
"OKS9-0937","1",724640,"1310591",-9.62,-0.68,-4.17
"OKS9-0938","1",711640,"1310270",-25.78,-4.8,12.59
"OKS9-0939","1",711480,"1310128",-27.74,-4.93,11.68
"OKSS-1405","1",725260,"1310841",-24.22,-4.07,8.33
"ORLS-1093","1",714020,"1310576",-61.06,-8.98,10.8
"ORLS-1095","1",714100,"1310475",-105.24,-12.89,-2.14
"ORLS-1096","1",728640,"1310868",-113.95,-14.37,1.02
"ORLS-1097","1",714040,"1310604",-71.24,-10.4,11.96
"ORLS-1104","1",711660,"1310260",-109.35,-14.18,4.09
"ORR9-0902","1",728600,"1310731",-82.36,-11.55,10.08
"ORR9-0903","1",717760,"1310303",-88.05,-12.49,11.89
"ORR9-0904","1",717680,"1310908",-85.91,-11.75,8.12
"ORR9-0908","1",728680,"1310894",-90.64,-12.74,11.31
"ORR9-0910","1",704680,"1310183",-108.82,-13.89,2.34
"ORR9-0911","1",717720,"1310329",-81.28,-11.15,7.88
"ORR9-0912","1",708380,"1310161",-66.43,-9.65,10.77
"ORR9-0912","2",728580,"1310693",-66.06,-9.52,10.11
"ORR9-0914","1",717620,"1310377",-108.89,-13.42,-1.53
"ORRF-0101","1",732780,"1310872",-63.25,-9.27,10.95
"ORRF-0102","1",732800,"1310879",-56.5,-8.71,13.18
"ORRF-0104","1",732880,"1310854",-87.48,-12.27,10.64
"ORRF-0105","1",732940,"1310871",-69.7,-9.92,9.63
"ORRF-0106","1",732960,"1310831",-84.15,-11.84,10.6
"ORRM-1001","1",717700,"1310259",-117.09,-15.71,8.6
"ORRM-1008","1",717580,"1310294",-84.86,-11.72,8.94
"ORRO-1058","1",717660,"1310867",-109.5,-13.88,1.57
"ORRO-1060","1",728620,"1310740",-61.47,-8.75,8.51
"ORS9-0932","1",705420,"1310171",-86.95,-12.3,11.41
"ORS9-0932","2",714120,"1310620",-85.85,-12.16,11.43
"ORS9-0933","1",728900,"1310679",-73.21,-10.37,9.72
"ORS9-0934","1",714160,"1310480",-114.63,-15.37,8.37
"ORS9-0937","1",711680,"1310416",-115.19,-15.36,7.66
"ORS9-0939","1",714140,"1310378",-116.25,-15.35,6.54
"ORS9-0941","1",714060,"1310481",-112.56,-14.63,4.46
"ORSS-1168","1",728880,"1310676",-75.64,-10.82,10.94
"ORSS-1173","1",728860,"1310677",-66.82,-9.67,10.5
"PALS-1086","1",704840,"1310754",-49.46,-7.52,10.71
"PALS-1087","1",704860,"1310741",-57.86,-8.67,11.52
"PALS-1090","1",704800,"1310041",-62.63,-9.76,15.41
"PALS-1091","1",704900,"1310021",-64.4,-10.33,18.28
"PAR9-0902","1",703800,"1310509",-61.79,-9.25,12.24
"PAR9-0902","2",704300,"1310698",-60.89,-9.05,11.54
"PAR9-0903","1",704740,"1310651",-54.01,-7.97,9.75
"PAR9-0905","1",726940,"1310695",-45.26,-6.52,6.93
"PAR9-0906","1",706820,"1310896",-53.55,-8.49,14.36
"PAR9-0908","1",705320,"1310691",-50.36,-7.51,9.73
"PAR9-0910","1",708020,"1310113",-57.83,-8.91,13.43
"PAR9-0911","1",704260,"1310732",-40.79,-5.65,4.41
"PARF-0002","1",706660,"1310783",-51.21,-7.79,11.07
"PARF-0004","1",706360,"1310308",-58.87,-9.04,13.41
"PARM-1001","1",705120,"1310016",-63.73,-9.61,13.18
"PARM-1002","1",706780,"1310132",-58.11,-8.77,12.05
"PARM-1004","1",705180,"1310565",-63.2,-9.54,13.15
"PARM-1005","1",705100,"1310014",-62.67,-9.44,12.85
"PARM-1006","1",706800,"1310627",-53.13,-8.16,12.19
"PARM-1007","1",729160,"1310907",-55.82,-8.37,11.12
"PARM-1008","1",703340,"1310550",-62.17,-9.31,12.32
"PARO-1050","1",704720,"1310662",-59.59,-8.9,11.57
"PARO-1052","1",704220,"1310694",-45.65,-6.63,7.43
"PARO-1053","1",719940,"1310791",-56.64,-8.88,14.41
"PAS9-0917","1",704880,"1310686",-61.12,-9.32,13.43
"PAS9-0918","1",705340,"1310032",-64.62,-9.83,14.05
"PAS9-0919","1",704760,"1310336",-64.98,-10.02,15.16
"PAS9-0922","1",704780,"1310051",-58.78,-9.25,15.22
"PAS9-0923","1",703960,"1310037",-56.02,-8.63,13.02
"PASS-1163","1",719960,"1310797",-59.19,-9.41,16.1
"RILS-1022","1",725780,"1310502",-39.58,-6.46,12.09
"RILS-1026","1",725760,"1310779",-45.9,-7.2,11.71
"RISS-1080","1",725740,"1310852",-42.19,-6.66,11.09
"RISS-1081","1",731920,"1310878",-39.67,-6.61,13.23
"RISS-1082","1",731940,"1310890",-40.97,-6.84,13.73
"RISS-1083","1",713400,"1310251",-44.41,-7.33,14.23
"RISS-1084","1",713380,"1310420",-46.26,-7.46,13.39
"SDLS-1113","1",708840,"1310466",-65.77,-8.99,6.13
"SDLS-1114","1",708740,"1310238",-114.65,-14.83,3.99
"SDR9-0901","1",716300,"1310285",-60.1,-7.63,0.97
"SDR9-0902","1",726060,"1310793",-50.95,-6.64,2.18
"SDR9-0904","1",726180,"1310661",-57.08,-4.96,-17.39
"SDR9-0907","1",726080,"1310722",-99.32,-12.58,1.31
"SDR9-0909","1",708780,"1310314",-66.48,-7.71,-4.8
"SDR9-0911","1",716280,"1310277",-72.8,-8.58,-4.14
"SDRM-1001","1",726120,"1310729",-66.83,-8.42,0.55
"SDRM-1007","1",708800,"1310366",-83.55,-9.47,-7.78
"SDRM-1011","1",708820,"1310380",-106.28,-13.54,2.06
"SDRO-1067","1",708760,"1310471",-48.76,-6.11,0.14
"SDRO-1072","1",716240,"1310332",-56.22,-5.65,-11.05
"SDS9-0937","1",726160,"1310636",-62.1,-8.11,2.82
"SDS9-0938","1",708700,"1310137",-94.86,-12,1.14
"SDS9-0939","1",725980,"1310600",-57.71,-6.79,-3.39
"SDS9-0941","1",718200,"1310322",-39.86,-5.73,6.01
"SDS9-0942","1",717040,"1310541",-59.43,-7.84,3.28
"SDS9-0942","2",726020,"1310789",-48.94,-6.2,0.62
"SDSS-1186","1",726140,"1310643",-64.65,-8.51,3.41
"SDSS-1188","1",708720,"1310223",-93.6,-12.71,8.1
"SDSS-1190","1",708860,"1310088",-69.22,-8.35,-2.39
"SDSS-1191","1",708680,"1310167",-110.67,-14.28,3.58
"SDSS-1194","1",726000,"1310843",-70.44,-9.78,7.81
"TXLS-1118","1",721220,"1310750",15.3,4.46,-20.36
"TXLS-1119","1",712140,"1310485",3.13,1.32,-7.39
"TXLS-1123","1",721160,"1310664",-18.12,-3.07,6.44
"TXR9-0903","1",711400,"1310162",-6.92,-1.26,3.15
"TXR9-0903","2",720180,"1310307",-2.96,-0.11,-2.12
