"SITE_ID","VISIT_NO","AMMONIA_N_RESULT","AMMONIA_N_RESULT_UNITS","ANC_RESULT","ANC_RESULT_UNITS","CALCIUM_RESULT","CALCIUM_RESULT_UNITS","CHLORIDE_RESULT","CHLORIDE_RESULT_UNITS","COLOR_RESULT","COLOR_RESULT_UNITS","COND_RESULT","COND_RESULT_UNITS","DOC_RESULT","DOC_RESULT_UNITS","MAGNESIUM_RESULT","MAGNESIUM_RESULT_UNITS","NITRATE_N_RESULT","NITRATE_N_RESULT_UNITS","NITRATE_NITRITE_N_RESULT","NITRATE_NITRITE_N_RESULT_UNITS","NITRITE_N_RESULT","NITRITE_N_RESULT_UNITS","NTL_RESULT","NTL_RESULT_UNITS","PH_RESULT","PH_RESULT_UNITS","POTASSIUM_RESULT","POTASSIUM_RESULT_UNITS","PTL_RESULT","PTL_RESULT_UNITS","SILICA_RESULT","SILICA_RESULT_UNITS","SODIUM_RESULT","SODIUM_RESULT_UNITS","SULFATE_RESULT","SULFATE_RESULT_UNITS","TSS_RESULT","TSS_RESULT_UNITS","TURB_RESULT","TURB_RESULT_UNITS"
"COR9-0908",2,0.006,"MG N/L",1735.15,"UEQ/L",33.63,"MG/L",15.642,"MG/L",17,"APHA PT-CO",293,"US/CM AT 25 C",3.1,"MG/L",7.005,"MG/L",0.005,"MG N/L",NA,"",0,"MG N/L",0.179,"MG/L",8.17,"STD. UNITS",1.826,"MG/L",80,"UG/L",11.51,"MG/L",16.19,"MG/L",35.571,"MG/L",41.6,"MG/L",16.52,"NTU"
"VARS11-139",1,0.01,"MG N/L",2871.19,"UEQ/L",37.81,"MG/L",15.543,"MG/L",13,"APHA PT-CO",342,"US/CM AT 25 C",1.49,"MG/L",15.65,"MG/L",0.854,"MG N/L",NA,"",0,"MG N/L",1.153,"MG/L",8.67,"STD. UNITS",3.455,"MG/L",28,"UG/L",4.675,"MG/L",11.77,"MG/L",12.478,"MG/L",0.7,"MG/L",0.25,"NTU"
"AZRM-1004",1,0.002,"MG N/L",2406.64,"UEQ/L",38.05,"MG/L",274.154,"MG/L",28,"APHA PT-CO",1191,"US/CM AT 25 C",2.89,"MG/L",11.53,"MG/L",0.124,"MG N/L",NA,"",0,"MG N/L",0.429,"MG/L",8.25,"STD. UNITS",4.672,"MG/L",234,"UG/L",26.803,"MG/L",191.3,"MG/L",29.526,"MG/L",133.5,"MG/L",49.64,"NTU"
"NYS9-0929",1,0.008,"MG N/L",705.49,"UEQ/L",13.92,"MG/L",25.431,"MG/L",12,"APHA PT-CO",182.2,"US/CM AT 25 C",1.23,"MG/L",3.014,"MG/L",0.04,"MG N/L",NA,"",0,"MG N/L",0.153,"MG/L",7.68,"STD. UNITS",0.916,"MG/L",25,"UG/L",5.529,"MG/L",16.25,"MG/L",9.023,"MG/L",13.2,"MG/L",1.44,"NTU"
"PAR9-0906",1,0.014,"MG N/L",1493.94,"UEQ/L",27.12,"MG/L",18.892,"MG/L",22,"APHA PT-CO",230,"US/CM AT 25 C",2.59,"MG/L",4.206,"MG/L",0.523,"MG N/L",NA,"",0.001,"MG N/L",0.74,"MG/L",8.03,"STD. UNITS",1.409,"MG/L",41,"UG/L",3.887,"MG/L",12.77,"MG/L",7.095,"MG/L",10.5,"MG/L",6.17,"NTU"
"WISS-1165",1,0.0234,"MG N/L",1490.6572,"UEQ/L",18.4,"MG/L",0.588,"MG/L",200,"APHA PT-CO",149,"US/CM AT 25 C",23,"MG/L",9.05,"MG/L",0.016,"MG N/L",0.019,"MG N/L",NA,"",2.25,"MG/L",7.02,"STD. UNITS",1.93,"MG/L",374,"UG/L",14.1,"MG/L",1.42,"MG/L",3.09,"MG/L",37.5,"MG/L",11.5,"NTU"
"MOS9-0932",2,0.083,"MG N/L",3488.44,"UEQ/L",63.37,"MG/L",11.059,"MG/L",28,"APHA PT-CO",470,"US/CM AT 25 C",8.05,"MG/L",12.61,"MG/L",0.047,"MG N/L",NA,"",0,"MG N/L",0.776,"MG/L",7.98,"STD. UNITS",8.013,"MG/L",84,"UG/L",2.079,"MG/L",16.79,"MG/L",51.017,"MG/L",9.2,"MG/L",7.93,"NTU"
"NHRF-0003",1,0.006,"MG N/L",67.32,"UEQ/L",1.22,"MG/L",0.32,"MG/L",6,"APHA PT-CO",15.6,"US/CM AT 25 C",2.05,"MG/L",0.228,"MG/L",0.007,"MG N/L",NA,"",0.001,"MG N/L",0.079,"MG/L",6.8,"STD. UNITS",0.311,"MG/L",18,"UG/L",9.179,"MG/L",1.46,"MG/L",1.515,"MG/L",0.3,"MG/L",0.01,"NTU"
"CAR9-0903",2,0.0059,"MG N/L",2070,"UEQ/L",23,"MG/L",5.07,"MG/L",15,"APHA PT-CO",217,"US/CM AT 25 C",3.3,"MG/L",10.7,"MG/L",0.036,"MG N/L",0.036,"MG N/L",NA,"",0.182,"MG/L",8.24,"STD. UNITS",1.1,"MG/L",51.9,"UG/L",9.88,"MG/L",9.2,"MG/L",9.9,"MG/L",3,"MG/L",1.5,"NTU"
"COLS-1068",1,0.006,"MG N/L",244.28,"UEQ/L",4.05,"MG/L",0.235,"MG/L",23,"APHA PT-CO",34.6,"US/CM AT 25 C",2.54,"MG/L",1.017,"MG/L",0.016,"MG N/L",NA,"",0.001,"MG N/L",0.11,"MG/L",7.28,"STD. UNITS",0.388,"MG/L",12,"UG/L",3.663,"MG/L",0.89,"MG/L",2.791,"MG/L",1,"MG/L",0.44,"NTU"
"MTRO-1064",1,0.009,"MG N/L",2625.73,"UEQ/L",33.9,"MG/L",0.935,"MG/L",5,"APHA PT-CO",258,"US/CM AT 25 C",1.14,"MG/L",12.2,"MG/L",0.002,"MG N/L",NA,"",0,"MG N/L",0.108,"MG/L",8.38,"STD. UNITS",0.962,"MG/L",27,"UG/L",10.5,"MG/L",3.16,"MG/L",4.856,"MG/L",3.3,"MG/L",1.33,"NTU"
"NYLS-1115",1,0.028,"MG N/L",3291.95,"UEQ/L",45.36,"MG/L",57.499,"MG/L",20,"APHA PT-CO",519,"US/CM AT 25 C",3.65,"MG/L",18.32,"MG/L",0.404,"MG N/L",NA,"",0,"MG N/L",0.75,"MG/L",8.26,"STD. UNITS",2.017,"MG/L",127,"UG/L",6.946,"MG/L",35.1,"MG/L",11.179,"MG/L",16,"MG/L",11.77,"NTU"
"TXRF-0005",1,0.178,"MG N/L",-58.64,"UEQ/L",21.91,"MG/L",14.85,"MG/L",7,"APHA PT-CO",321,"US/CM AT 25 C",3.67,"MG/L",7.179,"MG/L",0.227,"MG N/L",NA,"",0.001,"MG N/L",0.544,"MG/L",4.29,"STD. UNITS",7.572,"MG/L",58,"UG/L",21.234,"MG/L",14.57,"MG/L",105.951,"MG/L",10.2,"MG/L",10.95,"NTU"
"ORR9-0904",1,0.137,"MG N/L",886.37,"UEQ/L",9.43,"MG/L",3.04,"MG/L",15,"APHA PT-CO",106.4,"US/CM AT 25 C",2.14,"MG/L",3.549,"MG/L",0.253,"MG N/L",NA,"",0.022,"MG N/L",0.609,"MG/L",7.82,"STD. UNITS",1.506,"MG/L",164,"UG/L",29.086,"MG/L",6.56,"MG/L",2.359,"MG/L",4.7,"MG/L",3.78,"NTU"
"PARM-1007",1,0.009,"MG N/L",1261.77,"UEQ/L",24.51,"MG/L",15.822,"MG/L",18,"APHA PT-CO",200,"US/CM AT 25 C",1.91,"MG/L",2.917,"MG/L",0.323,"MG N/L",NA,"",0.001,"MG N/L",0.49,"MG/L",8.07,"STD. UNITS",1.194,"MG/L",29,"UG/L",3.144,"MG/L",10.78,"MG/L",7.407,"MG/L",3.1,"MG/L",2,"NTU"
"VARS11-129",1,0.021,"MG N/L",253.96,"UEQ/L",3.7,"MG/L",6.184,"MG/L",37,"APHA PT-CO",62.5,"US/CM AT 25 C",4.8,"MG/L",2,"MG/L",0.268,"MG N/L",NA,"",0.001,"MG N/L",0.436,"MG/L",7.21,"STD. UNITS",1.964,"MG/L",51,"UG/L",8.625,"MG/L",3.85,"MG/L",3.477,"MG/L",0.9,"MG/L",2.47,"NTU"
"ARR9-0907",1,0.05471,"MG N/L",3570.7834,"UEQ/L",48.14,"MG/L",45.969,"MG/L",35,"APHA PT-CO",519,"US/CM AT 25 C",7.6788,"MG/L",18.68,"MG/L",0.15745,"MG N/L",0.15923,"MG N/L",NA,"",0.72,"MG/L",NA,"",8.837,"MG/L",152,"UG/L",15.62,"MG/L",22.72,"MG/L",28.406,"MG/L",15,"MG/L",9.28,"NTU"
"ARRO-1023",1,0.05178,"MG N/L",174.24304,"UEQ/L",6.385,"MG/L",10.424,"MG/L",75,"APHA PT-CO",87.2,"US/CM AT 25 C",19.605,"MG/L",1.946,"MG/L",0.43584,"MG N/L",0.4387,"MG N/L",NA,"",1.357,"MG/L",NA,"",2.594,"MG/L",45,"UG/L",9.355,"MG/L",6.146,"MG/L",14.075,"MG/L",15,"MG/L",5.82,"NTU"
"WARO-1041",1,0.049,"MG N/L",449.71,"UEQ/L",7.92,"MG/L",1.884,"MG/L",11,"APHA PT-CO",78.8,"US/CM AT 25 C",1.29,"MG/L",1.667,"MG/L",0.165,"MG N/L",NA,"",0.004,"MG N/L",0.264,"MG/L",7.64,"STD. UNITS",0.84,"MG/L",99,"UG/L",16.96,"MG/L",4.45,"MG/L",9.765,"MG/L",38.7,"MG/L",13.08,"NTU"
"NCRF-0005",1,0.02,"MG N/L",397.89,"UEQ/L",13.32,"MG/L",16.194,"MG/L",470,"APHA PT-CO",105.1,"US/CM AT 25 C",41.15,"MG/L",0.95,"MG/L",0.007,"MG N/L",NA,"",0,"MG N/L",0.711,"MG/L",6.85,"STD. UNITS",0.235,"MG/L",37,"UG/L",12.351,"MG/L",10.17,"MG/L",0.864,"MG/L",0.7,"MG/L",1.61,"NTU"
"WILS-1092",1,0.015,"MG N/L",2477.768,"UEQ/L",32.6,"MG/L",15.7,"MG/L",30,"APHA PT-CO",303,"US/CM AT 25 C",6.4,"MG/L",15.4,"MG/L",1.51,"MG N/L",1.73,"MG N/L",NA,"",2.14,"MG/L",8.2,"STD. UNITS",1.88,"MG/L",38.1,"UG/L",6.8,"MG/L",8.6,"MG/L",9.67,"MG/L",3.2,"MG/L",2.79,"NTU"
"NCR9-0907",2,0.029,"MG N/L",338.58,"UEQ/L",4.49,"MG/L",18.661,"MG/L",69,"APHA PT-CO",120.4,"US/CM AT 25 C",10.9,"MG/L",3.128,"MG/L",0.019,"MG N/L",NA,"",0.001,"MG N/L",0.49,"MG/L",7.43,"STD. UNITS",3.352,"MG/L",86,"UG/L",9.106,"MG/L",13.37,"MG/L",6.259,"MG/L",2.6,"MG/L",3.62,"NTU"
"MASS-1073",1,0.013,"MG N/L",2316.39,"UEQ/L",28.79,"MG/L",27.457,"MG/L",11,"APHA PT-CO",321,"US/CM AT 25 C",1.9,"MG/L",11.86,"MG/L",0.028,"MG N/L",NA,"",0,"MG N/L",0.138,"MG/L",8.03,"STD. UNITS",1.438,"MG/L",38,"UG/L",6.817,"MG/L",19.4,"MG/L",4.833,"MG/L",9.2,"MG/L",4.25,"NTU"
"UTR9-0903",1,0.039,"MG N/L",3345.32,"UEQ/L",50.02,"MG/L",30.695,"MG/L",15,"APHA PT-CO",438,"US/CM AT 25 C",3.28,"MG/L",15.76,"MG/L",0.003,"MG N/L",NA,"",0,"MG N/L",0.434,"MG/L",8.22,"STD. UNITS",2.185,"MG/L",85,"UG/L",9.076,"MG/L",19.73,"MG/L",17.987,"MG/L",13.8,"MG/L",9.36,"NTU"
"ARR9-0902",2,0.03785,"MG N/L",3219.1002,"UEQ/L",37.07,"MG/L",5.932,"MG/L",7.5,"APHA PT-CO",315,"US/CM AT 25 C",1.9215,"MG/L",15.836,"MG/L",0.02,"MG N/L",0.02,"MG N/L",NA,"",0.18,"MG/L",NA,"",1.906,"MG/L",58,"UG/L",5.558,"MG/L",5.274,"MG/L",7.717,"MG/L",19,"MG/L",9.35,"NTU"
"GASS-1082",1,0.006,"MG N/L",610.8,"UEQ/L",4.55,"MG/L",3.077,"MG/L",28,"APHA PT-CO",74,"US/CM AT 25 C",1.72,"MG/L",1.896,"MG/L",0.012,"MG N/L",NA,"",0.001,"MG N/L",0.079,"MG/L",7.5,"STD. UNITS",1.576,"MG/L",69,"UG/L",37.565,"MG/L",8.08,"MG/L",0.986,"MG/L",0.2,"MG/L",3.15,"NTU"
"GASS-1077",1,0.005,"MG N/L",15.08,"UEQ/L",0.91,"MG/L",1.234,"MG/L",8,"APHA PT-CO",15.7,"US/CM AT 25 C",1.04,"MG/L",0.22,"MG/L",0.004,"MG N/L",NA,"",0,"MG N/L",0.01,"MG/L",5.48,"STD. UNITS",0.329,"MG/L",2,"UG/L",4.131,"MG/L",0.61,"MG/L",2.029,"MG/L",3.4,"MG/L",1.47,"NTU"
"MARO-1020",1,0.124,"MG N/L",781.53,"UEQ/L",20.62,"MG/L",120.328,"MG/L",25,"APHA PT-CO",538,"US/CM AT 25 C",4.34,"MG/L",4.588,"MG/L",0.723,"MG N/L",NA,"",0.002,"MG N/L",1.035,"MG/L",7.43,"STD. UNITS",6.56,"MG/L",30,"UG/L",5.089,"MG/L",74.34,"MG/L",15.948,"MG/L",5.5,"MG/L",4.48,"NTU"
"MARO-1021",1,0.02,"MG N/L",332.32,"UEQ/L",5.35,"MG/L",7.107,"MG/L",30,"APHA PT-CO",72.7,"US/CM AT 25 C",3.11,"MG/L",0.939,"MG/L",0.113,"MG N/L",NA,"",0.006,"MG N/L",0.181,"MG/L",7.31,"STD. UNITS",1.277,"MG/L",6,"UG/L",4.622,"MG/L",7.08,"MG/L",4.368,"MG/L",3.3,"MG/L",1.17,"NTU"
"MAS9-0916",1,0.007,"MG N/L",774.86,"UEQ/L",20.78,"MG/L",15.539,"MG/L",10,"APHA PT-CO",240,"US/CM AT 25 C",1.33,"MG/L",6.977,"MG/L",6.65,"MG N/L",NA,"",0.001,"MG N/L",6.938,"MG/L",7.49,"STD. UNITS",7.332,"MG/L",12,"UG/L",10.399,"MG/L",8.73,"MG/L",21.679,"MG/L",99.6,"MG/L",2.08,"NTU"
"AZR9-0913",1,0.005,"MG N/L",2851.47,"UEQ/L",75.9,"MG/L",85.354,"MG/L",5,"APHA PT-CO",969,"US/CM AT 25 C",2.42,"MG/L",26.29,"MG/L",0.288,"MG N/L",NA,"",0.001,"MG N/L",0.455,"MG/L",8.16,"STD. UNITS",4.549,"MG/L",19,"UG/L",8.121,"MG/L",94.14,"MG/L",228.188,"MG/L",4.8,"MG/L",1.85,"NTU"
"AZRM-1001",1,0.009,"MG N/L",2784.44,"UEQ/L",74.74,"MG/L",83.652,"MG/L",8,"APHA PT-CO",937,"US/CM AT 25 C",2.43,"MG/L",25.64,"MG/L",0.303,"MG N/L",NA,"",0.002,"MG N/L",0.508,"MG/L",8.15,"STD. UNITS",4.404,"MG/L",19,"UG/L",7.76,"MG/L",90.88,"MG/L",223.51,"MG/L",5.3,"MG/L",1.86,"NTU"
"AZLS-1054",1,0.002,"MG N/L",5272.04,"UEQ/L",58.98,"MG/L",12.871,"MG/L",15,"APHA PT-CO",585,"US/CM AT 25 C",2.47,"MG/L",12.13,"MG/L",0.002,"MG N/L",NA,"",0,"MG N/L",0.253,"MG/L",8.22,"STD. UNITS",2.474,"MG/L",75,"UG/L",23.383,"MG/L",55.92,"MG/L",44.239,"MG/L",2.7,"MG/L",6.6,"NTU"
"AZR9-0904",1,0.006,"MG N/L",2483.39,"UEQ/L",23.28,"MG/L",3.658,"MG/L",5,"APHA PT-CO",248,"US/CM AT 25 C",0.79,"MG/L",11.73,"MG/L",0.092,"MG N/L",NA,"",0.001,"MG N/L",0.168,"MG/L",8.43,"STD. UNITS",2.777,"MG/L",119,"UG/L",40.517,"MG/L",15.41,"MG/L",4.617,"MG/L",8.6,"MG/L",4.93,"NTU"
"AZRO-1031",1,0.004,"MG N/L",4126.27,"UEQ/L",61.06,"MG/L",69.218,"MG/L",8,"APHA PT-CO",620,"US/CM AT 25 C",1.28,"MG/L",17.56,"MG/L",0.002,"MG N/L",NA,"",0,"MG N/L",0.085,"MG/L",8.37,"STD. UNITS",1.937,"MG/L",132,"UG/L",36.25,"MG/L",42.71,"MG/L",17.577,"MG/L",0.1,"MG/L",0.93,"NTU"
"FLS9-0917",1,0.302,"MG N/L",-29.58,"UEQ/L",0.184,"MG/L",2.31,"MG/L",90,"APHA PT-CO",26,"US/CM AT 25 C",14.62,"MG/L",0.124,"MG/L",0.006,"MG N/L",NA,"",0.001,"MG N/L",0.77,"MG/L",4.52,"STD. UNITS",0.143,"MG/L",31,"UG/L",4.388,"MG/L",1.923,"MG/L",0.364,"MG/L",24.9,"MG/L",32.66,"NTU"
"FLS9-0921",1,0.036,"MG N/L",203.53,"UEQ/L",5.743,"MG/L",9.685,"MG/L",350,"APHA PT-CO",68.3,"US/CM AT 25 C",36.43,"MG/L",1.265,"MG/L",0.021,"MG N/L",NA,"",0.001,"MG N/L",1.025,"MG/L",6.34,"STD. UNITS",0.985,"MG/L",64,"UG/L",6.867,"MG/L",8.782,"MG/L",0.604,"MG/L",2.9,"MG/L",4.38,"NTU"
"NMSS-1081",1,0.009,"MG N/L",634.46,"UEQ/L",9.308,"MG/L",1.024,"MG/L",40,"APHA PT-CO",77.4,"US/CM AT 25 C",7.24,"MG/L",1.582,"MG/L",0.011,"MG N/L",NA,"",0.001,"MG N/L",0.341,"MG/L",7.65,"STD. UNITS",3.367,"MG/L",50,"UG/L",9.807,"MG/L",3.79,"MG/L",3.915,"MG/L",1.4,"MG/L",3.83,"NTU"
"TXSS-1209",1,0.075,"MG N/L",4796.07,"UEQ/L",67.48,"MG/L",138.407,"MG/L",12,"APHA PT-CO",1154,"US/CM AT 25 C",3.48,"MG/L",24.61,"MG/L",0.015,"MG N/L",NA,"",0,"MG N/L",0.4,"MG/L",8.06,"STD. UNITS",3.788,"MG/L",58,"UG/L",16.139,"MG/L",150.2,"MG/L",141.97,"MG/L",5,"MG/L",2.12,"NTU"
"FLR9-0902",1,0.033,"MG N/L",825.72,"UEQ/L",15.18,"MG/L",3.746,"MG/L",40,"APHA PT-CO",108.5,"US/CM AT 25 C",4.84,"MG/L",1.536,"MG/L",0.5,"MG N/L",NA,"",0.005,"MG N/L",0.764,"MG/L",7.63,"STD. UNITS",1.685,"MG/L",63,"UG/L",6.708,"MG/L",3.586,"MG/L",2.614,"MG/L",16.3,"MG/L",16.04,"NTU"
"AZSS-1111",1,0.003,"MG N/L",2394.33,"UEQ/L",38.49,"MG/L",1.791,"MG/L",5,"APHA PT-CO",242,"US/CM AT 25 C",2.89,"MG/L",4.648,"MG/L",0.016,"MG N/L",NA,"",0.001,"MG N/L",0.145,"MG/L",8.14,"STD. UNITS",1.16,"MG/L",92,"UG/L",26.458,"MG/L",4.373,"MG/L",3.43,"MG/L",1.4,"MG/L",2.24,"NTU"
"FLSS-1069",1,0.011,"MG N/L",3848.35,"UEQ/L",96.27,"MG/L",311.966,"MG/L",72,"APHA PT-CO",1460,"US/CM AT 25 C",18.22,"MG/L",25.92,"MG/L",0.026,"MG N/L",NA,"",0,"MG N/L",1.269,"MG/L",8.09,"STD. UNITS",7.606,"MG/L",91,"UG/L",6.688,"MG/L",176.8,"MG/L",63.902,"MG/L",5.2,"MG/L",3.57,"NTU"
"NMR9-0906",1,0.002,"MG N/L",2711.56,"UEQ/L",435,"MG/L",186.335,"MG/L",5,"APHA PT-CO",2620,"US/CM AT 25 C",2.21,"MG/L",66.99,"MG/L",0.177,"MG N/L",NA,"",0,"MG N/L",0.413,"MG/L",8.14,"STD. UNITS",3.704,"MG/L",47,"UG/L",10.453,"MG/L",133.8,"MG/L",1202.97,"MG/L",35,"MG/L",22.75,"NTU"
"TXR9-0905",1,0.005,"MG N/L",4736.84,"UEQ/L",90.95,"MG/L",637.851,"MG/L",18,"APHA PT-CO",2710,"US/CM AT 25 C",2.33,"MG/L",38.88,"MG/L",0.025,"MG N/L",NA,"",0,"MG N/L",0.224,"MG/L",8.3,"STD. UNITS",3.923,"MG/L",51,"UG/L",15.404,"MG/L",436.8,"MG/L",159.869,"MG/L",3,"MG/L",0.94,"NTU"
"FLR9-0901",1,0.085,"MG N/L",209.88,"UEQ/L",3.503,"MG/L",4.437,"MG/L",97,"APHA PT-CO",47.8,"US/CM AT 25 C",9.84,"MG/L",1.565,"MG/L",0.181,"MG N/L",NA,"",0.004,"MG N/L",0.701,"MG/L",6.91,"STD. UNITS",1.971,"MG/L",101,"UG/L",4.688,"MG/L",2.975,"MG/L",1.764,"MG/L",3,"MG/L",14.62,"NTU"
"NMS9-0926",1,0.002,"MG N/L",4326.15,"UEQ/L",163.3,"MG/L",29.231,"MG/L",8,"APHA PT-CO",1191,"US/CM AT 25 C",2.94,"MG/L",31.27,"MG/L",0.11,"MG N/L",NA,"",0,"MG N/L",0.33,"MG/L",8.09,"STD. UNITS",1.611,"MG/L",24,"UG/L",10.012,"MG/L",73.35,"MG/L",399.133,"MG/L",7.5,"MG/L",2.36,"NTU"
"FLSS-1068",1,0.004,"MG N/L",12.54,"UEQ/L",0.627,"MG/L",1.977,"MG/L",38,"APHA PT-CO",16.9,"US/CM AT 25 C",3,"MG/L",0.268,"MG/L",0.34,"MG N/L",NA,"",0.001,"MG N/L",0.441,"MG/L",5.69,"STD. UNITS",0.383,"MG/L",7,"UG/L",3.399,"MG/L",1.664,"MG/L",0.823,"MG/L",2.4,"MG/L",1.46,"NTU"
"GARO-1038",1,0.07,"MG N/L",201.11,"UEQ/L",3.917,"MG/L",5.289,"MG/L",75,"APHA PT-CO",48.2,"US/CM AT 25 C",11.33,"MG/L",1.263,"MG/L",0.208,"MG N/L",NA,"",0.003,"MG N/L",0.718,"MG/L",6.97,"STD. UNITS",1.685,"MG/L",57,"UG/L",9.75,"MG/L",2.972,"MG/L",0.942,"MG/L",4.6,"MG/L",7.43,"NTU"
"ALS9-0917",1,0.007,"MG N/L",1836.44,"UEQ/L",34.52,"MG/L",2.425,"MG/L",11,"APHA PT-CO",202,"US/CM AT 25 C",1.44,"MG/L",2.68,"MG/L",0.125,"MG N/L",NA,"",0.002,"MG N/L",0.253,"MG/L",8.06,"STD. UNITS",1.423,"MG/L",24,"UG/L",5.832,"MG/L",2.847,"MG/L",6.444,"MG/L",7.3,"MG/L",4.16,"NTU"
"NMRM-1002",1,0,"MG N/L",2778.83,"UEQ/L",593.4,"MG/L",144.896,"MG/L",8,"APHA PT-CO",2920,"US/CM AT 25 C",0.79,"MG/L",71.92,"MG/L",0.047,"MG N/L",NA,"",0,"MG N/L",0.076,"MG/L",8.14,"STD. UNITS",2.09,"MG/L",24,"UG/L",12.232,"MG/L",102.8,"MG/L",1557.764,"MG/L",2,"MG/L",1.61,"NTU"
"NMS9-0920",1,0.004,"MG N/L",1418.78,"UEQ/L",27.37,"MG/L",0.861,"MG/L",18,"APHA PT-CO",151.4,"US/CM AT 25 C",3.83,"MG/L",1.811,"MG/L",0.182,"MG N/L",NA,"",0.002,"MG N/L",0.413,"MG/L",7.95,"STD. UNITS",0.894,"MG/L",52,"UG/L",9.106,"MG/L",1.476,"MG/L",3.288,"MG/L",8.4,"MG/L",3.72,"NTU"
"AZLS-1048",1,0.005,"MG N/L",2813.01,"UEQ/L",42.18,"MG/L",4.119,"MG/L",4,"APHA PT-CO",280,"US/CM AT 25 C",2.29,"MG/L",7.412,"MG/L",0.097,"MG N/L",NA,"",0.003,"MG N/L",0.304,"MG/L",8.41,"STD. UNITS",1.528,"MG/L",197,"UG/L",10.626,"MG/L",8.485,"MG/L",8.361,"MG/L",350.1,"MG/L",32.47,"NTU"
"AZLS-1063",1,0.005,"MG N/L",2413.92,"UEQ/L",36.29,"MG/L",3.746,"MG/L",14,"APHA PT-CO",246,"US/CM AT 25 C",1.94,"MG/L",5.959,"MG/L",0.259,"MG N/L",NA,"",0.006,"MG N/L",0.471,"MG/L",8.58,"STD. UNITS",1.936,"MG/L",106,"UG/L",12.704,"MG/L",8.446,"MG/L",7.875,"MG/L",199.7,"MG/L",25.09,"NTU"
"AZSS-1121",1,0.011,"MG N/L",2992.8,"UEQ/L",42.51,"MG/L",4.546,"MG/L",13,"APHA PT-CO",303,"US/CM AT 25 C",1.4,"MG/L",9.758,"MG/L",0.405,"MG N/L",NA,"",0.003,"MG N/L",0.475,"MG/L",8.43,"STD. UNITS",1.268,"MG/L",15,"UG/L",13.813,"MG/L",9.173,"MG/L",5.133,"MG/L",5.8,"MG/L",1.3,"NTU"
"FLR9-0903",1,0.011,"MG N/L",784.1,"UEQ/L",16.28,"MG/L",24.659,"MG/L",67,"APHA PT-CO",188.1,"US/CM AT 25 C",16.78,"MG/L",3.875,"MG/L",0.002,"MG N/L",NA,"",0,"MG N/L",1.533,"MG/L",7.18,"STD. UNITS",3.536,"MG/L",99,"UG/L",1.729,"MG/L",14.52,"MG/L",8.547,"MG/L",17.5,"MG/L",7.18,"NTU"
"TXR9-0923",1,0.003,"MG N/L",3399.66,"UEQ/L",587.7,"MG/L",2813.819,"MG/L",10,"APHA PT-CO",10280,"US/CM AT 25 C",0.97,"MG/L",136,"MG/L",0,"MG N/L",NA,"",0,"MG N/L",0.113,"MG/L",8.17,"STD. UNITS",5.915,"MG/L",35,"UG/L",22.582,"MG/L",1753,"MG/L",1590.772,"MG/L",2,"MG/L",1.23,"NTU"
"TXSS-1205",1,0.039,"MG N/L",2628.2,"UEQ/L",49.93,"MG/L",252.823,"MG/L",18,"APHA PT-CO",1326,"US/CM AT 25 C",6.54,"MG/L",27.41,"MG/L",22.029,"MG N/L",NA,"",0.194,"MG N/L",22.875,"MG/L",8.88,"STD. UNITS",20.35,"MG/L",1072,"UG/L",25.475,"MG/L",179.2,"MG/L",52.636,"MG/L",26.7,"MG/L",24.05,"NTU"
"MSS9-0913",1,0.004,"MG N/L",56.28,"UEQ/L",1.033,"MG/L",4.256,"MG/L",21,"APHA PT-CO",29.1,"US/CM AT 25 C",3.15,"MG/L",0.84,"MG/L",0.001,"MG N/L",NA,"",0,"MG N/L",0.154,"MG/L",6.41,"STD. UNITS",0.529,"MG/L",34,"UG/L",12.419,"MG/L",2.632,"MG/L",2.205,"MG/L",6.5,"MG/L",18.56,"NTU"
"NMR9-0903",1,0.001,"MG N/L",3367.03,"UEQ/L",89.85,"MG/L",26.385,"MG/L",10,"APHA PT-CO",717,"US/CM AT 25 C",1.22,"MG/L",29.96,"MG/L",0.002,"MG N/L",NA,"",0,"MG N/L",0.115,"MG/L",8.48,"STD. UNITS",0.617,"MG/L",18,"UG/L",7.723,"MG/L",22.13,"MG/L",181.031,"MG/L",1.1,"MG/L",1.97,"NTU"
"NMLS-1045",1,0.001,"MG N/L",6685.06,"UEQ/L",137.6,"MG/L",44.023,"MG/L",11,"APHA PT-CO",1529,"US/CM AT 25 C",2.97,"MG/L",66.09,"MG/L",0.002,"MG N/L",NA,"",0,"MG N/L",0.188,"MG/L",8.2,"STD. UNITS",2.475,"MG/L",49,"UG/L",14.557,"MG/L",142,"MG/L",489.25,"MG/L",36.2,"MG/L",8.68,"NTU"
"FLRF-0001",1,0.012,"MG N/L",83.76,"UEQ/L",3.429,"MG/L",7.7,"MG/L",200,"APHA PT-CO",50.8,"US/CM AT 25 C",24.37,"MG/L",0.796,"MG/L",0.005,"MG N/L",NA,"",0.001,"MG N/L",0.655,"MG/L",5.98,"STD. UNITS",1.2,"MG/L",62,"UG/L",5.598,"MG/L",5.257,"MG/L",2.352,"MG/L",3.4,"MG/L",8.09,"NTU"
