"SITE_ID","VISIT_NO","RT_WQI","CL_pt","SO4_pt","PTL_pt","NTL_pt","TURB_pt","ENTERO_PT","DO_PT","PH_PT","NUMVARN","WQII"
"LAS9-0945",2,"S",10,9.482064572,0,1.591397849,0,10,5,10,8,57.59
"LAS9-0946",1,"S",0,0,0,0,0,10,3,10,8,28.75
"LAS9-0947",1,"R",10,7.574834266,2.171428571,10,1.06097561,10,10,10,8,76.01
"LAS9-0948",1,"S",1.888769699,6.327247525,0,0,0,10,10,10,8,47.77
"LAS9-0949",1,"T",10,10,10,10,10,NA,10,10,7,100
"LAS9-0950",1,"T",0,0,0,0,10,0,0,10,8,25
"LALS-1037",1,"T",8.141806617,9.845047783,0,10,10,10,5,10,8,78.73
"LALS-1038",1,"S",7.121724962,9.162997848,0,0,0,0,0,10,8,32.86
"LARM-1001",1,"S",0,0,0,0,4.158536585,10,10,10,8,42.7
"LARM-1002",1,"S",0,0,0,0,0,10,10,10,8,37.5
"LARM-1003",1,"S",0,2.397170039,7.2,10,10,10,10,10,8,74.5
"LARO-1019",1,"S",1.861199925,0,7.428571429,10,10,10,10,10,8,74.11
"LARO-1020",1,"S",9.369721955,7.3220904,0,10,0,10,0,10,8,58.36
"LARO-1022",1,"T",7.204434286,8.089284546,0,1.161290323,0,10,2.5,10,8,48.69
"LASS-1049",1,"R",5.965915188,1.983996556,0,4.709677419,0,0,3,10,8,32.07
"LASS-1050",1,"S",5.946828421,10,10,10,10,0,10,10,8,82.43
"LASS-1051",1,"T",0,10,0,0,0,10,6.5,10,8,45.63
"LARF-0001",1,"S",10,10,7.062857143,10,10,0,10,10,8,83.83
"LARF-0002",1,"R",10,10,3.657142857,10,10,10,5,10,8,85.82
"MAR9-0901",1,"T",0,0,0,0,2.209302326,10,10,10,8,40.26
"MAR9-0901",2,"T",0,0,0,0,6.860465116,0,10,10,8,33.58
"MAR9-0902",1,"T",0,9.825382189,0,0,10,10,10,10,8,62.28
"MAR9-0902",2,"T",0,6.881998145,0,0,10,10,10,10,8,58.6
"MAS9-0914",1,"S",0,9.232456401,2.422535211,0,5.697674419,10,10,10,8,59.19
"MAS9-0914",2,"S",0,3.094612245,5.521126761,0,0,10,10,10,8,48.27
"MAR9-0903",1,"S",4.218896901,8.539100186,10,9.836601307,10,0,10,10,8,78.24
"MAS9-0915",1,"S",3.410457324,10,10,10,10,10,10,10,8,91.76
"MAS9-0915",2,"S",5.043227183,10,10,10,10,10,10,10,8,93.8
"MAS9-0916",1,"S",4.148050845,0,10,0,7.965116279,10,10,10,8,65.14
"MALS-1038",1,"T",0,0,4.957746479,4.281045752,5.23255814,10,10,10,8,55.59
"MALS-1041",1,"T",0,0,0,0,3.546511628,10,10,10,8,41.93
"MALS-1042",1,"T",0,3.256846011,5.521126761,2.549019608,10,10,10,10,8,64.16
"MARM-1001",1,"S",6.472728451,9.624521336,10,10,10,10,10,10,8,95.12
"MARM-1002",1,"S",6.891183662,10,1.577464789,8.431372549,0,0,10,10,8,58.63
"MARM-1003",1,"T",3.881881549,10,0,3.464052288,0,10,10,10,8,59.18
"MARO-1019",1,"T",0,5.321463822,2.14084507,3.954248366,3.372093023,0,10,10,8,43.49
"MARO-1020",1,"T",0,0,7.211267606,0,0,10,10,10,8,46.51
"MARO-1021",1,"S",9.73098493,10,10,10,10,10,10,10,8,99.66
"MASS-1072",1,"T",0,6.17125974,0,0,0,0,0,10,8,20.21
"MASS-1073",1,"T",0,9.682461967,4.957746479,10,0,10,10,10,8,68.3
"MASS-1076",1,"S",9.916376479,10,0,0,1.802325581,0,0,10,8,39.65
"MASS-1077",1,"T",0,6.107525046,6.929577465,5.751633987,10,10,10,10,8,73.49
"MASS-1079",1,"T",0,0,3.267605634,0,4.011627907,0,10,10,8,34.1
"MDS9-0914",1,"T",2.616187594,5.362877314,7.657142857,0,10,NA,10,10,7,65.19
"MDS9-0914",2,"T",3.95968391,5.874638829,1.828571429,0,10,NA,10,10,7,59.52
"MDR9-0901",1,"S",0,7.318397644,2.040816327,0,10,10,10,10,8,61.7
"MDR9-0901",2,"S",0,7.069676155,6.705539359,0,10,10,10,10,8,67.22
"MDR9-0902",1,"S",3.46348961,6.805060038,6.997084548,0,10,0,NA,10,7,53.24
"MDS9-0916",1,"T",0,0,10,4.193548387,10,10,10,10,8,67.74
"MDS9-0916",2,"T",0,0,10,3.311827957,10,0,10,10,8,54.14
"MDS9-0918",1,"S",0,10,10,0,10,0,10,10,8,62.5
"MDR9-0905",1,"R",0,3.742302639,7.288629738,4.603773585,10,10,10,10,8,69.54
"MDR9-0905",2,"R",3.282225826,5.864039208,2.332361516,0,10,10,10,10,8,64.35
"MDLS-1038",1,"T",0,9.816601414,0,0,0,0,10,10,8,37.27
"MDLS-1039",1,"S",0,9.788148068,0,0,0.457665904,0,10,10,8,37.81
"MDLS-1041",1,"S",3.115624662,4.695167456,0,0,4.097560976,0,10,10,8,39.89
"MDLS-1042",1,"T",0,9.895289632,9.329446064,0,10,10,10,10,8,74.03
"MDRM-1003",1,"S",0,0,5.247813411,1.056603774,7.894736842,0,10,10,8,42.75
"MDRM-1004",1,"S",2.958661502,9.276772762,0,0,10,10,10,10,8,65.29
"MDRO-1013",1,"T",0,9.235270123,10,0,10,10,10,10,8,74.04
"MDRO-1014",1,"T",0,9.247436381,0,0,3.318077803,10,10,10,8,53.21
"MDRO-1015",1,"T",0,9.174046371,0,0,10,10,10,10,8,61.47
"MDRO-1018",1,"S",0,9.381461451,0,0,7.757437071,10,10,10,8,58.92
"MDSS-1081",1,"T",0.267454887,8.129616014,9.028571429,0,10,0,10,10,8,59.28
"MDSS-1090",1,"T",0,10,10,0,10,0,10,10,8,62.5
"MDSS-1092",1,"S",0,9.851137889,8.746355685,0,10,10,10,10,8,73.25
"MDSS-1095",1,"S",9.431223759,0,0,9.870967742,10,0,10,10,8,61.63
"MER9-0901",1,"S",10,6.142289425,6.929577465,9.477124183,10,0,10,10,8,78.19
"MER9-0901",2,"S",10,3.355345083,2.985915493,7.254901961,10,0,10,10,8,67
"MER9-0902",1,"R",10,10,10,10,10,10,10,10,8,100
"MER9-0902",2,"S",10,10,10,10,10,10,10,10,8,100
"MER9-0903",1,"R",10,10,10,10,6.453488372,NA,10,10,7,94.93
"MER9-0903",2,"R",10,10,10,10,10,10,10,10,8,100
"MER9-0904",1,"S",10,10,10,10,10,10,10,10,8,100
"MER9-0905",1,"S",9.587968592,10,8.61971831,10,9.127906977,10,10,10,8,96.67
"MES9-0910",1,"R",10,10,5.014084507,8.39869281,5.11627907,10,10,10,8,85.66
"MES9-0910",2,"S",10,10,4.394366197,9.019607843,0,10,10,10,8,79.27
"MER9-0906",1,"S",10,10,10,10,10,10,10,10,8,100
"MER9-0907",1,"S",10,6.105593692,10,10,10,0,10,10,8,82.63
"MER9-0908",1,"S",10,4.019730983,10,10,10,0,10,10,8,80.02
"MELS-1049",1,"R",10,10,8.056338028,10,10,10,10,10,8,97.57
"MELS-1050",1,"S",8.240569296,10,9.746478873,10,0.465116279,0,10,10,8,73.07
"MELS-1051",1,"R",10,10,10,10,2.325581395,10,10,10,8,90.41
"MELS-1052",1,"R",10,10,10,10,0,0,10,10,8,75
"MELS-1053",1,"S",10,10,8.056338028,8.888888889,10,0,10,10,8,83.68
"MERM-1001",1,"R",10,10,10,10,10,10,10,10,8,100
"MERM-1002",1,"T",10,10,10,10,10,0,10,10,8,87.5
"MERM-1003",1,"S",10,8.388454545,10,10,10,10,10,10,8,97.99
"MERM-1004",1,"S",10,10,6.929577465,8.692810458,5.581395349,10,10,10,8,89
"MERM-1005",1,"R",10,10,10,10,10,0,10,10,8,87.5
"MERM-1006",1,"S",10,10,10,10,10,10,10,10,8,100
"MERO-1025",1,"S",9.260222817,10,8.056338028,10,0,0,10,10,8,71.65
"MERO-1026",1,"S",10,10,10,8.660130719,10,10,10,10,8,98.33
"MERO-1027",1,"S",10,0,0,5.45751634,10,0,10,10,8,56.82
"MERO-1028",1,"S",10,10,10,10,10,10,10,10,8,100
"MESS-1104",1,"S",10,10,9.464788732,10,10,10,10,10,8,99.33
"MESS-1106",1,"R",10,10,10,10,10,10,10,10,8,100
"MESS-1107",1,"R",10,10,4.394366197,4.31372549,0,10,10,10,8,73.39
"MESS-1108",1,"S",10,10,10,10,0,10,10,10,8,87.5
"MESS-1109",1,"R",10,10,0,0,0,10,10,10,8,62.5
"MESS-1111",1,"R",10,10,10,5.718954248,10,10,10,10,8,94.65
"MERF-0001",1,"R",10,10,10,10,10,10,10,10,8,100
"MERF-0002",1,"S",10,10,10,10,10,10,10,10,8,100
"MERF-0003",1,"R",10,10,10,10,10,10,10,10,8,100
"MERF-0004",1,"R",10,10,10,10,10,10,10,10,8,100
"MERF-0005",1,"R",10,10,10,10,10,10,10,10,8,100
"MERF-0006",1,"R",10,10,10,10,10,0,10,10,8,87.5
"MIS9-0923",1,"S",0,0,0,0,8.795180723,10,10,10,8,48.49
"MIS9-0923",2,"S",0,0,4.326923077,0,10,10,10,10,8,55.41
"MIR9-0901",1,"T",0,0,4.567307692,0,7.903614458,10,10,10,8,53.09
"MIR9-0901",2,"T",0,0,0,0,0,0,10,10,8,25
"MIR9-0902",1,"T",10,10,10,10,10,10,10,10,8,100
"MIS9-0924",1,"T",0,10,0,0,10,0,10,10,8,50
"MIS9-0924",2,"T",0,9.974876985,0,0,10,0,10,10,8,49.97
"MIS9-0925",1,"T",4.332208914,6.253930579,10,8.704819277,10,10,10,10,8,86.61
"MIR9-0903",1,"T",0,0,0,0,5.445783133,10,10,10,8,44.31
"MIR9-0903",2,"T",0,0,3.317307692,0,6,10,10,10,8,49.15
"MIR9-0904",1,"S",0,9.732585473,10,0,10,10,10,10,8,74.67
"MIS9-0926",1,"S",6.306628914,0.348621488,10,10,10,10,10,10,8,83.32
"MIR9-0905",1,"T",0,0,0.721153846,0,9.469879518,10,10,10,8,50.24
"MIR9-0906",1,"T",0,10,9.850275808,0,10,10,10,10,8,74.81
"MIS9-0927",1,"S",10,8.504555372,10,10,10,10,10,10,8,98.13
"MIR9-0907",1,"T",0,0,0,0,10,0,10,10,8,37.5
"MIS9-0928",1,"S",10,10,10,0,10,10,10,10,8,87.5
"MIS9-0929",1,"S",10,10,9.134615385,7.34939759,10,10,10,10,8,95.61
"MIR9-0908",1,"T",0,0,4.807692308,0,6.722891566,10,10,10,8,51.91
"MIR9-0909",1,"S",9.354291142,10,10,10,10,10,10,10,8,99.19
"MIS9-0930",1,"T",0,0,9.134615385,10,3.518072289,0,10,10,8,53.32
"MIR9-0910",1,"S",0,9.617865342,10,0,10,10,10,10,8,74.52
"MIS9-0932",1,"R",10,10,8.653846154,0,10,0,10,10,8,73.32
"MIS9-0933",1,"T",0,10,10,10,10,10,10,10,8,87.5
"MIS9-0934",1,"T",0,10,0,0.63253012,0,0,10,10,8,38.29
"MIS9-0935",1,"S",0,0,4.567307692,10,1.927710843,0,10,10,8,45.62
"MIS9-0936",1,"R",10,10,10,9.036144578,10,10,10,10,8,98.8
"MIS9-0937",1,"S",10,10,6.490384615,10,10,10,10,10,8,95.61
"MIS9-0938",1,"T",0,9.921200296,10,0,10,10,10,10,8,74.9
"MILS-1055",1,"S",0,9.736723186,10,0,10,10,10,10,8,74.67
"MILS-1056",1,"S",3.29903649,0,0.240384615,0,10,10,10,10,8,54.42
"MILS-1057",1,"S",10,10,8.173076923,10,10,0,10,10,8,85.22
"MILS-1058",1,"S",10,4.574565289,10,10,10,10,10,10,8,93.22
"MILS-1059",1,"S",0,0,0,0.63253012,0.120481928,10,10,10,8,38.44
"MILS-1060",1,"R",10,10,10,10,10,10,10,10,8,100
"MILS-1061",1,"S",0,10,10,10,10,10,10,10,8,87.5
"MIRM-1001",1,"S",9.738489861,10,10,10,10,10,10,10,8,99.67
"MIRM-1002",1,"R",10,10,0,10,0,10,10,10,8,75
"MIRM-1003",1,"T",0,0,0,0,10,0,10,10,8,37.5
"MIRO-1019",1,"R",10,9.257344628,10,10,5.855421687,10,10,10,8,93.89
"MIRO-1021",1,"T",0,0,6.490384615,0,10,0,10,10,8,45.61
"MIRO-1022",1,"T",0,0,1.201923077,0,8.457831325,0,10,10,8,37.07
"MIRO-1023",1,"S",9.46271532,10,10,10,10,0,10,10,8,86.83
"MIRO-1024",1,"S",0.51693493,2.385023967,2.163461538,0,10,10,10,10,8,56.33
"MIRO-1025",1,"T",0,0,10,10,10,10,10,10,8,75
"MISS-1132",1,"T",0,10,1.820330969,2.116716123,10,0,6.75,10,8,50.86
"MISS-1133",1,"R",10,10,9.615384615,10,0,10,10,10,8,87.02
"MISS-1134",1,"S",10,6.140366942,10,10,10,0,10,10,8,82.68
"MISS-1135",1,"R",7.05224156,10,10,10,9.108433735,0,10,10,8,82.7
"MISS-1136",1,"T",0,0,0,0,5.518072289,10,10,10,8,44.4
"MISS-1137",1,"S",5.823434206,10,10,10,10,0,10,10,8,82.28
"MIRF-0001",1,"S",8.852240056,6.210053719,6.009615385,10,10,0,10,10,8,76.34
"MIRF-0002",1,"S",9.876769972,4.596933884,10,10,10,10,10,10,8,93.09
"MIRF-0003",1,"S",10,10,10,10,10,10,10,10,8,100
"MIRF-0004",1,"S",8.264549582,9.246160331,10,10,10,10,10,10,8,96.89
"MIRF-0005",1,"S",2.118941448,5.583733058,10,6.385542169,10,10,10,10,8,80.11
"MNR9-0901",1,"S",3.662807465,0,0,0,0.65060241,10,10,10,8,42.89
"MNR9-0901",2,"S",0.320514318,0,0,0,7.614457831,10,10,10,8,47.42
"MNR9-0902",1,"S",10,10,6.490384615,0,8.168674699,10,10,10,8,80.82
"MNR9-0902",2,"S",10,10,9.855769231,4.096385542,0,10,10,10,8,79.94
"MNR9-0903",1,"S",0,8.687463986,0,0,4.411764706,10,10,10,8,53.87
"MNR9-0904",1,"T",0,0,0,0,9.927710843,10,10,10,8,49.91
"MNR9-0905",1,"S",7.481224178,9.019893388,1.201923077,0.662650602,10,0,10,10,8,60.46
"MNS9-0927",1,"T",6.422278626,10,0,0,6.176470588,0,10,10,8,53.25
"MNS9-0927",2,"T",0,10,1.024428684,0,10,10,10,10,8,63.78
"MNR9-0906",1,"S",10,7.174484298,2.644230769,0,0,0,10,10,8,49.77
"MNS9-0928",1,"S",9.360576602,10,0,0,10,10,10,10,8,74.2
"MNS9-0928",2,"S",8.530895933,10,0,0,10,10,0,10,8,60.66
"MNR9-0907",1,"T",0,0,0,0,0,10,10,10,8,37.5
"MNR9-0908",1,"S",10,10,0.240384615,10,10,0,10,10,8,75.3
"MNR9-0909",1,"S",10,10,10,10,5.325301205,10,10,10,8,94.16
"MNR9-0910",1,"T",0,0,0,0,0,10,10,10,8,37.5
"MNR9-0911",1,"S",0,0,0.961538462,0.572289157,10,10,10,10,8,51.92
"MNR9-0912",1,"S",8.160839499,9.190238843,1.923076923,0,0,0,NA,10,7,41.82
"MNR9-0913",1,"S",0,0,0,0,0,10,10,10,8,37.5
"MNR9-0914",1,"?",3.046171145,9.589923607,0,0,3.931372549,10,10,10,8,58.21
"MNR9-0915",1,"S",10,10,10,9.939759036,10,10,10,10,8,99.92
"MNS9-0929",1,"T",0,4.314745455,0,0,9.469879518,10,10,10,8,54.73
"MNS9-0930",1,"S",10,10,7.451923077,10,9.927710843,10,0,10,8,84.22
"MNR9-0916",1,"R",10,10,10,8.463855422,10,10,10,10,8,98.08
"MNR9-0917",1,"R",10,10,10,9.485657765,10,10,10,10,8,99.36
"MNR9-0918",1,"S",0,6.409595994,0,3.857566766,8.245098039,10,10,10,8,60.64
"MNS9-0931",1,"S",10,10,10,10,10,10,10,10,8,100
"MNS9-0932",1,"R",10,10,0,0,10,0,0,10,8,50
"MNS9-0933",1,"T",0,0,0,0,10,10,10,10,8,50
"MNS9-0934",1,"S",2.678347354,4.133215702,0,0,5.108433735,10,10,10,8,52.4
"MNS9-0935",1,"S",2.043515933,10,4.326923077,5.753012048,10,10,6.8,10,8,73.65
"MNS9-0936",1,"?",10,10,0.721153846,1.024096386,6.602409639,10,NA,10,7,69.07
"MNS9-0937",1,"R",10,10,0,0,9.951807229,10,10,10,8,74.94
"MNS9-0939",1,"S",10,8.379807438,0,2.078313253,9.686746988,10,10,10,8,75.18
"MNLS-1091",1,"S",3.865513538,5.894312397,0,0,10,10,10,10,8,62.2
"MNLS-1092",1,"S",10,10,10,10,10,NA,10,10,7,100
"MNLS-1093",1,"R",10,10,10,10,10,10,10,10,8,100
"MNLS-1094",1,"T",0,7.651769995,0,0,0,10,10,10,8,47.06
"MNLS-1095",1,"S",10,5.634492562,0,2.740963855,0.168674699,0,10,10,8,48.18
"MNLS-1096",1,"S",3.885941281,10,10,10,10,10,10,10,8,92.36
"MNLS-1097",1,"T",4.835045682,9.54211405,0,0,10,10,0,10,8,55.47
"MNRM-1001",1,"S",0,9.598458655,0,7.042532146,0,0,10,10,8,45.8
"MNRM-1002",1,"S",8.37925922,10,0,0.963855422,8.409638554,0,10,10,8,59.69
"MNRM-1003",1,"S",1.889522173,0,0,0,0,10,10,10,8,39.86
"MNRM-1004",1,"S",10,10,10,10,10,10,10,10,8,100
"MNRM-1005",1,"S",2.988036641,6.818645468,0,0,0,10,8.290248052,10,8,47.62
"MNRM-1006",1,"S",4.005365014,6.986932231,0,0,0,0,10,10,8,38.74
"MNRM-1007",1,"S",0.723569415,2.942518182,0,0,10,10,10,10,8,54.58
"MNRM-1008",1,"S",10,10,0,0,10,10,10,10,8,75
"MNRM-1009",1,"S",0,8.335093071,0,3.006923838,0,NA,10,10,7,44.77
"MNRM-1010",1,"T",0,0,0,0,0,10,NA,10,7,28.57
"MNRM-1011",1,"S",0,6.978280072,0,4.34223541,2.215686275,10,10,10,8,54.42
"MNRM-1012",1,"S",3.662807465,0,0,0,5.493975904,10,10,10,8,48.95
"MNRO-1049",1,"R",10,9.437525945,8.195429472,0,10,10,10,10,8,84.54
"MNRO-1050",1,"S",10,0,6.490384615,4.36746988,5.325301205,10,10,10,8,70.23
"MNRO-1051",1,"T",0,0,3.365384615,0,10,10,10,10,8,54.21
"MNRO-1052",1,"T",0,0,0,0,0,10,10,10,8,37.5
"MNRO-1053",1,"S",10,9.246542078,0,8.081107814,4.147058824,10,10,10,8,76.84
"MNRO-1054",1,"R",10,10,4.086538462,0,2.072289157,10,10,10,8,70.2
"MNRO-1055",1,"S",0,10,0,0,10,10,10,10,8,62.5
"MNSS-1168",1,"S",10,10,10,10,10,10,10,10,8,100
"MNSS-1169",1,"S",8.779955725,0,7.486209614,0.019782394,10,0,0,10,8,45.36
"MNSS-1170",1,"R",10,10,10,8.162650602,10,10,0,10,8,85.2
"MNSS-1171",1,"?",0,6.398466116,7.451923077,9.939759036,9.879518072,10,10,10,8,79.59
"MNSS-1172",1,"R",10,10,10,10,10,10,2,10,8,90
"MNSS-1173",1,"R",10,10,5.432692308,0,10,10,3,10,8,73.04
"MNSS-1174",1,"S",10,10,10,8.584337349,10,10,10,10,8,98.23
"MNSS-1175",1,"T",0,4.129180469,10,0,10,10,10,10,8,67.66
"MNLS-1105",1,"S",5.735430229,1.00644009,10,7.161226508,10,10,10,10,8,79.88
"MNRF-0001",1,"R",10,10,10,6.957831325,10,10,10,10,8,96.2
"MNRF-0002",1,"S",10,9.123133058,0,1.325301205,5.228915663,0,10,10,8,57.1
"MNRF-0003",1,"S",10,10,0,1.656626506,10,10,10,10,8,77.07
"MNRF-0004",1,"R",10,10,10,6.987951807,10,10,10,10,8,96.23
"MNRF-0005",1,"S",10,10,0.721153846,10,10,10,10,10,8,88.4
"MNRF-0006",1,"S",10,10,0,5.120481928,10,10,10,10,8,81.4
"MNRF-0007",1,"S",10,10,0,0.120481928,10,0,10,10,8,62.65
"MNRF-0008",1,"S",10,6.888824332,6.934594169,9.040553907,3.647058824,10,10,10,8,83.14
"MNRF-0009",1,"R",10,10,10,10,10,10,10,10,8,100
"MNRF-0010",1,"S",10,10,8.431836091,4.787339268,10,0,10,10,8,79.02
"MOR9-0903",1,"S",0,10,0,0,0,10,10,10,8,50
"MOR9-0903",2,"S",0,10,0,0,0,10,10,10,8,50
"MOR9-0904",1,"R",10,9.755377663,7.580174927,10,10,10,10,10,8,96.67
"MOR9-0904",2,"R",10,9.662462771,8.454810496,10,10,10,10,10,8,97.65
"MOR9-0905",1,"S",8.384716637,10,3.498542274,5.547169811,10,10,10,10,8,84.29
"MOR9-0906",1,"S",0,10,0,0,0,NA,10,10,7,42.86
"MOR9-0907",1,"S",5.660677718,10,3.206997085,0,10,10,10,10,8,73.58
"MOR9-0908",1,"S",7.119258258,10,0,0,0,10,10,10,8,58.9
"MOR9-0909",1,"S",5.767403123,1.330145712,9.912536443,10,10,10,10,10,8,83.76
"MOR9-0910",1,"T",6.672875015,9.894897172,0,9.094339623,0,10,10,10,8,69.58
"MOR9-0911",1,"S",3.989493393,6.999033365,6.413994169,10,4.7597254,10,10,10,8,77.7
"MOS9-0930",1,"S",9.723026565,10,0,6.221562809,8.323529412,10,10,10,8,80.34
"MOR9-0912",1,"R",0,8.602048601,0,0,0,0,10,10,8,35.75
"MOS9-0932",1,"S",5.291885496,9.21728601,10,9.59446093,10,10,0,10,8,80.13
"MOS9-0932",2,"S",5.272507328,9.849447479,10,9.732937685,10,10,0,10,8,81.07
"MOS9-0934",1,"T",0,9.882581638,7.092198582,0,10,0,10,10,8,58.72
"MOS9-0937",1,"S",10,10,0,0,0,0,10,10,8,50
"MOS9-0937",2,"S",0,10,0,6.577645895,0,10,10,10,8,58.22
"MOS9-0938",1,"S",0,10,3.78250591,10,10,10,10,10,8,79.73
"MOS9-0939",1,"S",0,9.978706399,0,0,10,10,10,10,8,62.47
"MOS9-0940",1,"S",3.799759339,10,4.664723032,0,10,0,10,10,8,60.58
"MOLS-1079",1,"T",6.20556015,0,0,0,1.43902439,10,6.5,10,8,42.68
"MOLS-1080",1,"S",7.666787634,10,9.613869188,9.347181009,8.009803922,10,10,10,8,93.3
"MOLS-1082",1,"S",10,10,5.539358601,9.811320755,10,10,10,10,8,94.19
"MOLS-1084",1,"S",10,10,10,10,10,0,10,10,8,87.5
"MOLS-1085",1,"S",10,9.919853511,6.146572104,7.111770524,10,0,10,10,8,78.97
"MOLS-1086",1,"T",0.878231429,2.227777873,0,0,10,10,10,10,8,53.88
"MOLS-1088",1,"S",0,10,1.410559496,0,10,10,10,10,8,64.26
"MORM-1001",1,"S",0,0,0,0,0,10,10,10,8,37.5
"MORM-1002",1,"R",0.199733588,9.739919772,0,0,0,10,10,10,8,49.92
"MORM-1003",1,"R",0,9.510787811,0,0,0,10,10,10,8,49.39
"MORM-1004",1,"S",6.638146907,10,0.874635569,9.433962264,10,10,10,10,8,83.68
"MORM-1005",1,"S",3.083813383,0,0,0,0,10,10,10,8,41.35
"MORM-1006",1,"S",0,7.457037846,0,0,0,10,10,10,8,46.82
"MORM-1007",1,"R",4.144267328,9.396343527,0,0,0,10,10,10,8,54.43
"MORO-1044",1,"S",6.48059988,9.061508483,5.247813411,10,0,10,10,10,8,75.99
"MORO-1045",1,"S",7.681859542,8.023531369,10,10,0.784313725,10,9.5,10,8,82.49
"MORO-1046",1,"S",10,10,0,1.800197824,0,10,10,10,8,64.75
"MORO-1047",1,"S",10,9.183611709,9.942857143,10,10,10,10,10,8,98.91
"MORO-1048",1,"S",9.191933393,9.998997172,2.623906706,2.943396226,10,10,10,10,8,80.95
"MORO-1049",1,"S",0,10,0,3.926805143,10,10,10,10,8,67.41
"MOSS-1159",1,"S",0,10,0,0,10,0,10,10,8,50
"MOSS-1161",1,"S",10,10,0,3.323442136,0,0,10,10,8,54.15
"MOSS-1163",1,"S",4.648099695,10,5.437352246,10,8.137254902,0,10,10,8,72.78
"MOSS-1165",1,"S",10,10,10,10,10,0,10,10,8,87.5
"MOSS-1166",1,"T",0,5.813804336,0,0,8.23798627,0,10,10,8,42.56
"MORF-0002",1,"R",10,9.892220076,10,10,10,0,10,10,8,87.37
"MORF-0003",1,"S",10,10,10,10,10,10,10,10,8,100
"MORF-0004",1,"S",10,2.031392253,10,10,10,10,10,10,8,90.04
"MORF-0005",1,"S",10,10,10,10,10,10,10,10,8,100
"MORF-0006",1,"R",10,10,10,10,10,10,NA,10,7,100
"MORF-0007",1,"S",10,10,2.040816327,0,1.098398169,10,10,10,8,66.42
"MORF-0008",1,"S",10,10,9.912536443,4.566037736,10,10,10,10,8,93.1
"MORF-0009",1,"S",8.519427023,10,6.855791962,2.017804154,0,10,10,10,8,71.74
"MORF-0010",1,"S",2.749039237,9.365643317,8.90464933,10,10,10,10,10,8,88.77
"MORF-0011",1,"R",0,9.962058187,10,10,10,10,0,10,8,74.95
"MORF-0012",1,"S",10,10,6.382978723,10,10,10,10,10,8,95.48
"MORO-1055",1,"S",10,10,10,10,10,10,10,10,8,100
"MSS9-0912",1,"S",10,10,1.142857143,0,10,0,10,10,8,63.93
"MSR9-0901",1,"S",10,7.841918209,10,10,5.987804878,10,10,10,8,92.29
"MSS9-0913",1,"R",10,10,10,10,1.390243902,10,10,10,8,89.24
"MSS9-0914",1,"S",9.962472105,10,6.685714286,10,10,0,10,10,8,83.31
"MSS9-0915",1,"S",0,0,3.657142857,5.935483871,0,0,3.5,10,8,28.87
"MSR9-0902",1,"S",10,5.32881963,7.314285714,10,10,10,10,10,8,90.8
"MSS9-0916",1,"S",10,10,10,10,5.536585366,10,10,10,8,94.42
"MSS9-0917",1,"R",10,10,10,10,10,0,10,10,8,87.5
"MSS9-0917",2,"R",10,10,10,10,10,0,10,9.45,8,86.81
"MSR9-0903",1,"S",7.496037669,4.861870857,3.771428571,10,1.024390244,10,10,10,8,71.44
"MSR9-0903",2,"S",6.538518195,2.664253982,4.457142857,10,8.841463415,10,10,10,8,78.13
"MSS9-0919",1,"S",10,10,0.114285714,10,10,10,10,10,8,87.64
"MSS9-0919",2,"S",10,10,7.085714286,10,10,10,10,10,8,96.36
"MSR9-0904",1,"S",10,8.710389152,0,6.817204301,0,0,10,10,8,56.91
"MSR9-0905",1,"S",10,10,0,5.784946237,1.597560976,10,10,10,8,71.73
"MSR9-0906",1,"S",10,10,10,10,10,0,10,10,8,87.5
"MSR9-0908",1,"R",10,10,9.257142857,10,10,10,10,10,8,99.07
"MSR9-0908",2,"R",10,10,9.942857143,10,10,10,10,10,8,99.93
"MSLS-1037",1,"R",10,9.449799397,10,10,10,0,10,10,8,86.81
"MSLS-1038",1,"S",10,8.362642273,10,10,10,10,10,10,8,97.95
"MSLS-1039",1,"R",10,0,7.428571429,10,6.987804878,10,1.5,10,8,69.9
"MSLS-1040",1,"S",10,10,0,7.76344086,0,10,10,10,8,72.2
"MSRM-1001",1,"S",10,7.40723461,3.428571429,10,0,10,10,10,8,76.04
"MSRM-1003",1,"S",7.385758571,6.130071459,0,9.913978495,0,10,10,10,8,66.79
"MSRM-1004",1,"S",10,10,10,10,10,10,10,10,8,100
"MSRO-1019",1,"S",10,10,2.514285714,10,0,10,10,10,8,78.14
"MSRO-1021",1,"S",6.81951782,0.22285579,10,10,9.597560976,10,6.5,10,8,78.92
"MSRO-1022",1,"S",0,0,0,0,7.829268293,10,4,10,8,39.79
"MSSS-1081",1,"T",10,10,0,0,0,0,10,10,8,50
"MSSS-1082",1,"T",0,0,0,0,0,10,1,10,8,26.25
"MSRF-0001",1,"R",10,10,10,10,10,0,10,10,8,87.5
"MSRF-0002",1,"R",10,10,7.428571429,10,3.207317073,10,10,10,8,88.29
"MSRF-0003",1,"S",10,10,10,10,10,10,10,10,8,100
"MSRF-0004",1,"R",10,10,10,10,10,10,10,10,8,100
"MTS9-0922",1,"S",10,10,10,10,10,10,10,10,8,100
"MTS9-0922",2,"S",10,10,10,10,10,10,10,10,8,100
