"Variable","R2"
"Lpt01_XCMGW",0.298004976531489
"L_STRM_POWER",0.216983386371536
"LQLow_kmcl",0.304073640735984
"LQbkf_kmcl",0.365156087605717
"evap_index_sc",0.328242119200561
"LRBS_use",0.218622938319727
"L_NTL",0.241682241149977
"OE_SCORE",0.136466680841564
