"lhs","op","rhs","label","est.std","se","z","pvalue","ci.lower","ci.upper"
"Lpt01_XCMGW","~","asin_PCTAGR_WS","a2",-0.23095288757338,0.0785823885874657,-2.9389904242516,0.00329283247374224,-0.384971539023944,-0.0769342361228156
"Lpt01_XCMGW","~","asin_PCTURB_WS","u2",0.190774151024018,0.0696534338096694,2.73890518513869,0.00616441483749153,0.0542559293575218,0.327292372690515
"Lpt01_XCMGW","~","W1_HAG","ha3",-0.208020119854527,0.0517177226101378,-4.02222119142097,5.76518782624547e-05,-0.30938499353283,-0.106655246176225
"Lpt01_XCMGW","~","W1_HNOAG","na2",-0.237062963611043,0.0742992975321107,-3.19064878787836,0.00141953727101618,-0.382686910850605,-0.0914390163714799
"Lpt01_XCMGW","~","L_STRM_POWER","sp2",0.244200137622977,0.060246741681445,4.05333352157344,5.04929357949546e-05,0.126118693741456,0.362281581504497
"L_STRM_POWER","~","drought_mean","ph2",-0.0946662272410159,0.0408920601189828,-2.31502709732812,0.0206114491690326,-0.174813192327869,-0.0145192621541629
"L_STRM_POWER","~","L_NABD_NrmStorWs_ratio","d2",-0.447814229302248,0.0504081744846183,-8.88376208582786,0,-0.546612435818511,-0.349016022785985
"L_STRM_POWER","~","W1_HAG","ha4",-0.104361639573589,0.0475912529325713,-2.19287438642248,0.0283164306071997,-0.197638781300565,-0.0110844978466133
"L_STRM_POWER","~","asin_PCTNATTERR_WsRp100","rn2",0.341526701918342,0.0404513344058773,8.44290323012734,0,0.262243543356237,0.420809860480448
"LQLow_kmcl","~","asin_PCTAGR_WS","a3",0.181764812371165,0.0567891621638059,3.20069543986003,0.00137096358313626,0.0704600998179008,0.293069524924429
"LQLow_kmcl","~","PSUMPY_SY_WS_sc","p3",0.186014100845757,0.0475361275741712,3.91311009832504,9.1114966340955e-05,0.0928450028358796,0.279183198855633
"LQLow_kmcl","~","L_NABD_NrmStorWs_ratio","d3",-0.459929608653357,0.0514461189580795,-8.94002536961295,0,-0.560762148955556,-0.359097068351158
"LQLow_kmcl","~","asin_PCTWET_WsRp100","w2",0.269643600281536,0.0457128271264502,5.89864196182072,3.66505559235009e-09,0.180048105482188,0.359239095080884
"LQLow_kmcl","~","W1_HAG","ha5",-0.205902601237092,0.0518321499724813,-3.97248814387228,7.11257773888807e-05,-0.307491748424434,-0.10431345404975
"LQLow_kmcl","~","W1_HNOAG","na5",0.117336853722286,0.0484661465413378,2.42100645699585,0.0154776023559053,0.0223449520318233,0.212328755412748
"LQbkf_kmcl","~","asin_PCTURB_WS","u4",0.12619209420831,0.049720376801918,2.53803575767434,0.0111476593810249,0.0287419463787897,0.22364224203783
"LQbkf_kmcl","~","PSUMPY_SY_WS_sc","p5",0.181968456050859,0.0428641576110213,4.24523579122132,2.1836367309902e-05,0.0979562509056091,0.265980661196109
"LQbkf_kmcl","~","L_NABD_NrmStorWs_ratio","d4",-0.532426773012997,0.0445430473806526,-11.9530836869562,0,-0.619729541640737,-0.445124004385256
"LQbkf_kmcl","~","W1_HAG","ha6",-0.151900382532977,0.0485067998921098,-3.13152759759123,0.00173899441128911,-0.246971963326804,-0.0568288017391507
"LQbkf_kmcl","~","drought_mean","ph3",0.0925471146702396,0.0434817148173489,2.12841455446265,0.0333027274684148,0.00732451964219416,0.177769709698285
"evap_index_sc","~","LQLow_kmcl","l5",-0.318184268287732,0.0644136686055714,-4.93970107860323,7.82424223189082e-07,-0.444432738866751,-0.191935797708714
"evap_index_sc","~","LQbkf_kmcl","b3",-0.236460269719303,0.0664650817173513,-3.55766161132355,0.000374170896954462,-0.366729436114823,-0.106191103323783
"evap_index_sc","~","PSUMPY_SY_WS_sc","p7",-0.156208989562611,0.0381140006658688,-4.09846740918218,4.15894783227788e-05,-0.23091105817445,-0.0815069209507728
"evap_index_sc","~","asin_PCTNATTERR_WsRp100","rn3",-0.145734475440335,0.0601049588350298,-2.42466642129034,0.0153224586486627,-0.263538030049256,-0.0279309208314139
"evap_index_sc","~","drought_mean","ph5",0.116299024107095,0.0485366366510954,2.39610801512903,0.0165702064262614,0.0211689643402415,0.211429083873949
"evap_index_sc","~","L_STRM_POWER","sp3",-0.171711087151747,0.0645873174655031,-2.658588309438,0.00784687831107567,-0.298299903242188,-0.0451222710613062
"LRBS_use","~","LQLow_kmcl","l2",0.200596672989699,0.0738571880199452,2.71600745123857,0.00660744309349393,0.0558392444712033,0.345354101508195
"LRBS_use","~","LQbkf_kmcl","b2",-0.448019025604108,0.0756752230113642,-5.92028682276666,3.21380633216961e-09,-0.596339737228418,-0.299698313979797
"LRBS_use","~","W1_HAG","ha2",-0.129671296824226,0.0532573628690342,-2.43480506428947,0.0148998142327812,-0.234053809959114,-0.0252887836893386
"LRBS_use","~","PSUMPY_SY_WS_sc","p2",0.327529579225138,0.0542022281110758,6.04273275544939,1.51525525460272e-09,0.221295164245604,0.433763994204671
"L_NTL","~","asin_PCTURB_WS","u3",0.3115471062975,0.071769746656809,4.34092526182747,1.4188398139714e-05,0.17088098767059,0.452213224924409
"L_NTL","~","W1_HNOAG","na3",0.147506575346932,0.0561324700665961,2.62782976006451,0.00859315085843737,0.0374889556531308,0.257524195040733
"L_NTL","~","LQLow_kmcl","l3",-0.305196403435025,0.0568175209503484,-5.37151917806709,7.80760627261401e-08,-0.416556698188558,-0.193836108681492
"L_NTL","~","PSUMPY_SY_WS_sc","p4",-0.171467332359438,0.047871323322456,-3.58183815401243,0.00034118514735515,-0.265293401963724,-0.077641262755152
"L_SULF","~","asin_PCTURB_WS","u5",0.176461257831237,0.0468879028061686,3.7634709012411,0.000167571233461672,0.0845626570205317,0.268359858641942
"L_SULF","~","evap_index_sc","e2",0.114204926537615,0.0520489639255571,2.19418251439081,0.0282222911048111,0.0121908318108988,0.216219021264331
"L_SULF","~","W1_HNOAG","na4",0.147870992145888,0.0486428603097917,3.03993209289386,0.00236631495887329,0.0525327378336839,0.243209246458093
"L_SULF","~","LQLow_kmcl","l4",-0.315425547614807,0.0528346188761025,-5.97005437579634,2.37174524464479e-09,-0.418979497748868,-0.211871597480746
"L_SULF","~","PSUMPY_SY_WS_sc","p6",-0.338086606975103,0.0547510618666252,-6.17497808167976,6.61726451411937e-10,-0.445396716349013,-0.230776497601193
"L_SULF","~","drought_mean","ph4",-0.129883260690937,0.0487142199833304,-2.66622889036059,0.00767074474650942,-0.225361377393226,-0.0344051439886478
"MMI_BENT_sc","~","Lpt01_XCMGW","x1",0.129558724591399,0.0453132114658243,2.8591821325468,0.00424734847059338,0.0407464620945364,0.218370987088262
"MMI_BENT_sc","~","LRBS_use","r1",0.229487253563465,0.0518479873919994,4.42615548079841,9.59273935152716e-06,0.12786706560426,0.331107441522671
"MMI_BENT_sc","~","L_NTL","n1",-0.276981446488647,0.0565846324841028,-4.89499417649242,9.83086396066923e-07,-0.387885288235924,-0.166077604741371
"MMI_BENT_sc","~","L_SULF","su1",-0.325499532730859,0.050680229025795,-6.42261368955511,1.33954181080753e-10,-0.424830956349659,-0.226168109112059
