"Variable","R2"
"Lpt01_XCMGW",0.298067733616972
"L_STRM_POWER",0.218550853376497
"LQLow_kmcl",0.325896410320231
"LQbkf_kmcl",0.366660815436384
"evap_index_sc",0.329644242511528
"LRBS_use",0.218664278908469
"L_NTL",0.242336560565133
"MMI_BENT_sc",0.376735399891229
