"Variable","R2"
"Lpt01_XCMGW",0.240245761380421
"L_STRM_POWER",0.366890168382412
"LQLow_kmcl",0.363706733631614
"LQbkf_kmcl",0.352003746159653
"evap_index_sc",0.47657035640878
"LRBS_use",0.206637384805489
"L_NTL",0.267660225619993
"L_SULF",0.389882710042792
"MMI_BENT_sc",0.432008900894034
