"Variable","R2"
"Lpt01_XCMGW",0.29806742172178
"L_STRM_POWER",0.218551582061984
"LQLow_kmcl",0.325896542144745
"LQbkf_kmcl",0.366660701225141
"evap_index_sc",0.329644069734111
"LRBS_use",0.218664304634184
"L_NTL",0.227020343524699
"L_SULF",0.227434293176568
"EPT_RICH_sc",0.358235095294936
