"Variable","R2"
"L_STRM_POWER",0.367009337703113
"LQLow_kmcl",0.362391467051991
"LQbkf_kmcl",0.3473025657042
"evap_index_sc",0.473838421034167
"LRBS_use",0.201032891705855
"L_NTL",0.268576425811166
"L_SULF",0.385015783114981
"OE_SCORE",0.323989480172145
