"METRIC","MaxR2"
"OE_SCORE",0.635036496350365
"MMI_BENT_sc",0.806949806949807
"EPT_RICH_sc",0.788583509513742
"LRBS_use",0.927797833935018
"L_STRM_POWER",0.974937343358396
"Lpt01_XCMGW",0.9
"LQLow_kmcl",0.905926622765757
"LQbkf_kmcl",0.935442220787605
"evap_index_sc",0.662162162162162
"L_NTL",0.862068965517241
"L_SULF",0.993181973136974
